	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d
227	-6.16	0.74	-1.93	-5.52	3.55	-0.28	-7.87	-3.14	22.50	19.47	-6.56	0.94	-1.97	-5.66	4.11	-2.01	-7.44	-1.43	25.19	17.59	-4.39	0.71	-2.29	-4.88	4.03	-2.96	-7.64	-0.47	26.40	18.18
228	-5.83	0.67	-1.97	-5.42	3.54	-0.30	-7.74	-3.13	22.71	19.67	-6.56	1.02	-2.09	-5.60	4.06	-2.08	-7.15	-1.45	25.85	17.84	-4.54	0.79	-2.43	-4.95	4.06	-3.03	-7.43	-0.46	27.14	18.44
229	-5.54	0.61	-2.03	-5.33	3.51	-0.32	-7.60	-3.13	22.99	19.90	-6.61	1.12	-2.24	-5.56	4.00	-2.15	-6.86	-1.48	26.55	18.10	-4.72	0.89	-2.57	-5.03	4.09	-3.11	-7.22	-0.45	27.91	18.70
230	-5.31	0.56	-2.11	-5.25	3.49	-0.36	-7.45	-3.13	23.33	20.14	-6.68	1.23	-2.40	-5.54	3.96	-2.21	-6.56	-1.52	27.30	18.37	-4.92	0.98	-2.73	-5.12	4.13	-3.19	-7.01	-0.45	28.71	18.95
231	-5.13	0.52	-2.21	-5.19	3.46	-0.40	-7.30	-3.13	23.73	20.40	-6.79	1.35	-2.58	-5.54	3.92	-2.28	-6.25	-1.57	28.08	18.66	-5.15	1.08	-2.89	-5.22	4.17	-3.27	-6.80	-0.46	29.55	19.19
232	-5.01	0.50	-2.31	-5.14	3.43	-0.46	-7.15	-3.14	24.20	20.68	-6.91	1.48	-2.77	-5.57	3.89	-2.34	-5.95	-1.62	28.89	18.95	-5.38	1.18	-3.05	-5.31	4.21	-3.36	-6.60	-0.47	30.41	19.43
233	-4.95	0.50	-2.43	-5.11	3.41	-0.52	-6.99	-3.15	24.72	20.98	-7.04	1.61	-2.98	-5.61	3.87	-2.40	-5.66	-1.68	29.72	19.25	-5.62	1.28	-3.22	-5.41	4.26	-3.46	-6.40	-0.49	31.28	19.67
234	-4.95	0.50	-2.56	-5.11	3.39	-0.60	-6.83	-3.16	25.31	21.29	-7.17	1.74	-3.20	-5.66	3.86	-2.46	-5.37	-1.75	30.56	19.55	-5.85	1.38	-3.39	-5.50	4.30	-3.55	-6.20	-0.51	32.17	19.89
235	-4.99	0.52	-2.70	-5.12	3.39	-0.68	-6.67	-3.18	25.94	21.61	-7.29	1.87	-3.42	-5.73	3.86	-2.52	-5.09	-1.82	31.40	19.85	-6.08	1.47	-3.56	-5.59	4.35	-3.66	-6.01	-0.53	33.06	20.11
236	-5.09	0.54	-2.85	-5.16	3.38	-0.77	-6.51	-3.19	26.63	21.93	-7.41	1.99	-3.65	-5.81	3.86	-2.58	-4.82	-1.90	32.23	20.15	-6.28	1.55	-3.73	-5.67	4.39	-3.76	-5.83	-0.56	33.95	20.32
237	-5.22	0.58	-3.00	-5.21	3.39	-0.86	-6.36	-3.21	27.37	22.27	-7.51	2.10	-3.88	-5.90	3.87	-2.65	-4.57	-1.98	33.05	20.46	-6.47	1.63	-3.89	-5.75	4.43	-3.87	-5.66	-0.59	34.82	20.52
238	-5.39	0.61	-3.16	-5.28	3.40	-0.96	-6.20	-3.23	28.15	22.61	-7.59	2.19	-4.11	-5.99	3.88	-2.71	-4.33	-2.07	33.85	20.76	-6.63	1.69	-4.05	-5.82	4.46	-3.99	-5.50	-0.62	35.67	20.72
239	-5.58	0.65	-3.32	-5.37	3.42	-1.07	-6.06	-3.24	28.97	22.95	-7.64	2.28	-4.33	-6.09	3.90	-2.78	-4.11	-2.15	34.61	21.06	-6.77	1.75	-4.19	-5.88	4.49	-4.10	-5.34	-0.65	36.49	20.91
240	-5.78	0.70	-3.48	-5.46	3.45	-1.18	-5.92	-3.26	29.82	23.29	-7.67	2.34	-4.54	-6.18	3.92	-2.85	-3.91	-2.24	35.33	21.37	-6.87	1.80	-4.32	-5.94	4.52	-4.22	-5.20	-0.69	37.28	21.09
241	-5.99	0.74	-3.63	-5.57	3.48	-1.29	-5.79	-3.27	30.69	23.63	-7.68	2.39	-4.74	-6.28	3.94	-2.92	-3.73	-2.32	36.00	21.67	-6.95	1.84	-4.44	-6.00	4.54	-4.33	-5.06	-0.72	38.02	21.26
242	-6.20	0.78	-3.79	-5.68	3.52	-1.40	-5.66	-3.28	31.58	23.96	-7.66	2.42	-4.92	-6.38	3.96	-3.00	-3.56	-2.41	36.62	21.97	-7.00	1.87	-4.55	-6.05	4.56	-4.45	-4.93	-0.76	38.71	21.43
243	-6.40	0.82	-3.93	-5.79	3.56	-1.51	-5.55	-3.29	32.49	24.29	-7.61	2.43	-5.08	-6.47	3.98	-3.08	-3.41	-2.49	37.17	22.27	-7.02	1.89	-4.64	-6.10	4.58	-4.56	-4.80	-0.80	39.35	21.59
244	-6.59	0.86	-4.07	-5.90	3.60	-1.62	-5.45	-3.30	33.40	24.60	-7.54	2.42	-5.22	-6.56	4.00	-3.16	-3.28	-2.57	37.66	22.57	-7.02	1.91	-4.71	-6.15	4.60	-4.66	-4.68	-0.83	39.92	21.74
245	-6.76	0.89	-4.20	-6.02	3.65	-1.72	-5.36	-3.31	34.30	24.90	-7.45	2.40	-5.34	-6.65	4.01	-3.25	-3.17	-2.65	38.08	22.88	-6.99	1.92	-4.77	-6.20	4.61	-4.76	-4.57	-0.87	40.43	21.89
246	-6.91	0.91	-4.32	-6.13	3.69	-1.82	-5.29	-3.31	35.19	25.19	-7.34	2.37	-5.43	-6.73	4.03	-3.33	-3.07	-2.73	38.43	23.18	-6.93	1.92	-4.81	-6.25	4.62	-4.86	-4.46	-0.91	40.87	22.03
247	-7.02	0.93	-4.42	-6.23	3.73	-1.92	-5.22	-3.31	36.06	25.46	-7.22	2.32	-5.49	-6.81	4.04	-3.42	-2.98	-2.81	38.71	23.49	-6.86	1.91	-4.84	-6.30	4.62	-4.95	-4.36	-0.95	41.25	22.16
248	-7.11	0.94	-4.52	-6.33	3.78	-2.00	-5.17	-3.31	36.90	25.71	-7.09	2.26	-5.53	-6.88	4.04	-3.52	-2.90	-2.88	38.91	23.81	-6.77	1.91	-4.84	-6.36	4.63	-5.02	-4.26	-0.99	41.56	22.29
249	-7.17	0.95	-4.59	-6.42	3.82	-2.09	-5.12	-3.30	37.71	25.94	-6.94	2.19	-5.53	-6.95	4.05	-3.61	-2.83	-2.96	39.06	24.12	-6.66	1.89	-4.83	-6.41	4.63	-5.09	-4.16	-1.03	41.81	22.41
250	-7.20	0.95	-4.65	-6.51	3.85	-2.16	-5.09	-3.30	38.47	26.14	-6.80	2.11	-5.52	-7.01	4.05	-3.70	-2.77	-3.03	39.14	24.44	-6.54	1.87	-4.80	-6.46	4.63	-5.15	-4.06	-1.08	42.00	22.52
251	-7.19	0.95	-4.70	-6.58	3.89	-2.22	-5.06	-3.30	39.19	26.32	-6.65	2.03	-5.47	-7.07	4.06	-3.80	-2.72	-3.09	39.16	24.77	-6.42	1.85	-4.76	-6.52	4.64	-5.20	-3.96	-1.12	42.12	22.62
252	-7.16	0.94	-4.73	-6.65	3.92	-2.28	-5.05	-3.29	39.85	26.47	-6.50	1.94	-5.41	-7.12	4.06	-3.90	-2.67	-3.16	39.14	25.10	-6.28	1.83	-4.70	-6.57	4.64	-5.24	-3.87	-1.17	42.20	22.72
253	-7.10	0.92	-4.74	-6.70	3.95	-2.33	-5.03	-3.29	40.45	26.60	-6.35	1.85	-5.32	-7.17	4.06	-3.99	-2.63	-3.22	39.07	25.43	-6.14	1.80	-4.62	-6.62	4.63	-5.28	-3.77	-1.22	42.22	22.80
254	-7.02	0.90	-4.73	-6.75	3.98	-2.37	-5.03	-3.29	41.00	26.70	-6.21	1.76	-5.22	-7.21	4.06	-4.09	-2.59	-3.28	38.96	25.76	-5.99	1.77	-4.54	-6.67	4.63	-5.30	-3.68	-1.27	42.20	22.88
255	-6.91	0.87	-4.71	-6.79	4.00	-2.41	-5.03	-3.28	41.48	26.77	-6.07	1.67	-5.10	-7.24	4.05	-4.18	-2.56	-3.34	38.81	26.10	-5.84	1.74	-4.43	-6.72	4.63	-5.32	-3.58	-1.33	42.15	22.94
256	-6.79	0.84	-4.68	-6.82	4.02	-2.44	-5.03	-3.29	41.91	26.81	-5.94	1.58	-4.97	-7.27	4.05	-4.27	-2.53	-3.40	38.65	26.44	-5.69	1.71	-4.32	-6.76	4.62	-5.33	-3.49	-1.39	42.06	23.00
257	-6.65	0.81	-4.63	-6.84	4.03	-2.46	-5.04	-3.29	42.27	26.83	-5.82	1.49	-4.83	-7.28	4.05	-4.36	-2.50	-3.45	38.47	26.78	-5.54	1.67	-4.20	-6.80	4.62	-5.33	-3.40	-1.45	41.95	23.05
258	-6.50	0.77	-4.56	-6.85	4.04	-2.48	-5.04	-3.30	42.58	26.83	-5.71	1.41	-4.69	-7.30	4.04	-4.45	-2.47	-3.51	38.27	27.12	-5.39	1.63	-4.07	-6.84	4.61	-5.33	-3.31	-1.51	41.81	23.09
259	-6.33	0.73	-4.48	-6.85	4.04	-2.49	-5.05	-3.31	42.84	26.81	-5.61	1.33	-4.54	-7.30	4.04	-4.53	-2.45	-3.56	38.08	27.45	-5.24	1.59	-3.94	-6.86	4.60	-5.33	-3.22	-1.57	41.66	23.13
260	-6.16	0.69	-4.39	-6.85	4.05	-2.51	-5.06	-3.32	43.04	26.77	-5.52	1.26	-4.41	-7.29	4.03	-4.61	-2.43	-3.61	37.88	27.78	-5.10	1.55	-3.80	-6.88	4.59	-5.33	-3.14	-1.64	41.50	23.15
261	-5.98	0.65	-4.29	-6.84	4.04	-2.52	-5.07	-3.34	43.20	26.71	-5.44	1.19	-4.28	-7.28	4.03	-4.69	-2.41	-3.65	37.70	28.10	-4.96	1.51	-3.65	-6.90	4.57	-5.32	-3.06	-1.70	41.33	23.17
262	-5.80	0.60	-4.18	-6.82	4.04	-2.52	-5.07	-3.36	43.32	26.64	-5.37	1.13	-4.16	-7.26	4.02	-4.76	-2.40	-3.70	37.52	28.41	-4.83	1.47	-3.51	-6.90	4.55	-5.32	-2.98	-1.77	41.17	23.19
263	-5.62	0.55	-4.05	-6.79	4.02	-2.53	-5.08	-3.38	43.41	26.56	-5.30	1.08	-4.05	-7.23	4.01	-4.83	-2.39	-3.73	37.36	28.70	-4.70	1.42	-3.37	-6.90	4.53	-5.32	-2.92	-1.83	41.00	23.21
264	-5.43	0.50	-3.93	-6.76	4.01	-2.54	-5.09	-3.41	43.47	26.47	-5.25	1.04	-3.97	-7.19	3.99	-4.89	-2.39	-3.77	37.21	28.98	-4.58	1.38	-3.24	-6.89	4.51	-5.32	-2.86	-1.89	40.84	23.22
265	-5.25	0.44	-3.79	-6.73	3.99	-2.55	-5.09	-3.44	43.50	26.38	-5.20	1.00	-3.90	-7.15	3.98	-4.94	-2.39	-3.80	37.09	29.24	-4.47	1.34	-3.11	-6.87	4.48	-5.32	-2.81	-1.95	40.68	23.23
266	-5.08	0.39	-3.65	-6.69	3.97	-2.56	-5.10	-3.47	43.52	26.28	-5.16	0.97	-3.85	-7.10	3.96	-5.00	-2.40	-3.82	36.99	29.48	-4.36	1.29	-2.98	-6.85	4.45	-5.32	-2.76	-2.01	40.54	23.24
267	-4.91	0.33	-3.51	-6.65	3.94	-2.58	-5.10	-3.49	43.51	26.19	-5.12	0.95	-3.83	-7.04	3.95	-5.04	-2.41	-3.84	36.92	29.69	-4.26	1.25	-2.87	-6.82	4.42	-5.33	-2.72	-2.07	40.41	23.26
268	-4.74	0.28	-3.37	-6.60	3.91	-2.59	-5.11	-3.52	43.50	26.11	-5.09	0.94	-3.83	-6.98	3.92	-5.08	-2.43	-3.85	36.87	29.88	-4.17	1.21	-2.76	-6.79	4.39	-5.34	-2.70	-2.12	40.29	23.27
269	-4.58	0.22	-3.23	-6.55	3.88	-2.61	-5.12	-3.55	43.48	26.03	-5.07	0.93	-3.85	-6.92	3.90	-5.12	-2.45	-3.85	36.85	30.05	-4.09	1.17	-2.66	-6.76	4.36	-5.36	-2.68	-2.17	40.19	23.29
270	-4.43	0.17	-3.09	-6.51	3.85	-2.64	-5.13	-3.58	43.45	25.95	-5.05	0.93	-3.89	-6.85	3.87	-5.15	-2.49	-3.85	36.86	30.18	-4.02	1.14	-2.58	-6.72	4.32	-5.37	-2.67	-2.22	40.10	23.31
271	-4.28	0.11	-2.96	-6.46	3.82	-2.66	-5.14	-3.60	43.43	25.89	-5.04	0.93	-3.95	-6.78	3.85	-5.18	-2.53	-3.84	36.89	30.29	-3.96	1.11	-2.51	-6.69	4.28	-5.39	-2.66	-2.26	40.02	23.34
272	-4.15	0.06	-2.84	-6.41	3.78	-2.69	-5.16	-3.62	43.40	25.85	-5.02	0.94	-4.04	-6.71	3.82	-5.21	-2.57	-3.83	36.96	30.37	-3.91	1.08	-2.45	-6.65	4.25	-5.41	-2.67	-2.31	39.97	23.37
273	-4.02	0.01	-2.72	-6.36	3.74	-2.72	-5.18	-3.64	43.37	25.81	-5.01	0.96	-4.14	-6.64	3.79	-5.23	-2.63	-3.81	37.05	30.43	-3.87	1.05	-2.40	-6.62	4.21	-5.44	-2.68	-2.35	39.93	23.41
274	-3.91	-0.04	-2.61	-6.31	3.71	-2.75	-5.20	-3.65	43.35	25.79	-5.01	0.98	-4.25	-6.57	3.75	-5.25	-2.69	-3.78	37.17	30.45	-3.84	1.03	-2.37	-6.59	4.18	-5.46	-2.70	-2.39	39.91	23.45
275	-3.80	-0.09	-2.51	-6.26	3.67	-2.79	-5.22	-3.66	43.32	25.79	-5.00	1.00	-4.38	-6.50	3.72	-5.26	-2.75	-3.75	37.31	30.46	-3.82	1.02	-2.35	-6.56	4.14	-5.48	-2.72	-2.43	39.91	23.50
276	-3.71	-0.13	-2.42	-6.22	3.64	-2.83	-5.25	-3.67	43.31	25.80	-5.00	1.03	-4.51	-6.44	3.69	-5.27	-2.83	-3.71	37.48	30.43	-3.81	1.01	-2.34	-6.54	4.11	-5.51	-2.75	-2.47	39.93	23.55
277	-3.62	-0.17	-2.35	-6.17	3.61	-2.87	-5.28	-3.68	43.29	25.82	-5.00	1.05	-4.65	-6.37	3.66	-5.28	-2.90	-3.67	37.68	30.39	-3.82	1.00	-2.34	-6.52	4.09	-5.53	-2.78	-2.51	39.97	23.61
278	-3.54	-0.20	-2.29	-6.13	3.57	-2.92	-5.32	-3.68	43.28	25.86	-5.00	1.08	-4.80	-6.31	3.63	-5.28	-2.99	-3.63	37.90	30.33	-3.83	0.99	-2.35	-6.51	4.06	-5.55	-2.82	-2.55	40.02	23.67
279	-3.48	-0.23	-2.24	-6.08	3.54	-2.97	-5.35	-3.68	43.27	25.91	-5.00	1.11	-4.94	-6.25	3.60	-5.28	-3.07	-3.58	38.14	30.25	-3.85	0.99	-2.37	-6.50	4.04	-5.56	-2.86	-2.59	40.10	23.73
280	-3.43	-0.26	-2.20	-6.04	3.52	-3.02	-5.39	-3.69	43.27	25.97	-5.00	1.14	-5.08	-6.19	3.57	-5.28	-3.16	-3.53	38.41	30.16	-3.88	1.00	-2.40	-6.50	4.02	-5.58	-2.91	-2.63	40.20	23.80
281	-3.38	-0.28	-2.18	-6.00	3.49	-3.07	-5.43	-3.69	43.27	26.04	-5.01	1.16	-5.21	-6.14	3.54	-5.28	-3.25	-3.49	38.69	30.05	-3.92	1.00	-2.44	-6.50	4.01	-5.59	-2.95	-2.68	40.32	23.87
282	-3.35	-0.30	-2.17	-5.96	3.47	-3.12	-5.48	-3.69	43.28	26.12	-5.01	1.18	-5.33	-6.09	3.52	-5.27	-3.34	-3.44	38.99	29.94	-3.96	1.01	-2.48	-6.50	3.99	-5.60	-3.00	-2.73	40.46	23.95
283	-3.33	-0.31	-2.18	-5.92	3.45	-3.17	-5.53	-3.69	43.29	26.20	-5.00	1.20	-5.43	-6.04	3.49	-5.27	-3.43	-3.40	39.30	29.82	-4.01	1.02	-2.52	-6.51	3.98	-5.60	-3.05	-2.78	40.63	24.02
284	-3.32	-0.32	-2.20	-5.88	3.43	-3.21	-5.58	-3.69	43.31	26.29	-5.00	1.22	-5.53	-6.00	3.47	-5.26	-3.52	-3.36	39.62	29.69	-4.07	1.04	-2.57	-6.52	3.98	-5.60	-3.10	-2.83	40.81	24.10
285	-3.31	-0.32	-2.23	-5.83	3.42	-3.26	-5.63	-3.69	43.33	26.38	-4.99	1.23	-5.61	-5.96	3.46	-5.24	-3.60	-3.32	39.96	29.56	-4.13	1.05	-2.62	-6.54	3.97	-5.60	-3.15	-2.89	41.02	24.17
286	-3.32	-0.33	-2.27	-5.79	3.41	-3.30	-5.68	-3.70	43.37	26.46	-4.99	1.23	-5.67	-5.92	3.44	-5.23	-3.69	-3.29	40.29	29.43	-4.18	1.06	-2.67	-6.56	3.97	-5.59	-3.21	-2.95	41.25	24.25
287	-3.33	-0.32	-2.32	-5.74	3.39	-3.33	-5.73	-3.71	43.41	26.55	-4.97	1.23	-5.71	-5.89	3.43	-5.21	-3.77	-3.26	40.64	29.31	-4.24	1.08	-2.72	-6.57	3.97	-5.58	-3.26	-3.01	41.50	24.32
288	-3.35	-0.32	-2.37	-5.69	3.38	-3.36	-5.78	-3.72	43.45	26.63	-4.96	1.23	-5.74	-5.85	3.42	-5.20	-3.84	-3.24	40.98	29.18	-4.30	1.09	-2.76	-6.59	3.97	-5.57	-3.31	-3.08	41.77	24.40
289	-3.37	-0.31	-2.44	-5.64	3.37	-3.39	-5.83	-3.73	43.51	26.70	-4.93	1.22	-5.75	-5.82	3.42	-5.18	-3.92	-3.22	41.31	29.06	-4.35	1.10	-2.80	-6.61	3.97	-5.55	-3.36	-3.15	42.05	24.47
290	-3.40	-0.29	-2.51	-5.58	3.36	-3.40	-5.88	-3.75	43.58	26.77	-4.91	1.20	-5.74	-5.80	3.41	-5.16	-3.99	-3.21	41.64	28.94	-4.39	1.10	-2.84	-6.63	3.97	-5.53	-3.41	-3.22	42.35	24.54
291	-3.43	-0.28	-2.58	-5.51	3.35	-3.41	-5.93	-3.78	43.65	26.82	-4.88	1.18	-5.71	-5.77	3.41	-5.14	-4.06	-3.19	41.96	28.83	-4.43	1.11	-2.86	-6.65	3.97	-5.50	-3.45	-3.29	42.66	24.61
292	-3.47	-0.27	-2.65	-5.45	3.33	-3.41	-5.98	-3.80	43.74	26.86	-4.84	1.16	-5.67	-5.74	3.41	-5.12	-4.13	-3.19	42.26	28.72	-4.47	1.11	-2.88	-6.66	3.96	-5.48	-3.50	-3.37	42.98	24.68
293	-3.50	-0.25	-2.73	-5.37	3.32	-3.40	-6.02	-3.84	43.84	26.90	-4.80	1.13	-5.61	-5.72	3.41	-5.10	-4.20	-3.18	42.55	28.62	-4.49	1.11	-2.90	-6.67	3.96	-5.45	-3.55	-3.44	43.31	24.75
294	-3.54	-0.24	-2.80	-5.29	3.30	-3.38	-6.07	-3.87	43.95	26.92	-4.75	1.09	-5.54	-5.69	3.41	-5.09	-4.26	-3.17	42.81	28.53	-4.51	1.10	-2.90	-6.68	3.95	-5.42	-3.60	-3.52	43.64	24.82
295	-3.58	-0.23	-2.88	-5.20	3.28	-3.35	-6.11	-3.92	44.07	26.93	-4.70	1.06	-5.46	-5.67	3.41	-5.07	-4.33	-3.17	43.05	28.44	-4.51	1.09	-2.90	-6.69	3.94	-5.39	-3.65	-3.60	43.96	24.89
296	-3.61	-0.21	-2.95	-5.11	3.25	-3.31	-6.15	-3.96	44.20	26.93	-4.64	1.01	-5.37	-5.64	3.41	-5.06	-4.39	-3.17	43.26	28.37	-4.50	1.07	-2.88	-6.69	3.93	-5.35	-3.70	-3.68	44.28	24.95
297	-3.65	-0.20	-3.01	-5.01	3.22	-3.27	-6.19	-4.01	44.34	26.92	-4.57	0.97	-5.27	-5.61	3.41	-5.04	-4.46	-3.16	43.45	28.30	-4.49	1.05	-2.86	-6.69	3.92	-5.32	-3.75	-3.77	44.59	25.02
298	-3.68	-0.19	-3.07	-4.90	3.18	-3.22	-6.23	-4.06	44.49	26.90	-4.50	0.92	-5.16	-5.58	3.41	-5.03	-4.53	-3.16	43.60	28.24	-4.46	1.03	-2.83	-6.68	3.90	-5.28	-3.80	-3.85	44.88	25.09
299	-3.70	-0.19	-3.13	-4.79	3.15	-3.16	-6.27	-4.11	44.64	26.87	-4.43	0.87	-5.05	-5.55	3.41	-5.02	-4.60	-3.15	43.72	28.20	-4.42	1.00	-2.80	-6.67	3.88	-5.24	-3.85	-3.93	45.16	25.15
300	-3.72	-0.18	-3.18	-4.67	3.10	-3.09	-6.31	-4.17	44.79	26.83	-4.35	0.82	-4.93	-5.51	3.41	-5.02	-4.68	-3.15	43.81	28.16	-4.37	0.96	-2.75	-6.66	3.85	-5.20	-3.90	-4.01	45.41	25.22
301	-3.74	-0.18	-3.22	-4.54	3.05	-3.02	-6.34	-4.23	44.95	26.79	-4.26	0.77	-4.81	-5.47	3.40	-5.01	-4.75	-3.14	43.86	28.14	-4.31	0.92	-2.70	-6.64	3.82	-5.16	-3.96	-4.08	45.63	25.29
302	-3.75	-0.18	-3.26	-4.41	3.00	-2.95	-6.38	-4.28	45.12	26.74	-4.17	0.72	-4.69	-5.43	3.39	-5.01	-4.83	-3.13	43.88	28.12	-4.25	0.88	-2.64	-6.62	3.80	-5.13	-4.01	-4.16	45.83	25.35
303	-3.75	-0.19	-3.28	-4.27	2.95	-2.88	-6.41	-4.34	45.28	26.69	-4.08	0.66	-4.58	-5.38	3.39	-5.01	-4.91	-3.12	43.86	28.12	-4.18	0.84	-2.57	-6.60	3.76	-5.09	-4.06	-4.24	46.00	25.42
304	-3.74	-0.20	-3.31	-4.13	2.89	-2.81	-6.45	-4.40	45.44	26.65	-3.98	0.61	-4.46	-5.33	3.38	-5.02	-5.00	-3.11	43.81	28.13	-4.10	0.79	-2.50	-6.57	3.73	-5.05	-4.12	-4.31	46.13	25.48
305	-3.73	-0.21	-3.32	-3.98	2.83	-2.74	-6.48	-4.45	45.59	26.60	-3.88	0.55	-4.35	-5.28	3.37	-5.02	-5.08	-3.10	43.73	28.16	-4.01	0.74	-2.43	-6.54	3.69	-5.01	-4.17	-4.38	46.22	25.54
306	-3.72	-0.23	-3.33	-3.83	2.76	-2.67	-6.52	-4.51	45.74	26.56	-3.77	0.50	-4.24	-5.22	3.35	-5.03	-5.17	-3.09	43.62	28.19	-3.92	0.68	-2.35	-6.51	3.66	-4.97	-4.23	-4.45	46.28	25.61
307	-3.69	-0.25	-3.33	-3.68	2.70	-2.60	-6.56	-4.56	45.88	26.52	-3.66	0.45	-4.14	-5.15	3.34	-5.04	-5.26	-3.07	43.47	28.24	-3.83	0.63	-2.27	-6.47	3.62	-4.94	-4.29	-4.52	46.30	25.67
308	-3.66	-0.27	-3.32	-3.52	2.63	-2.55	-6.60	-4.61	46.01	26.49	-3.55	0.39	-4.04	-5.09	3.33	-5.06	-5.36	-3.06	43.30	28.30	-3.73	0.57	-2.19	-6.44	3.58	-4.90	-4.35	-4.59	46.29	25.73
309	-3.62	-0.30	-3.31	-3.36	2.56	-2.50	-6.64	-4.65	46.13	26.46	-3.44	0.34	-3.94	-5.02	3.31	-5.07	-5.45	-3.04	43.11	28.37	-3.64	0.52	-2.12	-6.40	3.55	-4.87	-4.41	-4.66	46.24	25.78
310	-3.57	-0.33	-3.29	-3.20	2.49	-2.45	-6.68	-4.70	46.23	26.45	-3.32	0.29	-3.85	-4.94	3.30	-5.08	-5.55	-3.03	42.90	28.46	-3.54	0.46	-2.04	-6.37	3.51	-4.85	-4.46	-4.72	46.16	25.84
311	-3.52	-0.36	-3.27	-3.03	2.42	-2.42	-6.73	-4.74	46.33	26.43	-3.21	0.23	-3.77	-4.87	3.28	-5.10	-5.65	-3.01	42.68	28.55	-3.45	0.41	-1.96	-6.33	3.47	-4.82	-4.52	-4.78	46.04	25.90
312	-3.46	-0.39	-3.25	-2.87	2.35	-2.40	-6.78	-4.77	46.41	26.43	-3.09	0.18	-3.70	-4.79	3.27	-5.11	-5.74	-3.00	42.44	28.66	-3.35	0.35	-1.88	-6.29	3.44	-4.80	-4.58	-4.85	45.89	25.96
313	-3.39	-0.43	-3.22	-2.71	2.28	-2.38	-6.83	-4.81	46.47	26.43	-2.97	0.13	-3.63	-4.71	3.25	-5.13	-5.84	-2.98	42.20	28.77	-3.26	0.30	-1.81	-6.25	3.41	-4.78	-4.64	-4.91	45.72	26.02
314	-3.31	-0.46	-3.19	-2.55	2.22	-2.38	-6.88	-4.84	46.52	26.44	-2.84	0.08	-3.56	-4.64	3.24	-5.14	-5.94	-2.97	41.95	28.89	-3.18	0.26	-1.75	-6.21	3.38	-4.77	-4.71	-4.96	45.52	26.08
315	-3.23	-0.50	-3.16	-2.40	2.16	-2.38	-6.94	-4.86	46.56	26.45	-2.72	0.03	-3.50	-4.56	3.22	-5.16	-6.04	-2.96	41.70	29.02	-3.09	0.21	-1.68	-6.18	3.35	-4.76	-4.77	-5.02	45.30	26.15
316	-3.15	-0.54	-3.12	-2.25	2.10	-2.39	-7.00	-4.88	46.58	26.47	-2.60	-0.02	-3.44	-4.48	3.21	-5.17	-6.14	-2.95	41.45	29.16	-3.02	0.17	-1.63	-6.14	3.32	-4.76	-4.83	-5.08	45.07	26.22
