	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d
317	-3.05	-0.58	-3.09	-2.11	2.04	-2.41	-7.06	-4.90	46.58	26.49	-2.48	-0.06	-3.39	-4.40	3.20	-5.18	-6.24	-2.94	41.20	29.30	-2.94	0.13	-1.58	-6.10	3.29	-4.76	-4.89	-5.14	44.82	26.29
318	-2.96	-0.62	-3.05	-1.97	1.99	-2.44	-7.13	-4.92	46.57	26.52	-2.36	-0.11	-3.34	-4.32	3.18	-5.19	-6.33	-2.93	40.96	29.45	-2.88	0.09	-1.53	-6.06	3.27	-4.76	-4.95	-5.19	44.57	26.37
319	-2.85	-0.66	-3.02	-1.84	1.94	-2.47	-7.19	-4.93	46.54	26.55	-2.24	-0.15	-3.29	-4.24	3.17	-5.20	-6.43	-2.92	40.74	29.60	-2.82	0.06	-1.49	-6.02	3.25	-4.77	-5.01	-5.25	44.31	26.45
320	-2.75	-0.69	-2.98	-1.72	1.89	-2.51	-7.26	-4.94	46.50	26.58	-2.12	-0.20	-3.25	-4.17	3.16	-5.20	-6.52	-2.92	40.52	29.75	-2.76	0.03	-1.45	-5.98	3.23	-4.78	-5.06	-5.30	44.04	26.54
321	-2.64	-0.73	-2.95	-1.60	1.85	-2.55	-7.33	-4.95	46.45	26.61	-2.00	-0.24	-3.21	-4.09	3.15	-5.20	-6.62	-2.91	40.32	29.90	-2.71	0.00	-1.42	-5.93	3.21	-4.80	-5.12	-5.36	43.79	26.63
322	-2.52	-0.77	-2.92	-1.50	1.81	-2.59	-7.40	-4.96	46.38	26.65	-1.88	-0.28	-3.18	-4.02	3.14	-5.19	-6.71	-2.91	40.13	30.05	-2.66	-0.02	-1.39	-5.89	3.19	-4.82	-5.18	-5.41	43.54	26.74
323	-2.41	-0.81	-2.88	-1.40	1.77	-2.64	-7.47	-4.96	46.30	26.69	-1.77	-0.32	-3.14	-3.95	3.14	-5.19	-6.80	-2.91	39.96	30.20	-2.62	-0.04	-1.36	-5.84	3.17	-4.85	-5.23	-5.47	43.30	26.85
324	-2.29	-0.84	-2.85	-1.32	1.74	-2.68	-7.54	-4.97	46.21	26.73	-1.66	-0.36	-3.11	-3.88	3.13	-5.18	-6.89	-2.91	39.81	30.34	-2.59	-0.06	-1.34	-5.80	3.16	-4.88	-5.28	-5.53	43.07	26.96
325	-2.16	-0.88	-2.82	-1.24	1.71	-2.73	-7.61	-4.97	46.11	26.77	-1.55	-0.39	-3.08	-3.81	3.12	-5.16	-6.99	-2.91	39.67	30.48	-2.55	-0.07	-1.32	-5.74	3.14	-4.91	-5.33	-5.58	42.86	27.08
326	-2.04	-0.91	-2.79	-1.17	1.69	-2.78	-7.67	-4.97	46.00	26.81	-1.45	-0.43	-3.05	-3.75	3.11	-5.14	-7.08	-2.91	39.55	30.62	-2.53	-0.08	-1.31	-5.69	3.13	-4.94	-5.38	-5.64	42.66	27.22
327	-1.92	-0.95	-2.77	-1.10	1.66	-2.83	-7.74	-4.97	45.88	26.85	-1.35	-0.46	-3.02	-3.68	3.10	-5.12	-7.17	-2.91	39.44	30.75	-2.50	-0.09	-1.29	-5.63	3.11	-4.98	-5.43	-5.70	42.49	27.35
328	-1.79	-0.98	-2.74	-1.04	1.64	-2.87	-7.81	-4.98	45.75	26.89	-1.25	-0.49	-3.00	-3.62	3.10	-5.10	-7.26	-2.91	39.35	30.87	-2.48	-0.10	-1.27	-5.57	3.10	-5.02	-5.48	-5.76	42.33	27.50
329	-1.66	-1.01	-2.72	-0.99	1.62	-2.91	-7.88	-4.98	45.61	26.94	-1.16	-0.53	-2.97	-3.56	3.09	-5.07	-7.35	-2.91	39.27	30.99	-2.47	-0.11	-1.26	-5.50	3.08	-5.06	-5.52	-5.82	42.20	27.65
330	-1.54	-1.04	-2.70	-0.94	1.61	-2.95	-7.94	-4.99	45.47	26.99	-1.07	-0.56	-2.95	-3.49	3.08	-5.05	-7.44	-2.91	39.21	31.10	-2.45	-0.12	-1.24	-5.43	3.07	-5.10	-5.56	-5.88	42.08	27.81
331	-1.42	-1.07	-2.68	-0.89	1.59	-2.99	-8.00	-4.99	45.33	27.03	-0.99	-0.58	-2.92	-3.43	3.07	-5.02	-7.54	-2.91	39.16	31.20	-2.44	-0.13	-1.22	-5.35	3.05	-5.13	-5.60	-5.95	41.99	27.98
332	-1.29	-1.10	-2.66	-0.85	1.57	-3.02	-8.06	-5.00	45.17	27.08	-0.92	-0.61	-2.90	-3.36	3.06	-4.98	-7.63	-2.91	39.13	31.29	-2.44	-0.13	-1.20	-5.26	3.03	-5.17	-5.64	-6.01	41.92	28.15
333	-1.17	-1.13	-2.64	-0.81	1.56	-3.05	-8.11	-5.01	45.02	27.12	-0.85	-0.64	-2.88	-3.29	3.05	-4.95	-7.72	-2.91	39.10	31.37	-2.44	-0.14	-1.18	-5.17	3.01	-5.21	-5.68	-6.08	41.86	28.33
334	-1.05	-1.15	-2.63	-0.77	1.55	-3.07	-8.17	-5.02	44.86	27.17	-0.78	-0.67	-2.86	-3.22	3.04	-4.92	-7.82	-2.90	39.09	31.44	-2.44	-0.15	-1.16	-5.06	2.99	-5.24	-5.72	-6.14	41.83	28.52
335	-0.94	-1.18	-2.61	-0.72	1.53	-3.10	-8.22	-5.03	44.70	27.21	-0.72	-0.69	-2.83	-3.15	3.03	-4.88	-7.92	-2.90	39.08	31.51	-2.44	-0.15	-1.13	-4.95	2.97	-5.28	-5.76	-6.21	41.81	28.71
336	-0.83	-1.20	-2.60	-0.67	1.52	-3.12	-8.26	-5.05	44.53	27.26	-0.66	-0.72	-2.81	-3.07	3.02	-4.85	-8.01	-2.89	39.08	31.57	-2.45	-0.16	-1.10	-4.84	2.95	-5.31	-5.80	-6.28	41.80	28.90
337	-0.72	-1.23	-2.59	-0.62	1.50	-3.13	-8.31	-5.06	44.36	27.30	-0.61	-0.74	-2.79	-2.98	3.01	-4.82	-8.11	-2.89	39.09	31.62	-2.47	-0.17	-1.07	-4.71	2.93	-5.34	-5.84	-6.35	41.81	29.10
338	-0.62	-1.25	-2.58	-0.57	1.49	-3.14	-8.35	-5.08	44.19	27.34	-0.56	-0.77	-2.77	-2.89	3.00	-4.78	-8.21	-2.88	39.11	31.67	-2.48	-0.18	-1.03	-4.57	2.90	-5.36	-5.87	-6.42	41.82	29.30
339	-0.52	-1.27	-2.58	-0.51	1.47	-3.15	-8.38	-5.10	44.02	27.38	-0.50	-0.80	-2.74	-2.80	2.98	-4.75	-8.31	-2.87	39.13	31.72	-2.50	-0.19	-1.00	-4.42	2.88	-5.38	-5.91	-6.49	41.85	29.51
340	-0.43	-1.29	-2.57	-0.44	1.46	-3.16	-8.42	-5.13	43.85	27.42	-0.45	-0.82	-2.72	-2.69	2.97	-4.72	-8.41	-2.86	39.16	31.76	-2.53	-0.20	-0.96	-4.27	2.86	-5.40	-5.95	-6.56	41.88	29.72
341	-0.34	-1.31	-2.56	-0.37	1.44	-3.17	-8.45	-5.15	43.68	27.45	-0.40	-0.85	-2.69	-2.58	2.96	-4.69	-8.51	-2.85	39.20	31.80	-2.56	-0.21	-0.92	-4.10	2.83	-5.42	-6.00	-6.63	41.91	29.92
342	-0.26	-1.33	-2.56	-0.29	1.42	-3.17	-8.48	-5.18	43.50	27.48	-0.34	-0.88	-2.67	-2.45	2.94	-4.66	-8.61	-2.84	39.24	31.84	-2.59	-0.22	-0.87	-3.93	2.80	-5.43	-6.04	-6.70	41.94	30.13
343	-0.19	-1.34	-2.56	-0.20	1.41	-3.18	-8.51	-5.21	43.32	27.51	-0.28	-0.91	-2.64	-2.32	2.93	-4.64	-8.71	-2.83	39.28	31.88	-2.62	-0.24	-0.83	-3.74	2.78	-5.44	-6.08	-6.77	41.97	30.34
344	-0.12	-1.36	-2.55	-0.10	1.39	-3.18	-8.53	-5.24	43.14	27.53	-0.21	-0.94	-2.61	-2.17	2.91	-4.61	-8.82	-2.82	39.34	31.93	-2.65	-0.25	-0.79	-3.54	2.75	-5.44	-6.13	-6.83	42.00	30.55
345	-0.06	-1.37	-2.55	0.00	1.37	-3.19	-8.55	-5.27	42.96	27.55	-0.14	-0.98	-2.59	-2.01	2.90	-4.59	-8.92	-2.80	39.40	31.98	-2.68	-0.26	-0.74	-3.34	2.73	-5.44	-6.17	-6.90	42.03	30.76
346	-0.01	-1.38	-2.55	0.12	1.35	-3.20	-8.58	-5.31	42.77	27.56	-0.06	-1.02	-2.56	-1.84	2.88	-4.57	-9.02	-2.79	39.46	32.03	-2.71	-0.28	-0.70	-3.12	2.70	-5.44	-6.22	-6.97	42.05	30.97
347	0.04	-1.40	-2.55	0.24	1.33	-3.20	-8.60	-5.35	42.58	27.57	0.04	-1.05	-2.53	-1.65	2.86	-4.54	-9.12	-2.77	39.54	32.08	-2.74	-0.29	-0.66	-2.90	2.68	-5.43	-6.27	-7.04	42.07	31.17
348	0.07	-1.41	-2.55	0.37	1.31	-3.21	-8.62	-5.38	42.39	27.57	0.14	-1.10	-2.50	-1.45	2.84	-4.52	-9.22	-2.76	39.61	32.15	-2.76	-0.30	-0.61	-2.66	2.65	-5.42	-6.32	-7.10	42.08	31.36
349	0.10	-1.41	-2.55	0.51	1.29	-3.22	-8.63	-5.42	42.19	27.58	0.26	-1.14	-2.47	-1.23	2.82	-4.50	-9.31	-2.74	39.70	32.21	-2.78	-0.32	-0.57	-2.42	2.63	-5.41	-6.37	-7.17	42.08	31.56
350	0.12	-1.42	-2.56	0.65	1.26	-3.23	-8.65	-5.46	41.99	27.57	0.39	-1.18	-2.43	-1.00	2.81	-4.48	-9.41	-2.73	39.79	32.29	-2.79	-0.33	-0.53	-2.17	2.61	-5.39	-6.41	-7.23	42.08	31.74
351	0.14	-1.43	-2.56	0.81	1.24	-3.25	-8.67	-5.50	41.78	27.57	0.54	-1.23	-2.40	-0.75	2.79	-4.46	-9.51	-2.71	39.89	32.36	-2.79	-0.35	-0.49	-1.91	2.58	-5.37	-6.46	-7.30	42.07	31.92
352	0.14	-1.43	-2.55	0.97	1.22	-3.26	-8.69	-5.53	41.57	27.56	0.70	-1.28	-2.37	-0.49	2.76	-4.43	-9.60	-2.69	40.00	32.45	-2.78	-0.36	-0.45	-1.63	2.56	-5.34	-6.51	-7.36	42.05	32.09
353	0.14	-1.44	-2.55	1.13	1.20	-3.28	-8.70	-5.57	41.36	27.55	0.89	-1.33	-2.33	-0.21	2.74	-4.41	-9.69	-2.67	40.11	32.53	-2.76	-0.38	-0.41	-1.35	2.54	-5.31	-6.56	-7.42	42.03	32.26
354	0.14	-1.44	-2.55	1.31	1.18	-3.30	-8.72	-5.61	41.15	27.54	1.09	-1.39	-2.30	0.09	2.72	-4.38	-9.78	-2.65	40.23	32.63	-2.73	-0.40	-0.37	-1.06	2.52	-5.27	-6.60	-7.49	42.00	32.41
355	0.13	-1.44	-2.55	1.48	1.16	-3.32	-8.73	-5.64	40.93	27.53	1.30	-1.44	-2.26	0.41	2.70	-4.35	-9.87	-2.64	40.36	32.72	-2.69	-0.41	-0.33	-0.76	2.49	-5.23	-6.65	-7.55	41.96	32.56
356	0.12	-1.44	-2.54	1.67	1.14	-3.34	-8.75	-5.68	40.71	27.53	1.54	-1.50	-2.23	0.74	2.68	-4.32	-9.96	-2.62	40.50	32.82	-2.62	-0.43	-0.29	-0.45	2.47	-5.19	-6.69	-7.61	41.93	32.70
357	0.10	-1.44	-2.53	1.85	1.11	-3.36	-8.76	-5.71	40.49	27.52	1.80	-1.55	-2.19	1.09	2.66	-4.29	-10.04	-2.60	40.64	32.92	-2.54	-0.45	-0.25	-0.13	2.45	-5.14	-6.73	-7.67	41.89	32.83
358	0.08	-1.44	-2.52	2.04	1.09	-3.38	-8.78	-5.74	40.27	27.52	2.08	-1.61	-2.16	1.46	2.64	-4.25	-10.12	-2.58	40.79	33.01	-2.44	-0.47	-0.21	0.21	2.42	-5.08	-6.77	-7.73	41.85	32.96
359	0.07	-1.44	-2.51	2.24	1.07	-3.41	-8.80	-5.77	40.06	27.53	2.38	-1.67	-2.12	1.85	2.62	-4.20	-10.21	-2.56	40.95	33.11	-2.32	-0.49	-0.16	0.56	2.40	-5.02	-6.81	-7.79	41.81	33.07
360	0.05	-1.44	-2.49	2.43	1.05	-3.43	-8.81	-5.80	39.85	27.54	2.69	-1.73	-2.08	2.26	2.60	-4.16	-10.29	-2.54	41.12	33.21	-2.18	-0.52	-0.12	0.92	2.37	-4.95	-6.85	-7.85	41.78	33.19
361	0.05	-1.44	-2.48	2.63	1.03	-3.46	-8.83	-5.83	39.64	27.57	3.03	-1.78	-2.04	2.68	2.57	-4.10	-10.37	-2.52	41.29	33.31	-2.02	-0.54	-0.07	1.30	2.33	-4.88	-6.88	-7.91	41.75	33.30
362	0.05	-1.44	-2.45	2.83	1.01	-3.48	-8.85	-5.85	39.45	27.60	3.40	-1.84	-2.01	3.13	2.55	-4.05	-10.46	-2.50	41.46	33.40	-1.83	-0.57	-0.02	1.70	2.30	-4.80	-6.92	-7.96	41.73	33.40
363	0.06	-1.44	-2.43	3.04	0.98	-3.50	-8.86	-5.87	39.26	27.65	3.78	-1.90	-1.96	3.59	2.53	-3.99	-10.54	-2.47	41.65	33.50	-1.61	-0.60	0.03	2.12	2.26	-4.71	-6.95	-8.02	41.71	33.51
364	0.08	-1.43	-2.40	3.25	0.96	-3.52	-8.88	-5.89	39.09	27.72	4.19	-1.96	-1.92	4.07	2.51	-3.92	-10.62	-2.45	41.83	33.58	-1.37	-0.64	0.09	2.55	2.22	-4.62	-6.99	-8.08	41.71	33.62
365	0.11	-1.43	-2.37	3.47	0.94	-3.54	-8.90	-5.91	38.93	27.80	4.62	-2.01	-1.88	4.57	2.49	-3.85	-10.71	-2.43	42.02	33.67	-1.09	-0.67	0.14	3.01	2.17	-4.51	-7.02	-8.13	41.73	33.74
366	0.17	-1.43	-2.34	3.69	0.92	-3.56	-8.92	-5.93	38.78	27.89	5.07	-2.07	-1.83	5.10	2.47	-3.77	-10.79	-2.40	42.22	33.75	-0.78	-0.71	0.21	3.50	2.11	-4.40	-7.05	-8.18	41.76	33.86
367	0.24	-1.44	-2.30	3.93	0.89	-3.58	-8.94	-5.95	38.65	28.01	5.55	-2.12	-1.78	5.64	2.45	-3.69	-10.88	-2.37	42.42	33.84	-0.44	-0.75	0.27	4.01	2.06	-4.28	-7.09	-8.23	41.81	34.00
368	0.34	-1.44	-2.26	4.17	0.87	-3.60	-8.96	-5.97	38.54	28.14	6.06	-2.18	-1.73	6.20	2.43	-3.60	-10.97	-2.35	42.63	33.92	-0.06	-0.80	0.34	4.55	1.99	-4.15	-7.12	-8.28	41.88	34.14
369	0.46	-1.45	-2.21	4.42	0.85	-3.61	-8.99	-5.98	38.45	28.29	6.59	-2.23	-1.68	6.78	2.40	-3.52	-11.06	-2.32	42.84	34.00	0.36	-0.85	0.42	5.12	1.92	-4.02	-7.16	-8.33	41.98	34.31
370	0.62	-1.46	-2.16	4.69	0.82	-3.63	-9.01	-6.00	38.37	28.47	7.16	-2.29	-1.62	7.38	2.37	-3.42	-11.15	-2.29	43.06	34.08	0.82	-0.90	0.49	5.72	1.85	-3.87	-7.20	-8.38	42.10	34.49
371	0.80	-1.47	-2.11	4.97	0.80	-3.63	-9.03	-6.02	38.32	28.67	7.76	-2.34	-1.56	8.01	2.34	-3.33	-11.24	-2.26	43.29	34.16	1.32	-0.96	0.58	6.35	1.77	-3.72	-7.23	-8.43	42.26	34.69
372	1.03	-1.49	-2.06	5.28	0.77	-3.64	-9.06	-6.03	38.29	28.89	8.39	-2.39	-1.50	8.65	2.30	-3.23	-11.33	-2.23	43.53	34.25	1.87	-1.02	0.66	7.03	1.68	-3.56	-7.27	-8.47	42.45	34.92
373	1.29	-1.51	-2.00	5.61	0.75	-3.64	-9.09	-6.05	38.29	29.13	9.06	-2.44	-1.43	9.32	2.26	-3.13	-11.42	-2.20	43.78	34.34	2.48	-1.08	0.75	7.74	1.58	-3.39	-7.31	-8.52	42.69	35.18
374	1.60	-1.53	-1.94	5.96	0.72	-3.64	-9.12	-6.06	38.31	29.41	9.76	-2.49	-1.36	10.00	2.22	-3.02	-11.51	-2.17	44.04	34.44	3.13	-1.14	0.85	8.49	1.48	-3.22	-7.35	-8.56	42.97	35.47
375	1.95	-1.56	-1.87	6.35	0.70	-3.64	-9.15	-6.08	38.37	29.71	10.51	-2.53	-1.29	10.71	2.17	-2.92	-11.60	-2.14	44.31	34.56	3.84	-1.21	0.95	9.29	1.38	-3.05	-7.39	-8.61	43.30	35.81
376	2.35	-1.60	-1.80	6.77	0.67	-3.62	-9.19	-6.10	38.45	30.05	11.30	-2.58	-1.21	11.44	2.11	-2.81	-11.68	-2.11	44.61	34.70	4.62	-1.28	1.06	10.14	1.27	-2.87	-7.42	-8.65	43.70	36.20
377	2.81	-1.64	-1.72	7.23	0.65	-3.61	-9.22	-6.11	38.58	30.42	12.13	-2.62	-1.13	12.20	2.04	-2.70	-11.76	-2.09	44.93	34.85	5.45	-1.35	1.17	11.03	1.15	-2.69	-7.46	-8.70	44.15	36.64
378	3.33	-1.68	-1.64	7.74	0.63	-3.58	-9.26	-6.13	38.76	30.84	13.00	-2.65	-1.04	12.98	1.97	-2.58	-11.84	-2.08	45.27	35.04	6.36	-1.42	1.28	11.98	1.03	-2.51	-7.49	-8.75	44.68	37.15
379	3.91	-1.73	-1.55	8.29	0.60	-3.55	-9.30	-6.15	38.99	31.30	13.93	-2.69	-0.95	13.78	1.89	-2.47	-11.91	-2.06	45.65	35.26	7.33	-1.49	1.40	12.99	0.91	-2.33	-7.52	-8.80	45.29	37.74
380	4.56	-1.78	-1.46	8.90	0.58	-3.52	-9.35	-6.18	39.28	31.82	14.89	-2.72	-0.86	14.62	1.80	-2.36	-11.97	-2.06	46.06	35.52	8.38	-1.56	1.52	14.05	0.78	-2.16	-7.55	-8.85	45.99	38.42
381	5.28	-1.83	-1.37	9.57	0.55	-3.47	-9.39	-6.20	39.64	32.41	15.91	-2.75	-0.76	15.48	1.71	-2.24	-12.02	-2.06	46.51	35.83	9.50	-1.62	1.64	15.19	0.65	-1.98	-7.57	-8.91	46.78	39.19
382	6.08	-1.88	-1.27	10.30	0.52	-3.42	-9.44	-6.23	40.08	33.06	16.98	-2.77	-0.67	16.38	1.61	-2.12	-12.07	-2.07	47.00	36.20	10.70	-1.68	1.76	16.39	0.53	-1.81	-7.59	-8.97	47.68	40.08
383	6.96	-1.94	-1.17	11.10	0.50	-3.36	-9.48	-6.26	40.62	33.80	18.09	-2.80	-0.57	17.31	1.50	-2.00	-12.10	-2.09	47.55	36.63	11.99	-1.73	1.89	17.67	0.40	-1.65	-7.59	-9.03	48.69	41.09
384	7.92	-1.98	-1.06	11.98	0.47	-3.29	-9.53	-6.30	41.25	34.63	19.25	-2.82	-0.47	18.28	1.40	-1.88	-12.12	-2.13	48.15	37.14	13.35	-1.77	2.01	19.02	0.27	-1.50	-7.60	-9.09	49.82	42.23
385	8.98	-2.03	-0.96	12.93	0.44	-3.22	-9.57	-6.33	41.99	35.55	20.46	-2.84	-0.37	19.29	1.29	-1.76	-12.13	-2.17	48.82	37.74	14.81	-1.80	2.13	20.44	0.14	-1.35	-7.59	-9.16	51.07	43.50
386	10.12	-2.06	-0.85	13.97	0.41	-3.14	-9.61	-6.38	42.85	36.59	21.72	-2.86	-0.27	20.34	1.18	-1.64	-12.12	-2.22	49.55	38.43	16.34	-1.83	2.25	21.95	0.02	-1.22	-7.57	-9.23	52.44	44.92
387	11.36	-2.09	-0.75	15.10	0.38	-3.05	-9.64	-6.43	43.83	37.74	23.02	-2.89	-0.18	21.44	1.07	-1.52	-12.10	-2.29	50.36	39.22	17.96	-1.84	2.37	23.54	-0.10	-1.10	-7.55	-9.31	53.94	46.47
388	12.70	-2.10	-0.65	16.31	0.35	-2.97	-9.67	-6.48	44.95	39.01	24.37	-2.91	-0.10	22.59	0.97	-1.40	-12.07	-2.36	51.25	40.13	19.66	-1.84	2.48	25.19	-0.21	-1.00	-7.51	-9.38	55.55	48.16
389	14.13	-2.09	-0.55	17.62	0.32	-2.88	-9.69	-6.54	46.20	40.41	25.76	-2.93	-0.02	23.78	0.88	-1.28	-12.02	-2.45	52.23	41.15	21.43	-1.83	2.59	26.92	-0.33	-0.92	-7.46	-9.46	57.27	49.97
390	15.65	-2.07	-0.45	19.02	0.28	-2.79	-9.70	-6.60	47.59	41.94	27.18	-2.96	0.04	25.02	0.79	-1.16	-11.96	-2.55	53.30	42.30	23.27	-1.81	2.68	28.71	-0.44	-0.85	-7.40	-9.54	59.08	51.88
391	17.27	-2.04	-0.36	20.50	0.25	-2.71	-9.70	-6.68	49.12	43.60	28.64	-2.99	0.09	26.32	0.72	-1.04	-11.88	-2.67	54.46	43.58	25.18	-1.79	2.77	30.55	-0.55	-0.80	-7.33	-9.62	60.97	53.87
392	18.97	-1.98	-0.28	22.07	0.21	-2.63	-9.69	-6.75	50.78	45.37	30.13	-3.03	0.13	27.65	0.67	-0.93	-11.79	-2.79	55.71	44.97	27.14	-1.76	2.84	32.43	-0.66	-0.77	-7.24	-9.69	62.90	55.92
393	20.75	-1.91	-0.19	23.72	0.18	-2.56	-9.66	-6.84	52.56	47.25	31.65	-3.06	0.15	29.04	0.63	-0.82	-11.69	-2.92	57.05	46.49	29.14	-1.73	2.91	34.33	-0.78	-0.76	-7.14	-9.76	64.85	58.00
394	22.61	-1.82	-0.12	25.44	0.14	-2.50	-9.62	-6.93	54.46	49.21	33.18	-3.10	0.15	30.46	0.61	-0.72	-11.57	-3.06	58.47	48.12	31.17	-1.71	2.95	36.25	-0.89	-0.76	-7.03	-9.83	66.80	60.08
395	24.52	-1.71	-0.05	27.22	0.10	-2.46	-9.56	-7.02	56.44	51.25	34.72	-3.15	0.13	31.91	0.61	-0.63	-11.45	-3.21	59.97	49.84	33.22	-1.70	2.99	38.17	-1.01	-0.77	-6.90	-9.90	68.72	62.15
396	26.49	-1.60	0.01	29.05	0.07	-2.43	-9.49	-7.12	58.49	53.33	36.25	-3.20	0.09	33.37	0.63	-0.55	-11.32	-3.36	61.53	51.63	35.28	-1.71	3.02	40.08	-1.13	-0.79	-6.76	-9.96	70.59	64.18
397	28.50	-1.49	0.07	30.92	0.02	-2.41	-9.39	-7.23	60.59	55.44	37.78	-3.25	0.04	34.85	0.67	-0.48	-11.17	-3.51	63.13	53.46	37.34	-1.75	3.03	41.98	-1.25	-0.81	-6.61	-10.02	72.38	66.16
398	30.54	-1.38	0.12	32.81	-0.02	-2.41	-9.28	-7.34	62.70	57.55	39.27	-3.30	-0.04	36.31	0.72	-0.42	-11.03	-3.67	64.75	55.31	39.39	-1.81	3.04	43.86	-1.37	-0.84	-6.45	-10.07	74.09	68.06
399	32.58	-1.27	0.17	34.72	-0.07	-2.42	-9.14	-7.45	64.80	59.64	40.73	-3.36	-0.13	37.75	0.79	-0.37	-10.88	-3.82	66.36	57.15	41.43	-1.90	3.04	45.70	-1.50	-0.86	-6.28	-10.12	75.69	69.88
400	34.63	-1.19	0.21	36.63	-0.13	-2.44	-8.99	-7.56	66.88	61.68	42.14	-3.41	-0.23	39.14	0.86	-0.32	-10.73	-3.97	67.96	58.95	43.45	-2.03	3.03	47.51	-1.62	-0.88	-6.10	-10.17	77.18	71.60
401	36.68	-1.12	0.25	38.54	-0.19	-2.46	-8.82	-7.67	68.91	63.67	43.49	-3.47	-0.34	40.49	0.94	-0.29	-10.58	-4.11	69.51	60.69	45.43	-2.19	3.01	49.27	-1.75	-0.91	-5.91	-10.21	78.55	73.21
402	38.71	-1.07	0.28	40.44	-0.26	-2.50	-8.63	-7.79	70.87	65.59	44.76	-3.53	-0.45	41.77	1.02	-0.25	-10.44	-4.24	71.00	62.35	47.39	-2.39	2.98	50.99	-1.88	-0.94	-5.73	-10.25	79.81	74.71
403	40.72	-1.06	0.31	42.32	-0.34	-2.53	-8.42	-7.91	72.75	67.42	45.96	-3.58	-0.55	42.98	1.10	-0.22	-10.31	-4.36	72.41	63.91	49.30	-2.61	2.93	52.66	-2.02	-0.97	-5.54	-10.29	80.95	76.09
404	42.70	-1.07	0.34	44.19	-0.44	-2.58	-8.20	-8.04	74.53	69.16	47.07	-3.63	-0.65	44.11	1.16	-0.18	-10.18	-4.47	73.73	65.37	51.16	-2.86	2.87	54.28	-2.15	-1.01	-5.35	-10.32	81.97	77.36
405	44.65	-1.11	0.36	46.03	-0.55	-2.63	-7.96	-8.16	76.22	70.79	48.10	-3.68	-0.73	45.15	1.22	-0.14	-10.07	-4.57	74.95	66.70	52.96	-3.12	2.80	55.84	-2.30	-1.06	-5.16	-10.35	82.89	78.50
406	46.57	-1.18	0.37	47.84	-0.68	-2.69	-7.72	-8.29	77.79	72.32	49.05	-3.72	-0.80	46.11	1.26	-0.11	-9.96	-4.66	76.07	67.92	54.70	-3.40	2.70	57.34	-2.44	-1.11	-4.98	-10.38	83.70	79.52
407	48.46	-1.27	0.37	49.62	-0.82	-2.76	-7.46	-8.42	79.25	73.72	49.92	-3.75	-0.85	46.99	1.28	-0.07	-9.87	-4.73	77.07	69.01	56.37	-3.68	2.60	58.78	-2.59	-1.17	-4.81	-10.40	84.41	80.43
