	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\PCTL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\PCTL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\PCTL 2.c3d
60	-21.9	2.4	804.2
61	-22.5	2.8	804.2
62	-23.0	3.2	804.2
63	-23.6	3.7	804.2
64	-24.1	4.1	804.2
65	-24.7	4.5	804.1
66	-25.2	5.0	804.0
67	-25.7	5.4	803.9
68	-26.3	5.8	803.7
69	-26.8	6.3	803.5
70	-27.4	6.7	803.3
71	-27.9	7.2	803.1
72	-28.4	7.6	802.8
73	-28.9	8.1	802.6
74	-29.5	8.5	802.3
75	-30.0	9.0	801.9
76	-30.5	9.4	801.6
77	-31.0	9.9	801.2
78	-31.5	10.3	800.8
79	-32.0	10.8	800.4
80	-32.4	11.2	800.0
81	-32.9	11.7	799.5
82	-33.4	12.1	799.0
83	-33.8	12.6	798.5
84	-34.3	13.0	798.0
85	-34.7	13.5	797.5
86	-35.2	14.0	796.9
87	-35.6	14.4	796.4
88	-36.0	14.9	795.8
89	-36.4	15.3	795.2
90	-36.8	15.8	794.5
91	-37.2	16.3	793.9
92	-37.6	16.7	793.2
93	-37.9	17.2	792.5
94	-38.3	17.6	791.8
95	-38.6	18.1	791.1
96	-38.9	18.6	790.4
97	-39.2	19.0	789.6
98	-39.5	19.5	788.9
99	-39.8	19.9	788.1
100	-40.1	20.4	787.3
101	-40.4	20.9	786.5
102	-40.6	21.3	785.7
103	-40.9	21.8	784.8
104	-41.1	22.2	784.0
105	-41.3	22.7	783.1
106	-41.5	23.1	782.3
107	-41.7	23.6	781.4
108	-41.9	24.0	780.5
109	-42.1	24.4	779.6
110	-42.3	24.9	778.6
111	-42.4	25.3	777.7
112	-42.6	25.7	776.8
113	-42.7	26.1	775.8
114	-42.8	26.6	774.9
115	-42.9	27.0	773.9
116	-43.0	27.4	772.9
117	-43.1	27.8	771.9
118	-43.2	28.1	771.0
119	-43.2	28.5	770.0
120	-43.3	28.9	769.0
121	-43.3	29.2	768.0
122	-43.4	29.6	766.9
123	-43.4	29.9	765.9
124	-43.4	30.3	764.9
125	-43.4	30.6	763.9
126	-43.4	30.9	762.8
127	-43.4	31.2	761.8
128	-43.4	31.5	760.7
129	-43.4	31.8	759.7
130	-43.4	32.1	758.6
131	-43.4	32.4	757.6
132	-43.3	32.7	756.5
133	-43.3	32.9	755.5
134	-43.2	33.2	754.4
135	-43.1	33.4	753.4
136	-43.1	33.6	752.3
137	-43.0	33.9	751.2
138	-42.9	34.1	750.2
139	-42.8	34.3	749.1
140	-42.7	34.5	748.1
141	-42.6	34.6	747.0
142	-42.5	34.8	746.0
143	-42.4	35.0	744.9
144	-42.3	35.2	743.9
145	-42.2	35.3	742.8
146	-42.1	35.5	741.8
147	-41.9	35.6	740.8
148	-41.8	35.7	739.8
149	-41.7	35.8	738.8
150	-41.5	36.0	737.8
151	-41.4	36.1	736.8
152	-41.2	36.2	735.8
153	-41.0	36.3	734.8
154	-40.9	36.3	733.9
155	-40.7	36.4	732.9
156	-40.5	36.5	732.0
157	-40.3	36.6	731.1
158	-40.2	36.6	730.2
159	-40.0	36.7	729.3
160	-39.8	36.7	728.4
161	-39.6	36.8	727.6
162	-39.4	36.8	726.7
163	-39.2	36.8	725.9
164	-38.9	36.9	725.1
165	-38.7	36.9	724.3
166	-38.5	36.9	723.6
167	-38.2	36.9	722.8
168	-38.0	36.9	722.1
169	-37.7	36.9	721.4
170	-37.5	36.9	720.7
171	-37.2	36.9	720.1
172	-37.0	36.9	719.5
173	-36.7	36.9	718.8
174	-36.4	36.9	718.3
175	-36.1	36.8	717.7
176	-35.8	36.8	717.2
177	-35.5	36.7	716.6
178	-35.2	36.7	716.1
179	-34.9	36.6	715.7
180	-34.6	36.6	715.2
181	-34.3	36.5	714.8
182	-33.9	36.4	714.4
183	-33.6	36.4	714.0
184	-33.3	36.3	713.6
185	-32.9	36.2	713.2
186	-32.6	36.1	712.9
187	-32.2	36.0	712.6
188	-31.9	35.9	712.3
189	-31.5	35.7	712.0
190	-31.1	35.6	711.8
191	-30.8	35.5	711.5
192	-30.4	35.3	711.3
193	-30.0	35.2	711.1
194	-29.7	35.0	710.9
195	-29.3	34.8	710.7
196	-28.9	34.7	710.5
197	-28.5	34.5	710.4
198	-28.2	34.3	710.2
199	-27.8	34.1	710.1
200	-27.4	33.9	710.0
201	-27.0	33.7	709.9
202	-26.7	33.5	709.8
203	-26.3	33.2	709.7
204	-25.9	33.0	709.6
205	-25.5	32.8	709.5
206	-25.2	32.5	709.4
207	-24.8	32.2	709.3
208	-24.4	32.0	709.3
209	-24.1	31.7	709.2
210	-23.7	31.4	709.1
211	-23.4	31.1	709.1
212	-23.0	30.9	709.0
213	-22.7	30.6	709.0
214	-22.3	30.3	708.9
215	-22.0	30.0	708.9
216	-21.7	29.6	708.9
217	-21.4	29.3	708.8
218	-21.0	29.0	708.8
219	-20.7	28.7	708.8
220	-20.4	28.3	708.8
221	-20.1	28.0	708.7
222	-19.8	27.7	708.7
223	-19.5	27.3	708.7
224	-19.2	27.0	708.7
225	-19.0	26.6	708.7
226	-18.7	26.3	708.7
227	-18.4	25.9	708.7
228	-18.2	25.5	708.7
229	-17.9	25.2	708.7
230	-17.7	24.8	708.7
231	-17.4	24.4	708.7
232	-17.2	24.1	708.7
233	-17.0	23.7	708.7
234	-16.8	23.3	708.7
235	-16.5	23.0	708.8
236	-16.3	22.6	708.8
237	-16.1	22.2	708.8
238	-15.9	21.8	708.9
239	-15.7	21.4	708.9
240	-15.6	21.1	709.0
241	-15.4	20.7	709.0
242	-15.2	20.3	709.1
243	-15.0	19.9	709.2
244	-14.9	19.6	709.3
245	-14.7	19.2	709.3
246	-14.6	18.8	709.4
247	-14.4	18.4	709.5
248	-14.3	18.1	709.6
249	-14.1	17.7	709.7
250	-14.0	17.3	709.9
251	-13.9	16.9	710.0
252	-13.7	16.6	710.1
253	-13.6	16.2	710.2
254	-13.5	15.8	710.4
255	-13.4	15.5	710.5
256	-13.3	15.1	710.7
257	-13.1	14.8	710.9
258	-13.0	14.4	711.0
259	-12.9	14.0	711.2
260	-12.8	13.7	711.4
261	-12.7	13.3	711.6
262	-12.6	13.0	711.8
263	-12.5	12.6	712.0
264	-12.4	12.3	712.2
265	-12.3	12.0	712.4
266	-12.1	11.6	712.6
267	-12.0	11.3	712.9
268	-11.9	10.9	713.1
269	-11.8	10.6	713.3
270	-11.7	10.3	713.6
271	-11.6	9.9	713.8
272	-11.5	9.6	714.1
273	-11.4	9.3	714.4
274	-11.3	9.0	714.7
275	-11.2	8.6	715.0
276	-11.1	8.3	715.2
277	-11.0	8.0	715.5
278	-10.9	7.7	715.9
279	-10.8	7.3	716.2
280	-10.7	7.0	716.5
281	-10.6	6.7	716.8
282	-10.4	6.4	717.2
283	-10.3	6.0	717.5
284	-10.2	5.7	717.9
285	-10.1	5.4	718.2
286	-10.0	5.1	718.6
287	-9.9	4.8	719.0
288	-9.8	4.4	719.4
289	-9.7	4.1	719.8
290	-9.5	3.8	720.2
291	-9.4	3.5	720.6
292	-9.3	3.1	721.0
293	-9.2	2.8	721.4
294	-9.1	2.5	721.9
295	-9.0	2.2	722.3
296	-8.8	1.8	722.8
297	-8.7	1.5	723.3
298	-8.6	1.2	723.7
299	-8.5	0.9	724.2
300	-8.4	0.5	724.7
301	-8.2	0.2	725.2
302	-8.1	-0.1	725.7
303	-8.0	-0.4	726.3
304	-7.9	-0.8	726.8
305	-7.8	-1.1	727.3
306	-7.6	-1.4	727.9
307	-7.5	-1.7	728.5
308	-7.4	-2.1	729.0
309	-7.3	-2.4	729.6
310	-7.1	-2.7	730.2
311	-7.0	-3.0	730.8
312	-6.9	-3.4	731.4
313	-6.8	-3.7	732.1
314	-6.7	-4.0	732.7
315	-6.5	-4.3	733.3
316	-6.4	-4.6	734.0
317	-6.3	-4.9	734.7
318	-6.2	-5.2	735.3
319	-6.0	-5.5	736.0
320	-5.9	-5.8	736.7
321	-5.8	-6.1	737.4
322	-5.7	-6.4	738.1
323	-5.6	-6.7	738.9
324	-5.4	-7.0	739.6
325	-5.3	-7.2	740.4
326	-5.2	-7.5	741.1
327	-5.1	-7.8	741.9
328	-5.0	-8.0	742.7
329	-4.9	-8.3	743.5
330	-4.7	-8.5	744.3
331	-4.6	-8.7	745.1
332	-4.5	-8.9	745.9
333	-4.4	-9.1	746.7
334	-4.3	-9.3	747.6
335	-4.2	-9.5	748.4
336	-4.1	-9.7	749.3
337	-4.0	-9.9	750.2
338	-3.9	-10.0	751.0
339	-3.8	-10.2	751.9
340	-3.7	-10.3	752.8
341	-3.5	-10.4	753.7
342	-3.4	-10.5	754.6
343	-3.3	-10.6	755.5
344	-3.2	-10.7	756.4
345	-3.2	-10.8	757.4
346	-3.1	-10.9	758.3
347	-3.0	-10.9	759.2
348	-2.9	-11.0	760.2
349	-2.8	-11.0	761.1
350	-2.7	-11.1	762.1
351	-2.6	-11.1	763.0
352	-2.5	-11.1	764.0
353	-2.4	-11.1	764.9
354	-2.3	-11.1	765.9
355	-2.2	-11.0	766.9
356	-2.2	-11.0	767.8
357	-2.1	-11.0	768.8
358	-2.0	-10.9	769.8
359	-1.9	-10.8	770.8
360	-1.8	-10.7	771.7
361	-1.7	-10.7	772.7
362	-1.6	-10.6	773.7
363	-1.6	-10.4	774.7
364	-1.5	-10.3	775.7
365	-1.4	-10.2	776.6
366	-1.3	-10.1	777.6
367	-1.2	-9.9	778.6
368	-1.1	-9.8	779.6
369	-1.0	-9.6	780.6
370	-0.9	-9.4	781.5
371	-0.8	-9.2	782.5
372	-0.7	-9.1	783.5
373	-0.6	-8.9	784.5
374	-0.5	-8.7	785.4
375	-0.4	-8.5	786.4
376	-0.3	-8.2	787.4
377	-0.2	-8.0	788.3
378	-0.0	-7.8	789.3
379	0.1	-7.6	790.2
380	0.2	-7.4	791.2
381	0.4	-7.1	792.1
382	0.5	-6.9	793.1
383	0.7	-6.7	794.0
384	0.8	-6.4	795.0
385	1.0	-6.2	795.9
386	1.2	-6.0	796.8
387	1.3	-5.8	797.8
388	1.5	-5.5	798.7
389	1.7	-5.3	799.6
390	1.9	-5.1	800.5
391	2.2	-4.9	801.4
392	2.4	-4.6	802.3
393	2.6	-4.4	803.2
394	2.9	-4.2	804.1
395	3.2	-4.0	805.0
396	3.4	-3.8	805.8
397	3.7	-3.6	806.7
398	4.0	-3.4	807.6
399	4.4	-3.3	808.4
400	4.7	-3.1	809.3
401	5.0	-2.9	810.1
402	5.4	-2.8	810.9
403	5.7	-2.7	811.7
404	6.1	-2.5	812.5
405	6.5	-2.4	813.3
406	6.9	-2.3	814.1
407	7.3	-2.2	814.8
408	7.8	-2.1	815.6
409	8.2	-2.0	816.3
410	8.7	-2.0	817.0
411	9.1	-1.9	817.7
412	9.6	-1.9	818.4
413	10.1	-1.8	819.0
414	10.6	-1.8	819.6
415	11.1	-1.8	820.3
416	11.6	-1.8	820.8
417	12.1	-1.9	821.4
418	12.6	-1.9	822.0
419	13.2	-1.9	822.5
420	13.7	-2.0	823.0
421	14.3	-2.1	823.4
422	14.8	-2.2	823.9
423	15.4	-2.3	824.3
424	16.0	-2.4	824.7
425	16.6	-2.5	825.0
426	17.2	-2.6	825.3
427	17.8	-2.8	825.6
428	18.4	-3.0	825.9
429	19.0	-3.1	826.1
430	19.6	-3.3	826.3
431	20.2	-3.5	826.4
432	20.8	-3.7	826.5
433	21.4	-3.9	826.6
434	22.1	-4.1	826.6
435	22.7	-4.4	826.6
436	23.3	-4.6	826.6
437	24.0	-4.9	826.5
438	24.6	-5.1	826.4
439	25.3	-5.4	826.2
440	25.9	-5.7	826.0
441	26.6	-5.9	825.8
442	27.3	-6.2	825.5
443	27.9	-6.5	825.2
444	28.6	-6.8	824.8
445	29.3	-7.1	824.4
446	29.9	-7.4	823.9
447	30.6	-7.8	823.4
448	31.3	-8.1	822.9
449	32.0	-8.4	822.3
450	32.7	-8.7	821.7
451	33.4	-9.1	821.0
452	34.1	-9.4	820.3
453	34.8	-9.7	819.6
454	35.5	-10.0	818.8
455	36.2	-10.4	817.9
456	36.9	-10.7	817.1
457	37.6	-11.0	816.2
458	38.4	-11.3	815.2
459	39.1	-11.7	814.2
460	39.8	-12.0	813.2
461	40.5	-12.3	812.1
462	41.3	-12.6	811.0
463	42.0	-12.9	809.9
464	42.8	-13.2	808.7
465	43.5	-13.5	807.5
466	44.2	-13.8	806.3
467	45.0	-14.1	805.1
468	45.7	-14.4	803.8
469	46.5	-14.6	802.5
470	47.2	-14.9	801.1
471	47.9	-15.2	799.8
472	48.7	-15.4	798.4
473	49.4	-15.6	797.0
474	50.1	-15.9	795.6
475	50.8	-16.1	794.2
476	51.5	-16.3	792.8
477	52.2	-16.5	791.3
478	52.9	-16.6	789.9
479	53.6	-16.8	788.4
480	54.3	-17.0	786.9
481	54.9	-17.1	785.5
482	55.6	-17.3	784.0
483	56.2	-17.4	782.5
484	56.9	-17.5	781.1
485	57.5	-17.6	779.6
486	58.1	-17.7	778.2
487	58.6	-17.7	776.7
488	59.2	-17.8	775.3
489	59.7	-17.9	773.9
490	60.3	-17.9	772.5
491	60.8	-17.9	771.2
492	61.3	-17.9	769.8
493	61.7	-17.9	768.5
494	62.2	-17.9	767.1
495	62.6	-17.9	765.9
496	63.0	-17.8	764.6
497	63.3	-17.8	763.4
498	63.7	-17.7	762.1
499	64.0	-17.6	761.0
500	64.3	-17.5	759.8
501	64.6	-17.4	758.7
502	64.8	-17.3	757.6
503	65.0	-17.2	756.6
504	65.2	-17.1	755.5
505	65.4	-16.9	754.5
506	65.5	-16.7	753.6
507	65.6	-16.6	752.7
508	65.7	-16.4	751.8
509	65.7	-16.2	750.9
510	65.7	-16.0	750.1
511	65.7	-15.8	749.4
512	65.7	-15.6	748.6
513	65.6	-15.4	747.9
514	65.5	-15.2	747.2
515	65.3	-14.9	746.6
516	65.1	-14.7	746.0
517	64.9	-14.4	745.4
518	64.7	-14.2	744.9
519	64.4	-13.9	744.4
520	64.1	-13.6	743.9
521	63.8	-13.4	743.5
522	63.4	-13.1	743.1
523	63.0	-12.8	742.7
524	62.6	-12.5	742.4
525	62.2	-12.2	742.1
526	61.7	-12.0	741.8
527	61.2	-11.7	741.5
528	60.6	-11.4	741.2
529	60.0	-11.1	741.0
530	59.4	-10.8	740.8
531	58.8	-10.5	740.6
532	58.1	-10.2	740.5
533	57.4	-9.9	740.3
534	56.7	-9.6	740.2
535	56.0	-9.4	740.0
536	55.2	-9.1	739.9
537	54.4	-8.8	739.8
538	53.6	-8.5	739.8
539	52.7	-8.3	739.7
540	51.8	-8.0	739.6
541	50.9	-7.8	739.5
542	50.0	-7.5	739.4
543	49.1	-7.3	739.4
544	48.1	-7.0	739.3
545	47.1	-6.8	739.2
546	46.2	-6.6	739.2
547	45.1	-6.4	739.1
548	44.1	-6.2	739.0
549	43.1	-6.0	738.9
550	42.0	-5.8	738.8
551	40.9	-5.6	738.7
552	39.8	-5.5	738.5
553	38.7	-5.3	738.4
554	37.6	-5.2	738.2
555	36.5	-5.0	738.0
556	35.4	-4.9	737.8
557	34.2	-4.8	737.6
558	33.1	-4.7	737.4
559	31.9	-4.7	737.1
560	30.8	-4.6	736.8
561	29.6	-4.5	736.5
562	28.4	-4.5	736.2
563	27.3	-4.5	735.8
564	26.1	-4.5	735.4
565	24.9	-4.5	735.0
566	23.8	-4.5	734.6
567	22.6	-4.5	734.1
568	21.5	-4.5	733.6
569	20.3	-4.6	733.1
570	19.2	-4.6	732.6
571	18.0	-4.7	732.0
572	16.9	-4.8	731.4
573	15.8	-4.9	730.8
574	14.7	-5.0	730.1
575	13.6	-5.1	729.4
576	12.5	-5.2	728.7
577	11.4	-5.3	728.0
578	10.3	-5.5	727.2
579	9.3	-5.6	726.4
580	8.2	-5.8	725.6
581	7.2	-6.0	724.8
582	6.2	-6.1	724.0
583	5.2	-6.3	723.1
584	4.2	-6.5	722.2
585	3.3	-6.7	721.3
586	2.3	-6.9	720.3
587	1.4	-7.0	719.4
588	0.5	-7.2	718.4
589	-0.4	-7.4	717.5
590	-1.2	-7.6	716.5
591	-2.1	-7.8	715.5
592	-2.9	-8.0	714.5
593	-3.7	-8.2	713.4
594	-4.5	-8.4	712.4
595	-5.3	-8.6	711.4
596	-6.0	-8.8	710.3
597	-6.7	-9.0	709.3
598	-7.4	-9.2	708.3
599	-8.1	-9.4	707.2
600	-8.7	-9.5	706.2
601	-9.4	-9.7	705.1
602	-10.0	-9.9	704.1
603	-10.6	-10.0	703.1
604	-11.1	-10.2	702.1
605	-11.7	-10.3	701.1
606	-12.2	-10.5	700.1
607	-12.7	-10.6	699.1
608	-13.2	-10.8	698.1
609	-13.6	-10.9	697.2
610	-14.0	-11.0	696.2
611	-14.5	-11.1	695.3
612	-14.8	-11.2	694.4
613	-15.2	-11.3	693.5
614	-15.6	-11.4	692.6
615	-15.9	-11.5	691.8
616	-16.2	-11.5	691.0
617	-16.5	-11.6	690.2
618	-16.8	-11.7	689.4
619	-17.0	-11.7	688.7
620	-17.2	-11.8	688.0
621	-17.5	-11.8	687.3
622	-17.6	-11.8	686.6
623	-17.8	-11.9	685.9
624	-18.0	-11.9	685.3
625	-18.1	-11.9	684.7
626	-18.2	-11.9	684.2
627	-18.3	-11.9	683.6
628	-18.4	-11.9	683.1
629	-18.5	-11.9	682.7
630	-18.6	-11.8	682.2
631	-18.6	-11.8	681.8
632	-18.6	-11.8	681.4
633	-18.6	-11.7	681.0
634	-18.6	-11.7	680.7
635	-18.6	-11.6	680.4
636	-18.6	-11.6	680.1
637	-18.6	-11.5	679.8
638	-18.5	-11.5	679.6
639	-18.5	-11.4	679.4
640	-18.4	-11.3	679.2
641	-18.3	-11.2	679.0
642	-18.3	-11.2	678.9
643	-18.2	-11.1	678.8
644	-18.1	-11.0	678.7
645	-18.0	-10.9	678.7
646	-17.9	-10.8	678.6
647	-17.7	-10.7	678.6
648	-17.6	-10.6	678.6
649	-17.5	-10.5	678.6
650	-17.4	-10.4	678.7
651	-17.3	-10.3	678.8
652	-17.1	-10.2	678.9
653	-17.0	-10.1	679.0
654	-16.9	-10.0	679.1
655	-16.8	-9.9	679.3
656	-16.6	-9.8	679.4
657	-16.5	-9.7	679.6
658	-16.4	-9.6	679.8
659	-16.2	-9.5	680.0
660	-16.1	-9.4	680.3
661	-16.0	-9.3	680.5
662	-15.9	-9.2	680.8
663	-15.8	-9.1	681.0
664	-15.7	-9.0	681.3
665	-15.6	-8.9	681.6
666	-15.5	-8.8	681.9
667	-15.4	-8.7	682.3
668	-15.3	-8.6	682.6
669	-15.2	-8.5	682.9
670	-15.1	-8.4	683.3
671	-15.0	-8.3	683.7
672	-14.9	-8.2	684.0
673	-14.9	-8.1	684.4
674	-14.8	-8.0	684.8
675	-14.8	-7.8	685.2
676	-14.7	-7.7	685.6
677	-14.7	-7.6	686.1
678	-14.6	-7.5	686.5
679	-14.6	-7.4	687.0
680	-14.6	-7.3	687.4
681	-14.6	-7.2	687.9
682	-14.6	-7.1	688.3
683	-14.6	-6.9	688.8
684	-14.6	-6.8	689.3
685	-14.6	-6.7	689.8
686	-14.7	-6.6	690.3
687	-14.7	-6.5	690.8
688	-14.8	-6.3	691.3
689	-14.8	-6.2	691.9
690	-14.9	-6.1	692.4
691	-15.0	-5.9	692.9
692	-15.1	-5.8	693.5
693	-15.2	-5.6	694.1
694	-15.3	-5.5	694.6
695	-15.4	-5.4	695.2
696	-15.5	-5.2	695.8
697	-15.7	-5.1	696.4
698	-15.8	-4.9	697.0
699	-16.0	-4.8	697.6
700	-16.2	-4.6	698.3
701	-16.3	-4.4	698.9
702	-16.5	-4.3	699.5
703	-16.7	-4.1	700.2
704	-16.9	-4.0	700.9
705	-17.2	-3.8	701.5
706	-17.4	-3.6	702.2
707	-17.6	-3.5	702.9
708	-17.9	-3.3	703.6
709	-18.1	-3.1	704.2
710	-18.4	-2.9	704.9
711	-18.7	-2.8	705.6
712	-18.9	-2.6	706.3
713	-19.2	-2.4	707.1
714	-19.5	-2.3	707.8
715	-19.8	-2.1	708.5
716	-20.1	-1.9	709.2
717	-20.4	-1.7	709.9
718	-20.8	-1.6	710.6
719	-21.1	-1.4	711.4
720	-21.4	-1.3	712.1
721	-21.7	-1.1	712.8
722	-22.0	-0.9	713.5
723	-22.4	-0.8	714.2
724	-22.7	-0.6	715.0
725	-23.0	-0.5	715.7
726	-23.4	-0.3	716.4
727	-23.7	-0.2	717.1
728	-24.0	-0.1	717.8
729	-24.3	0.1	718.5
730	-24.7	0.2	719.2
731	-25.0	0.3	719.9
732	-25.3	0.4	720.6
733	-25.6	0.5	721.2
734	-25.9	0.6	721.9
735	-26.2	0.7	722.6
736	-26.5	0.8	723.2
737	-26.8	0.9	723.9
738	-27.1	1.0	724.5
739	-27.3	1.0	725.1
740	-27.6	1.1	725.7
741	-27.8	1.1	726.4
742	-28.1	1.2	727.0
743	-28.3	1.2	727.5
744	-28.5	1.2	728.1
745	-28.7	1.2	728.7
746	-28.9	1.2	729.2
747	-29.1	1.2	729.8
748	-29.2	1.2	730.3
749	-29.4	1.2	730.8
750	-29.5	1.1	731.3
751	-29.6	1.1	731.8
752	-29.7	1.0	732.3
753	-29.8	1.0	732.7
754	-29.8	0.9	733.2
755	-29.9	0.8	733.6
756	-29.9	0.7	734.1
757	-29.9	0.6	734.5
758	-29.9	0.5	734.9
759	-29.9	0.3	735.2
760	-29.8	0.2	735.6
761	-29.8	0.0	736.0
762	-29.7	-0.2	736.3
763	-29.6	-0.3	736.7
764	-29.5	-0.5	737.0
765	-29.4	-0.7	737.3
766	-29.2	-0.9	737.6
767	-29.1	-1.2	737.9
768	-28.9	-1.4	738.1
769	-28.7	-1.7	738.4
770	-28.5	-1.9	738.6
771	-28.2	-2.2	738.8
772	-28.0	-2.5	739.1
773	-27.7	-2.8	739.3
774	-27.5	-3.1	739.4
775	-27.2	-3.4	739.6
776	-26.9	-3.7	739.8
777	-26.6	-4.1	739.9
778	-26.3	-4.4	740.1
779	-25.9	-4.8	740.2
780	-25.6	-5.2	740.3
781	-25.2	-5.5	740.4
782	-24.9	-5.9	740.5
783	-24.5	-6.3	740.6
784	-24.1	-6.7	740.7
785	-23.7	-7.2	740.7
786	-23.3	-7.6	740.8
787	-22.9	-8.0	740.8
788	-22.5	-8.5	740.9
789	-22.1	-8.9	740.9
790	-21.7	-9.4	740.9
791	-21.3	-9.9	740.9
792	-20.9	-10.3	740.9
793	-20.4	-10.8	740.9
794	-20.0	-11.3	740.9
795	-19.6	-11.8	740.9
796	-19.1	-12.2	740.8
797	-18.7	-12.7	740.8
798	-18.2	-13.2	740.7
799	-17.8	-13.7	740.7
800	-17.4	-14.2	740.6
801	-16.9	-14.7	740.6
802	-16.5	-15.2	740.5
803	-16.0	-15.6	740.4
804	-15.6	-16.1	740.3
805	-15.2	-16.6	740.3
806	-14.7	-17.1	740.2
807	-14.3	-17.5	740.1
808	-13.9	-18.0	740.0
809	-13.4	-18.4	739.9
810	-13.0	-18.9	739.8
811	-12.6	-19.3	739.7
812	-12.2	-19.7	739.6
813	-11.8	-20.1	739.5
814	-11.3	-20.5	739.4
815	-10.9	-20.8	739.2
816	-10.5	-21.2	739.1
817	-10.1	-21.6	739.0
818	-9.8	-21.9	738.9
819	-9.4	-22.2	738.8
820	-9.0	-22.5	738.7
821	-8.6	-22.8	738.5
822	-8.2	-23.0	738.4
823	-7.9	-23.3	738.3
824	-7.5	-23.5	738.2
825	-7.2	-23.7	738.1
826	-6.8	-23.9	738.0
827	-6.5	-24.1	737.8
828	-6.1	-24.2	737.7
829	-5.8	-24.4	737.6
830	-5.5	-24.5	737.5
831	-5.2	-24.6	737.4
832	-4.8	-24.6	737.3
833	-4.5	-24.7	737.2
834	-4.2	-24.7	737.1
835	-3.9	-24.8	737.0
836	-3.6	-24.7	736.9
837	-3.4	-24.7	736.8
838	-3.1	-24.7	736.7
839	-2.8	-24.6	736.6
840	-2.5	-24.5	736.5
841	-2.3	-24.5	736.4
842	-2.0	-24.3	736.4
843	-1.7	-24.2	736.3
844	-1.5	-24.1	736.2
845	-1.2	-23.9	736.2
846	-1.0	-23.7	736.1
847	-0.8	-23.5	736.1
848	-0.5	-23.3	736.0
849	-0.3	-23.1	736.0
850	-0.1	-22.8	736.0
851	0.1	-22.6	736.0
852	0.3	-22.3	736.0
853	0.5	-22.0	736.0
854	0.7	-21.7	736.0
855	0.9	-21.4	736.0
856	1.1	-21.1	736.0
857	1.3	-20.7	736.1
858	1.5	-20.4	736.1
859	1.6	-20.0	736.2
860	1.8	-19.6	736.3
861	1.9	-19.3	736.4
862	2.1	-18.9	736.5
863	2.2	-18.5	736.6
864	2.4	-18.1	736.8
865	2.5	-17.6	736.9
866	2.6	-17.2	737.1
867	2.7	-16.8	737.3
868	2.8	-16.4	737.5
869	3.0	-15.9	737.7
870	3.0	-15.5	738.0
871	3.1	-15.0	738.2
872	3.2	-14.6	738.5
873	3.3	-14.1	738.8
874	3.4	-13.7	739.2
875	3.4	-13.2	739.5
876	3.5	-12.7	739.9
877	3.5	-12.3	740.3
878	3.6	-11.8	740.7
879	3.6	-11.4	741.2
880	3.6	-10.9	741.6
881	3.6	-10.4	742.1
882	3.6	-10.0	742.7
883	3.6	-9.6	743.2
884	3.6	-9.1	743.8
885	3.6	-8.7	744.3
886	3.6	-8.2	745.0
887	3.6	-7.8	745.6
