	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DJ 3.c3d
	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	R_Knee_Moment	R_Knee_Moment	R_Knee_Moment	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	R_Knee_Moment	R_Knee_Moment	R_Knee_Moment	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	R_Knee_Moment	R_Knee_Moment	R_Knee_Moment
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
41	128.18	-13.53	6.94	85.25	-24.01	23.80	122.87	-8.33	3.63	83.19	-13.52	11.87	129.92	-7.39	12.37	85.85	-22.63	21.22
42	126.81	-12.79	7.22	84.17	-23.57	23.91	122.16	-8.38	3.84	82.88	-14.29	11.88	128.79	-7.05	12.91	86.02	-22.62	21.58
43	125.32	-12.02	7.52	82.95	-23.07	23.95	121.18	-8.33	4.01	82.32	-14.98	11.87	127.53	-6.67	13.44	86.05	-22.52	21.89
44	123.76	-11.24	7.82	81.77	-22.55	24.00	120.08	-8.23	4.15	81.55	-15.59	11.84	126.11	-6.26	13.96	86.00	-22.32	22.09
45	122.08	-10.47	8.14	80.56	-21.98	23.98	118.72	-8.04	4.27	80.53	-16.13	11.78	124.66	-5.85	14.49	85.85	-22.04	22.23
46	120.43	-9.73	8.51	79.40	-21.40	23.96	117.31	-7.82	4.37	79.47	-16.62	11.73	123.16	-5.42	15.00	85.63	-21.70	22.30
47	118.71	-9.02	8.89	78.25	-20.82	23.92	115.83	-7.55	4.48	78.23	-17.06	11.70	121.66	-5.00	15.52	85.27	-21.29	22.29
48	117.01	-8.36	9.32	77.19	-20.23	23.88	114.21	-7.24	4.57	76.95	-17.46	11.69	120.16	-4.56	16.04	84.89	-20.84	22.25
49	115.28	-7.75	9.78	76.14	-19.64	23.85	112.60	-6.91	4.67	75.60	-17.81	11.72	118.70	-4.12	16.57	84.43	-20.35	22.18
50	113.65	-7.19	10.32	75.22	-19.06	23.80	110.92	-6.54	4.77	74.21	-18.13	11.79	117.29	-3.69	17.10	83.90	-19.82	22.07
51	112.01	-6.67	10.88	74.30	-18.48	23.79	109.29	-6.17	4.88	72.85	-18.41	11.89	115.94	-3.25	17.64	83.31	-19.27	21.98
52	110.36	-6.20	11.50	73.45	-17.91	23.75	107.63	-5.77	5.00	71.40	-18.64	12.03	114.67	-2.81	18.20	82.69	-18.71	21.91
53	108.89	-5.79	12.21	72.68	-17.35	23.75	106.00	-5.37	5.12	70.05	-18.83	12.21	113.44	-2.36	18.76	82.00	-18.13	21.83
54	107.35	-5.40	12.93	71.93	-16.78	23.76	104.44	-4.96	5.26	68.67	-18.95	12.41	112.33	-1.92	19.34	81.31	-17.54	21.82
55	105.96	-5.07	13.74	71.22	-16.23	23.79	102.89	-4.54	5.39	67.32	-19.01	12.63	111.29	-1.47	19.94	80.52	-16.93	21.84
56	104.63	-4.77	14.61	70.58	-15.67	23.85	101.44	-4.12	5.54	66.00	-19.00	12.88	110.35	-1.03	20.57	79.84	-16.33	21.94
57	103.37	-4.49	15.53	69.94	-15.12	23.93	100.09	-3.70	5.71	64.77	-18.93	13.16	109.47	-0.58	21.21	79.01	-15.71	22.06
58	102.19	-4.24	16.50	69.43	-14.58	24.06	98.77	-3.27	5.86	63.53	-18.78	13.44	108.69	-0.14	21.88	78.28	-15.09	22.26
59	101.13	-4.01	17.53	68.84	-14.03	24.22	97.63	-2.85	6.04	62.46	-18.58	13.75	108.01	0.31	22.58	77.56	-14.46	22.55
60	100.12	-3.79	18.58	68.36	-13.50	24.44	96.55	-2.43	6.22	61.36	-18.30	14.09	107.42	0.76	23.30	76.83	-13.83	22.88
61	99.22	-3.58	19.67	67.90	-12.96	24.70	95.60	-2.02	6.42	60.44	-17.96	14.42	106.90	1.21	24.02	76.15	-13.19	23.30
62	98.45	-3.38	20.79	67.44	-12.45	25.03	94.81	-1.61	6.63	59.56	-17.56	14.79	106.50	1.66	24.76	75.52	-12.55	23.79
63	97.70	-3.17	21.93	67.04	-11.93	25.40	94.11	-1.21	6.86	58.79	-17.11	15.18	106.17	2.12	25.51	74.92	-11.91	24.36
64	97.14	-2.97	23.09	66.65	-11.43	25.86	93.57	-0.81	7.11	58.12	-16.61	15.59	105.90	2.58	26.23	74.42	-11.27	25.00
65	96.61	-2.75	24.24	66.35	-10.95	26.38	93.10	-0.41	7.37	57.55	-16.08	16.04	105.77	3.04	26.99	73.91	-10.63	25.69
66	96.24	-2.54	25.40	66.01	-10.47	26.93	92.85	-0.02	7.68	57.05	-15.51	16.53	105.66	3.51	27.70	73.54	-10.01	26.47
67	95.88	-2.30	26.54	65.79	-10.01	27.60	92.60	0.38	7.98	56.71	-14.91	17.05	105.66	3.98	28.41	73.18	-9.39	27.29
68	95.69	-2.07	27.68	65.58	-9.57	28.30	92.54	0.78	8.34	56.39	-14.29	17.61	105.71	4.46	29.09	72.95	-8.79	28.19
69	95.57	-1.83	28.80	65.45	-9.14	29.08	92.57	1.18	8.71	56.22	-13.64	18.21	105.85	4.92	29.76	72.72	-8.20	29.12
70	95.58	-1.58	29.91	65.37	-8.72	29.91	92.66	1.58	9.08	56.08	-12.98	18.84	106.06	5.39	30.40	72.64	-7.63	30.13
71	95.60	-1.31	30.97	65.34	-8.32	30.79	92.91	1.99	9.50	56.06	-12.30	19.52	106.29	5.86	31.00	72.54	-7.08	31.15
72	95.78	-1.05	32.01	65.44	-7.93	31.74	93.20	2.41	9.92	56.07	-11.61	20.23	106.60	6.31	31.58	72.60	-6.55	32.24
73	96.03	-0.77	33.03	65.58	-7.55	32.73	93.61	2.83	10.36	56.22	-10.91	20.98	106.95	6.76	32.13	72.69	-6.05	33.34
74	96.36	-0.49	34.01	65.76	-7.17	33.74	94.10	3.26	10.82	56.36	-10.21	21.75	107.34	7.19	32.65	72.81	-5.57	34.46
75	96.76	-0.21	34.94	66.12	-6.81	34.83	94.64	3.69	11.27	56.61	-9.50	22.56	107.75	7.61	33.14	73.03	-5.12	35.62
76	97.22	0.08	35.84	66.48	-6.46	35.91	95.30	4.13	11.74	56.92	-8.78	23.41	108.18	8.00	33.61	73.34	-4.70	36.78
77	97.76	0.37	36.71	66.90	-6.11	37.02	95.96	4.57	12.19	57.27	-8.07	24.28	108.64	8.36	34.05	73.63	-4.31	37.93
78	98.37	0.65	37.54	67.43	-5.78	38.14	96.71	5.01	12.64	57.68	-7.36	25.15	109.07	8.70	34.46	74.00	-3.96	39.09
79	98.98	0.93	38.33	68.01	-5.45	39.27	97.47	5.45	13.09	58.18	-6.66	26.05	109.50	9.00	34.83	74.43	-3.64	40.23
80	99.71	1.19	39.11	68.66	-5.14	40.41	98.29	5.87	13.55	58.71	-5.97	26.97	109.93	9.26	35.20	74.85	-3.36	41.35
81	100.36	1.46	39.81	69.33	-4.83	41.50	99.09	6.29	13.99	59.33	-5.29	27.88	110.33	9.47	35.52	75.30	-3.11	42.45
82	101.13	1.70	40.51	70.03	-4.54	42.61	99.94	6.68	14.44	59.94	-4.62	28.81	110.70	9.64	35.82	75.75	-2.90	43.51
83	101.86	1.94	41.16	70.81	-4.27	43.68	100.75	7.05	14.88	60.69	-3.97	29.73	111.01	9.75	36.08	76.22	-2.73	44.54
84	102.63	2.16	41.78	71.55	-4.02	44.71	101.57	7.40	15.32	61.41	-3.35	30.66	111.31	9.81	36.32	76.63	-2.60	45.53
85	103.36	2.36	42.36	72.34	-3.78	45.75	102.39	7.70	15.76	62.23	-2.75	31.57	111.51	9.81	36.49	77.07	-2.51	46.47
86	104.13	2.54	42.91	73.08	-3.57	46.71	103.19	7.97	16.19	63.04	-2.18	32.48	111.68	9.75	36.64	77.37	-2.46	47.32
87	104.86	2.70	43.42	73.84	-3.38	47.62	103.86	8.22	16.58	63.95	-1.65	33.40	111.78	9.64	36.71	77.70	-2.45	48.15
88	105.52	2.85	43.88	74.54	-3.22	48.50	104.60	8.40	17.02	64.79	-1.15	34.26	111.82	9.48	36.76	77.91	-2.47	48.87
89	106.23	2.96	44.32	75.26	-3.08	49.33	105.20	8.54	17.40	65.71	-0.69	35.14	111.77	9.25	36.74	78.05	-2.54	49.53
90	106.84	3.06	44.70	75.84	-2.97	50.07	105.80	8.63	17.78	66.60	-0.27	35.98	111.63	8.99	36.65	78.11	-2.63	50.09
91	107.43	3.13	45.03	76.43	-2.90	50.79	106.27	8.69	18.14	67.46	0.10	36.79	111.50	8.66	36.52	78.02	-2.76	50.56
92	107.96	3.18	45.32	76.93	-2.84	51.42	106.74	8.68	18.49	68.35	0.42	37.57	111.21	8.30	36.31	77.85	-2.92	50.91
93	108.39	3.21	45.55	77.35	-2.82	52.00	107.06	8.64	18.81	69.16	0.69	38.32	110.94	7.88	36.06	77.59	-3.10	51.18
94	108.81	3.21	45.73	77.71	-2.83	52.52	107.37	8.54	19.12	69.96	0.91	39.03	110.56	7.43	35.73	77.15	-3.31	51.31
95	109.09	3.20	45.85	78.00	-2.86	52.97	107.53	8.41	19.37	70.66	1.08	39.69	110.11	6.94	35.34	76.64	-3.53	51.34
96	109.36	3.15	45.92	78.13	-2.92	53.34	107.67	8.22	19.62	71.40	1.18	40.34	109.54	6.42	34.85	75.99	-3.77	51.25
97	109.46	3.10	45.89	78.25	-3.00	53.67	107.68	8.01	19.82	71.97	1.24	40.89	108.92	5.88	34.31	75.25	-4.01	51.02
98	109.51	3.01	45.80	78.19	-3.10	53.90	107.62	7.76	19.98	72.53	1.23	41.41	108.17	5.31	33.68	74.37	-4.27	50.67
99	109.50	2.90	45.64	78.14	-3.22	54.09	107.47	7.47	20.11	73.00	1.18	41.88	107.32	4.72	32.97	73.38	-4.52	50.20
100	109.37	2.76	45.37	77.90	-3.34	54.18	107.24	7.16	20.18	73.33	1.07	42.27	106.38	4.12	32.18	72.31	-4.78	49.60
101	109.17	2.60	45.02	77.58	-3.49	54.22	106.88	6.83	20.22	73.66	0.91	42.61	105.37	3.52	31.31	71.11	-5.02	48.88
102	108.84	2.41	44.57	77.19	-3.64	54.18	106.42	6.49	20.18	73.81	0.71	42.86	104.24	2.91	30.35	69.86	-5.26	48.01
103	108.45	2.19	44.02	76.67	-3.79	54.05	105.87	6.13	20.12	73.95	0.46	43.05	103.06	2.30	29.33	68.48	-5.48	47.05
104	107.94	1.94	43.37	76.09	-3.95	53.89	105.21	5.76	19.97	73.91	0.17	43.15	101.79	1.70	28.22	67.08	-5.69	45.96
105	107.30	1.68	42.60	75.42	-4.11	53.63	104.45	5.39	19.77	73.83	-0.16	43.17	100.49	1.10	27.07	65.63	-5.88	44.80
106	106.56	1.38	41.73	74.60	-4.26	53.28	103.60	5.02	19.50	73.60	-0.52	43.10	99.12	0.51	25.84	64.03	-6.04	43.47
107	105.73	1.07	40.75	73.78	-4.42	52.89	102.71	4.65	19.18	73.32	-0.91	42.94	97.70	-0.06	24.57	62.47	-6.18	42.09
108	104.79	0.74	39.67	72.83	-4.56	52.40	101.68	4.30	18.78	72.98	-1.32	42.69	96.27	-0.62	23.25	60.88	-6.29	40.62
109	103.76	0.39	38.49	71.78	-4.70	51.83	100.63	3.95	18.34	72.47	-1.74	42.33	94.82	-1.17	21.89	59.27	-6.36	39.07
110	102.68	0.03	37.21	70.71	-4.83	51.21	99.50	3.63	17.83	71.92	-2.19	41.88	93.35	-1.70	20.50	57.61	-6.40	37.45
111	101.47	-0.32	35.84	69.57	-4.94	50.52	98.30	3.33	17.28	71.35	-2.64	41.34	91.90	-2.23	19.07	56.03	-6.41	35.78
112	100.25	-0.69	34.40	68.31	-5.05	49.73	97.05	3.06	16.68	70.65	-3.09	40.71	90.50	-2.74	17.62	54.39	-6.37	34.07
113	98.98	-1.05	32.88	67.05	-5.14	48.92	95.73	2.81	16.03	69.90	-3.54	39.98	89.06	-3.24	16.14	52.85	-6.31	32.31
114	97.65	-1.40	31.30	65.70	-5.22	48.01	94.44	2.58	15.36	69.14	-3.98	39.18	87.75	-3.73	14.66	51.32	-6.20	30.55
115	96.29	-1.74	29.66	64.33	-5.28	47.05	93.02	2.40	14.61	68.26	-4.40	38.30	86.40	-4.20	13.16	49.84	-6.06	28.76
116	94.90	-2.07	27.97	62.91	-5.33	46.06	91.65	2.23	13.86	67.42	-4.81	37.32	85.18	-4.67	11.68	48.41	-5.89	26.98
117	93.50	-2.38	26.26	61.45	-5.37	44.98	90.25	2.10	13.06	66.52	-5.20	36.30	83.92	-5.11	10.20	47.09	-5.68	25.21
118	92.04	-2.66	24.52	59.94	-5.39	43.88	88.82	1.99	12.24	65.59	-5.57	35.23	82.78	-5.55	8.76	45.76	-5.45	23.46
119	90.60	-2.93	22.76	58.50	-5.41	42.74	87.42	1.90	11.40	64.58	-5.90	34.09	81.69	-5.97	7.34	44.60	-5.20	21.75
120	89.18	-3.18	21.01	56.94	-5.40	41.54	86.00	1.84	10.54	63.65	-6.21	32.90	80.67	-6.38	5.96	43.48	-4.92	20.10
121	87.68	-3.40	19.24	55.47	-5.39	40.34	84.60	1.80	9.67	62.69	-6.49	31.71	79.67	-6.77	4.61	42.43	-4.64	18.49
122	86.34	-3.61	17.50	53.95	-5.37	39.13	83.26	1.78	8.79	61.68	-6.74	30.45	78.79	-7.15	3.33	41.49	-4.34	16.95
123	84.93	-3.79	15.74	52.51	-5.34	37.87	81.90	1.77	7.92	60.76	-6.96	29.17	77.95	-7.52	2.08	40.66	-4.04	15.48
124	83.60	-3.94	14.01	51.05	-5.30	36.63	80.59	1.78	7.04	59.75	-7.14	27.88	77.17	-7.87	0.89	39.87	-3.73	14.10
125	82.30	-4.08	12.31	49.66	-5.26	35.35	79.36	1.80	6.18	58.86	-7.30	26.58	76.49	-8.22	-0.24	39.21	-3.43	12.80
