	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d
	FP1	FP1	FP1	FP2	FP2	FP2	FP1	FP1	FP1	FP2	FP2	FP2	FP1	FP1	FP1	FP2	FP2	FP2
	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP	COFP
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
371	0.2316	2.0694	-0.1044	0.7071	2.0809	-0.1050	0.2568	1.9996	-0.0988	0.7071	2.0046	-0.0988	0.2400	2.0353	-0.1017	0.6767	2.0234	-0.1003
372	0.2320	2.0702	-0.1045	0.7083	2.0816	-0.1050	0.2568	2.0000	-0.0989	0.7081	2.0049	-0.0988	0.2395	2.0376	-0.1019	0.6776	2.0247	-0.1004
373	0.2317	2.0701	-0.1045	0.7074	2.0821	-0.1051	0.2567	1.9995	-0.0988	0.7068	2.0047	-0.0988	0.2396	2.0373	-0.1018	0.6772	2.0253	-0.1005
374	0.2319	2.0713	-0.1046	0.7084	2.0829	-0.1052	0.2568	1.9997	-0.0988	0.7074	2.0046	-0.0988	0.2389	2.0387	-0.1020	0.6763	2.0263	-0.1005
375	0.2317	2.0715	-0.1046	0.7081	2.0824	-0.1051	0.2563	2.0002	-0.0989	0.7067	2.0054	-0.0988	0.2392	2.0405	-0.1021	0.6776	2.0276	-0.1006
376	0.2314	2.0719	-0.1046	0.7078	2.0826	-0.1051	0.2561	2.0006	-0.0989	0.7073	2.0047	-0.0988	0.2387	2.0411	-0.1021	0.6776	2.0276	-0.1006
377	0.2317	2.0726	-0.1047	0.7077	2.0840	-0.1052	0.2560	2.0007	-0.0989	0.7068	2.0049	-0.0988	0.2393	2.0416	-0.1022	0.6772	2.0287	-0.1007
378	0.2318	2.0736	-0.1047	0.7079	2.0837	-0.1052	0.2559	2.0005	-0.0989	0.7070	2.0055	-0.0988	0.2392	2.0441	-0.1024	0.6771	2.0303	-0.1009
379	0.2319	2.0739	-0.1048	0.7084	2.0844	-0.1053	0.2555	2.0017	-0.0990	0.7062	2.0054	-0.0988	0.2383	2.0446	-0.1024	0.6775	2.0313	-0.1009
380	0.2324	2.0744	-0.1048	0.7080	2.0846	-0.1053	0.2556	2.0015	-0.0990	0.7059	2.0057	-0.0988	0.2388	2.0457	-0.1025	0.6783	2.0328	-0.1011
381	0.2318	2.0750	-0.1049	0.7089	2.0855	-0.1054	0.2556	2.0015	-0.0990	0.7062	2.0051	-0.0988	0.2387	2.0463	-0.1026	0.6781	2.0332	-0.1011
382	0.2319	2.0759	-0.1049	0.7081	2.0868	-0.1055	0.2555	2.0021	-0.0990	0.7064	2.0057	-0.0988	0.2382	2.0481	-0.1027	0.6779	2.0330	-0.1011
383	0.2313	2.0760	-0.1049	0.7086	2.0866	-0.1055	0.2555	2.0026	-0.0991	0.7065	2.0069	-0.0989	0.2377	2.0494	-0.1028	0.6781	2.0355	-0.1013
384	0.2319	2.0770	-0.1050	0.7081	2.0860	-0.1054	0.2552	2.0024	-0.0991	0.7059	2.0064	-0.0989	0.2379	2.0497	-0.1028	0.6782	2.0345	-0.1012
385	0.2321	2.0775	-0.1051	0.7088	2.0871	-0.1055	0.2550	2.0030	-0.0991	0.7058	2.0063	-0.0989	0.2376	2.0503	-0.1029	0.6783	2.0352	-0.1013
386	0.2321	2.0777	-0.1051	0.7083	2.0876	-0.1055	0.2549	2.0039	-0.0992	0.7057	2.0067	-0.0989	0.2383	2.0524	-0.1031	0.6789	2.0369	-0.1014
387	0.2317	2.0787	-0.1052	0.7082	2.0871	-0.1055	0.2546	2.0040	-0.0992	0.7056	2.0071	-0.0990	0.2379	2.0529	-0.1031	0.6782	2.0365	-0.1014
388	0.2318	2.0794	-0.1052	0.7081	2.0881	-0.1056	0.2551	2.0052	-0.0993	0.7060	2.0074	-0.0990	0.2375	2.0534	-0.1031	0.6786	2.0379	-0.1015
389	0.2319	2.0803	-0.1053	0.7091	2.0890	-0.1057	0.2544	2.0054	-0.0993	0.7052	2.0075	-0.0990	0.2378	2.0547	-0.1032	0.6796	2.0396	-0.1016
390	0.2322	2.0800	-0.1053	0.7085	2.0892	-0.1057	0.2542	2.0057	-0.0993	0.7044	2.0073	-0.0990	0.2376	2.0556	-0.1033	0.6787	2.0401	-0.1017
391	0.2324	2.0812	-0.1054	0.7087	2.0903	-0.1058	0.2545	2.0062	-0.0994	0.7049	2.0077	-0.0990	0.2374	2.0565	-0.1034	0.6789	2.0408	-0.1017
392	0.2318	2.0813	-0.1054	0.7090	2.0906	-0.1058	0.2545	2.0066	-0.0994	0.7047	2.0077	-0.0990	0.2368	2.0568	-0.1034	0.6792	2.0414	-0.1018
393	0.2317	2.0828	-0.1055	0.7092	2.0915	-0.1059	0.2545	2.0077	-0.0995	0.7050	2.0081	-0.0990	0.2375	2.0572	-0.1034	0.6789	2.0417	-0.1018
394	0.2323	2.0831	-0.1055	0.7092	2.0912	-0.1058	0.2539	2.0087	-0.0996	0.7050	2.0087	-0.0991	0.2381	2.0585	-0.1035	0.6795	2.0433	-0.1019
395	0.2321	2.0836	-0.1056	0.7084	2.0916	-0.1059	0.2545	2.0084	-0.0995	0.7054	2.0102	-0.0992	0.2378	2.0592	-0.1036	0.6795	2.0431	-0.1019
396	0.2322	2.0843	-0.1056	0.7092	2.0922	-0.1059	0.2547	2.0095	-0.0996	0.7049	2.0092	-0.0991	0.2374	2.0595	-0.1036	0.6798	2.0436	-0.1019
397	0.2319	2.0851	-0.1057	0.7092	2.0932	-0.1060	0.2540	2.0106	-0.0997	0.7044	2.0106	-0.0992	0.2372	2.0619	-0.1038	0.6793	2.0450	-0.1021
398	0.2326	2.0862	-0.1058	0.7090	2.0927	-0.1060	0.2547	2.0105	-0.0997	0.7047	2.0104	-0.0992	0.2376	2.0612	-0.1038	0.6792	2.0447	-0.1020
399	0.2319	2.0870	-0.1058	0.7095	2.0946	-0.1061	0.2542	2.0116	-0.0998	0.7045	2.0106	-0.0992	0.2374	2.0620	-0.1038	0.6795	2.0458	-0.1021
400	0.2320	2.0874	-0.1059	0.7088	2.0948	-0.1061	0.2543	2.0124	-0.0999	0.7042	2.0117	-0.0993	0.2370	2.0634	-0.1039	0.6798	2.0475	-0.1023
401	0.2319	2.0878	-0.1059	0.7094	2.0954	-0.1062	0.2543	2.0130	-0.0999	0.7035	2.0114	-0.0993	0.2371	2.0632	-0.1039	0.6798	2.0476	-0.1023
402	0.2322	2.0897	-0.1060	0.7093	2.0957	-0.1062	0.2539	2.0144	-0.1000	0.7030	2.0119	-0.0993	0.2375	2.0637	-0.1040	0.6794	2.0477	-0.1023
403	0.2318	2.0899	-0.1061	0.7096	2.0958	-0.1062	0.2543	2.0152	-0.1001	0.7039	2.0126	-0.0994	0.2364	2.0642	-0.1040	0.6806	2.0489	-0.1024
404	0.2318	2.0908	-0.1061	0.7091	2.0974	-0.1063	0.2540	2.0150	-0.1001	0.7034	2.0120	-0.0994	0.2367	2.0646	-0.1040	0.6800	2.0494	-0.1024
405	0.2319	2.0916	-0.1062	0.7093	2.0975	-0.1064	0.2539	2.0167	-0.1002	0.7028	2.0133	-0.0995	0.2367	2.0661	-0.1042	0.6800	2.0497	-0.1024
406	0.2320	2.0926	-0.1063	0.7095	2.0977	-0.1064	0.2544	2.0164	-0.1002	0.7029	2.0142	-0.0995	0.2372	2.0660	-0.1041	0.6797	2.0513	-0.1026
407	0.2317	2.0937	-0.1064	0.7093	2.0978	-0.1064	0.2539	2.0174	-0.1003	0.7032	2.0137	-0.0995	0.2366	2.0670	-0.1042	0.6797	2.0504	-0.1025
408	0.2318	2.0943	-0.1064	0.7092	2.0981	-0.1064	0.2540	2.0187	-0.1004	0.7029	2.0145	-0.0996	0.2366	2.0676	-0.1043	0.6800	2.0515	-0.1026
409	0.2322	2.0956	-0.1065	0.7093	2.0991	-0.1065	0.2545	2.0195	-0.1004	0.7027	2.0156	-0.0997	0.2365	2.0679	-0.1043	0.6790	2.0518	-0.1026
410	0.2324	2.0967	-0.1066	0.7099	2.1003	-0.1066	0.2541	2.0202	-0.1005	0.7034	2.0167	-0.0997	0.2364	2.0673	-0.1042	0.6797	2.0524	-0.1027
411	0.2319	2.0972	-0.1066	0.7096	2.1007	-0.1066	0.2542	2.0220	-0.1006	0.7027	2.0170	-0.0998	0.2366	2.0680	-0.1043	0.6794	2.0525	-0.1027
412	0.2316	2.0973	-0.1066	0.7093	2.1007	-0.1066	0.2538	2.0223	-0.1006	0.7023	2.0177	-0.0998	0.2372	2.0688	-0.1044	0.6796	2.0527	-0.1027
413	0.2320	2.0987	-0.1068	0.7102	2.1019	-0.1067	0.2535	2.0235	-0.1007	0.7025	2.0179	-0.0998	0.2375	2.0689	-0.1044	0.6791	2.0539	-0.1028
414	0.2321	2.0994	-0.1068	0.7099	2.1013	-0.1067	0.2536	2.0239	-0.1008	0.7027	2.0192	-0.0999	0.2368	2.0688	-0.1044	0.6798	2.0549	-0.1029
415	0.2316	2.1005	-0.1069	0.7100	2.1022	-0.1067	0.2541	2.0244	-0.1008	0.7023	2.0203	-0.1000	0.2369	2.0697	-0.1044	0.6792	2.0540	-0.1028
416	0.2320	2.1017	-0.1070	0.7099	2.1036	-0.1068	0.2540	2.0263	-0.1010	0.7026	2.0212	-0.1001	0.2373	2.0704	-0.1045	0.6795	2.0552	-0.1029
417	0.2321	2.1026	-0.1071	0.7100	2.1043	-0.1069	0.2536	2.0273	-0.1010	0.7027	2.0225	-0.1002	0.2369	2.0699	-0.1045	0.6788	2.0556	-0.1029
418	0.2318	2.1033	-0.1071	0.7096	2.1055	-0.1070	0.2538	2.0277	-0.1011	0.7022	2.0219	-0.1002	0.2369	2.0705	-0.1045	0.6792	2.0554	-0.1029
419	0.2318	2.1044	-0.1072	0.7100	2.1056	-0.1070	0.2540	2.0292	-0.1012	0.7017	2.0240	-0.1003	0.2370	2.0712	-0.1046	0.6790	2.0566	-0.1030
420	0.2318	2.1049	-0.1073	0.7102	2.1053	-0.1070	0.2542	2.0307	-0.1013	0.7028	2.0240	-0.1003	0.2366	2.0719	-0.1046	0.6787	2.0569	-0.1030
421	0.2319	2.1064	-0.1074	0.7098	2.1072	-0.1071	0.2542	2.0312	-0.1014	0.7026	2.0253	-0.1004	0.2371	2.0719	-0.1046	0.6791	2.0573	-0.1031
422	0.2313	2.1070	-0.1074	0.7091	2.1086	-0.1073	0.2544	2.0320	-0.1014	0.7022	2.0271	-0.1006	0.2371	2.0713	-0.1046	0.6784	2.0584	-0.1032
423	0.2315	2.1078	-0.1075	0.7099	2.1069	-0.1071	0.2544	2.0331	-0.1015	0.7026	2.0279	-0.1007	0.2368	2.0715	-0.1046	0.6784	2.0586	-0.1032
424	0.2315	2.1094	-0.1076	0.7097	2.1096	-0.1073	0.2551	2.0345	-0.1016	0.7023	2.0279	-0.1007	0.2370	2.0717	-0.1046	0.6780	2.0581	-0.1031
425	0.2318	2.1092	-0.1076	0.7098	2.1099	-0.1074	0.2543	2.0353	-0.1017	0.7024	2.0292	-0.1008	0.2366	2.0731	-0.1047	0.6781	2.0596	-0.1033
426	0.2312	2.1102	-0.1077	0.7098	2.1092	-0.1073	0.2549	2.0364	-0.1018	0.7023	2.0300	-0.1008	0.2367	2.0729	-0.1047	0.6784	2.0596	-0.1033
427	0.2317	2.1109	-0.1077	0.7094	2.1109	-0.1074	0.2544	2.0375	-0.1019	0.7023	2.0315	-0.1010	0.2367	2.0731	-0.1047	0.6785	2.0602	-0.1033
428	0.2316	2.1120	-0.1078	0.7101	2.1116	-0.1075	0.2549	2.0387	-0.1020	0.7026	2.0317	-0.1010	0.2371	2.0728	-0.1047	0.6781	2.0603	-0.1033
429	0.2315	2.1130	-0.1079	0.7100	2.1129	-0.1076	0.2544	2.0392	-0.1020	0.7024	2.0328	-0.1011	0.2366	2.0725	-0.1047	0.6772	2.0596	-0.1033
430	0.2313	2.1132	-0.1079	0.7096	2.1131	-0.1076	0.2552	2.0411	-0.1021	0.7022	2.0348	-0.1012	0.2361	2.0740	-0.1048	0.6775	2.0609	-0.1034
431	0.2307	2.1141	-0.1080	0.7091	2.1143	-0.1077	0.2551	2.0421	-0.1022	0.7020	2.0341	-0.1012	0.2368	2.0735	-0.1047	0.6766	2.0609	-0.1034
432	0.2313	2.1145	-0.1080	0.7095	2.1155	-0.1078	0.2548	2.0425	-0.1023	0.7021	2.0358	-0.1013	0.2365	2.0727	-0.1047	0.6774	2.0616	-0.1034
433	0.2313	2.1152	-0.1081	0.7091	2.1155	-0.1078	0.2553	2.0443	-0.1024	0.7022	2.0377	-0.1015	0.2368	2.0739	-0.1048	0.6767	2.0618	-0.1034
434	0.2315	2.1162	-0.1082	0.7097	2.1156	-0.1078	0.2555	2.0448	-0.1024	0.7025	2.0399	-0.1016	0.2363	2.0746	-0.1048	0.6764	2.0620	-0.1035
435	0.2315	2.1173	-0.1082	0.7105	2.1158	-0.1078	0.2559	2.0460	-0.1025	0.7025	2.0404	-0.1017	0.2369	2.0744	-0.1048	0.6764	2.0633	-0.1036
436	0.2310	2.1162	-0.1082	0.7094	2.1168	-0.1079	0.2558	2.0475	-0.1027	0.7026	2.0418	-0.1018	0.2368	2.0743	-0.1048	0.6763	2.0636	-0.1036
437	0.2306	2.1176	-0.1083	0.7092	2.1174	-0.1080	0.2562	2.0482	-0.1027	0.7025	2.0429	-0.1019	0.2370	2.0739	-0.1048	0.6762	2.0636	-0.1036
438	0.2312	2.1190	-0.1084	0.7087	2.1181	-0.1080	0.2560	2.0499	-0.1028	0.7027	2.0453	-0.1021	0.2362	2.0747	-0.1048	0.6755	2.0636	-0.1036
439	0.2311	2.1194	-0.1084	0.7089	2.1187	-0.1081	0.2562	2.0503	-0.1029	0.7034	2.0454	-0.1021	0.2367	2.0748	-0.1048	0.6756	2.0643	-0.1036
440	0.2308	2.1202	-0.1085	0.7090	2.1202	-0.1082	0.2561	2.0518	-0.1030	0.7026	2.0472	-0.1022	0.2367	2.0754	-0.1049	0.6754	2.0656	-0.1037
441	0.2311	2.1209	-0.1085	0.7088	2.1202	-0.1082	0.2564	2.0538	-0.1032	0.7032	2.0482	-0.1023	0.2361	2.0752	-0.1049	0.6755	2.0658	-0.1038
442	0.2307	2.1209	-0.1085	0.7088	2.1216	-0.1083	0.2566	2.0546	-0.1032	0.7034	2.0505	-0.1025	0.2367	2.0748	-0.1048	0.6753	2.0659	-0.1038
443	0.2307	2.1215	-0.1086	0.7083	2.1214	-0.1083	0.2556	2.0553	-0.1033	0.7024	2.0504	-0.1025	0.2363	2.0755	-0.1049	0.6757	2.0659	-0.1038
444	0.2303	2.1223	-0.1086	0.7082	2.1221	-0.1084	0.2557	2.0569	-0.1034	0.7037	2.0527	-0.1027	0.2362	2.0754	-0.1049	0.6756	2.0672	-0.1039
445	0.2305	2.1234	-0.1087	0.7087	2.1220	-0.1084	0.2558	2.0578	-0.1035	0.7031	2.0545	-0.1028	0.2359	2.0763	-0.1050	0.6749	2.0679	-0.1039
446	0.2302	2.1244	-0.1088	0.7086	2.1240	-0.1085	0.2557	2.0587	-0.1036	0.7035	2.0559	-0.1029	0.2360	2.0757	-0.1049	0.6748	2.0678	-0.1039
447	0.2302	2.1249	-0.1089	0.7087	2.1239	-0.1085	0.2559	2.0616	-0.1038	0.7038	2.0579	-0.1031	0.2357	2.0759	-0.1049	0.6755	2.0686	-0.1040
448	0.2311	2.1256	-0.1089	0.7084	2.1260	-0.1087	0.2562	2.0617	-0.1038	0.7036	2.0585	-0.1032	0.2365	2.0761	-0.1049	0.6752	2.0690	-0.1040
449	0.2306	2.1257	-0.1089	0.7084	2.1264	-0.1087	0.2562	2.0633	-0.1039	0.7039	2.0618	-0.1034	0.2359	2.0763	-0.1050	0.6752	2.0694	-0.1041
450	0.2310	2.1263	-0.1090	0.7082	2.1267	-0.1087	0.2561	2.0643	-0.1040	0.7039	2.0620	-0.1034	0.2360	2.0757	-0.1049	0.6752	2.0701	-0.1041
451	0.2305	2.1264	-0.1090	0.7084	2.1274	-0.1088	0.2558	2.0655	-0.1041	0.7037	2.0634	-0.1036	0.2360	2.0766	-0.1050	0.6748	2.0700	-0.1041
452	0.2298	2.1267	-0.1090	0.7081	2.1290	-0.1089	0.2560	2.0676	-0.1043	0.7044	2.0662	-0.1038	0.2359	2.0767	-0.1050	0.6748	2.0704	-0.1041
453	0.2306	2.1275	-0.1091	0.7082	2.1281	-0.1088	0.2560	2.0682	-0.1043	0.7043	2.0671	-0.1039	0.2357	2.0766	-0.1050	0.6748	2.0707	-0.1042
454	0.2307	2.1286	-0.1092	0.7075	2.1302	-0.1090	0.2561	2.0691	-0.1044	0.7044	2.0678	-0.1039	0.2357	2.0768	-0.1050	0.6741	2.0701	-0.1041
455	0.2302	2.1288	-0.1092	0.7075	2.1306	-0.1091	0.2559	2.0709	-0.1045	0.7044	2.0705	-0.1041	0.2354	2.0764	-0.1050	0.6743	2.0717	-0.1043
456	0.2308	2.1288	-0.1092	0.7078	2.1309	-0.1091	0.2558	2.0722	-0.1046	0.7040	2.0719	-0.1043	0.2362	2.0764	-0.1050	0.6744	2.0712	-0.1042
457	0.2300	2.1290	-0.1092	0.7072	2.1317	-0.1091	0.2558	2.0729	-0.1047	0.7046	2.0727	-0.1043	0.2356	2.0773	-0.1050	0.6740	2.0715	-0.1042
458	0.2300	2.1301	-0.1093	0.7069	2.1316	-0.1091	0.2561	2.0748	-0.1048	0.7049	2.0759	-0.1046	0.2359	2.0770	-0.1050	0.6737	2.0722	-0.1043
459	0.2303	2.1304	-0.1093	0.7072	2.1323	-0.1092	0.2558	2.0758	-0.1049	0.7051	2.0771	-0.1047	0.2358	2.0770	-0.1050	0.6739	2.0720	-0.1043
460	0.2302	2.1314	-0.1094	0.7069	2.1337	-0.1093	0.2559	2.0762	-0.1050	0.7047	2.0778	-0.1047	0.2360	2.0771	-0.1050	0.6735	2.0722	-0.1043
461	0.2303	2.1312	-0.1094	0.7069	2.1340	-0.1093	0.2559	2.0786	-0.1051	0.7051	2.0794	-0.1049	0.2358	2.0770	-0.1050	0.6732	2.0723	-0.1043
462	0.2300	2.1314	-0.1094	0.7071	2.1341	-0.1093	0.2558	2.0789	-0.1052	0.7051	2.0813	-0.1050	0.2356	2.0772	-0.1050	0.6728	2.0724	-0.1043
463	0.2302	2.1323	-0.1094	0.7073	2.1354	-0.1095	0.2560	2.0812	-0.1054	0.7047	2.0833	-0.1052	0.2357	2.0775	-0.1051	0.6729	2.0725	-0.1043
464	0.2294	2.1318	-0.1094	0.7069	2.1366	-0.1095	0.2557	2.0830	-0.1055	0.7050	2.0842	-0.1053	0.2361	2.0773	-0.1050	0.6727	2.0731	-0.1044
465	0.2298	2.1326	-0.1095	0.7071	2.1368	-0.1096	0.2563	2.0826	-0.1055	0.7056	2.0852	-0.1053	0.2364	2.0773	-0.1050	0.6724	2.0727	-0.1043
466	0.2295	2.1336	-0.1096	0.7071	2.1364	-0.1095	0.2559	2.0855	-0.1057	0.7056	2.0864	-0.1054	0.2354	2.0783	-0.1051	0.6729	2.0736	-0.1044
467	0.2294	2.1330	-0.1095	0.7066	2.1380	-0.1097	0.2554	2.0859	-0.1057	0.7051	2.0883	-0.1056	0.2356	2.0775	-0.1051	0.6723	2.0733	-0.1044
468	0.2302	2.1342	-0.1096	0.7070	2.1393	-0.1098	0.2555	2.0868	-0.1058	0.7057	2.0889	-0.1056	0.2356	2.0774	-0.1051	0.6721	2.0732	-0.1044
469	0.2290	2.1338	-0.1096	0.7067	2.1396	-0.1098	0.2556	2.0896	-0.1060	0.7058	2.0910	-0.1058	0.2355	2.0778	-0.1051	0.6722	2.0738	-0.1044
470	0.2285	2.1350	-0.1097	0.7070	2.1401	-0.1098	0.2558	2.0899	-0.1060	0.7055	2.0929	-0.1060	0.2355	2.0779	-0.1051	0.6717	2.0742	-0.1045
471	0.2292	2.1359	-0.1097	0.7069	2.1411	-0.1099	0.2555	2.0911	-0.1061	0.7058	2.0934	-0.1060	0.2356	2.0775	-0.1051	0.6717	2.0740	-0.1044
472	0.2289	2.1355	-0.1097	0.7064	2.1407	-0.1099	0.2559	2.0929	-0.1063	0.7058	2.0944	-0.1061	0.2354	2.0782	-0.1051	0.6717	2.0747	-0.1045
473	0.2290	2.1366	-0.1098	0.7066	2.1417	-0.1100	0.2554	2.0942	-0.1064	0.7057	2.0957	-0.1062	0.2353	2.0782	-0.1051	0.6715	2.0744	-0.1045
474	0.2284	2.1364	-0.1098	0.7064	2.1418	-0.1100	0.2556	2.0951	-0.1065	0.7066	2.0966	-0.1063	0.2352	2.0781	-0.1051	0.6717	2.0748	-0.1045
475	0.2288	2.1380	-0.1099	0.7063	2.1424	-0.1100	0.2558	2.0960	-0.1065	0.7064	2.0986	-0.1064	0.2348	2.0782	-0.1051	0.6719	2.0750	-0.1045
476	0.2290	2.1377	-0.1099	0.7055	2.1429	-0.1101	0.2555	2.0966	-0.1066	0.7061	2.0998	-0.1065	0.2350	2.0782	-0.1051	0.6708	2.0751	-0.1045
477	0.2280	2.1377	-0.1099	0.7054	2.1429	-0.1101	0.2547	2.0985	-0.1067	0.7064	2.1000	-0.1066	0.2354	2.0779	-0.1051	0.6711	2.0754	-0.1046
478	0.2285	2.1387	-0.1100	0.7060	2.1434	-0.1101	0.2555	2.0996	-0.1068	0.7067	2.1017	-0.1067	0.2358	2.0785	-0.1051	0.6709	2.0752	-0.1045
479	0.2283	2.1387	-0.1100	0.7055	2.1438	-0.1101	0.2549	2.1003	-0.1069	0.7065	2.1026	-0.1068	0.2353	2.0783	-0.1051	0.6710	2.0754	-0.1046
480	0.2282	2.1392	-0.1100	0.7055	2.1436	-0.1101	0.2542	2.1020	-0.1070	0.7062	2.1054	-0.1070	0.2357	2.0782	-0.1051	0.6708	2.0763	-0.1046
481	0.2285	2.1392	-0.1100	0.7053	2.1443	-0.1102	0.2552	2.1031	-0.1071	0.7068	2.1051	-0.1070	0.2355	2.0787	-0.1052	0.6706	2.0760	-0.1046
482	0.2279	2.1396	-0.1100	0.7051	2.1441	-0.1102	0.2547	2.1037	-0.1072	0.7067	2.1065	-0.1071	0.2355	2.0785	-0.1051	0.6709	2.0764	-0.1046
483	0.2279	2.1404	-0.1101	0.7052	2.1451	-0.1102	0.2547	2.1054	-0.1073	0.7067	2.1079	-0.1072	0.2351	2.0784	-0.1051	0.6705	2.0762	-0.1046
484	0.2277	2.1405	-0.1101	0.7053	2.1454	-0.1103	0.2551	2.1056	-0.1073	0.7067	2.1084	-0.1072	0.2359	2.0787	-0.1052	0.6709	2.0772	-0.1047
485	0.2277	2.1404	-0.1101	0.7045	2.1456	-0.1103	0.2540	2.1072	-0.1074	0.7068	2.1103	-0.1074	0.2350	2.0780	-0.1051	0.6706	2.0771	-0.1047
486	0.2268	2.1408	-0.1101	0.7045	2.1458	-0.1103	0.2539	2.1084	-0.1075	0.7069	2.1116	-0.1075	0.2360	2.0788	-0.1052	0.6707	2.0775	-0.1047
487	0.2276	2.1412	-0.1102	0.7046	2.1461	-0.1103	0.2536	2.1096	-0.1076	0.7068	2.1120	-0.1075	0.2359	2.0791	-0.1052	0.6707	2.0777	-0.1047
488	0.2273	2.1415	-0.1102	0.7043	2.1461	-0.1103	0.2541	2.1100	-0.1077	0.7070	2.1133	-0.1076	0.2362	2.0783	-0.1051	0.6710	2.0775	-0.1047
489	0.2274	2.1413	-0.1102	0.7044	2.1465	-0.1104	0.2539	2.1111	-0.1077	0.7074	2.1149	-0.1078	0.2358	2.0788	-0.1052	0.6714	2.0781	-0.1048
490	0.2273	2.1421	-0.1102	0.7036	2.1478	-0.1105	0.2536	2.1113	-0.1078	0.7074	2.1145	-0.1077	0.2354	2.0788	-0.1052	0.6710	2.0773	-0.1047
491	0.2270	2.1418	-0.1102	0.7040	2.1480	-0.1105	0.2536	2.1128	-0.1079	0.7072	2.1167	-0.1079	0.2356	2.0792	-0.1052	0.6707	2.0785	-0.1048
492	0.2274	2.1426	-0.1103	0.7035	2.1475	-0.1104	0.2528	2.1138	-0.1080	0.7072	2.1175	-0.1080	0.2357	2.0788	-0.1052	0.6706	2.0782	-0.1048
493	0.2270	2.1423	-0.1102	0.7039	2.1486	-0.1105	0.2531	2.1139	-0.1080	0.7076	2.1182	-0.1080	0.2359	2.0796	-0.1052	0.6706	2.0791	-0.1049
494	0.2270	2.1423	-0.1102	0.7039	2.1484	-0.1105	0.2528	2.1156	-0.1081	0.7074	2.1185	-0.1081	0.2355	2.0792	-0.1052	0.6709	2.0792	-0.1049
495	0.2267	2.1427	-0.1103	0.7038	2.1484	-0.1105	0.2527	2.1164	-0.1082	0.7078	2.1200	-0.1082	0.2359	2.0793	-0.1052	0.6710	2.0788	-0.1048
496	0.2270	2.1431	-0.1103	0.7038	2.1496	-0.1106	0.2534	2.1175	-0.1083	0.7076	2.1205	-0.1082	0.2361	2.0795	-0.1052	0.6712	2.0794	-0.1049
497	0.2268	2.1428	-0.1103	0.7035	2.1497	-0.1106	0.2524	2.1188	-0.1084	0.7080	2.1222	-0.1084	0.2360	2.0796	-0.1052	0.6710	2.0797	-0.1049
498	0.2267	2.1428	-0.1103	0.7034	2.1494	-0.1106	0.2526	2.1196	-0.1084	0.7080	2.1232	-0.1085	0.2360	2.0799	-0.1053	0.6713	2.0798	-0.1049
499	0.2263	2.1435	-0.1103	0.7035	2.1502	-0.1107	0.2527	2.1201	-0.1085	0.7084	2.1239	-0.1085	0.2362	2.0799	-0.1053	0.6712	2.0799	-0.1049
500	0.2267	2.1436	-0.1103	0.7037	2.1502	-0.1107	0.2523	2.1217	-0.1086	0.7079	2.1253	-0.1086	0.2357	2.0800	-0.1053	0.6711	2.0800	-0.1049
501	0.2266	2.1442	-0.1104	0.7035	2.1500	-0.1106	0.2525	2.1226	-0.1087	0.7079	2.1254	-0.1086	0.2357	2.0796	-0.1052	0.6714	2.0809	-0.1050
