	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Endurance 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Endurance 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Endurance 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Endurance 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Endurance 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Endurance 1.c3d
	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	R_Knee_Moment	R_Knee_Moment	R_Knee_Moment
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1880	115.18	12.38	28.87	90.23	13.55	45.22
1881	116.00	12.85	29.56	90.90	14.15	45.93
1882	116.65	13.28	30.19	91.41	14.71	46.58
1883	117.22	13.66	30.77	91.89	15.23	47.20
1884	117.75	14.00	31.34	92.31	15.71	47.80
1885	118.07	14.28	31.82	92.58	16.14	48.33
1886	118.38	14.52	32.29	92.79	16.51	48.83
1887	118.55	14.68	32.71	92.95	16.84	49.30
1888	118.56	14.79	33.07	92.96	17.10	49.71
1889	118.49	14.84	33.40	92.96	17.31	50.12
1890	118.34	14.83	33.70	92.78	17.44	50.41
1891	117.99	14.75	33.94	92.56	17.53	50.69
1892	117.60	14.61	34.16	92.23	17.55	50.91
1893	117.08	14.42	34.32	91.87	17.50	51.09
1894	116.41	14.17	34.45	91.34	17.39	51.19
1895	115.67	13.87	34.53	90.79	17.23	51.26
1896	114.85	13.52	34.59	90.12	17.00	51.24
1897	113.88	13.12	34.59	89.39	16.71	51.17
1898	112.85	12.67	34.56	88.61	16.36	51.04
1899	111.76	12.19	34.50	87.76	15.96	50.84
1900	110.48	11.66	34.36	86.78	15.50	50.57
1901	109.26	11.11	34.24	85.87	15.01	50.28
1902	107.93	10.52	34.05	84.83	14.46	49.89
1903	106.52	9.90	33.83	83.76	13.87	49.45
1904	105.06	9.25	33.57	82.66	13.24	48.97
1905	103.57	8.58	33.26	81.48	12.59	48.41
1906	102.04	7.89	32.93	80.33	11.90	47.79
1907	100.44	7.18	32.54	79.10	11.18	47.13
1908	98.88	6.45	32.14	77.86	10.45	46.39
1909	97.22	5.72	31.68	76.62	9.70	45.62
1910	95.66	4.98	31.23	75.34	8.94	44.78
1911	93.97	4.22	30.70	74.05	8.17	43.90
1912	92.36	3.47	30.15	72.77	7.40	42.96
1913	90.74	2.71	29.56	71.44	6.63	41.96
1914	89.11	1.95	28.92	70.17	5.88	40.95
1915	87.50	1.20	28.25	68.87	5.13	39.84
1916	85.90	0.45	27.53	67.63	4.40	38.78
1917	84.37	-0.30	26.79	66.28	3.69	37.59
1918	82.81	-1.02	26.00	65.13	3.00	36.43
1919	81.34	-1.74	25.19	63.82	2.34	35.20
1920	79.84	-2.43	24.35	62.66	1.71	33.99
1921	78.49	-3.12	23.48	61.48	1.10	32.71
1922	77.08	-3.78	22.58	60.35	0.54	31.44
1923	75.82	-4.42	21.67	59.26	0.00	30.19
1924	74.48	-5.03	20.72	58.21	-0.49	28.89
1925	73.35	-5.63	19.80	57.15	-0.96	27.59
1926	72.14	-6.20	18.82	56.23	-1.39	26.33
1927	71.08	-6.74	17.88	55.28	-1.79	25.06
1928	70.00	-7.26	16.92	54.45	-2.16	23.82
1929	68.98	-7.74	15.96	53.57	-2.49	22.58
1930	68.07	-8.20	15.03	52.81	-2.80	21.38
1931	67.14	-8.63	14.09	52.10	-3.08	20.24
1932	66.29	-9.02	13.18	51.38	-3.33	19.10
1933	65.48	-9.39	12.29	50.74	-3.57	18.02
1934	64.70	-9.72	11.40	50.14	-3.78	16.98
1935	63.97	-10.02	10.56	49.57	-3.98	16.00
1936	63.37	-10.29	9.75	49.00	-4.16	15.04
1937	62.64	-10.52	8.94	48.53	-4.32	14.15
1938	62.10	-10.73	8.21	48.02	-4.48	13.32
1939	61.51	-10.91	7.49	47.57	-4.62	12.52
1940	60.94	-11.05	6.81	47.13	-4.75	11.77
1941	60.44	-11.18	6.19	46.71	-4.87	11.08
1942	59.88	-11.27	5.59	46.36	-4.99	10.44
1943	59.42	-11.35	5.04	45.98	-5.09	9.83
1944	58.93	-11.40	4.54	45.64	-5.19	9.29
1945	58.45	-11.43	4.06	45.30	-5.29	8.78
1946	58.01	-11.44	3.63	45.02	-5.38	8.35
1947	57.54	-11.44	3.23	44.69	-5.47	7.93
1948	57.09	-11.42	2.86	44.45	-5.55	7.57
1949	56.63	-11.38	2.54	44.15	-5.63	7.25
1950	56.20	-11.34	2.24	43.90	-5.71	6.98
1951	55.66	-11.28	1.96	43.66	-5.79	6.75
1952	55.22	-11.22	1.73	43.37	-5.85	6.53
1953	54.70	-11.15	1.52	43.09	-5.92	6.36
1954	54.19	-11.07	1.34	42.79	-5.99	6.22
1955	53.61	-10.98	1.17	42.45	-6.06	6.11
1956	52.99	-10.89	1.03	42.06	-6.11	6.01
1957	52.38	-10.80	0.91	41.63	-6.16	5.92
1958	51.67	-10.69	0.80	41.16	-6.22	5.88
1959	50.99	-10.59	0.72	40.64	-6.26	5.81
1960	50.15	-10.47	0.63	40.06	-6.29	5.76
1961	49.36	-10.35	0.57	39.50	-6.33	5.74
1962	48.45	-10.22	0.51	38.91	-6.35	5.70
1963	47.55	-10.09	0.47	38.30	-6.37	5.68
1964	46.50	-9.92	0.41	37.61	-6.38	5.65
1965	45.48	-9.78	0.39	36.94	-6.39	5.61
1966	44.33	-9.60	0.36	36.21	-6.38	5.57
1967	43.14	-9.41	0.32	35.47	-6.37	5.52
1968	41.93	-9.23	0.32	34.69	-6.34	5.46
1969	40.58	-9.01	0.29	33.86	-6.30	5.37
1970	39.25	-8.79	0.28	33.08	-6.26	5.30
1971	37.84	-8.56	0.28	32.13	-6.20	5.19
1972	36.38	-8.31	0.28	31.30	-6.15	5.10
1973	34.87	-8.05	0.29	30.35	-6.08	5.00
1974	33.35	-7.79	0.31	29.39	-6.01	4.88
1975	31.76	-7.51	0.34	28.43	-5.93	4.77
1976	30.13	-7.23	0.38	27.44	-5.85	4.63
1977	28.47	-6.94	0.41	26.41	-5.75	4.50
1978	26.81	-6.66	0.45	25.44	-5.66	4.36
1979	25.06	-6.36	0.49	24.31	-5.53	4.18
1980	23.43	-6.08	0.54	23.29	-5.42	4.02
1981	21.62	-5.78	0.57	22.24	-5.29	3.85
1982	19.90	-5.49	0.59	21.12	-5.15	3.66
1983	18.19	-5.20	0.62	20.04	-4.99	3.45
1984	16.46	-4.90	0.62	18.94	-4.84	3.26
1985	14.79	-4.61	0.63	17.82	-4.65	3.04
1986	13.15	-4.32	0.62	16.71	-4.47	2.83
1987	11.51	-4.02	0.59	15.62	-4.28	2.61
1988	9.97	-3.74	0.57	14.48	-4.06	2.38
1989	8.46	-3.45	0.52	13.43	-3.86	2.17
1990	7.01	-3.16	0.48	12.31	-3.62	1.94
1991	5.71	-2.89	0.42	11.22	-3.38	1.72
1992	4.40	-2.60	0.35	10.20	-3.14	1.51
1993	3.16	-2.30	0.27	9.14	-2.88	1.29
1994	2.10	-2.03	0.20	8.15	-2.63	1.09
1995	1.03	-1.75	0.11	7.15	-2.35	0.88
1996	0.15	-1.48	0.03	6.25	-2.09	0.70
1997	-0.77	-1.19	-0.06	5.33	-1.82	0.52
1998	-1.44	-0.95	-0.15	4.46	-1.55	0.34
1999	-2.16	-0.68	-0.23	3.65	-1.27	0.18
2000	-2.70	-0.44	-0.31	2.89	-1.03	0.04
2001	-3.23	-0.19	-0.39	2.19	-0.77	-0.10
2002	-3.62	0.02	-0.45	1.46	-0.52	-0.22
2003	-4.00	0.24	-0.51	0.87	-0.29	-0.33
2004	-4.27	0.43	-0.56	0.24	-0.07	-0.42
2005	-4.44	0.60	-0.60	-0.24	0.11	-0.49
2006	-4.64	0.76	-0.63	-0.80	0.31	-0.57
2007	-4.69	0.89	-0.66	-1.23	0.47	-0.61
2008	-4.76	1.00	-0.67	-1.68	0.61	-0.66
2009	-4.69	1.08	-0.67	-2.03	0.73	-0.68
2010	-4.65	1.15	-0.67	-2.39	0.82	-0.70
2011	-4.49	1.18	-0.65	-2.74	0.90	-0.71
2012	-4.37	1.22	-0.64	-2.97	0.94	-0.70
2013	-4.15	1.22	-0.62	-3.30	0.99	-0.70
2014	-3.89	1.22	-0.59	-3.50	0.98	-0.67
2015	-3.58	1.20	-0.56	-3.71	0.98	-0.65
2016	-3.30	1.21	-0.53	-3.89	0.94	-0.62
2017	-2.94	1.18	-0.50	-4.11	0.90	-0.59
2018	-2.54	1.17	-0.47	-4.18	0.82	-0.55
2019	1.85	1.37	-0.42	-4.42	0.77	-0.53
2020	1.84	1.35	-0.39	-4.47	0.66	-0.48
2021	1.82	1.34	-0.36	-4.63	0.58	-0.45
2022	1.79	1.34	-0.34	-4.73	0.47	-0.42
2023	1.77	1.34	-0.31	-4.83	0.36	-0.38
2024	1.78	1.35	-0.29	-4.94	0.23	-0.35
2025	1.77	1.37	-0.27	-5.07	0.13	-0.32
2026	1.77	1.40	-0.25	-5.15	-0.01	-0.29
2027	1.78	1.43	-0.24	-5.27	-0.13	-0.26
2028	1.77	1.48	-0.24	-5.31	-0.25	-0.23
2029	1.78	1.52	-0.23	-5.49	-0.36	-0.21
2030	1.83	1.57	-0.23	-5.56	-0.47	-0.17
2031	1.79	1.62	-0.24	-5.69	-0.57	-0.15
2032	1.86	1.66	-0.25	-5.73	-0.67	-0.11
2033	1.87	1.71	-0.26	-5.87	-0.74	-0.08
2034	1.89	1.74	-0.27	-5.94	-0.82	-0.05
2035	1.86	1.77	-0.28	-5.95	-0.87	-0.01
2036	1.90	1.77	-0.30	-6.04	-0.92	0.03
2037	1.91	1.77	-0.31	-6.04	-0.94	0.07
2038	1.84	1.76	-0.32	-6.05	-0.94	0.11
2039	1.83	1.73	-0.33	-6.01	-0.95	0.15
2040	1.77	1.68	-0.34	-5.96	-0.92	0.19
2041	1.68	1.63	-0.34	-5.92	-0.88	0.24
2042	1.61	1.55	-0.34	-5.87	-0.81	0.27
2043	1.46	1.48	-0.34	-5.72	-0.76	0.32
2044	1.36	1.38	-0.33	-5.67	-0.65	0.34
2045	1.15	1.28	-0.31	-5.55	-0.53	0.38
2046	-1.10	0.04	-0.30	-5.44	-0.40	0.40
2047	-1.48	-0.13	-0.30	-5.29	-0.25	0.42
2048	-1.85	-0.25	-0.31	-5.17	-0.10	0.44
2049	-2.14	-0.35	-0.32	-5.05	0.09	0.44
2050	-2.44	-0.40	-0.34	-4.94	0.29	0.45
2051	-2.71	-0.42	-0.36	-4.82	0.48	0.45
2052	-2.97	-0.42	-0.38	-4.66	0.69	0.45
2053	-3.13	-0.39	-0.41	-4.65	0.94	0.43
2054	-3.32	-0.34	-0.44	-4.50	1.13	0.41
2055	-3.51	-0.26	-0.48	-4.44	1.38	0.39
2056	-3.59	-0.18	-0.52	-4.37	1.60	0.36
2057	-3.75	-0.09	-0.56	-4.27	1.81	0.33
2058	-3.83	0.01	-0.60	-4.24	2.08	0.27
2059	-3.92	0.11	-0.65	-4.13	2.28	0.23
2060	-4.01	0.22	-0.70	-4.13	2.51	0.17
2061	-4.06	0.33	-0.75	-4.01	2.72	0.11
2062	-4.13	0.43	-0.81	-3.94	2.93	0.05
2063	-4.17	0.54	-0.86	-3.86	3.12	-0.02
2064	-4.23	0.64	-0.92	-3.79	3.32	-0.11
2065	-4.28	0.74	-0.98	-3.71	3.50	-0.19
2066	-4.31	0.83	-1.05	-3.61	3.68	-0.29
2067	-4.34	0.91	-1.11	-3.54	3.84	-0.39
2068	-4.36	0.98	-1.16	-3.43	4.00	-0.50
2069	-4.35	1.05	-1.22	-3.31	4.14	-0.60
2070	-4.41	1.10	-1.28	-3.25	4.28	-0.72
2071	-4.37	1.14	-1.33	-3.10	4.38	-0.83
2072	-4.41	1.18	-1.38	-2.99	4.50	-0.96
2073	-4.31	1.19	-1.42	-2.84	4.57	-1.08
2074	-4.27	1.20	-1.46	-2.71	4.64	-1.21
2075	-4.21	1.21	-1.49	-2.49	4.70	-1.34
2076	-4.09	1.20	-1.52	-2.32	4.71	-1.46
2077	-3.94	1.19	-1.55	-2.07	4.72	-1.58
2078	-3.76	1.18	-1.58	-1.81	4.70	-1.69
2079	-3.52	1.16	-1.60	-1.48	4.65	-1.81
2080	-3.26	1.14	-1.62	-1.22	4.59	-1.92
2081	-2.90	1.10	-1.63	-0.76	4.46	-2.00
2082	-2.50	1.07	-1.64	-0.37	4.33	-2.09
2083	-2.04	1.04	-1.64	0.12	4.16	-2.15
2084	-1.46	0.99	-1.64	0.62	3.96	-2.20
2085	-0.86	0.95	-1.63	1.23	3.71	-2.22
2086	-0.10	0.90	-1.62	1.81	3.45	-2.22
2087	0.71	0.86	-1.61	2.53	3.14	-2.19
2088	1.56	0.81	-1.59	3.21	2.81	-2.14
2089	2.61	0.75	-1.56	4.04	2.43	-2.05
2090	3.63	0.70	-1.53	4.85	2.04	-1.92
2091	4.88	0.62	-1.49	5.72	1.62	-1.76
2092	6.10	0.56	-1.45	6.70	1.15	-1.54
2093	7.50	0.48	-1.40	7.65	0.70	-1.33
2094	8.97	0.39	-1.34	8.73	0.18	-1.02
2095	10.55	0.29	-1.26	9.79	-0.31	-0.73
2096	12.18	0.18	-1.17	10.94	-0.83	-0.38
2097	13.93	0.05	-1.06	12.14	-1.36	-0.01
2098	15.75	-0.08	-0.93	13.36	-1.88	0.37
2099	17.68	-0.24	-0.78	14.60	-2.42	0.80
2100	19.64	-0.41	-0.61	15.96	-2.96	1.25
2101	21.65	-0.59	-0.43	17.19	-3.48	1.70
2102	23.82	-0.80	-0.20	18.59	-4.03	2.21
2103	25.87	-0.99	0.02	19.94	-4.54	2.70
2104	28.09	-1.21	0.28	21.28	-5.03	3.20
2105	30.30	-1.44	0.57	22.71	-5.53	3.75
2106	32.49	-1.65	0.87	24.11	-5.99	4.29
2107	34.71	-1.87	1.19	25.53	-6.44	4.84
2108	36.97	-2.09	1.55	26.92	-6.87	5.41
2109	39.25	-2.30	1.92	28.38	-7.28	5.98
2110	41.44	-2.49	2.30	29.85	-7.68	6.60
2111	43.67	-2.68	2.71	31.29	-8.04	7.20
2112	45.92	-2.87	3.16	32.82	-8.40	7.85
2113	48.10	-3.03	3.61	34.27	-8.71	8.47
2114	50.30	-3.19	4.11	35.82	-9.02	9.14
2115	52.45	-3.33	4.61	37.36	-9.31	9.82
2116	54.61	-3.48	5.17	38.82	-9.57	10.50
2117	56.70	-3.60	5.72	40.40	-9.82	11.20
2118	58.77	-3.72	6.33	41.88	-10.03	11.90
2119	60.83	-3.82	6.97	43.32	-10.22	12.61
2120	62.89	-3.93	7.65	44.75	-10.39	13.35
2121	64.85	-4.01	8.36	46.11	-10.54	14.10
2122	66.76	-4.07	9.10	47.40	-10.66	14.85
2123	68.74	-4.14	9.91	48.62	-10.74	15.61
2124	70.59	-4.18	10.72	49.80	-10.80	16.40
2125	72.36	-4.19	11.57	50.86	-10.82	17.21
2126	74.21	-4.20	12.46	51.92	-10.81	18.05
2127	75.92	-4.17	13.39	52.91	-10.77	18.92
2128	77.56	-4.11	14.34	53.86	-10.69	19.84
2129	79.19	-4.04	15.33	54.80	-10.58	20.81
2130	80.73	-3.93	16.35	55.71	-10.43	21.81
2131	82.22	-3.80	17.38	56.60	-10.25	22.85
2132	83.69	-3.64	18.44	57.48	-10.04	23.93
2133	85.09	-3.44	19.51	58.37	-9.79	25.03
2134	86.44	-3.22	20.58	59.27	-9.52	26.17
2135	87.79	-2.96	21.68	60.16	-9.21	27.37
2136	89.07	-2.67	22.76	61.08	-8.88	28.56
2137	90.37	-2.35	23.85	62.03	-8.52	29.82
2138	91.63	-2.00	24.93	62.97	-8.13	31.07
2139	92.85	-1.62	26.00	63.97	-7.73	32.37
2140	94.08	-1.21	27.05	64.97	-7.30	33.67
2141	95.30	-0.78	28.08	65.97	-6.86	34.98
2142	96.55	-0.32	29.09	67.04	-6.40	36.32
2143	97.72	0.16	30.06	68.10	-5.93	37.63
2144	98.95	0.66	31.00	69.19	-5.45	38.96
2145	100.15	1.18	31.90	70.28	-4.96	40.27
2146	101.36	1.72	32.78	71.41	-4.47	41.54
2147	102.44	2.28	33.59	72.54	-3.98	42.81
2148	103.58	2.84	34.39	73.69	-3.49	44.04
2149	104.58	3.43	35.14	74.82	-3.00	45.24
2150	105.58	4.02	35.85	75.96	-2.53	46.38
2151	106.54	4.62	36.53	77.08	-2.06	47.50
2152	107.50	5.22	37.16	78.20	-1.60	48.54
2153	108.47	5.82	37.77	79.29	-1.16	49.56
2154	109.43	6.41	38.33	80.35	-0.73	50.47
2155	110.41	6.99	38.86	81.35	-0.31	51.36
2156	111.32	7.55	39.34	82.30	0.08	52.16
2157	112.23	8.09	39.78	83.23	0.46	52.91
2158	113.04	8.59	40.18	84.02	0.83	53.57
2159	113.80	9.07	40.53	84.85	1.17	54.19
2160	114.47	9.50	40.83	85.52	1.50	54.73
2161	115.02	9.89	41.09	86.11	1.81	55.19
2162	115.52	10.24	41.33	86.63	2.10	55.61
2163	115.89	10.54	41.50	87.09	2.36	55.95
2164	116.18	10.80	41.66	87.41	2.60	56.22
2165	116.32	11.00	41.74	87.69	2.81	56.44
2166	116.41	11.15	41.81	87.83	3.00	56.57
2167	116.38	11.25	41.84	87.89	3.16	56.66
2168	116.25	11.30	41.83	87.90	3.29	56.69
2169	115.98	11.30	41.78	87.77	3.38	56.62
2170	115.67	11.25	41.71	87.57	3.45	56.53
2171	115.22	11.14	41.60	87.31	3.48	56.36
2172	114.68	10.99	41.45	86.91	3.48	56.12
2173	114.06	10.79	41.27	86.50	3.45	55.83
2174	113.29	10.55	41.05	85.93	3.39	55.47
2175	112.51	10.26	40.81	85.38	3.29	55.08
2176	111.54	9.93	40.51	84.65	3.17	54.58
2177	110.54	9.56	40.19	83.97	3.01	54.08
2178	109.45	9.15	39.82	83.11	2.84	53.48
2179	108.29	8.70	39.43	82.26	2.63	52.85
2180	107.01	8.21	38.98	81.33	2.41	52.16
2181	105.66	7.69	38.50	80.33	2.17	51.42
2182	104.31	7.14	37.99	79.27	1.90	50.60
2183	102.86	6.57	37.44	78.19	1.62	49.78
2184	101.34	5.97	36.83	77.08	1.32	48.86
2185	99.82	5.35	36.21	75.91	1.01	47.93
2186	98.22	4.72	35.53	74.69	0.69	46.93
2187	96.62	4.07	34.83	73.49	0.36	45.90
2188	95.00	3.42	34.10	72.20	0.02	44.82
2189	93.35	2.76	33.33	70.98	-0.33	43.72
2190	91.74	2.10	32.54	69.70	-0.68	42.59
2191	90.09	1.45	31.71	68.42	-1.03	41.39
2192	88.44	0.80	30.85	67.16	-1.38	40.21
2193	86.88	0.16	30.00	65.91	-1.72	38.97
2194	85.27	-0.46	29.11	64.66	-2.06	37.72
2195	83.69	-1.06	28.20	63.44	-2.39	36.44
2196	82.15	-1.65	27.28	62.20	-2.71	35.15
2197	80.67	-2.22	26.34	61.04	-3.02	33.86
2198	79.17	-2.76	25.38	59.86	-3.31	32.55
2199	77.78	-3.28	24.43	58.76	-3.58	31.26
2200	76.43	-3.77	23.46	57.63	-3.84	29.95
2201	75.13	-4.24	22.50	56.61	-4.08	28.69
2202	73.85	-4.67	21.52	55.61	-4.30	27.42
2203	72.70	-5.08	20.56	54.60	-4.50	26.18
2204	71.56	-5.46	19.59	53.72	-4.69	24.96
2205	70.49	-5.81	18.63	52.82	-4.85	23.77
2206	69.53	-6.13	17.69	52.07	-5.01	22.63
2207	68.52	-6.40	16.75	51.26	-5.14	21.49
2208	67.66	-6.65	15.83	50.57	-5.27	20.41
2209	66.78	-6.86	14.93	49.92	-5.38	19.37
2210	66.02	-7.05	14.07	49.34	-5.48	18.38
2211	65.24	-7.19	13.23	48.75	-5.57	17.40
2212	64.48	-7.30	12.41	48.30	-5.66	16.51
2213	63.82	-7.39	11.65	47.80	-5.73	15.64
2214	63.13	-7.45	10.90	47.43	-5.81	14.82
2215	62.43	-7.47	10.19	46.98	-5.87	14.05
2216	61.78	-7.48	9.53	46.66	-5.93	13.34
2217	61.10	-7.45	8.90	46.30	-5.99	12.66
2218	60.45	-7.41	8.32	46.00	-6.04	12.05
2219	59.82	-7.35	7.77	45.73	-6.10	11.49
2220	59.22	-7.28	7.26	45.44	-6.14	10.94
2221	58.72	-7.19	6.80	45.21	-6.19	10.47
2222	58.27	-7.09	6.37	44.94	-6.23	10.03
2223	57.88	-6.99	6.00	44.73	-6.28	9.63
2224	57.56	-6.88	5.67	44.52	-6.32	9.27
2225	57.21	-6.76	5.36	44.30	-6.37	8.96
2226	56.96	-6.65	5.11	44.09	-6.40	8.64
2227	56.66	-6.53	4.87	43.95	-6.47	8.43
2228	56.41	-6.41	4.69	43.71	-6.51	8.17
2229	56.15	-6.30	4.51	43.56	-6.57	7.99
2230	55.82	-6.17	4.37	43.35	-6.63	7.81
2231	55.61	-6.07	4.26	43.20	-6.71	7.66
2232	55.30	-5.96	4.16	42.97	-6.78	7.52
2233	54.96	-5.86	4.09	42.83	-6.87	7.42
2234	54.64	-5.77	4.03	42.60	-6.94	7.29
2235	54.29	-5.68	3.98	42.39	-7.03	7.20
2236	53.91	-5.60	3.95	42.16	-7.12	7.10
2237	53.48	-5.51	3.91	41.96	-7.23	7.03
2238	53.05	-5.43	3.89	41.63	-7.30	6.90
2239	52.60	-5.36	3.87	41.36	-7.40	6.83
2240	52.06	-5.28	3.84	41.07	-7.49	6.75
2241	51.57	-5.21	3.83	40.70	-7.57	6.65
2242	50.98	-5.13	3.80	40.28	-7.64	6.56
2243	50.42	-5.05	3.77	39.86	-7.71	6.46
2244	49.78	-4.96	3.74	39.36	-7.78	6.37
2245	49.11	-4.87	3.70	38.83	-7.83	6.28
2246	48.45	-4.77	3.66	38.23	-7.87	6.18
2247	47.68	-4.67	3.63	37.54	-7.90	6.08
2248	46.84	-4.56	3.59	36.91	-7.94	5.99
2249	46.02	-4.47	3.58	36.06	-7.93	5.86
2250	45.11	-4.36	3.55	35.28	-7.95	5.78
2251	44.11	-4.25	3.53	34.35	-7.92	5.65
2252	43.09	-4.14	3.51	33.42	-7.89	5.52
2253	42.03	-4.03	3.49	32.46	-7.86	5.41
2254	40.81	-3.90	3.46	31.38	-7.80	5.27
2255	39.65	-3.80	3.44	30.31	-7.74	5.13
2256	38.35	-3.68	3.42	29.17	-7.65	4.97
2257	37.02	-3.56	3.39	28.01	-7.57	4.82
2258	35.64	-3.45	3.37	26.82	-7.47	4.66
2259	34.21	-3.35	3.35	25.60	-7.36	4.50
2260	32.68	-3.23	3.31	24.38	-7.24	4.32
2261	31.19	-3.15	3.30	23.16	-7.13	4.17
2262	29.59	-3.05	3.27	21.84	-6.98	3.97
2263	27.99	-2.96	3.25	20.64	-6.85	3.80
2264	26.33	-2.87	3.21	19.37	-6.70	3.62
2265	24.67	-2.79	3.18	18.15	-6.56	3.45
2266	23.01	-2.71	3.14	16.87	-6.39	3.26
2267	21.30	-2.63	3.09	15.69	-6.25	3.09
2268	19.64	-2.56	3.04	14.51	-6.09	2.91
2269	17.92	-2.48	2.98	13.34	-5.93	2.74
2270	16.32	-2.42	2.92	12.21	-5.77	2.57
2271	14.66	-2.34	2.84	11.09	-5.63	2.42
2272	13.10	-2.28	2.77	10.02	-5.46	2.25
2273	11.54	-2.21	2.68	9.04	-5.34	2.12
2274	10.07	-2.15	2.59	7.97	-5.17	1.96
2275	8.67	-2.09	2.49	7.06	-5.07	1.83
2276	7.30	-2.02	2.39	6.12	-4.93	1.70
2277	6.08	-1.96	2.28	5.28	-4.81	1.57
2278	4.85	-1.89	2.16	4.45	-4.71	1.45
2279	3.81	-1.83	2.05	3.64	-4.61	1.34
2280	2.81	-1.75	1.93	2.96	-4.53	1.23
2281	1.91	-1.68	1.80	2.27	-4.44	1.12
2282	1.11	-1.60	1.68	1.57	-4.37	1.02
2283	0.40	-1.52	1.56	1.06	-4.32	0.94
2284	-0.18	-1.44	1.44	0.47	-4.26	0.84
2285	-0.75	-1.34	1.32	-0.02	-4.21	0.76
2286	-1.13	-1.27	1.21	-0.45	-4.19	0.69
2287	-1.51	-1.19	1.09	-0.89	-4.14	0.60
2288	-1.77	-1.11	0.99	-1.22	-4.12	0.54
2289	-2.04	-1.02	0.89	-1.59	-4.06	0.46
2290	-2.16	-0.95	0.79	-1.82	-4.06	0.40
2291	-2.27	-0.88	0.70	-2.06	-4.00	0.33
2292	-2.36	-0.80	0.62	-2.31	-3.97	0.27
2293	-2.40	-0.74	0.54	-2.41	-3.94	0.23
2294	-2.33	-0.68	0.47	-2.59	-3.89	0.17
2295	-2.34	-0.60	0.41	-2.65	-3.85	0.13
2296	-2.21	-0.53	0.35	-2.77	-3.80	0.09
2297	-2.09	-0.45	0.29	-2.77	-3.77	0.07
2298	-1.96	-0.36	0.24	-2.80	-3.72	0.04
2299	-1.78	-0.27	0.19	-2.81	-3.66	0.02
2300	-1.63	-0.17	0.15	-2.80	-3.64	0.01
2301	-1.38	-0.06	0.11	-2.78	-3.59	0.00
2302	-1.24	0.06	0.07	-2.83	-3.55	-0.00
2303	-1.02	0.19	0.03	-2.77	-3.51	-0.01
2304	-0.84	0.32	-0.01	-2.82	-3.48	-0.01
2305	2.87	1.59	-0.35	-2.78	-3.47	-0.02
2306	2.78	1.66	-0.34	-2.84	-3.42	-0.03
2307	2.71	1.74	-0.34	1.77	2.65	-0.24
2308	2.65	1.80	-0.33	-3.96	-5.15	0.28
2309	2.55	1.88	-0.32	-4.08	-5.21	0.25
2310	2.41	1.94	-0.32	-4.28	-5.28	0.21
2311	2.29	2.00	-0.31	-3.59	-1.51	-1.24
2312	2.16	2.06	-0.31	-3.72	-1.46	-1.20
2313	2.01	2.10	-0.31	-3.79	-1.43	-1.16
2314	1.89	2.13	-0.32	-3.88	-1.42	-1.11
2315	1.67	2.16	-0.32	-3.95	-1.43	-1.06
2316	1.60	2.14	-0.32	-4.08	-1.46	-1.01
2317	1.40	2.14	-0.33	-4.13	-1.51	-0.95
2318	1.32	2.10	-0.33	-4.15	-1.60	-0.89
2319	1.15	2.06	-0.34	-4.23	-1.68	-0.83
2320	1.02	2.00	-0.34	-4.20	-1.83	-0.77
2321	0.94	1.91	-0.34	-4.12	-1.98	-0.71
2322	-0.97	1.19	-0.39	-4.08	-2.15	-0.65
2323	-1.02	1.14	-0.40	-3.90	-2.32	-0.59
2324	0.61	1.59	-0.34	-3.72	-2.51	-0.53
2325	-0.90	0.39	-0.28	-3.49	-2.69	-0.47
2326	-1.11	0.24	-0.29	-3.25	-2.86	-0.42
2327	-1.21	0.10	-0.29	-2.96	-3.02	-0.36
2328	-1.47	-0.02	-0.30	-2.66	-3.15	-0.31
2329	-1.59	-0.15	-0.30	-2.36	-3.24	-0.26
2330	-1.81	-0.24	-0.30	-2.02	-3.31	-0.20
2331	-1.99	-0.34	-0.30	-1.73	-3.32	-0.16
2332	-2.20	-0.42	-0.30	-1.47	-3.29	-0.11
2333	-2.40	-0.49	-0.29	-1.09	-3.23	-0.06
2334	-2.55	-0.55	-0.28	-0.83	-3.13	-0.02
2335	-2.75	-0.60	-0.28	-0.59	-2.97	0.01
2336	-2.92	-0.63	-0.27	-0.28	-2.79	0.06
2337	-3.12	-0.67	-0.26	-0.04	-2.57	0.08
2338	-3.28	-0.69	-0.25	0.22	-2.33	0.11
2339	-3.47	-0.70	-0.24	0.47	-2.09	0.14
2340	-3.61	-0.72	-0.22	0.80	-1.83	0.16
