	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d
	R_Knee_Angle	R_Knee_Angle	R_Knee_Angle	R_Hip_Angle	R_Ankle_Angle	R_Knee_Angle	R_Knee_Angle	R_Knee_Angle	R_Hip_Angle	R_Ankle_Angle	R_Knee_Angle	R_Knee_Angle	R_Knee_Angle	R_Hip_Angle	R_Ankle_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	Y	X	X	Y	Z	Y	X	X	Y	Z	Y	X
140	51.60	-3.27	1.90	8.47	86.90	43.85	-0.65	1.30	6.06	81.17	54.73	-2.78	1.55	13.03	86.22
141	51.67	-3.23	1.91	8.44	86.93	43.67	-0.62	1.28	5.75	80.87	54.68	-2.74	1.53	13.01	86.19
142	51.73	-3.20	1.91	8.40	86.95	43.50	-0.59	1.27	5.43	80.56	54.61	-2.71	1.50	12.98	86.14
143	51.78	-3.16	1.91	8.36	86.98	43.34	-0.56	1.26	5.11	80.25	54.54	-2.68	1.48	12.94	86.09
144	51.83	-3.13	1.89	8.33	87.00	43.19	-0.53	1.26	4.78	79.93	54.46	-2.65	1.46	12.89	86.04
145	51.88	-3.10	1.88	8.30	87.02	43.05	-0.49	1.26	4.44	79.61	54.37	-2.62	1.43	12.84	85.97
146	51.92	-3.07	1.85	8.26	87.04	42.92	-0.45	1.27	4.10	79.29	54.27	-2.58	1.41	12.78	85.89
147	51.95	-3.03	1.83	8.23	87.05	42.80	-0.41	1.27	3.76	78.96	54.16	-2.55	1.38	12.71	85.81
148	51.98	-3.00	1.80	8.20	87.07	42.70	-0.36	1.28	3.42	78.64	54.04	-2.51	1.36	12.63	85.72
149	52.01	-2.97	1.77	8.17	87.08	42.61	-0.31	1.29	3.08	78.31	53.91	-2.47	1.33	12.54	85.61
150	52.03	-2.94	1.74	8.15	87.09	42.53	-0.26	1.31	2.74	77.98	53.77	-2.43	1.30	12.44	85.50
151	52.05	-2.91	1.71	8.12	87.10	42.46	-0.20	1.32	2.40	77.66	53.62	-2.39	1.28	12.33	85.38
152	52.06	-2.88	1.68	8.09	87.10	42.40	-0.13	1.33	2.06	77.34	53.45	-2.35	1.25	12.22	85.25
153	52.08	-2.85	1.65	8.07	87.10	42.36	-0.07	1.33	1.73	77.02	53.28	-2.31	1.22	12.09	85.11
154	52.09	-2.81	1.63	8.05	87.10	42.33	-0.00	1.34	1.41	76.71	53.09	-2.27	1.19	11.96	84.96
155	52.10	-2.78	1.61	8.03	87.10	42.31	0.06	1.34	1.09	76.39	52.89	-2.22	1.17	11.82	84.80
156	52.10	-2.75	1.58	8.01	87.09	42.30	0.13	1.34	0.78	76.09	52.68	-2.17	1.14	11.67	84.63
157	52.11	-2.72	1.57	7.99	87.08	42.30	0.20	1.34	0.48	75.79	52.46	-2.12	1.11	11.52	84.45
158	52.11	-2.69	1.55	7.98	87.07	42.32	0.27	1.33	0.18	75.49	52.23	-2.06	1.09	11.36	84.27
159	52.11	-2.66	1.53	7.96	87.05	42.34	0.33	1.33	-0.11	75.19	51.99	-2.01	1.06	11.19	84.07
160	52.10	-2.63	1.51	7.95	87.03	42.37	0.40	1.31	-0.39	74.90	51.74	-1.95	1.03	11.02	83.86
161	52.10	-2.60	1.50	7.93	87.00	42.42	0.45	1.30	-0.67	74.61	51.48	-1.89	1.01	10.84	83.64
162	52.09	-2.57	1.48	7.92	86.97	42.47	0.51	1.28	-0.93	74.32	51.22	-1.83	0.99	10.65	83.41
163	52.09	-2.55	1.46	7.91	86.93	42.53	0.55	1.25	-1.19	74.03	50.94	-1.77	0.96	10.46	83.17
164	52.07	-2.52	1.44	7.90	86.89	42.59	0.59	1.23	-1.44	73.74	50.66	-1.70	0.94	10.26	82.92
165	52.06	-2.50	1.42	7.89	86.84	42.66	0.63	1.20	-1.69	73.45	50.37	-1.64	0.93	10.06	82.67
166	52.04	-2.48	1.39	7.88	86.78	42.72	0.65	1.17	-1.92	73.15	50.08	-1.57	0.91	9.85	82.40
167	52.02	-2.46	1.37	7.87	86.72	42.79	0.66	1.14	-2.15	72.84	49.78	-1.50	0.90	9.63	82.13
168	52.00	-2.43	1.34	7.86	86.66	42.84	0.66	1.10	-2.37	72.52	49.48	-1.43	0.90	9.41	81.84
169	51.97	-2.41	1.31	7.85	86.59	42.89	0.65	1.07	-2.58	72.19	49.18	-1.36	0.89	9.18	81.55
170	51.93	-2.39	1.28	7.84	86.51	42.93	0.63	1.03	-2.78	71.84	48.88	-1.29	0.89	8.95	81.25
171	51.90	-2.38	1.25	7.83	86.42	42.95	0.60	0.98	-2.98	71.47	48.57	-1.23	0.90	8.71	80.95
172	51.86	-2.36	1.21	7.81	86.33	42.95	0.55	0.94	-3.17	71.08	48.27	-1.16	0.90	8.47	80.64
173	51.81	-2.34	1.18	7.79	86.23	42.92	0.49	0.89	-3.35	70.66	47.97	-1.09	0.92	8.22	80.33
174	51.76	-2.31	1.14	7.77	86.13	42.86	0.43	0.85	-2.43	70.21	47.68	-1.02	0.94	7.96	80.00
175	51.71	-2.29	1.10	7.75	86.02	42.77	0.35	0.79	-2.69	69.72	47.39	-0.95	0.96	7.70	79.68
176	51.65	-2.27	1.06	7.72	85.90	42.63	0.26	0.74	-2.95	69.20	47.11	-0.88	0.99	7.44	79.35
177	51.58	-2.24	1.02	7.69	85.77	42.45	0.16	0.68	-3.21	68.63	46.83	-0.82	1.02	7.16	79.01
178	51.51	-2.22	0.97	7.66	85.63	42.21	0.05	0.63	-3.47	68.02	46.57	-0.75	1.06	6.89	78.67
179	51.44	-2.19	0.93	7.62	85.49	41.92	-0.07	0.56	-3.73	67.35	46.31	-0.68	1.10	6.60	78.33
180	51.36	-2.16	0.89	7.57	85.34	41.57	-0.20	0.50	-4.00	66.62	46.07	-0.61	1.14	6.31	77.98
181	51.28	-2.12	0.85	7.52	85.18	41.15	-0.33	0.43	-4.26	65.84	45.84	-0.54	1.19	6.02	77.64
182	51.19	-2.08	0.82	7.47	85.01	40.65	-0.47	0.36	-4.54	64.99	45.63	-0.46	1.24	5.73	77.29
183	51.10	-2.04	0.78	7.41	84.83	40.08	-0.61	0.29	-4.81	64.08	45.43	-0.39	1.29	5.43	76.94
184	51.01	-1.99	0.75	7.34	84.64	39.42	-0.75	0.21	-5.09	63.09	45.24	-0.31	1.35	5.12	76.59
185	50.91	-1.94	0.72	7.27	84.43	38.68	-0.90	0.12	-5.37	62.03	45.08	-0.24	1.40	4.82	76.24
186	50.81	-1.89	0.69	7.19	84.22	37.85	-1.05	0.03	-5.66	60.89	44.93	-0.16	1.45	4.52	75.90
187	50.70	-1.83	0.66	7.11	84.00	36.93	-1.19	-0.06	-5.94	59.67	44.80	-0.08	1.51	4.21	75.56
188	50.59	-1.77	0.64	7.01	83.76	35.91	-1.34	-0.16	-6.22	58.37	44.69	0.00	1.56	3.91	75.22
189	50.48	-1.71	0.63	6.91	83.51	34.80	-1.48	-0.26	-6.51	56.99	44.60	0.08	1.61	3.61	74.89
190	50.37	-1.64	0.62	6.80	83.25	33.59	-1.62	-0.37	-6.79	55.54	44.53	0.15	1.65	3.31	74.57
191	50.25	-1.57	0.61	6.69	82.98	32.28	-1.75	-0.48	-7.06	54.00	44.48	0.22	1.70	3.01	74.25
192	50.13	-1.50	0.61	6.56	82.69	30.89	-1.88	-0.59	-7.33	52.39	44.45	0.29	1.75	2.72	73.94
193	50.02	-1.43	0.61	6.43	82.39	29.40	-2.01	-0.70	-7.59	50.71	44.44	0.35	1.79	2.44	73.64
194	49.90	-1.36	0.62	6.29	82.08	27.83	-2.12	-0.82	-7.84	48.96	44.44	0.41	1.83	2.16	73.35
195	49.78	-1.29	0.63	6.14	81.75	26.18	-2.23	-0.93	-8.08	47.16	44.46	0.46	1.87	1.88	73.07
196	49.66	-1.22	0.65	5.99	81.41	24.46	-2.33	-1.04	-8.30	45.31	44.50	0.50	1.90	1.61	72.80
197	49.55	-1.15	0.68	5.83	81.06	22.68	-2.42	-1.14	-8.51	43.42	44.55	0.53	1.94	1.35	72.53
198	49.44	-1.09	0.71	5.66	80.70	20.85	-2.49	-1.24	-8.71	41.51	44.61	0.56	1.97	1.10	72.27
199	49.33	-1.03	0.75	5.49	80.33	18.98	-2.55	-1.33	-8.88	39.59	44.69	0.59	1.99	0.85	72.01
200	49.22	-0.98	0.79	5.31	79.94	17.09	-2.59	-1.40	-9.04	37.67	44.77	0.60	2.02	0.60	71.76
201	49.12	-0.92	0.83	5.14	79.55	15.18	-2.60	-1.47	-9.17	35.78	44.85	0.61	2.04	0.37	71.51
202	49.02	-0.87	0.88	4.95	79.15	13.29	-2.59	-1.52	-9.29	33.93	44.95	0.61	2.05	0.14	71.25
203	48.93	-0.82	0.93	4.77	78.75	11.43	-2.56	-1.56	-9.38	32.13	45.04	0.60	2.06	-0.08	71.00
204	48.85	-0.77	0.98	4.59	78.33	9.60	-2.49	-1.58	-9.46	30.40	45.12	0.58	2.07	-0.29	70.74
205	48.77	-0.72	1.04	4.40	77.92	7.84	-2.39	-1.60	-9.52	28.76	45.20	0.55	2.07	-0.49	70.47
206	48.70	-0.67	1.09	4.22	77.49	6.15	-2.26	-1.60	-9.55	27.22	45.27	0.52	2.07	2.10	70.19
207	48.63	-0.62	1.15	4.03	77.07	4.56	-2.09	-1.60	-9.57	25.79	45.33	0.47	2.06	1.70	69.90
208	48.57	-0.57	1.20	3.85	76.64	3.07	-1.89	-1.59	-9.57	24.48	45.37	0.42	2.05	1.29	69.59
209	48.52	-0.52	1.26	3.67	76.21	1.70	-1.66	-1.57	-9.56	23.29	45.38	0.35	2.04	0.89	69.26
210	48.48	-0.47	1.31	3.49	75.78	0.45	-1.40	-1.55	-9.53	22.22	45.38	0.28	2.02	0.50	68.91
211	48.44	-0.42	1.36	3.31	75.36	-0.66	-1.11	-1.53	-9.50	21.27	45.33	0.19	1.99	0.12	68.54
212	48.41	-0.38	1.41	3.14	74.93	-1.64	-0.80	-1.51	-9.44	20.44	45.26	0.09	1.97	-0.26	68.13
213	48.39	-0.33	1.46	2.97	74.51	-2.49	-0.49	-1.49	-9.38	19.71	45.14	-0.02	1.94	-0.64	67.70
214	48.37	-0.28	1.50	2.80	74.09	-3.20	-0.17	-1.48	-9.31	19.08	44.98	-0.14	1.91	-1.01	67.23
215	48.36	-0.24	1.54	2.63	73.67	-3.79	0.16	-1.47	-9.23	18.54	44.77	-0.27	1.87	-1.37	66.72
216	48.36	-0.20	1.57	2.47	73.25	-4.25	0.47	-1.46	-9.14	18.09	44.50	-0.41	1.84	-1.74	66.17
217	48.36	-0.16	1.60	3.45	72.83	-4.60	0.76	-1.45	-9.05	17.71	44.17	-0.56	1.80	-2.10	65.57
218	48.36	-0.12	1.62	3.26	72.42	-4.84	1.04	-1.45	-8.95	17.40	43.77	-0.72	1.76	-2.47	64.93
219	48.36	-0.09	1.63	3.07	72.00	-5.00	1.29	-1.45	-8.84	17.16	43.31	-0.88	1.72	-2.84	64.23
220	48.36	-0.05	1.64	2.89	71.58	-5.07	1.52	-1.45	-8.72	16.98	42.77	-1.04	1.68	-3.21	63.47
221	48.36	-0.03	1.63	2.70	71.15	-5.07	1.71	-1.45	-8.60	16.85	42.14	-1.21	1.64	-3.58	62.66
222	48.36	-0.01	1.62	2.53	70.72	-5.01	1.87	-1.46	-8.48	16.77	41.43	-1.37	1.60	-3.96	61.78
223	48.36	0.00	1.60	2.35	70.28	-4.90	2.00	-1.46	-8.35	16.74	40.63	-1.52	1.55	-4.35	60.84
224	48.34	0.01	1.57	2.17	69.84	-4.76	2.10	-1.48	-8.22	16.75	39.74	-1.67	1.50	-4.73	59.83
225	48.32	0.00	1.53	2.00	69.38	-4.60	2.18	-1.50	-8.08	16.80	38.76	-1.81	1.44	-5.12	58.75
226	48.28	-0.02	1.48	1.83	68.90	-4.42	2.23	-1.52	-7.95	16.88	37.67	-1.94	1.39	-5.50	57.59
227	48.22	-0.05	1.43	1.65	68.41	-4.23	2.26	-1.55	-7.81	16.99	36.49	-2.07	1.32	-5.89	56.36
228	48.15	-0.09	1.37	1.48	67.90	-4.05	2.27	-1.58	-7.68	17.13	35.20	-2.18	1.25	-6.26	55.05
229	48.06	-0.14	1.30	1.30	67.37	-3.88	2.27	-1.61	-7.55	17.29	33.82	-2.28	1.17	-6.64	53.67
230	47.94	-0.20	1.22	1.11	66.81	-3.72	2.26	-1.65	-7.43	17.47	32.33	-2.37	1.09	-7.00	52.21
231	47.79	-0.28	1.14	0.92	66.22	-3.58	2.25	-1.70	-7.32	17.66	30.75	-2.45	1.00	-7.35	50.68
232	47.60	-0.37	1.06	0.72	65.60	-3.46	2.22	-1.74	-7.21	17.86	29.08	-2.51	0.91	-7.68	49.08
233	47.38	-0.46	0.97	0.52	64.94	-3.37	2.20	-1.79	-7.12	18.07	27.32	-2.56	0.81	-8.00	47.42
234	47.12	-0.57	0.87	0.30	64.24	-3.31	2.18	-1.83	-7.04	18.28	25.48	-2.59	0.71	-8.30	45.70
235	46.82	-0.68	0.78	0.07	63.50	-3.28	2.16	-1.88	-6.97	18.49	23.58	-2.61	0.61	-8.58	43.92
236	46.46	-0.80	0.68	-0.17	62.72	-3.27	2.15	-1.92	-6.91	18.70	21.61	-2.61	0.51	-8.83	42.11
237	46.05	-0.92	0.58	-0.42	61.88	-3.29	2.15	-1.96	-6.88	18.90	19.61	-2.59	0.41	-9.06	40.27
238	45.58	-1.05	0.48	-0.69	60.99	-3.33	2.15	-2.00	-6.85	19.10	17.57	-2.55	0.32	-9.26	38.41
239	45.05	-1.17	0.39	-0.97	60.05	-3.39	2.15	-2.03	-6.85	19.29	15.52	-2.49	0.23	-9.44	36.54
240	44.46	-1.30	0.29	-1.26	59.05	-3.47	2.17	-2.06	-6.85	19.47	13.48	-2.40	0.15	-9.59	34.70
241	43.79	-1.43	0.20	-1.57	58.00	-3.56	2.19	-2.09	-6.87	19.63	11.47	-2.28	0.07	-9.71	32.88
242	43.05	-1.55	0.11	-1.89	56.88	-3.67	2.21	-2.11	-6.91	19.79	9.51	-2.14	-0.00	-9.80	31.11
243	42.24	-1.67	0.03	-2.22	55.70	-3.78	2.24	-2.12	-6.95	19.93	7.62	-1.97	-0.06	-9.87	29.41
244	41.35	-1.78	-0.06	-2.56	54.46	-3.89	2.27	-2.13	-7.01	20.05	5.81	-1.78	-0.12	-9.92	27.79
245	40.37	-1.88	-0.13	-2.90	53.16	-4.01	2.31	-2.13	-7.07	20.17	4.12	-1.56	-0.17	-9.95	26.26
246	39.32	-1.97	-0.21	-3.25	51.80	-4.12	2.34	-2.12	-7.15	20.27	2.55	-1.32	-0.21	-9.95	24.83
247	38.18	-2.06	-0.28	-3.59	50.38	-4.22	2.37	-2.11	-7.22	20.36	1.11	-1.07	-0.25	-9.95	23.52
248	36.95	-2.13	-0.35	-3.94	48.91	-4.32	2.40	-2.08	-7.31	20.43	-0.18	-0.80	-0.28	-9.92	22.33
249	35.64	-2.19	-0.42	-4.28	47.38	-4.40	2.43	-2.05	-7.40	20.49	-1.31	-0.53	-0.31	-9.89	21.26
250	34.25	-2.23	-0.48	-4.61	45.81	-4.47	2.45	-2.01	-7.49	20.55	-2.29	-0.26	-0.34	-9.84	20.30
251	32.79	-2.26	-0.54	-4.92	44.20	-4.52	2.47	-1.95	-7.58	20.59	-3.11	0.01	-0.36	-9.79	19.46
252	31.25	-2.28	-0.60	-5.23	42.56	-4.56	2.48	-1.90	-7.68	20.62	-3.79	0.27	-0.38	-9.73	18.72
253	29.64	-2.28	-0.66	-5.52	40.90	-4.58	2.48	-1.83	-7.78	20.65	-4.32	0.51	-0.39	-9.67	18.08
254	27.96	-2.27	-0.72	-5.79	39.22	-4.59	2.47	-1.75	-7.87	20.67	-4.71	0.72	-0.41	-9.59	17.54
255	26.24	-2.25	-0.78	-6.04	37.54	-4.58	2.46	-1.67	-7.97	20.69	-4.99	0.92	-0.42	-9.52	17.08
256	24.46	-2.21	-0.84	-6.27	35.88	-4.55	2.44	-1.59	-8.07	20.70	-5.15	1.09	-0.43	-9.44	16.69
257	22.65	-2.16	-0.89	-6.48	34.24	-4.51	2.41	-1.51	-8.16	20.72	-5.23	1.23	-0.44	-9.36	16.38
258	20.82	-2.10	-0.95	-6.67	32.64	-4.45	2.38	-1.42	-8.26	20.73	-5.22	1.35	-0.45	-9.27	16.13
259	18.97	-2.03	-1.00	-6.84	31.09	-4.38	2.35	-1.33	-8.36	20.74	-5.15	1.45	-0.47	-9.18	15.94
260	17.12	-1.95	-1.05	-7.00	29.61	-4.31	2.31	-1.25	-8.45	20.76	-5.03	1.52	-0.48	-9.09	15.81
261	15.28	-1.85	-1.10	-7.13	28.21	-4.22	2.26	-1.18	-8.55	20.78	-4.88	1.57	-0.50	-8.99	15.73
262	13.47	-1.74	-1.14	-7.25	26.90	-4.12	2.22	-1.10	-8.65	20.81	-4.71	1.62	-0.53	-8.88	15.69
263	11.69	-1.62	-1.18	-7.36	25.69	-4.02	2.17	-1.04	-8.74	20.84	-4.54	1.65	-0.56	-8.78	15.69
264	9.97	-1.48	-1.21	-7.45	24.60	-3.92	2.13	-0.99	-8.84	20.88	-4.36	1.67	-0.60	-8.66	15.73
265	8.31	-1.33	-1.24	-7.54	23.61	-3.81	2.08	-0.95	-8.94	20.93	-4.20	1.69	-0.64	-8.55	15.81
266	6.72	-1.16	-1.27	-7.61	22.75	-3.71	2.04	-0.91	-9.03	20.99	-4.07	1.71	-0.69	-8.43	15.91
267	5.22	-0.98	-1.29	-7.68	21.99	-3.60	1.99	-0.89	-9.13	21.06	-3.96	1.74	-0.75	-8.31	16.04
268	3.81	-0.78	-1.32	-7.74	21.35	-3.50	1.95	-0.88	-9.22	21.13	-3.89	1.77	-0.81	-8.19	16.19
269	2.50	-0.56	-1.34	-7.80	20.81	-3.41	1.92	-0.89	-9.31	21.22	-3.85	1.80	-0.87	-8.07	16.36
270	1.30	-0.33	-1.37	-7.85	20.36	-3.32	1.88	-0.90	-9.40	21.32	-3.84	1.85	-0.93	-7.95	16.54
271	0.21	-0.09	-1.40	-7.90	20.00	-3.23	1.85	-0.93	-9.48	21.44	-3.88	1.90	-0.99	-7.84	16.74
272	-0.77	0.16	-1.43	-7.96	19.72	-3.15	1.82	-0.97	-9.56	21.56	-3.94	1.96	-1.06	-7.73	16.95
273	-1.64	0.42	-1.46	-8.01	19.50	-3.08	1.79	-1.02	-9.63	21.70	-4.04	2.02	-1.12	-7.63	17.16
274	-2.39	0.67	-1.49	-8.06	19.34	-3.01	1.77	-1.08	-9.70	21.85	-4.16	2.10	-1.18	-7.53	17.38
275	-3.02	0.92	-1.52	-8.11	19.24	-2.95	1.74	-1.15	-9.75	22.00	-4.31	2.18	-1.24	-7.45	17.61
276	-3.55	1.15	-1.55	-8.17	19.18	-2.90	1.72	-1.23	-9.80	22.17	-4.48	2.26	-1.29	-7.37	17.83
277	-3.96	1.37	-1.57	-8.22	19.17	-2.85	1.70	-1.31	-9.84	22.35	-4.65	2.34	-1.34	-7.31	18.06
278	-4.28	1.56	-1.59	-8.28	19.20	-2.81	1.68	-1.41	-9.86	22.54	-4.83	2.43	-1.39	-7.26	18.28
279	-4.50	1.74	-1.60	-8.33	19.25	-2.76	1.66	-1.51	-9.88	22.74	-5.02	2.52	-1.43	-7.22	18.49
280	-4.63	1.88	-1.59	-8.39	19.34	-2.73	1.63	-1.62	-9.88	22.95	-5.20	2.60	-1.47	-7.19	18.70
281	-4.69	1.99	-1.58	-8.44	19.45	-2.69	1.61	-1.73	-9.87	23.16	-5.37	2.67	-1.50	-7.18	18.90
282	-4.67	2.08	-1.57	-8.50	19.58	-2.65	1.59	-1.85	-9.86	23.38	-5.53	2.74	-1.53	-7.17	19.09
283	-4.60	2.13	-1.54	-8.55	19.73	-2.61	1.57	-1.97	-9.83	23.61	-5.68	2.81	-1.55	-7.17	19.27
284	-4.47	2.16	-1.52	-8.60	19.89	-2.56	1.54	-2.09	-9.79	23.84	-5.80	2.86	-1.58	-7.18	19.44
285	-4.30	2.17	-1.48	-8.65	20.05	-2.51	1.52	-2.21	-9.74	24.08	-5.91	2.91	-1.60	-7.21	19.60
286	-4.10	2.15	-1.45	-8.71	20.23	-2.46	1.49	-2.34	-9.69	24.32	-6.00	2.94	-1.62	-7.23	19.74
287	-3.87	2.11	-1.41	-8.75	20.41	-2.40	1.46	-2.46	-9.62	24.57	-6.07	2.97	-1.64	-7.27	19.87
288	-3.63	2.06	-1.38	-8.80	20.59	-2.33	1.43	-2.58	-9.55	24.82	-6.11	3.00	-1.67	-7.31	19.99
289	-3.37	2.00	-1.35	-8.85	20.76	-2.25	1.41	-2.69	-9.48	25.07	-6.13	3.01	-1.69	-7.35	20.09
290	-3.11	1.94	-1.32	-8.90	20.94	-2.17	1.38	-2.81	-9.40	25.33	-6.14	3.02	-1.71	-7.40	20.18
291	-2.86	1.87	-1.30	-8.94	21.11	-2.07	1.35	-2.91	-9.32	25.59	-6.13	3.02	-1.74	-7.46	20.26
292	-2.61	1.80	-1.29	-8.98	21.28	-1.97	1.32	-3.02	-9.23	25.86	-6.11	3.02	-1.77	-7.51	20.33
293	-2.38	1.74	-1.28	-9.03	21.44	-1.85	1.29	-3.11	-9.15	26.14	-6.07	3.02	-1.81	-7.57	20.39
294	-2.16	1.68	-1.28	-9.07	21.59	-1.72	1.26	-3.20	-9.06	26.42	-6.02	3.01	-1.84	-7.63	20.44
295	-1.95	1.63	-1.29	-9.11	21.74	-1.58	1.23	-3.28	-8.98	26.71	-5.97	3.01	-1.89	-7.70	20.49
296	-1.77	1.59	-1.31	-9.15	21.87	-1.43	1.20	-3.36	-8.90	27.00	-5.91	3.00	-1.93	-7.76	20.52
297	-1.61	1.56	-1.34	-9.19	22.00	-1.27	1.17	-3.43	-8.83	27.31	-5.84	2.99	-1.98	-7.83	20.55
298	-1.46	1.53	-1.37	-9.23	22.12	-1.10	1.14	-3.49	-8.76	27.62	-5.78	2.99	-2.03	-7.90	20.57
299	-1.34	1.51	-1.42	-9.26	22.23	-0.92	1.11	-3.54	-8.69	27.94	-5.72	2.98	-2.08	-7.96	20.59
300	-1.24	1.50	-1.46	-9.29	22.33	-0.73	1.09	-3.59	-8.63	28.28	-5.66	2.98	-2.14	-8.03	20.61
301	-1.16	1.49	-1.52	-9.32	22.43	-0.54	1.06	-3.62	-8.57	28.62	-5.61	2.98	-2.20	-8.10	20.63
302	-1.09	1.49	-1.58	-9.34	22.52	-0.34	1.04	-3.66	-8.52	28.97	-5.56	2.98	-2.27	-8.16	20.64
303	-1.04	1.49	-1.64	-9.35	22.60	-0.13	1.01	-3.69	-8.47	29.34	-5.52	2.98	-2.34	-8.22	20.66
304	-1.00	1.49	-1.71	-9.36	22.68	0.08	0.99	-3.71	-8.43	29.71	-5.48	2.98	-2.41	-8.28	20.68
305	-0.97	1.49	-1.78	-9.37	22.75	0.29	0.97	-3.73	-8.39	30.09	-5.46	2.98	-2.49	-8.34	20.71
306	-0.94	1.50	-1.85	-9.37	22.82	0.49	0.95	-3.74	-8.36	30.47	-5.43	2.98	-2.57	-8.39	20.74
307	-0.92	1.50	-1.92	-9.36	22.89	0.70	0.93	-3.75	-8.33	30.87	-5.41	2.98	-2.65	-8.43	20.78
308	-0.90	1.49	-1.98	-9.34	22.95	0.90	0.91	-3.75	-8.30	31.27	-5.40	2.98	-2.74	-8.47	20.83
309	-0.88	1.49	-2.05	-9.32	23.02	1.10	0.90	-3.75	-8.28	31.67	-5.39	2.97	-2.83	-8.50	20.88
310	-0.86	1.48	-2.12	-9.30	23.08	1.29	0.89	-3.75	-8.27	32.08	-5.38	2.96	-2.92	-8.53	20.95
311	-0.83	1.46	-2.18	-9.26	23.15	1.47	0.87	-3.75	-8.25	32.49	-5.37	2.95	-3.02	-8.54	21.03
312	-0.79	1.45	-2.24	-9.22	23.21	1.64	0.86	-3.74	-8.24	32.89	-5.35	2.94	-3.12	-8.55	21.13
313	-0.74	1.42	-2.29	-9.18	23.28	1.80	0.85	-3.73	-8.24	33.30	-5.34	2.92	-3.22	-8.54	21.23
314	-0.68	1.40	-2.34	-9.13	23.35	1.95	0.85	-3.72	-8.23	33.70	-5.32	2.89	-3.32	-8.53	21.35
315	-0.61	1.37	-2.39	-9.07	23.42	2.09	0.84	-3.71	-8.23	34.09	-5.29	2.86	-3.42	-8.51	21.48
316	-0.52	1.34	-2.43	-9.02	23.49	2.21	0.84	-3.70	-8.24	34.48	-5.26	2.83	-3.52	-8.48	21.63
317	-0.43	1.30	-2.47	-8.96	23.56	2.33	0.84	-3.68	-8.25	34.85	-5.22	2.80	-3.63	-8.44	21.78
318	-0.32	1.27	-2.50	-8.89	23.64	2.43	0.84	-3.66	-8.26	35.21	-5.17	2.76	-3.73	-8.40	21.95
319	-0.20	1.23	-2.54	-8.83	23.71	2.53	0.84	-3.65	-8.27	35.55	-5.11	2.71	-3.83	-8.35	22.13
320	-0.07	1.20	-2.57	-8.76	23.79	2.61	0.85	-3.62	-8.29	35.86	-5.04	2.67	-3.93	-8.29	22.32
321	0.07	1.17	-2.59	-8.69	23.86	2.69	0.85	-3.60	-8.31	36.15	-4.96	2.62	-4.03	-8.23	22.51
322	0.21	1.13	-2.62	-8.63	23.94	2.76	0.86	-3.58	-8.34	36.41	-4.87	2.57	-4.12	-8.17	22.72
323	0.36	1.10	-2.65	-8.56	24.01	2.82	0.86	-3.55	-8.37	36.64	-4.77	2.52	-4.21	-8.10	22.93
324	0.52	1.08	-2.67	-8.49	24.08	2.87	0.87	-3.52	-8.40	36.83	-4.66	2.47	-4.29	-8.03	23.14
325	0.67	1.05	-2.70	-8.42	24.14	2.92	0.88	-3.48	-8.43	36.98	-4.54	2.42	-4.37	-7.97	23.36
326	0.83	1.03	-2.73	-8.36	24.20	2.97	0.88	-3.44	-8.47	37.09	-4.41	2.37	-4.45	-7.91	23.58
