	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\DL 3.c3d
267	53.20	-2.71	1.96	55.20	-0.96	0.46	-10.00	-11.86	78.76	71.77	58.73	-2.93	1.76	62.07	-1.99	0.95	-9.29	-13.68	80.88	74.96	30.72	-0.48	2.02	31.68	1.65	0.60	-10.76	-8.21	72.81	65.54
268	52.52	-2.65	1.97	54.54	-0.88	0.47	-10.02	-11.76	78.53	71.56	58.06	-2.89	1.81	61.43	-1.92	0.95	-9.26	-13.63	80.67	74.76	30.12	-0.45	1.96	31.10	1.67	0.59	-10.72	-8.14	72.60	65.34
269	51.84	-2.60	1.99	53.87	-0.79	0.48	-10.03	-11.66	78.30	71.35	57.39	-2.85	1.86	60.79	-1.85	0.95	-9.23	-13.58	80.45	74.57	29.51	-0.42	1.90	30.52	1.69	0.59	-10.68	-8.07	72.38	65.15
270	51.15	-2.54	2.00	53.21	-0.70	0.49	-10.05	-11.56	78.07	71.14	56.71	-2.82	1.91	60.14	-1.77	0.95	-9.20	-13.52	80.23	74.37	28.91	-0.39	1.84	29.95	1.70	0.58	-10.65	-8.00	72.17	64.97
271	50.46	-2.48	2.02	52.54	-0.61	0.50	-10.06	-11.46	77.83	70.92	56.03	-2.78	1.97	59.50	-1.70	0.96	-9.16	-13.47	80.00	74.17	28.32	-0.36	1.78	29.38	1.72	0.57	-10.62	-7.93	71.96	64.78
272	49.77	-2.43	2.03	51.87	-0.52	0.50	-10.08	-11.36	77.60	70.71	55.34	-2.74	2.02	58.84	-1.63	0.96	-9.13	-13.42	79.77	73.97	27.74	-0.33	1.72	28.83	1.73	0.57	-10.59	-7.86	71.75	64.59
273	49.07	-2.37	2.04	51.20	-0.43	0.51	-10.10	-11.26	77.36	70.49	54.65	-2.70	2.06	58.19	-1.56	0.97	-9.10	-13.36	79.54	73.77	27.16	-0.29	1.66	28.27	1.74	0.56	-10.56	-7.79	71.54	64.41
274	48.38	-2.31	2.06	50.53	-0.34	0.51	-10.11	-11.16	77.11	70.26	53.96	-2.66	2.11	57.53	-1.49	0.97	-9.08	-13.30	79.30	73.57	26.58	-0.27	1.60	27.73	1.75	0.55	-10.54	-7.72	71.34	64.23
275	47.68	-2.25	2.07	49.86	-0.26	0.52	-10.12	-11.05	76.87	70.04	53.26	-2.61	2.15	56.87	-1.42	0.98	-9.05	-13.24	79.06	73.36	26.02	-0.24	1.55	27.19	1.76	0.54	-10.51	-7.64	71.14	64.05
276	46.98	-2.19	2.09	49.19	-0.18	0.53	-10.14	-10.95	76.62	69.81	52.56	-2.57	2.19	56.20	-1.34	0.98	-9.02	-13.18	78.82	73.16	25.45	-0.21	1.49	26.66	1.77	0.53	-10.49	-7.57	70.94	63.87
277	46.27	-2.13	2.10	48.52	-0.11	0.53	-10.15	-10.85	76.37	69.58	51.86	-2.52	2.22	55.53	-1.27	0.99	-9.00	-13.12	78.58	72.95	24.90	-0.18	1.44	26.14	1.78	0.52	-10.47	-7.50	70.74	63.70
278	45.57	-2.07	2.11	47.85	-0.04	0.55	-10.16	-10.75	76.13	69.35	51.15	-2.46	2.25	54.86	-1.20	1.00	-8.98	-13.06	78.33	72.74	24.36	-0.16	1.38	25.63	1.78	0.50	-10.45	-7.42	70.54	63.53
279	44.87	-2.01	2.12	47.18	0.03	0.56	-10.18	-10.65	75.88	69.11	50.44	-2.41	2.27	54.19	-1.12	1.01	-8.96	-12.99	78.07	72.53	23.82	-0.14	1.33	25.12	1.78	0.49	-10.43	-7.34	70.35	63.35
280	44.17	-1.95	2.12	46.51	0.09	0.57	-10.19	-10.55	75.63	68.88	49.73	-2.35	2.29	53.51	-1.05	1.01	-8.94	-12.92	77.82	72.32	23.29	-0.12	1.28	24.63	1.79	0.47	-10.41	-7.26	70.16	63.18
281	43.47	-1.88	2.13	45.84	0.14	0.59	-10.20	-10.45	75.37	68.64	49.01	-2.29	2.30	52.83	-0.97	1.02	-8.92	-12.86	77.56	72.11	22.77	-0.10	1.22	24.14	1.79	0.45	-10.40	-7.19	69.98	63.02
282	42.77	-1.82	2.13	45.17	0.19	0.61	-10.21	-10.35	75.12	68.41	48.29	-2.22	2.31	52.15	-0.90	1.03	-8.91	-12.79	77.30	71.89	22.25	-0.09	1.17	23.66	1.79	0.43	-10.38	-7.11	69.80	62.85
283	42.07	-1.76	2.13	44.51	0.22	0.63	-10.22	-10.26	74.87	68.17	47.57	-2.16	2.31	51.46	-0.83	1.04	-8.90	-12.71	77.03	71.67	21.75	-0.08	1.12	23.19	1.78	0.40	-10.37	-7.03	69.62	62.69
284	41.37	-1.69	2.13	43.84	0.26	0.66	-10.22	-10.16	74.62	67.94	46.84	-2.09	2.31	50.78	-0.76	1.05	-8.89	-12.64	76.76	71.44	21.25	-0.07	1.07	22.73	1.78	0.38	-10.35	-6.95	69.44	62.54
285	40.67	-1.63	2.13	43.18	0.29	0.68	-10.23	-10.06	74.37	67.70	46.12	-2.02	2.30	50.09	-0.69	1.06	-8.89	-12.56	76.49	71.21	20.77	-0.06	1.02	22.28	1.78	0.35	-10.34	-6.87	69.27	62.38
286	39.97	-1.57	2.13	42.52	0.31	0.71	-10.24	-9.97	74.11	67.47	45.39	-1.95	2.29	49.39	-0.62	1.07	-8.88	-12.48	76.21	70.98	20.29	-0.06	0.97	21.84	1.77	0.32	-10.32	-6.80	69.11	62.23
287	39.27	-1.50	2.12	41.86	0.33	0.74	-10.24	-9.88	73.86	67.24	44.65	-1.88	2.27	48.70	-0.55	1.08	-8.88	-12.40	75.93	70.75	19.82	-0.06	0.93	21.41	1.77	0.28	-10.31	-6.72	68.94	62.09
288	38.58	-1.44	2.12	41.21	0.34	0.77	-10.24	-9.78	73.61	67.01	43.92	-1.81	2.26	48.00	-0.48	1.09	-8.89	-12.31	75.65	70.51	19.36	-0.06	0.88	20.99	1.76	0.25	-10.29	-6.64	68.78	61.94
289	37.88	-1.38	2.11	40.55	0.35	0.81	-10.24	-9.69	73.36	66.79	43.18	-1.74	2.24	47.30	-0.42	1.10	-9.26	-11.85	75.36	70.27	18.91	-0.07	0.83	20.58	1.76	0.21	-10.27	-6.57	68.63	61.80
290	37.19	-1.32	2.11	39.90	0.36	0.84	-10.24	-9.60	73.11	66.56	42.44	-1.68	2.22	46.60	-0.36	1.11	-9.23	-11.79	75.07	70.02	18.48	-0.08	0.79	20.18	1.75	0.17	-10.26	-6.49	68.47	61.67
291	36.50	-1.25	2.10	39.26	0.36	0.88	-10.24	-9.51	72.86	66.34	41.70	-1.61	2.20	45.90	-0.30	1.12	-9.20	-11.73	74.78	69.78	18.05	-0.09	0.74	19.78	1.74	0.13	-10.24	-6.42	68.32	61.54
292	35.81	-1.19	2.10	38.61	0.37	0.91	-10.23	-9.43	72.61	66.13	40.96	-1.55	2.18	45.20	-0.25	1.13	-9.18	-11.67	74.49	69.53	17.63	-0.10	0.70	19.40	1.74	0.09	-10.22	-6.35	68.18	61.41
293	35.12	-1.13	2.09	37.97	0.37	0.94	-10.22	-9.34	72.36	65.91	40.22	-1.48	2.15	44.50	-0.20	1.14	-9.16	-11.60	74.19	69.28	17.22	-0.11	0.66	19.03	1.73	0.05	-10.21	-6.27	68.03	61.29
294	34.43	-1.07	2.09	37.33	0.38	0.98	-10.21	-9.26	72.11	65.70	39.47	-1.42	2.13	43.79	-0.15	1.15	-9.15	-11.52	73.89	69.03	16.82	-0.13	0.62	18.66	1.72	0.00	-10.19	-6.20	67.89	61.17
295	33.75	-1.02	2.09	36.70	0.39	1.01	-10.20	-9.17	71.87	65.49	38.73	-1.36	2.10	43.08	-0.10	1.16	-9.14	-11.43	73.60	68.78	16.43	-0.15	0.58	18.30	1.71	-0.05	-10.17	-6.14	67.76	61.06
296	33.07	-0.96	2.08	36.07	0.40	1.04	-10.18	-9.09	71.62	65.28	37.99	-1.29	2.08	42.38	-0.05	1.17	-9.14	-11.34	73.30	68.53	16.05	-0.17	0.54	17.96	1.70	-0.09	-10.15	-6.07	67.62	60.95
297	32.39	-0.90	2.08	35.45	0.41	1.07	-10.17	-9.02	71.38	65.08	37.24	-1.23	2.05	41.67	-0.00	1.18	-9.14	-11.25	73.00	68.28	15.68	-0.19	0.50	17.62	1.68	-0.14	-10.13	-6.00	67.49	60.85
298	31.71	-0.85	2.07	34.83	0.42	1.09	-10.15	-8.94	71.14	64.87	36.50	-1.17	2.02	40.96	0.04	1.19	-9.15	-11.15	72.70	68.03	15.32	-0.21	0.46	17.29	1.67	-0.18	-10.11	-5.93	67.36	60.74
299	31.04	-0.79	2.07	34.21	0.44	1.11	-10.13	-8.87	70.90	64.67	35.76	-1.12	2.00	40.25	0.09	1.20	-9.16	-11.04	72.41	67.78	14.97	-0.24	0.43	16.97	1.66	-0.23	-10.09	-5.87	67.24	60.65
300	30.37	-0.74	2.06	33.60	0.46	1.13	-10.10	-8.79	70.66	64.46	35.01	-1.06	1.97	39.55	0.13	1.21	-9.18	-10.93	72.11	67.54	14.63	-0.27	0.40	16.66	1.64	-0.28	-10.07	-5.80	67.12	60.56
301	29.70	-0.69	2.06	33.00	0.48	1.15	-10.08	-8.72	70.42	64.26	34.27	-1.00	1.94	38.84	0.17	1.22	-9.19	-10.82	71.82	67.29	14.30	-0.30	0.37	16.36	1.63	-0.32	-10.04	-5.74	67.00	60.47
302	29.03	-0.64	2.05	32.40	0.50	1.16	-10.05	-8.65	70.18	64.06	33.53	-0.94	1.91	38.14	0.22	1.24	-9.22	-10.70	71.53	67.05	13.97	-0.33	0.34	16.06	1.61	-0.36	-10.02	-5.68	66.88	60.38
303	28.37	-0.59	2.04	31.81	0.52	1.17	-10.03	-8.59	69.95	63.87	32.80	-0.88	1.87	37.43	0.26	1.25	-9.24	-10.58	71.24	66.81	13.66	-0.37	0.31	15.78	1.59	-0.40	-10.00	-5.62	66.77	60.30
304	27.71	-0.54	2.03	31.23	0.55	1.18	-10.00	-8.52	69.71	63.67	32.06	-0.83	1.84	36.73	0.31	1.25	-9.27	-10.46	70.95	66.58	13.35	-0.41	0.29	15.50	1.58	-0.44	-9.97	-5.56	66.66	60.22
305	27.06	-0.49	2.01	30.65	0.57	1.19	-9.97	-8.45	69.48	63.48	31.33	-0.77	1.81	36.03	0.35	1.26	-9.30	-10.34	70.67	66.34	13.05	-0.44	0.27	15.23	1.56	-0.48	-9.95	-5.50	66.55	60.15
306	26.41	-0.45	2.00	30.08	0.60	1.19	-9.94	-8.39	69.24	63.28	30.60	-0.71	1.77	35.33	0.40	1.27	-9.33	-10.21	70.39	66.12	12.76	-0.49	0.25	14.97	1.54	-0.51	-9.92	-5.44	66.45	60.08
307	25.77	-0.41	1.98	29.52	0.63	1.19	-9.91	-8.32	69.01	63.09	29.88	-0.66	1.74	34.64	0.45	1.28	-9.37	-10.08	70.11	65.89	12.48	-0.53	0.24	14.72	1.52	-0.55	-9.89	-5.38	66.35	60.01
308	25.13	-0.37	1.96	28.96	0.66	1.18	-9.88	-8.25	68.78	62.90	29.16	-0.61	1.70	33.94	0.49	1.29	-9.40	-9.96	69.83	65.67	12.20	-0.57	0.23	14.48	1.49	-0.57	-9.87	-5.33	66.25	59.94
309	24.50	-0.33	1.94	28.42	0.68	1.17	-9.85	-8.19	68.55	62.72	28.44	-0.55	1.66	33.26	0.54	1.30	-9.44	-9.83	69.56	65.46	11.93	-0.62	0.22	14.24	1.47	-0.60	-9.84	-5.27	66.16	59.88
310	23.87	-0.30	1.91	27.88	0.71	1.16	-9.82	-8.12	68.32	62.54	27.72	-0.50	1.61	32.57	0.59	1.31	-9.47	-9.70	69.29	65.24	11.67	-0.66	0.21	14.01	1.45	-0.62	-9.81	-5.22	66.07	59.82
311	23.25	-0.27	1.89	27.35	0.74	1.15	-9.78	-8.05	68.09	62.35	27.02	-0.46	1.57	31.89	0.64	1.31	-9.51	-9.57	69.02	65.03	11.41	-0.71	0.21	13.79	1.42	-0.64	-9.78	-5.17	65.98	59.76
312	22.64	-0.24	1.86	26.82	0.77	1.13	-9.75	-7.99	67.87	62.18	26.31	-0.41	1.53	31.22	0.68	1.32	-9.54	-9.44	68.76	64.83	11.16	-0.76	0.20	13.57	1.40	-0.65	-9.74	-5.12	65.89	59.71
313	22.03	-0.21	1.82	26.31	0.80	1.10	-9.72	-7.92	67.64	62.00	25.61	-0.37	1.48	30.55	0.73	1.32	-9.58	-9.31	68.50	64.62	10.92	-0.81	0.20	13.36	1.37	-0.67	-9.71	-5.07	65.81	59.65
314	21.43	-0.19	1.79	25.80	0.84	1.08	-9.70	-7.85	67.42	61.83	24.92	-0.33	1.43	29.89	0.78	1.33	-9.61	-9.18	68.24	64.42	10.68	-0.86	0.20	13.16	1.35	-0.67	-9.68	-5.02	65.73	59.60
315	20.84	-0.17	1.76	25.30	0.87	1.05	-9.67	-7.78	67.20	61.66	24.23	-0.29	1.38	29.23	0.83	1.33	-9.64	-9.06	67.98	64.22	10.44	-0.91	0.21	12.96	1.32	-0.68	-9.64	-4.98	65.66	59.55
316	20.26	-0.15	1.72	24.81	0.90	1.01	-9.64	-7.71	66.99	61.50	23.55	-0.25	1.33	28.59	0.87	1.33	-9.67	-8.94	67.72	64.03	10.22	-0.96	0.21	12.77	1.29	-0.67	-9.61	-4.94	65.58	59.50
317	19.69	-0.14	1.69	24.33	0.93	0.98	-9.61	-7.64	66.78	61.34	22.87	-0.22	1.27	27.95	0.92	1.32	-9.70	-8.81	67.46	63.83	9.99	-1.00	0.22	12.59	1.27	-0.67	-9.57	-4.90	65.51	59.45
318	19.12	-0.13	1.65	23.85	0.96	0.94	-9.59	-7.57	66.57	61.18	22.20	-0.20	1.22	27.32	0.97	1.32	-9.73	-8.69	67.21	63.64	9.78	-1.05	0.22	12.41	1.24	-0.66	-9.53	-4.86	65.45	59.41
319	18.57	-0.12	1.62	23.39	0.99	0.89	-9.57	-7.50	66.36	61.03	21.53	-0.17	1.17	26.70	1.01	1.31	-9.75	-8.58	66.96	63.45	9.56	-1.10	0.23	12.23	1.21	-0.65	-9.50	-4.82	65.38	59.37
320	18.02	-0.12	1.58	22.93	1.02	0.85	-9.54	-7.42	66.16	60.88	20.87	-0.15	1.11	26.09	1.05	1.30	-9.77	-8.47	66.71	63.26	9.36	-1.14	0.24	12.07	1.19	-0.63	-9.46	-4.79	65.32	59.33
321	17.49	-0.12	1.55	22.48	1.05	0.80	-9.52	-7.35	65.97	60.73	20.22	-0.13	1.05	25.49	1.10	1.29	-9.78	-8.36	66.46	63.07	9.16	-1.19	0.25	11.90	1.16	-0.61	-9.42	-4.76	65.26	59.29
322	16.97	-0.12	1.51	22.04	1.07	0.75	-9.50	-7.27	65.78	60.59	19.58	-0.12	1.00	24.90	1.14	1.28	-9.79	-8.25	66.21	62.89	8.97	-1.23	0.26	11.75	1.13	-0.59	-9.38	-4.73	65.21	59.25
323	16.46	-0.12	1.48	21.61	1.10	0.70	-9.48	-7.20	65.59	60.46	18.94	-0.11	0.94	24.32	1.18	1.26	-9.80	-8.15	65.96	62.70	8.78	-1.27	0.27	11.60	1.11	-0.56	-9.35	-4.70	65.15	59.22
324	15.95	-0.13	1.45	21.19	1.12	0.65	-9.47	-7.12	65.41	60.32	18.32	-0.11	0.88	23.75	1.22	1.24	-9.80	-8.05	65.72	62.52	8.60	-1.31	0.28	11.45	1.08	-0.53	-9.31	-4.67	65.11	59.18
325	15.46	-0.13	1.41	20.78	1.14	0.60	-9.45	-7.04	65.24	60.19	17.70	-0.11	0.82	23.20	1.26	1.22	-9.80	-7.96	65.48	62.34	8.43	-1.34	0.29	11.31	1.06	-0.50	-9.27	-4.65	65.06	59.16
326	14.99	-0.14	1.38	20.38	1.16	0.55	-9.43	-6.96	65.07	60.07	17.09	-0.11	0.76	22.66	1.29	1.19	-9.80	-7.87	65.25	62.16	8.26	-1.38	0.31	11.17	1.03	-0.47	-9.24	-4.62	65.02	59.13
327	14.52	-0.16	1.35	19.98	1.17	0.50	-9.42	-6.89	64.90	59.94	16.49	-0.12	0.70	22.13	1.33	1.16	-9.79	-7.78	65.02	61.99	8.11	-1.41	0.32	11.04	1.01	-0.44	-9.20	-4.60	64.98	59.11
328	14.06	-0.17	1.33	19.60	1.19	0.46	-9.41	-6.81	64.74	59.82	15.90	-0.13	0.64	21.61	1.36	1.13	-9.78	-7.69	64.79	61.81	7.96	-1.44	0.33	10.92	0.99	-0.40	-9.17	-4.58	64.95	59.09
329	13.62	-0.19	1.30	19.22	1.20	0.41	-9.39	-6.73	64.58	59.71	15.32	-0.15	0.58	21.11	1.39	1.09	-9.76	-7.61	64.58	61.65	7.82	-1.47	0.35	10.80	0.97	-0.37	-9.14	-4.57	64.92	59.07
330	13.18	-0.21	1.27	18.86	1.21	0.37	-9.38	-6.65	64.42	59.60	14.76	-0.17	0.52	20.62	1.42	1.06	-9.74	-7.53	64.36	61.48	7.69	-1.49	0.37	10.69	0.95	-0.33	-9.11	-4.55	64.89	59.06
331	12.76	-0.22	1.25	18.50	1.22	0.32	-9.36	-6.58	64.27	59.49	14.20	-0.19	0.46	20.15	1.44	1.01	-9.72	-7.46	64.16	61.32	7.56	-1.52	0.38	10.58	0.94	-0.30	-9.08	-4.54	64.88	59.05
332	12.35	-0.25	1.22	18.16	1.22	0.28	-9.35	-6.50	64.13	59.39	13.66	-0.22	0.40	19.69	1.47	0.97	-9.70	-7.38	63.96	61.17	7.45	-1.54	0.40	10.49	0.92	-0.27	-9.05	-4.53	64.86	59.04
333	11.95	-0.27	1.20	17.82	1.23	0.24	-9.34	-6.43	63.98	59.28	13.13	-0.26	0.34	19.25	1.49	0.92	-9.67	-7.31	63.77	61.02	7.35	-1.56	0.41	10.39	0.91	-0.24	-9.02	-4.52	64.85	59.05
334	11.57	-0.29	1.18	17.50	1.23	0.21	-9.33	-6.35	63.84	59.19	12.61	-0.29	0.27	18.82	1.50	0.87	-9.64	-7.24	63.59	60.88	7.25	-1.58	0.43	10.31	0.90	-0.21	-9.00	-4.51	64.85	59.05
335	11.19	-0.32	1.15	17.18	1.23	0.17	-9.32	-6.28	63.71	59.09	12.11	-0.33	0.21	18.41	1.52	0.81	-9.61	-7.17	63.41	60.74	7.17	-1.59	0.45	10.23	0.90	-0.18	-8.97	-4.50	64.86	59.06
336	10.83	-0.34	1.13	16.88	1.23	0.14	-9.30	-6.21	63.58	59.00	11.62	-0.38	0.15	18.01	1.53	0.76	-9.58	-7.10	63.25	60.61	7.09	-1.61	0.46	10.16	0.89	-0.16	-8.95	-4.50	64.86	59.08
337	10.48	-0.37	1.11	16.59	1.23	0.11	-9.29	-6.14	63.45	58.92	11.15	-0.43	0.09	17.63	1.53	0.70	-9.55	-7.03	63.08	60.49	7.02	-1.62	0.47	10.09	0.89	-0.14	-8.93	-4.50	64.88	59.10
338	10.14	-0.39	1.09	16.30	1.23	0.08	-9.28	-6.07	63.33	58.84	10.69	-0.48	0.04	17.26	1.53	0.64	-9.51	-6.96	62.93	60.37	6.95	-1.63	0.49	10.03	0.88	-0.13	-8.91	-4.49	64.90	59.12
339	9.81	-0.42	1.06	16.03	1.22	0.05	-9.27	-6.01	63.21	58.76	10.25	-0.53	-0.02	16.90	1.53	0.58	-9.48	-6.89	62.78	60.26	6.90	-1.64	0.50	9.97	0.88	-0.11	-8.89	-4.49	64.92	59.15
340	9.50	-0.45	1.04	15.78	1.22	0.03	-9.27	-5.94	63.10	58.69	9.82	-0.58	-0.07	16.56	1.53	0.52	-9.45	-6.82	62.64	60.15	6.84	-1.65	0.51	9.92	0.88	-0.10	-8.87	-4.50	64.95	59.19
341	9.20	-0.48	1.02	15.53	1.21	0.01	-9.26	-5.88	62.99	58.62	9.40	-0.64	-0.13	16.24	1.52	0.45	-9.41	-6.75	62.50	60.05	6.80	-1.66	0.52	9.88	0.88	-0.09	-8.86	-4.50	64.98	59.22
342	8.92	-0.51	1.01	15.30	1.21	-0.02	-9.25	-5.81	62.90	58.57	9.01	-0.70	-0.18	15.93	1.51	0.39	-9.38	-6.68	62.37	59.95	6.75	-1.67	0.54	9.83	0.88	-0.09	-8.84	-4.50	65.01	59.26
343	8.65	-0.54	0.99	15.08	1.20	-0.04	-9.25	-5.75	62.80	58.51	8.62	-0.76	-0.22	15.63	1.49	0.33	-9.35	-6.61	62.25	59.86	6.70	-1.68	0.55	9.78	0.89	-0.08	-8.83	-4.50	65.03	59.29
344	8.40	-0.56	0.97	14.87	1.19	-0.06	-9.24	-5.69	62.72	58.46	8.25	-0.81	-0.27	15.34	1.47	0.27	-9.32	-6.54	62.13	59.78										
345	8.16	-0.59	0.96	14.68	1.19	-0.07	-9.24	-5.64	62.64	58.42	7.90	-0.87	-0.31	15.07	1.45	0.21	-9.29	-6.47	62.02	59.70										
346	7.93	-0.62	0.94	14.50	1.18	-0.09	-9.23	-5.58	62.57	58.39	7.57	-0.93	-0.34	14.81	1.43	0.16	-9.27	-6.40	61.91	59.62										
347	7.72	-0.64	0.93	14.33	1.17	-0.11	-9.23	-5.53	62.51	58.36	7.24	-0.98	-0.38	14.57	1.41	0.10	-9.24	-6.32	61.80	59.55										
348	7.53	-0.67	0.92	14.18	1.17	-0.12	-9.23	-5.48	62.46	58.34	6.94	-1.04	-0.41	14.33	1.38	0.05	-9.22	-6.25	61.70	59.49										
349	7.36	-0.69	0.91	14.04	1.16	-0.14	-9.22	-5.44	62.42	58.32	6.64	-1.09	-0.43	14.11	1.35	-0.00	-9.21	-6.17	61.61	59.43										
350	7.19	-0.71	0.90	13.91	1.16	-0.15	-9.22	-5.40	62.38	58.32	6.37	-1.14	-0.46	13.90	1.32	-0.05	-9.19	-6.10	61.52	59.37										
351	7.05	-0.73	0.89	13.80	1.15	-0.16	-9.22	-5.36	62.35	58.31	6.10	-1.19	-0.48	13.70	1.29	-0.10	-9.18	-6.02	61.43	59.32										
352	6.92	-0.75	0.89	13.69	1.15	-0.17	-9.22	-5.32	62.34	58.32	5.85	-1.24	-0.49	13.52	1.25	-0.14	-9.17	-5.94	61.35	59.27										
353	6.80	-0.76	0.88	13.61	1.15	-0.18	-9.22	-5.29	62.32	58.33	5.62	-1.28	-0.51	13.34	1.22	-0.18	-9.16	-5.86	61.27	59.22										
354	6.70	-0.78	0.88	13.53	1.14	-0.19	-9.22	-5.26	62.32	58.34	5.40	-1.32	-0.52	13.17	1.18	-0.21	-9.16	-5.78	61.20	59.18										
355	6.60	-0.79	0.88	13.46	1.14	-0.20	-9.22	-5.23	62.32	58.36	5.19	-1.36	-0.53	13.01	1.15	-0.24	-9.16	-5.70	61.13	59.14										
356	6.52	-0.80	0.88	13.39	1.14	-0.21	-9.22	-5.20	62.33	58.39	4.99	-1.40	-0.53	12.86	1.11	-0.27	-9.16	-5.62	61.07	59.11										
357	6.44	-0.81	0.87	13.34	1.14	-0.22	-9.22	-5.18	62.34	58.41	4.80	-1.43	-0.54	12.72	1.07	-0.30	-9.17	-5.55	61.01	59.08										
358	6.37	-0.82	0.87	13.28	1.14	-0.22	-9.23	-5.15	62.35	58.44	4.63	-1.46	-0.54	12.59	1.04	-0.32	-9.17	-5.47	60.96	59.05										
359	6.29	-0.82	0.87	13.23	1.14	-0.23	-9.23	-5.13	62.36	58.47	4.47	-1.49	-0.54	12.46	1.00	-0.33	-9.18	-5.39	60.91	59.02										
360											4.31	-1.52	-0.54	12.35	0.97	-0.34	-9.20	-5.32	60.86	59.00										
361											4.17	-1.55	-0.53	12.23	0.93	-0.35	-9.21	-5.24	60.83	58.97										
362											4.04	-1.57	-0.53	12.13	0.90	-0.36	-9.22	-5.17	60.79	58.96										
363											3.91	-1.59	-0.52	12.03	0.87	-0.36	-9.24	-5.10	60.76	58.94										
364											3.79	-1.61	-0.51	11.94	0.84	-0.35	-9.26	-5.03	60.74	58.92										
365											3.68	-1.63	-0.50	11.85	0.81	-0.35	-9.27	-4.96	60.72	58.91										
366											3.58	-1.64	-0.49	11.76	0.78	-0.34	-9.29	-4.90	60.70	58.90										
367											3.48	-1.66	-0.47	11.69	0.75	-0.33	-9.31	-4.84	60.69	58.89										
368											3.39	-1.67	-0.46	11.61	0.72	-0.31	-9.33	-4.78	60.68	58.89										
369											3.30	-1.68	-0.45	11.54	0.70	-0.29	-9.35	-4.73	60.68	58.88										
370											3.22	-1.69	-0.43	11.48	0.68	-0.27	-9.37	-4.68	60.68	58.88										
371											3.15	-1.70	-0.42	11.41	0.66	-0.25	-9.39	-4.63	60.68	58.88										
372											3.08	-1.70	-0.40	11.36	0.64	-0.23	-9.40	-4.59	60.69	58.88										
373											3.01	-1.71	-0.39	11.30	0.62	-0.21	-9.42	-4.55	60.70	58.88										
374											2.95	-1.71	-0.37	11.25	0.60	-0.18	-9.44	-4.52	60.72	58.89										
375											2.90	-1.71	-0.35	11.21	0.59	-0.16	-9.45	-4.49	60.74	58.90										
376											2.84	-1.71	-0.34	11.16	0.57	-0.14	-9.46	-4.46	60.76	58.92										
377											2.79	-1.71	-0.32	11.12	0.56	-0.11	-9.47	-4.44	60.79	58.93										
378											2.75	-1.71	-0.31	11.09	0.55	-0.09	-9.48	-4.42	60.81	58.95										
379											2.71	-1.71	-0.29	11.06	0.54	-0.07	-9.49	-4.40	60.85	58.98										
380											2.67	-1.71	-0.28	11.03	0.53	-0.04	-9.49	-4.39	60.88	59.00										
381											2.64	-1.71	-0.27	11.00	0.52	-0.02	-9.49	-4.38	60.91	59.03										
