	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d
301	-3.44	0.37	-2.41	-6.68	3.72	-2.83	-4.10	-3.05	44.08	31.82	-5.58	0.53	-4.62	-6.73	3.89	-5.04	-6.27	-1.89	45.80	24.54	-4.46	0.45	-2.90	-5.65	3.04	-3.18	-3.73	-6.11	49.38	29.22
302	-3.41	0.35	-2.44	-6.62	3.69	-2.86	-4.13	-3.10	44.14	31.73	-5.59	0.56	-4.68	-6.72	3.87	-5.02	-6.23	-1.95	45.79	24.69	-4.38	0.42	-2.92	-5.61	3.02	-3.24	-3.75	-6.17	49.46	29.31
303	-3.38	0.33	-2.47	-6.57	3.66	-2.88	-4.16	-3.15	44.22	31.66	-5.61	0.58	-4.75	-6.71	3.85	-5.01	-6.20	-2.02	45.79	24.83	-4.29	0.38	-2.92	-5.57	3.00	-3.30	-3.77	-6.22	49.53	29.40
304	-3.36	0.32	-2.51	-6.51	3.63	-2.91	-4.19	-3.20	44.31	31.60	-5.63	0.61	-4.82	-6.71	3.82	-4.99	-6.17	-2.08	45.80	24.98	-4.20	0.35	-2.92	-5.52	2.98	-3.36	-3.80	-6.27	49.59	29.50
305	-3.33	0.30	-2.54	-6.46	3.60	-2.93	-4.22	-3.26	44.41	31.54	-5.65	0.64	-4.89	-6.70	3.80	-4.97	-6.14	-2.14	45.83	25.13	-4.11	0.31	-2.92	-5.47	2.96	-3.41	-3.82	-6.31	49.63	29.61
306	-3.31	0.29	-2.58	-6.40	3.58	-2.96	-4.25	-3.31	44.52	31.49	-5.67	0.67	-4.96	-6.70	3.78	-4.95	-6.11	-2.20	45.87	25.28	-4.01	0.27	-2.91	-5.42	2.94	-3.47	-3.85	-6.35	49.67	29.72
307	-3.30	0.27	-2.62	-6.34	3.55	-2.98	-4.29	-3.36	44.63	31.45	-5.70	0.70	-5.03	-6.70	3.76	-4.93	-6.08	-2.26	45.93	25.42	-3.91	0.23	-2.89	-5.36	2.92	-3.53	-3.89	-6.39	49.69	29.84
308	-3.28	0.26	-2.65	-6.29	3.52	-3.01	-4.32	-3.42	44.75	31.42	-5.72	0.73	-5.09	-6.70	3.74	-4.91	-6.05	-2.32	46.01	25.56	-3.80	0.19	-2.87	-5.29	2.90	-3.58	-3.93	-6.43	49.70	29.98
309	-3.27	0.24	-2.69	-6.23	3.49	-3.04	-4.35	-3.47	44.87	31.40	-5.74	0.75	-5.14	-6.71	3.73	-4.89	-6.02	-2.39	46.10	25.70	-3.69	0.15	-2.85	-5.23	2.88	-3.63	-3.97	-6.46	49.70	30.12
310	-3.26	0.23	-2.72	-6.18	3.46	-3.07	-4.39	-3.53	44.99	31.39	-5.76	0.77	-5.18	-6.72	3.71	-4.87	-5.99	-2.45	46.21	25.83	-3.57	0.11	-2.83	-5.15	2.86	-3.67	-4.01	-6.49	49.69	30.28
311	-3.26	0.22	-2.76	-6.12	3.44	-3.10	-4.42	-3.58	45.11	31.39	-5.77	0.79	-5.22	-6.73	3.70	-4.85	-5.96	-2.51	46.33	25.96	-3.45	0.07	-2.80	-5.07	2.84	-3.71	-4.06	-6.51	49.66	30.45
312	-3.25	0.20	-2.79	-6.07	3.41	-3.13	-4.46	-3.63	45.22	31.40	-5.79	0.81	-5.24	-6.74	3.69	-4.82	-5.93	-2.57	46.46	26.08	-3.32	0.03	-2.78	-4.99	2.82	-3.75	-4.10	-6.54	49.62	30.62
313	-3.24	0.19	-2.82	-6.01	3.38	-3.16	-4.50	-3.68	45.33	31.41	-5.79	0.82	-5.25	-6.75	3.68	-4.80	-5.91	-2.64	46.59	26.20	-3.19	-0.00	-2.76	-4.90	2.80	-3.79	-4.15	-6.56	49.58	30.81
314	-3.24	0.17	-2.86	-5.95	3.35	-3.20	-4.54	-3.74	45.43	31.44	-5.80	0.82	-5.24	-6.76	3.67	-4.78	-5.88	-2.70	46.74	26.32	-3.05	-0.04	-2.73	-4.80	2.77	-3.82	-4.20	-6.58	49.52	31.01
315	-3.23	0.16	-2.89	-5.90	3.32	-3.24	-4.58	-3.79	45.52	31.46	-5.79	0.82	-5.23	-6.77	3.67	-4.76	-5.86	-2.76	46.88	26.43	-2.91	-0.08	-2.72	-4.70	2.75	-3.85	-4.26	-6.60	49.45	31.22
316	-3.22	0.14	-2.92	-5.84	3.29	-3.27	-4.63	-3.83	45.60	31.50	-5.79	0.82	-5.20	-6.78	3.66	-4.75	-5.84	-2.82	47.03	26.54	-2.77	-0.12	-2.70	-4.60	2.73	-3.87	-4.31	-6.62	49.37	31.44
317	-3.21	0.12	-2.95	-5.78	3.26	-3.31	-4.68	-3.88	45.67	31.54	-5.77	0.81	-5.16	-6.79	3.65	-4.73	-5.82	-2.88	47.17	26.65	-2.62	-0.16	-2.69	-4.49	2.70	-3.90	-4.36	-6.63	49.29	31.65
318	-3.20	0.11	-2.98	-5.72	3.23	-3.35	-4.72	-3.93	45.73	31.58	-5.75	0.80	-5.11	-6.80	3.65	-4.72	-5.80	-2.93	47.31	26.76	-2.47	-0.19	-2.68	-4.38	2.68	-3.92	-4.42	-6.65	49.20	31.88
319	-3.19	0.09	-3.01	-5.66	3.19	-3.39	-4.77	-3.98	45.77	31.63	-5.73	0.78	-5.06	-6.81	3.65	-4.70	-5.78	-2.98	47.45	26.86	-2.31	-0.23	-2.67	-4.27	2.65	-3.95	-4.48	-6.66	49.10	32.10
320	-3.17	0.07	-3.04	-5.60	3.16	-3.43	-4.83	-4.03	45.80	31.68	-5.70	0.75	-4.99	-6.81	3.64	-4.69	-5.78	-3.03	47.57	26.96	-2.15	-0.26	-2.67	-4.15	2.63	-3.97	-4.53	-6.68	49.00	32.32
321	-3.14	0.05	-3.07	-5.53	3.13	-3.47	-4.88	-4.08	45.81	31.72	-5.66	0.72	-4.91	-6.81	3.64	-4.69	-5.77	-3.08	47.68	27.07	-1.99	-0.30	-2.67	-4.03	2.60	-4.00	-4.59	-6.69	48.90	32.54
322	-3.11	0.03	-3.10	-5.46	3.10	-3.51	-4.93	-4.12	45.81	31.77	-5.61	0.69	-4.83	-6.81	3.63	-4.68	-5.77	-3.12	47.78	27.17	-1.82	-0.33	-2.67	-3.91	2.58	-4.03	-4.65	-6.70	48.80	32.75
323	-3.08	0.01	-3.13	-5.39	3.07	-3.55	-4.99	-4.17	45.80	31.82	-5.56	0.66	-4.74	-6.80	3.63	-4.67	-5.77	-3.16	47.86	27.27	-1.65	-0.36	-2.68	-3.78	2.55	-4.06	-4.71	-6.71	48.69	32.96
324	-3.04	-0.01	-3.15	-5.32	3.03	-3.59	-5.05	-4.22	45.77	31.87	-5.51	0.62	-4.65	-6.80	3.62	-4.66	-5.78	-3.19	47.93	27.37	-1.48	-0.39	-2.68	-3.66	2.52	-4.09	-4.77	-6.72	48.59	33.16
325	-2.99	-0.04	-3.18	-5.25	3.00	-3.63	-5.11	-4.28	45.73	31.91	-5.45	0.57	-4.55	-6.79	3.61	-4.66	-5.79	-3.23	47.97	27.47	-1.30	-0.42	-2.70	-3.53	2.49	-4.12	-4.83	-6.73	48.49	33.34
326	-2.94	-0.06	-3.20	-5.17	2.97	-3.67	-5.17	-4.33	45.68	31.94	-5.39	0.53	-4.45	-6.78	3.60	-4.65	-5.80	-3.26	48.00	27.58	-1.12	-0.45	-2.71	-3.39	2.47	-4.16	-4.89	-6.73	48.39	33.52
327	-2.88	-0.09	-3.23	-5.09	2.93	-3.70	-5.23	-4.38	45.62	31.98	-5.32	0.48	-4.35	-6.76	3.59	-4.64	-5.82	-3.28	48.01	27.68	-0.95	-0.48	-2.72	-3.26	2.44	-4.20	-4.96	-6.74	48.29	33.68
328	-2.82	-0.11	-3.25	-5.01	2.90	-3.73	-5.29	-4.44	45.54	32.00	-5.24	0.43	-4.25	-6.75	3.58	-4.63	-5.84	-3.31	48.01	27.78	-0.77	-0.51	-2.74	-3.12	2.41	-4.24	-5.02	-6.74	48.20	33.83
329	-2.75	-0.14	-3.27	-4.92	2.86	-3.77	-5.35	-4.50	45.47	32.03	-5.17	0.38	-4.15	-6.73	3.57	-4.62	-5.86	-3.34	47.98	27.89	-0.59	-0.54	-2.75	-2.98	2.38	-4.29	-5.09	-6.75	48.12	33.96
330	-2.67	-0.17	-3.28	-4.83	2.83	-3.79	-5.41	-4.56	45.38	32.04	-5.09	0.33	-4.05	-6.71	3.56	-4.61	-5.88	-3.36	47.94	27.99	-0.41	-0.57	-2.77	-2.84	2.35	-4.33	-5.16	-6.75	48.04	34.08
331	-2.58	-0.19	-3.30	-4.74	2.79	-3.82	-5.47	-4.62	45.29	32.05	-5.01	0.28	-3.95	-6.69	3.55	-4.60	-5.91	-3.38	47.88	28.10	-0.22	-0.60	-2.78	-2.69	2.31	-4.38	-5.22	-6.75	47.96	34.18
332	-2.49	-0.22	-3.32	-4.65	2.75	-3.84	-5.53	-4.69	45.21	32.05	-4.93	0.23	-3.86	-6.67	3.53	-4.59	-5.93	-3.41	47.80	28.21	-0.04	-0.63	-2.79	-2.53	2.28	-4.44	-5.30	-6.75	47.90	34.27
333	-2.39	-0.25	-3.33	-4.55	2.71	-3.87	-5.59	-4.75	45.12	32.05	-4.85	0.19	-3.77	-6.65	3.52	-4.57	-5.96	-3.43	47.71	28.32	0.14	-0.66	-2.80	-2.38	2.25	-4.49	-5.37	-6.75	47.84	34.34
334	-2.28	-0.27	-3.34	-4.45	2.67	-3.89	-5.64	-4.82	45.03	32.04	-4.76	0.14	-3.69	-6.62	3.50	-4.56	-5.99	-3.45	47.61	28.44	0.32	-0.70	-2.81	-2.22	2.22	-4.54	-5.44	-6.75	47.78	34.40
335	-2.17	-0.30	-3.35	-4.34	2.63	-3.90	-5.70	-4.89	44.95	32.03	-4.68	0.09	-3.61	-6.60	3.49	-4.54	-6.02	-3.48	47.50	28.56	0.50	-0.73	-2.82	-2.05	2.18	-4.60	-5.51	-6.74	47.74	34.44
336	-2.05	-0.33	-3.36	-4.24	2.58	-3.92	-5.76	-4.97	44.88	32.02	-4.60	0.05	-3.54	-6.57	3.47	-4.53	-6.05	-3.50	47.39	28.68	0.68	-0.76	-2.82	-1.88	2.15	-4.66	-5.59	-6.74	47.70	34.47
337	-1.93	-0.35	-3.37	-4.12	2.54	-3.93	-5.81	-5.05	44.81	32.00	-4.51	0.01	-3.48	-6.53	3.45	-4.51	-6.08	-3.52	47.26	28.81	0.86	-0.80	-2.83	-1.70	2.11	-4.71	-5.67	-6.74	47.66	34.49
338	-1.80	-0.38	-3.38	-4.00	2.49	-3.94	-5.87	-5.12	44.75	31.99	-4.43	-0.02	-3.42	-6.50	3.43	-4.50	-6.12	-3.54	47.14	28.95	1.04	-0.83	-2.82	-1.51	2.07	-4.77	-5.74	-6.74	47.63	34.50
339	-1.66	-0.41	-3.38	-3.88	2.45	-3.94	-5.92	-5.21	44.71	31.97	-4.35	-0.06	-3.37	-6.46	3.41	-4.48	-6.15	-3.57	47.01	29.08	1.22	-0.87	-2.82	-1.33	2.04	-4.82	-5.82	-6.73	47.60	34.49
340	-1.52	-0.43	-3.39	-3.75	2.40	-3.95	-5.97	-5.29	44.67	31.96	-4.27	-0.09	-3.32	-6.42	3.39	-4.47	-6.19	-3.59	46.88	29.23	1.40	-0.91	-2.81	-1.13	2.00	-4.87	-5.90	-6.73	47.57	34.48
341	-1.38	-0.46	-3.39	-3.62	2.35	-3.95	-6.02	-5.38	44.65	31.95	-4.19	-0.12	-3.28	-6.37	3.37	-4.46	-6.22	-3.61	46.76	29.37	1.58	-0.94	-2.80	-0.93	1.96	-4.92	-5.98	-6.73	47.55	34.46
342	-1.23	-0.48	-3.40	-3.48	2.30	-3.94	-6.06	-5.46	44.65	31.95	-4.11	-0.15	-3.25	-6.32	3.35	-4.45	-6.26	-3.63	46.64	29.52	1.76	-0.98	-2.79	-0.73	1.92	-4.97	-6.06	-6.73	47.52	34.44
343	-1.07	-0.51	-3.41	-3.34	2.25	-3.94	-6.11	-5.55	44.65	31.96	-4.03	-0.17	-3.23	-6.27	3.32	-4.45	-6.30	-3.65	46.52	29.67	1.94	-1.02	-2.78	-0.51	1.89	-5.01	-6.14	-6.72	47.49	34.41
344	-0.91	-0.53	-3.41	-3.18	2.20	-3.92	-6.16	-5.65	44.68	31.97	-3.95	-0.19	-3.20	-6.22	3.30	-4.45	-6.34	-3.67	46.41	29.82	2.12	-1.06	-2.76	-0.30	1.85	-5.05	-6.22	-6.72	47.45	34.38
345	-0.75	-0.56	-3.41	-3.03	2.15	-3.91	-6.20	-5.74	44.71	31.99	-3.87	-0.21	-3.18	-6.16	3.27	-4.45	-6.38	-3.70	46.31	29.97	2.30	-1.10	-2.75	-0.07	1.81	-5.08	-6.30	-6.72	47.41	34.35
346	-0.58	-0.59	-3.42	-2.86	2.09	-3.89	-6.24	-5.83	44.76	32.02	-3.80	-0.23	-3.17	-6.09	3.25	-4.46	-6.42	-3.71	46.22	30.12	2.48	-1.15	-2.73	0.16	1.77	-5.11	-6.38	-6.72	47.36	34.31
347	-0.40	-0.62	-3.42	-2.69	2.04	-3.87	-6.28	-5.93	44.83	32.06	-3.72	-0.25	-3.15	-6.03	3.23	-4.47	-6.47	-3.73	46.14	30.26	2.67	-1.19	-2.72	0.39	1.73	-5.13	-6.46	-6.72	47.30	34.28
348	-0.22	-0.65	-3.42	-2.50	1.98	-3.84	-6.32	-6.02	44.90	32.11	-3.64	-0.26	-3.14	-5.96	3.20	-4.48	-6.51	-3.75	46.06	30.41	2.86	-1.23	-2.70	0.64	1.70	-5.15	-6.54	-6.72	47.23	34.25
349	-0.03	-0.68	-3.41	-2.32	1.93	-3.81	-6.35	-6.12	44.99	32.17	-3.57	-0.27	-3.13	-5.88	3.18	-4.50	-6.56	-3.77	45.99	30.55	3.05	-1.27	-2.69	0.89	1.66	-5.17	-6.63	-6.72	47.14	34.23
350	0.17	-0.71	-3.41	-2.12	1.87	-3.78	-6.39	-6.21	45.08	32.24	-3.50	-0.29	-3.11	-5.80	3.15	-4.52	-6.61	-3.78	45.93	30.69	3.25	-1.32	-2.67	1.15	1.63	-5.18	-6.71	-6.72	47.03	34.20
351	0.37	-0.75	-3.40	-1.91	1.82	-3.74	-6.42	-6.31	45.19	32.32	-3.42	-0.30	-3.10	-5.72	3.13	-4.55	-6.66	-3.80	45.88	30.83	3.45	-1.36	-2.66	1.42	1.59	-5.19	-6.79	-6.73	46.90	34.18
352	0.58	-0.79	-3.38	-1.70	1.76	-3.70	-6.45	-6.41	45.29	32.40	-3.35	-0.32	-3.08	-5.63	3.11	-4.58	-6.71	-3.81	45.83	30.96	3.66	-1.40	-2.65	1.70	1.56	-5.19	-6.86	-6.73	46.76	34.17
353	0.80	-0.83	-3.36	-1.48	1.70	-3.65	-6.47	-6.51	45.41	32.50	-3.28	-0.33	-3.06	-5.54	3.09	-4.61	-6.77	-3.83	45.79	31.09	3.87	-1.44	-2.63	2.00	1.53	-5.19	-6.94	-6.73	46.59	34.16
354	1.03	-0.88	-3.34	-1.24	1.64	-3.60	-6.49	-6.61	45.52	32.61	-3.21	-0.35	-3.03	-5.45	3.06	-4.64	-6.82	-3.84	45.75	31.22	4.10	-1.49	-2.62	2.30	1.50	-5.19	-7.02	-6.74	46.39	34.16
355	1.27	-0.92	-3.31	-1.00	1.58	-3.54	-6.51	-6.71	45.64	32.72	-3.14	-0.37	-3.00	-5.35	3.04	-4.68	-6.87	-3.85	45.71	31.34	4.33	-1.53	-2.61	2.62	1.47	-5.18	-7.10	-6.75	46.18	34.16
356	1.51	-0.97	-3.27	-0.75	1.52	-3.48	-6.53	-6.81	45.75	32.84	-3.07	-0.40	-2.97	-5.24	3.03	-4.72	-6.93	-3.86	45.68	31.47	4.58	-1.57	-2.60	2.95	1.45	-5.18	-7.17	-6.76	45.94	34.16
357	1.77	-1.02	-3.22	-0.48	1.46	-3.42	-6.55	-6.91	45.86	32.96	-3.00	-0.42	-2.93	-5.13	3.01	-4.75	-6.98	-3.87	45.65	31.59	4.84	-1.61	-2.59	3.29	1.42	-5.17	-7.25	-6.77	45.69	34.17
358	2.04	-1.07	-3.17	-0.21	1.40	-3.35	-6.56	-7.01	45.97	33.09	-2.92	-0.45	-2.88	-5.01	2.99	-4.79	-7.03	-3.88	45.62	31.70	5.12	-1.65	-2.57	3.65	1.40	-5.17	-7.32	-6.79	45.41	34.18
359	2.32	-1.13	-3.11	0.08	1.34	-3.28	-6.57	-7.11	46.07	33.23	-2.85	-0.48	-2.82	-4.89	2.97	-4.83	-7.09	-3.90	45.59	31.82	5.41	-1.69	-2.55	4.03	1.38	-5.16	-7.39	-6.80	45.12	34.19
360	2.61	-1.18	-3.04	0.39	1.27	-3.20	-6.58	-7.20	46.15	33.37	-2.78	-0.52	-2.76	-4.76	2.95	-4.87	-7.14	-3.91	45.57	31.94	5.73	-1.73	-2.54	4.43	1.36	-5.15	-7.46	-6.82	44.83	34.20
361	2.92	-1.24	-2.96	0.70	1.21	-3.12	-6.58	-7.30	46.23	33.50	-2.70	-0.56	-2.69	-4.62	2.94	-4.90	-7.19	-3.92	45.54	32.05	6.07	-1.77	-2.51	4.84	1.34	-5.13	-7.52	-6.84	44.52	34.22
362	3.24	-1.29	-2.88	1.03	1.15	-3.04	-6.59	-7.40	46.29	33.64	-2.62	-0.60	-2.62	-4.47	2.92	-4.94	-7.24	-3.94	45.51	32.17	6.43	-1.81	-2.49	5.28	1.32	-5.12	-7.59	-6.87	44.22	34.24
363	3.58	-1.35	-2.79	1.38	1.08	-2.95	-6.59	-7.50	46.34	33.78	-2.53	-0.65	-2.54	-4.32	2.91	-4.97	-7.30	-3.95	45.48	32.29	6.82	-1.85	-2.45	5.73	1.30	-5.10	-7.65	-6.89	43.92	34.27
364	3.93	-1.41	-2.69	1.75	1.02	-2.86	-6.59	-7.59	46.37	33.92	-2.44	-0.70	-2.45	-4.16	2.89	-5.00	-7.35	-3.96	45.46	32.41	7.25	-1.88	-2.42	6.21	1.28	-5.07	-7.71	-6.92	43.64	34.31
365	4.30	-1.46	-2.59	2.13	0.96	-2.76	-6.59	-7.68	46.39	34.06	-2.34	-0.76	-2.36	-4.00	2.87	-5.03	-7.40	-3.98	45.43	32.53	7.71	-1.92	-2.37	6.71	1.26	-5.04	-7.77	-6.95	43.37	34.36
366	4.68	-1.52	-2.47	2.53	0.89	-2.66	-6.60	-7.77	46.40	34.19	-2.24	-0.82	-2.26	-3.82	2.86	-5.05	-7.45	-3.99	45.40	32.65	8.20	-1.95	-2.32	7.24	1.24	-5.00	-7.82	-6.99	43.14	34.42
367	5.09	-1.57	-2.35	2.95	0.83	-2.55	-6.60	-7.86	46.39	34.31	-2.13	-0.88	-2.16	-3.63	2.84	-5.07	-7.51	-4.01	45.38	32.77	8.74	-1.97	-2.26	7.80	1.22	-4.96	-7.87	-7.02	42.94	34.50
368	5.52	-1.62	-2.23	3.39	0.76	-2.44	-6.61	-7.95	46.37	34.44	-2.01	-0.94	-2.05	-3.44	2.82	-5.08	-7.56	-4.02	45.35	32.89	9.32	-2.00	-2.20	8.38	1.20	-4.90	-7.92	-7.06	42.79	34.60
369	5.97	-1.66	-2.10	3.86	0.70	-2.32	-6.62	-8.04	46.35	34.55	-1.88	-1.01	-1.94	-3.24	2.81	-5.09	-7.62	-4.03	45.33	33.02	9.94	-2.02	-2.12	9.00	1.17	-4.83	-7.97	-7.10	42.69	34.74
370	6.44	-1.71	-1.96	4.34	0.63	-2.20	-6.63	-8.12	46.32	34.67	-1.74	-1.08	-1.83	-3.02	2.79	-5.10	-7.68	-4.04	45.31	33.15	10.62	-2.04	-2.04	9.65	1.15	-4.74	-8.01	-7.15	42.65	34.91
371	6.94	-1.75	-1.82	4.85	0.57	-2.07	-6.65	-8.20	46.29	34.78	-1.59	-1.15	-1.71	-2.80	2.77	-5.10	-7.74	-4.06	45.28	33.27	11.34	-2.05	-1.96	10.34	1.11	-4.65	-8.05	-7.19	42.68	35.13
372	7.48	-1.78	-1.68	5.39	0.50	-1.93	-6.67	-8.27	46.26	34.89	-1.42	-1.22	-1.59	-2.56	2.74	-5.09	-7.80	-4.07	45.26	33.40	12.12	-2.06	-1.86	11.06	1.08	-4.53	-8.08	-7.24	42.79	35.40
373	8.04	-1.81	-1.53	5.95	0.44	-1.79	-6.70	-8.34	46.25	35.00	-1.24	-1.29	-1.47	-2.31	2.72	-5.08	-7.86	-4.08	45.24	33.54	12.96	-2.06	-1.76	11.83	1.04	-4.41	-8.11	-7.29	42.98	35.72
374	8.64	-1.84	-1.38	6.54	0.37	-1.65	-6.74	-8.41	46.25	35.13	-1.05	-1.37	-1.35	-2.05	2.70	-5.06	-7.92	-4.09	45.22	33.67	13.85	-2.06	-1.66	12.64	1.00	-4.27	-8.14	-7.34	43.27	36.12
375	9.28	-1.86	-1.23	7.16	0.30	-1.50	-6.78	-8.47	46.27	35.27	-0.85	-1.44	-1.23	-1.77	2.67	-5.03	-7.99	-4.10	45.20	33.80	14.81	-2.05	-1.55	13.50	0.95	-4.12	-8.16	-7.40	43.65	36.59
376	9.95	-1.88	-1.08	7.81	0.23	-1.34	-6.83	-8.53	46.33	35.43	-0.62	-1.51	-1.11	-1.47	2.65	-5.00	-8.06	-4.11	45.18	33.94	15.82	-2.04	-1.44	14.42	0.90	-3.95	-8.17	-7.45	44.15	37.14
377	10.67	-1.89	-0.92	8.49	0.15	-1.18	-6.88	-8.58	46.42	35.62	-0.38	-1.59	-0.98	-1.16	2.62	-4.95	-8.13	-4.12	45.17	34.08	16.90	-2.02	-1.32	15.39	0.84	-3.77	-8.17	-7.51	44.76	37.79
378	11.43	-1.90	-0.77	9.21	0.07	-1.01	-6.94	-8.63	46.56	35.85	-0.13	-1.66	-0.86	-0.84	2.59	-4.90	-8.20	-4.12	45.15	34.21	18.05	-2.00	-1.20	16.42	0.78	-3.59	-8.17	-7.57	45.49	38.54
379	12.24	-1.91	-0.61	9.97	-0.01	-0.84	-7.01	-8.67	46.75	36.13	0.15	-1.73	-0.74	-0.49	2.55	-4.83	-8.27	-4.13	45.13	34.35	19.26	-1.97	-1.08	17.51	0.71	-3.39	-8.16	-7.63	46.36	39.40
380	13.10	-1.91	-0.46	10.78	-0.10	-0.66	-7.08	-8.71	47.01	36.47	0.45	-1.81	-0.61	-0.12	2.52	-4.76	-8.34	-4.14	45.11	34.49	20.54	-1.94	-0.95	18.66	0.64	-3.20	-8.14	-7.69	47.36	40.38
381	14.01	-1.92	-0.31	11.63	-0.19	-0.48	-7.16	-8.74	47.33	36.87	0.77	-1.88	-0.49	0.27	2.48	-4.67	-8.42	-4.14	45.09	34.63	21.89	-1.90	-0.83	19.89	0.57	-3.00	-8.11	-7.76	48.50	41.48
382	14.98	-1.92	-0.16	12.52	-0.28	-0.31	-7.23	-8.77	47.74	37.36	1.11	-1.95	-0.37	0.68	2.44	-4.57	-8.49	-4.15	45.07	34.78	23.31	-1.87	-0.70	21.18	0.50	-2.80	-8.06	-7.83	49.79	42.71
383	16.00	-1.92	-0.01	13.48	-0.38	-0.13	-7.31	-8.79	48.24	37.94	1.48	-2.02	-0.24	1.11	2.39	-4.46	-8.57	-4.16	45.06	34.92	24.80	-1.83	-0.58	22.55	0.42	-2.61	-8.01	-7.91	51.22	44.08
384	17.07	-1.93	0.14	14.49	-0.48	0.05	-7.39	-8.81	48.83	38.62	1.87	-2.09	-0.12	1.56	2.35	-4.34	-8.64	-4.16	45.05	35.05	26.35	-1.80	-0.45	23.99	0.34	-2.43	-7.94	-7.98	52.79	45.58
385	18.21	-1.94	0.28	15.56	-0.58	0.22	-7.47	-8.82	49.54	39.42	2.29	-2.16	0.00	2.04	2.29	-4.21	-8.72	-4.17	45.04	35.19	27.96	-1.77	-0.33	25.50	0.26	-2.26	-7.86	-8.07	54.50	47.20
386	19.41	-1.96	0.42	16.69	-0.69	0.39	-7.55	-8.84	50.36	40.33	2.74	-2.22	0.13	2.54	2.24	-4.07	-8.79	-4.17	45.04	35.33	29.62	-1.74	-0.21	27.08	0.18	-2.10	-7.76	-8.16	56.33	48.95
387	20.66	-1.98	0.56	17.89	-0.80	0.55	-7.61	-8.85	51.30	41.38	3.21	-2.29	0.25	3.07	2.18	-3.91	-8.87	-4.18	45.04	35.46	31.34	-1.72	-0.08	28.73	0.10	-1.96	-7.64	-8.26	58.27	50.80
388	21.98	-2.01	0.69	19.16	-0.91	0.71	-7.67	-8.86	52.37	42.55	3.72	-2.35	0.37	3.62	2.11	-3.75	-8.94	-4.19	45.05	35.59	33.09	-1.71	0.03	30.43	0.02	-1.84	-7.51	-8.36	60.29	52.75
389	23.35	-2.04	0.81	20.50	-1.02	0.85	-7.73	-8.87	53.57	43.87	4.26	-2.41	0.49	4.20	2.04	-3.58	-9.01	-4.19	45.07	35.72	34.87	-1.72	0.15	32.18	-0.06	-1.75	-7.37	-8.47	62.37	54.76
390	24.78	-2.08	0.92	21.91	-1.13	0.97	-7.77	-8.88	54.91	45.32	4.83	-2.47	0.61	4.80	1.97	-3.40	-9.08	-4.20	45.10	35.86	36.67	-1.73	0.27	33.97	-0.14	-1.67	-7.20	-8.58	64.48	56.80
