	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\PCTR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\PCTR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\PCTR 2.c3d
66	46.6	8.7	789.2
67	47.1	8.7	791.1
68	47.7	8.8	793.0
69	48.2	8.8	794.8
70	48.6	8.7	796.5
71	49.1	8.7	798.1
72	49.5	8.6	799.7
73	49.8	8.5	801.1
74	50.2	8.4	802.5
75	50.5	8.3	803.8
76	50.7	8.1	804.9
77	50.9	8.0	806.0
78	51.1	7.8	807.0
79	51.2	7.6	807.8
80	51.3	7.4	808.6
81	51.3	7.2	809.3
82	51.4	6.9	809.8
83	51.3	6.7	810.3
84	51.3	6.4	810.7
85	51.1	6.1	810.9
86	51.0	5.9	811.1
87	50.8	5.6	811.2
88	50.6	5.3	811.2
89	50.4	5.0	811.1
90	50.1	4.6	810.9
91	49.8	4.3	810.6
92	49.4	4.0	810.3
93	49.0	3.7	809.9
94	48.6	3.3	809.3
95	48.2	3.0	808.8
96	47.8	2.7	808.1
97	47.3	2.3	807.4
98	46.8	2.0	806.6
99	46.3	1.6	805.8
100	45.7	1.3	804.9
101	45.2	1.0	804.0
102	44.6	0.6	803.0
103	44.0	0.3	802.0
104	43.4	0.0	801.0
105	42.8	-0.3	799.9
106	42.2	-0.6	798.8
107	41.6	-0.9	797.6
108	41.0	-1.2	796.5
109	40.4	-1.5	795.3
110	39.8	-1.7	794.2
111	39.2	-2.0	793.0
112	38.6	-2.2	791.8
113	38.0	-2.4	790.6
114	37.4	-2.6	789.5
115	36.8	-2.8	788.3
116	36.2	-3.0	787.1
117	35.7	-3.1	786.0
118	35.1	-3.2	784.9
119	34.6	-3.3	783.8
120	34.0	-3.4	782.7
121	33.5	-3.5	781.7
122	33.0	-3.5	780.7
123	32.5	-3.6	779.7
124	32.1	-3.6	778.8
125	31.6	-3.6	777.9
126	31.2	-3.5	777.0
127	30.7	-3.4	776.2
128	30.3	-3.4	775.4
129	30.0	-3.2	774.7
130	29.6	-3.1	774.0
131	29.2	-3.0	773.4
132	28.9	-2.8	772.8
133	28.6	-2.6	772.2
134	28.3	-2.4	771.7
135	28.0	-2.1	771.3
136	27.7	-1.9	770.9
137	27.5	-1.6	770.5
138	27.2	-1.3	770.2
139	27.0	-1.0	770.0
140	26.8	-0.7	769.8
141	26.6	-0.3	769.7
142	26.4	0.0	769.6
143	26.2	0.4	769.5
144	26.0	0.8	769.5
145	25.8	1.2	769.5
146	25.7	1.6	769.6
147	25.5	2.0	769.7
148	25.4	2.4	769.9
149	25.2	2.8	770.1
150	25.1	3.2	770.3
151	24.9	3.6	770.6
152	24.8	4.0	770.9
153	24.6	4.4	771.2
154	24.5	4.8	771.5
155	24.3	5.2	771.8
156	24.1	5.6	772.2
157	24.0	6.0	772.6
158	23.8	6.3	773.0
159	23.6	6.7	773.4
160	23.4	7.0	773.8
161	23.2	7.4	774.2
162	23.0	7.7	774.6
163	22.7	8.0	775.0
164	22.5	8.2	775.4
165	22.2	8.5	775.7
166	21.9	8.7	776.1
167	21.6	9.0	776.4
168	21.3	9.2	776.7
169	21.0	9.3	777.0
170	20.7	9.5	777.3
171	20.3	9.6	777.5
172	19.9	9.7	777.7
173	19.5	9.8	777.9
174	19.1	9.9	778.0
175	18.6	9.9	778.1
176	18.1	9.9	778.1
177	17.6	9.9	778.1
178	17.1	9.9	778.0
179	16.6	9.8	777.9
180	16.0	9.7	777.7
181	15.4	9.6	777.5
182	14.8	9.5	777.3
183	14.2	9.3	776.9
184	13.5	9.1	776.6
185	12.8	8.9	776.1
186	12.1	8.7	775.6
187	11.4	8.4	775.1
188	10.6	8.2	774.5
189	9.8	7.9	773.8
190	9.0	7.6	773.1
191	8.2	7.3	772.3
192	7.4	7.0	771.5
193	6.5	6.6	770.6
194	5.6	6.3	769.7
195	4.7	5.9	768.8
196	3.8	5.5	767.7
197	2.8	5.2	766.7
198	1.9	4.8	765.6
199	0.9	4.4	764.4
200	-0.1	4.0	763.2
201	-1.1	3.6	762.0
202	-2.2	3.2	760.7
203	-3.2	2.8	759.4
204	-4.3	2.3	758.1
205	-5.3	1.9	756.8
206	-6.4	1.5	755.4
207	-7.5	1.1	754.0
208	-8.6	0.7	752.6
209	-9.7	0.3	751.2
210	-10.8	-0.0	749.7
211	-11.9	-0.4	748.3
212	-13.0	-0.8	746.8
213	-14.2	-1.2	745.4
214	-15.3	-1.5	743.9
215	-16.4	-1.8	742.4
216	-17.5	-2.2	741.0
217	-18.6	-2.5	739.5
218	-19.8	-2.7	738.1
219	-20.9	-3.0	736.6
220	-22.0	-3.3	735.2
221	-23.1	-3.5	733.8
222	-24.1	-3.7	732.4
223	-25.2	-3.9	731.1
224	-26.3	-4.1	729.7
225	-27.3	-4.3	728.4
226	-28.3	-4.4	727.1
227	-29.3	-4.5	725.9
228	-30.3	-4.6	724.6
229	-31.3	-4.7	723.4
230	-32.3	-4.7	722.3
231	-33.2	-4.7	721.1
232	-34.1	-4.7	720.0
233	-35.0	-4.7	719.0
234	-35.9	-4.6	718.0
235	-36.7	-4.6	717.0
236	-37.5	-4.4	716.0
237	-38.3	-4.3	715.1
238	-39.0	-4.1	714.3
239	-39.8	-4.0	713.4
240	-40.4	-3.7	712.7
241	-41.1	-3.5	711.9
242	-41.7	-3.2	711.2
243	-42.3	-2.9	710.6
244	-42.9	-2.6	710.0
245	-43.4	-2.3	709.4
246	-43.9	-1.9	708.9
247	-44.4	-1.5	708.4
248	-44.8	-1.1	708.0
249	-45.2	-0.6	707.6
250	-45.5	-0.1	707.3
251	-45.8	0.4	707.0
252	-46.1	0.9	706.7
253	-46.4	1.4	706.5
254	-46.6	2.0	706.4
255	-46.7	2.6	706.3
256	-46.8	3.2	706.2
257	-46.9	3.8	706.2
258	-47.0	4.5	706.3
259	-47.0	5.2	706.3
260	-47.0	5.9	706.5
261	-46.9	6.6	706.7
262	-46.8	7.3	706.9
263	-46.7	8.1	707.2
264	-46.5	8.9	707.5
265	-46.3	9.7	707.8
266	-46.1	10.5	708.3
267	-45.8	11.3	708.7
268	-45.5	12.1	709.2
269	-45.2	13.0	709.8
270	-44.8	13.8	710.4
271	-44.4	14.7	711.1
272	-44.0	15.6	711.8
273	-43.5	16.5	712.6
274	-43.0	17.3	713.4
275	-42.5	18.2	714.2
276	-41.9	19.1	715.1
277	-41.3	20.0	716.1
278	-40.7	21.0	717.1
279	-40.1	21.9	718.1
280	-39.4	22.8	719.2
281	-38.7	23.7	720.3
282	-38.0	24.5	721.5
283	-37.3	25.4	722.7
284	-36.5	26.3	724.0
285	-35.7	27.2	725.3
286	-34.9	28.0	726.7
287	-34.1	28.9	728.1
288	-33.2	29.7	729.5
289	-32.4	30.5	730.9
290	-31.5	31.3	732.4
291	-30.6	32.1	734.0
292	-29.6	32.8	735.5
293	-28.7	33.6	737.1
294	-27.8	34.3	738.8
295	-26.8	35.0	740.4
296	-25.8	35.6	742.1
297	-24.8	36.3	743.8
298	-23.8	36.8	745.5
299	-22.8	37.4	747.3
300	-21.8	38.0	749.0
301	-20.8	38.5	750.8
302	-19.7	38.9	752.6
303	-18.7	39.4	754.3
304	-17.7	39.8	756.1
305	-16.6	40.1	757.9
306	-15.6	40.4	759.7
307	-14.6	40.7	761.5
308	-13.5	41.0	763.3
309	-12.5	41.2	765.0
310	-11.4	41.3	766.8
311	-10.4	41.4	768.5
312	-9.4	41.5	770.2
313	-8.4	41.5	771.9
314	-7.4	41.5	773.6
315	-6.3	41.5	775.2
316	-5.4	41.4	776.9
317	-4.4	41.3	778.4
318	-3.4	41.1	780.0
319	-2.4	40.9	781.5
320	-1.5	40.6	782.9
321	-0.5	40.3	784.4
322	0.4	39.9	785.7
323	1.3	39.5	787.1
324	2.2	39.1	788.4
325	3.0	38.7	789.6
326	3.9	38.2	790.8
327	4.7	37.6	791.9
328	5.6	37.0	793.0
329	6.4	36.4	794.0
330	7.2	35.8	794.9
331	7.9	35.1	795.8
332	8.7	34.4	796.7
333	9.4	33.6	797.4
334	10.1	32.8	798.2
335	10.8	32.0	798.8
336	11.4	31.2	799.4
337	12.1	30.3	799.9
338	12.7	29.5	800.4
339	13.3	28.6	800.8
340	13.9	27.6	801.2
341	14.4	26.7	801.5
342	14.9	25.7	801.7
343	15.4	24.7	801.8
344	15.9	23.7	802.0
345	16.4	22.7	802.0
346	16.8	21.7	802.0
347	17.2	20.7	801.9
348	17.6	19.6	801.8
349	17.9	18.6	801.6
350	18.3	17.6	801.4
351	18.6	16.5	801.1
352	18.9	15.5	800.8
353	19.1	14.4	800.4
354	19.4	13.4	800.0
355	19.6	12.3	799.6
356	19.8	11.3	799.1
357	19.9	10.3	798.5
358	20.1	9.3	797.9
359	20.2	8.3	797.3
360	20.3	7.3	796.6
361	20.3	6.3	796.0
362	20.4	5.3	795.2
363	20.4	4.4	794.5
364	20.4	3.5	793.7
365	20.4	2.6	792.9
366	20.3	1.7	792.1
367	20.2	0.9	791.2
368	20.1	0.0	790.3
369	20.0	-0.8	789.4
370	19.9	-1.5	788.5
371	19.7	-2.3	787.6
372	19.5	-3.0	786.6
373	19.3	-3.7	785.7
374	19.1	-4.3	784.7
375	18.8	-5.0	783.7
376	18.5	-5.6	782.7
377	18.2	-6.1	781.7
378	17.9	-6.7	780.7
379	17.5	-7.1	779.7
380	17.2	-7.6	778.6
381	16.8	-8.0	777.6
382	16.3	-8.4	776.6
383	15.9	-8.8	775.5
384	15.4	-9.1	774.5
385	15.0	-9.4	773.5
386	14.5	-9.7	772.4
387	13.9	-9.9	771.4
388	13.4	-10.1	770.3
389	12.8	-10.2	769.3
390	12.2	-10.3	768.2
391	11.6	-10.4	767.2
392	11.0	-10.5	766.2
393	10.3	-10.5	765.1
394	9.7	-10.5	764.1
395	9.0	-10.5	763.1
396	8.3	-10.4	762.0
397	7.6	-10.3	761.0
398	6.8	-10.2	760.0
399	6.1	-10.1	759.0
400	5.3	-9.9	757.9
401	4.5	-9.7	756.9
402	3.7	-9.5	755.9
403	2.9	-9.3	754.9
404	2.0	-9.0	753.9
405	1.2	-8.7	752.9
406	0.3	-8.4	751.8
407	-0.6	-8.1	750.8
408	-1.4	-7.7	749.8
409	-2.3	-7.4	748.8
410	-3.3	-7.0	747.8
411	-4.2	-6.6	746.8
412	-5.1	-6.2	745.8
413	-6.0	-5.8	744.8
414	-7.0	-5.4	743.8
415	-8.0	-4.9	742.8
416	-8.9	-4.5	741.8
417	-9.9	-4.0	740.8
418	-10.9	-3.5	739.8
419	-11.8	-3.1	738.8
420	-12.8	-2.6	737.8
421	-13.8	-2.1	736.8
422	-14.8	-1.5	735.8
423	-15.8	-1.0	734.8
424	-16.8	-0.5	733.8
425	-17.8	0.0	732.8
426	-18.8	0.6	731.8
427	-19.8	1.1	730.8
428	-20.8	1.6	729.8
429	-21.8	2.2	728.8
430	-22.8	2.7	727.8
431	-23.8	3.3	726.8
432	-24.8	3.8	725.8
433	-25.7	4.4	724.8
434	-26.7	4.9	723.9
435	-27.7	5.5	722.9
436	-28.6	6.1	721.9
437	-29.6	6.6	721.0
438	-30.5	7.2	720.0
439	-31.5	7.7	719.1
440	-32.4	8.3	718.2
441	-33.3	8.8	717.2
442	-34.2	9.4	716.3
443	-35.0	9.9	715.4
444	-35.9	10.5	714.6
445	-36.7	11.0	713.7
446	-37.6	11.5	712.9
447	-38.4	12.1	712.0
448	-39.2	12.6	711.2
449	-39.9	13.1	710.4
450	-40.7	13.6	709.6
451	-41.4	14.1	708.9
452	-42.1	14.6	708.2
453	-42.8	15.1	707.5
454	-43.4	15.6	706.8
455	-44.0	16.1	706.1
456	-44.6	16.6	705.5
457	-45.2	17.1	704.9
458	-45.7	17.6	704.4
459	-46.3	18.0	703.8
460	-46.8	18.5	703.3
461	-47.2	19.0	702.9
462	-47.6	19.4	702.5
463	-48.0	19.8	702.1
464	-48.4	20.3	701.7
465	-48.7	20.7	701.4
466	-49.0	21.2	701.2
467	-49.3	21.6	701.0
468	-49.5	22.0	700.8
469	-49.7	22.4	700.7
470	-49.9	22.8	700.6
471	-50.0	23.2	700.6
472	-50.1	23.6	700.6
473	-50.2	24.0	700.7
474	-50.2	24.4	700.8
475	-50.2	24.8	701.0
476	-50.1	25.2	701.2
477	-50.0	25.5	701.5
478	-49.9	25.9	701.8
479	-49.8	26.3	702.2
480	-49.6	26.6	702.6
481	-49.3	27.0	703.1
482	-49.1	27.4	703.7
483	-48.8	27.7	704.3
484	-48.4	28.1	705.0
485	-48.0	28.4	705.7
486	-47.6	28.8	706.4
487	-47.2	29.1	707.3
488	-46.7	29.4	708.1
489	-46.2	29.8	709.1
490	-45.6	30.1	710.0
491	-45.0	30.4	711.1
492	-44.4	30.7	712.2
493	-43.7	31.1	713.3
494	-43.0	31.4	714.5
495	-42.3	31.7	715.7
496	-41.6	32.0	716.9
497	-40.8	32.3	718.2
498	-39.9	32.6	719.6
499	-39.1	32.9	721.0
500	-38.2	33.1	722.4
501	-37.3	33.4	723.8
502	-36.4	33.7	725.3
503	-35.4	33.9	726.8
504	-34.4	34.2	728.4
505	-33.4	34.4	730.0
506	-32.4	34.7	731.5
507	-31.3	34.9	733.1
508	-30.2	35.1	734.8
509	-29.1	35.3	736.4
510	-28.0	35.5	738.1
511	-26.9	35.7	739.7
512	-25.8	35.8	741.4
513	-24.6	36.0	743.0
514	-23.4	36.1	744.7
515	-22.3	36.2	746.4
516	-21.1	36.4	748.0
517	-19.9	36.5	749.7
518	-18.7	36.6	751.3
519	-17.5	36.6	752.9
520	-16.3	36.7	754.5
521	-15.1	36.8	756.1
522	-14.0	36.8	757.6
523	-12.8	36.8	759.2
524	-11.6	36.8	760.7
525	-10.4	36.8	762.2
526	-9.3	36.8	763.6
527	-8.1	36.8	765.0
528	-7.0	36.7	766.4
529	-5.9	36.7	767.7
530	-4.8	36.6	769.0
531	-3.7	36.5	770.3
532	-2.6	36.4	771.5
533	-1.6	36.3	772.7
534	-0.5	36.2	773.8
535	0.5	36.1	774.9
536	1.4	35.9	775.9
537	2.4	35.8	776.9
538	3.3	35.6	777.8
539	4.2	35.4	778.7
540	5.1	35.3	779.5
541	5.9	35.1	780.3
542	6.7	34.8	781.0
543	7.5	34.6	781.7
544	8.2	34.4	782.3
545	8.9	34.1	782.9
546	9.5	33.9	783.5
547	10.2	33.6	784.0
548	10.8	33.4	784.4
549	11.3	33.1	784.8
550	11.8	32.8	785.1
551	12.3	32.5	785.4
552	12.7	32.2	785.7
553	13.1	31.9	785.9
554	13.5	31.5	786.1
555	13.8	31.2	786.2
556	14.1	30.9	786.3
557	14.3	30.5	786.3
558	14.5	30.2	786.3
559	14.7	29.8	786.3
560	14.8	29.4	786.2
561	14.9	29.0	786.1
562	15.0	28.7	786.0
563	15.0	28.3	785.9
564	15.0	27.9	785.7
565	14.9	27.4	785.5
566	14.8	27.0	785.2
567	14.7	26.6	785.0
568	14.6	26.2	784.7
569	14.4	25.7	784.4
570	14.2	25.3	784.1
571	13.9	24.9	783.8
572	13.6	24.4	783.4
573	13.3	24.0	783.1
574	13.0	23.5	782.7
575	12.7	23.1	782.3
576	12.3	22.6	781.9
577	11.9	22.1	781.5
578	11.4	21.7	781.1
579	11.0	21.2	780.7
580	10.5	20.7	780.3
581	10.0	20.3	779.8
582	9.5	19.8	779.4
583	9.0	19.4	779.0
584	8.4	18.9	778.5
585	7.9	18.4	778.1
586	7.3	18.0	777.7
587	6.7	17.5	777.2
588	6.1	17.1	776.8
589	5.5	16.6	776.4
590	4.9	16.2	776.0
591	4.2	15.7	775.5
592	3.6	15.3	775.1
593	2.9	14.9	774.7
594	2.3	14.5	774.3
595	1.6	14.1	773.9
596	0.9	13.7	773.6
597	0.3	13.3	773.2
598	-0.4	12.9	772.8
599	-1.1	12.5	772.5
600	-1.8	12.1	772.1
601	-2.5	11.7	771.8
602	-3.2	11.4	771.4
603	-3.9	11.0	771.1
604	-4.6	10.7	770.8
605	-5.2	10.3	770.5
606	-5.9	10.0	770.2
607	-6.6	9.7	770.0
608	-7.3	9.4	769.7
609	-8.0	9.1	769.5
610	-8.7	8.8	769.2
611	-9.4	8.5	769.0
612	-10.1	8.2	768.8
613	-10.8	7.9	768.6
614	-11.4	7.6	768.5
615	-12.1	7.4	768.3
616	-12.8	7.1	768.2
617	-13.5	6.8	768.0
618	-14.1	6.6	767.9
619	-14.8	6.3	767.8
620	-15.4	6.0	767.7
621	-16.1	5.8	767.6
622	-16.7	5.5	767.6
623	-17.4	5.3	767.5
624	-18.0	5.0	767.5
625	-18.6	4.8	767.5
626	-19.3	4.5	767.4
627	-19.9	4.3	767.4
628	-20.5	4.0	767.5
629	-21.1	3.7	767.5
630	-21.7	3.5	767.5
631	-22.3	3.2	767.6
632	-22.9	2.9	767.6
633	-23.5	2.7	767.7
634	-24.1	2.4	767.8
635	-24.7	2.1	767.9
636	-25.2	1.8	768.0
637	-25.8	1.6	768.1
638	-26.4	1.3	768.2
639	-27.0	1.0	768.3
640	-27.5	0.7	768.4
641	-28.1	0.4	768.5
642	-28.6	0.1	768.7
643	-29.2	-0.2	768.8
644	-29.7	-0.6	768.9
645	-30.2	-0.9	769.1
646	-30.8	-1.2	769.2
647	-31.3	-1.5	769.3
648	-31.9	-1.9	769.4
649	-32.4	-2.2	769.6
650	-32.9	-2.5	769.7
651	-33.4	-2.9	769.8
652	-34.0	-3.2	769.9
653	-34.5	-3.6	770.1
654	-35.0	-3.9	770.2
655	-35.6	-4.3	770.3
656	-36.1	-4.6	770.4
657	-36.6	-5.0	770.5
658	-37.1	-5.3	770.5
659	-37.6	-5.7	770.6
660	-38.2	-6.1	770.7
661	-38.7	-6.4	770.7
662	-39.2	-6.8	770.8
663	-39.7	-7.1	770.8
664	-40.2	-7.5	770.8
665	-40.8	-7.8	770.9
666	-41.3	-8.2	770.9
667	-41.8	-8.5	770.9
668	-42.3	-8.8	770.8
669	-42.8	-9.2	770.8
670	-43.3	-9.5	770.8
671	-43.9	-9.8	770.7
672	-44.4	-10.2	770.7
673	-44.9	-10.5	770.6
674	-45.4	-10.8	770.5
675	-45.9	-11.1	770.5
676	-46.4	-11.4	770.4
677	-46.9	-11.7	770.3
678	-47.4	-12.0	770.1
679	-47.9	-12.3	770.0
680	-48.4	-12.5	769.9
681	-48.9	-12.8	769.8
682	-49.4	-13.0	769.6
683	-49.9	-13.3	769.5
684	-50.4	-13.5	769.4
685	-50.9	-13.7	769.2
686	-51.4	-13.9	769.1
687	-51.9	-14.1	768.9
688	-52.3	-14.3	768.8
689	-52.8	-14.5	768.6
690	-53.3	-14.7	768.5
691	-53.7	-14.8	768.3
692	-54.2	-15.0	768.2
693	-54.7	-15.1	768.0
694	-55.1	-15.2	767.9
695	-55.5	-15.4	767.7
696	-56.0	-15.5	767.6
697	-56.4	-15.6	767.5
698	-56.8	-15.6	767.3
699	-57.2	-15.7	767.2
700	-57.6	-15.8	767.1
701	-58.0	-15.8	767.0
702	-58.4	-15.9	766.9
703	-58.8	-15.9	766.8
704	-59.2	-15.9	766.7
705	-59.6	-15.9	766.6
706	-59.9	-15.9	766.5
707	-60.2	-15.9	766.5
708	-60.6	-15.9	766.4
709	-60.9	-15.9	766.4
710	-61.2	-15.9	766.4
711	-61.5	-15.8	766.4
712	-61.8	-15.8	766.4
713	-62.1	-15.7	766.4
714	-62.3	-15.7	766.4
715	-62.6	-15.6	766.5
716	-62.8	-15.6	766.5
717	-63.0	-15.5	766.6
718	-63.2	-15.4	766.7
719	-63.4	-15.3	766.8
720	-63.6	-15.2	766.9
721	-63.7	-15.2	767.1
722	-63.9	-15.1	767.2
723	-64.0	-15.0	767.4
724	-64.1	-14.9	767.6
725	-64.2	-14.8	767.8
726	-64.3	-14.7	768.0
727	-64.3	-14.6	768.3
728	-64.4	-14.5	768.5
729	-64.4	-14.4	768.8
730	-64.4	-14.3	769.1
731	-64.4	-14.2	769.4
732	-64.4	-14.1	769.8
733	-64.3	-14.0	770.1
734	-64.2	-13.9	770.5
735	-64.1	-13.8	770.9
736	-64.0	-13.8	771.3
737	-63.9	-13.7	771.7
738	-63.8	-13.6	772.1
739	-63.6	-13.5	772.6
740	-63.4	-13.4	773.0
741	-63.2	-13.4	773.5
742	-63.0	-13.3	774.0
743	-62.7	-13.3	774.4
744	-62.5	-13.2	774.9
745	-62.2	-13.1	775.4
746	-61.9	-13.1	775.9
747	-61.6	-13.0	776.5
748	-61.2	-13.0	777.0
749	-60.9	-13.0	777.5
750	-60.5	-12.9	778.0
751	-60.1	-12.9	778.5
752	-59.7	-12.9	779.0
753	-59.3	-12.9	779.5
754	-58.9	-12.9	780.0
755	-58.4	-12.9	780.5
756	-57.9	-12.8	781.0
757	-57.4	-12.8	781.5
758	-56.9	-12.9	781.9
759	-56.4	-12.9	782.4
760	-55.9	-12.9	782.8
761	-55.3	-12.9	783.2
762	-54.8	-12.9	783.6
763	-54.2	-12.9	784.0
764	-53.6	-13.0	784.3
765	-53.0	-13.0	784.6
766	-52.4	-13.0	784.9
767	-51.7	-13.1	785.1
768	-51.1	-13.1	785.4
769	-50.4	-13.2	785.6
770	-49.8	-13.2	785.7
771	-49.1	-13.3	785.8
772	-48.4	-13.3	785.9
773	-47.7	-13.4	786.0
774	-47.0	-13.4	786.0
775	-46.3	-13.5	786.0
776	-45.6	-13.6	785.9
777	-44.8	-13.6	785.8
778	-44.1	-13.7	785.7
779	-43.4	-13.7	785.5
780	-42.6	-13.8	785.3
781	-41.9	-13.9	785.1
782	-41.1	-13.9	784.8
783	-40.3	-14.0	784.5
784	-39.6	-14.1	784.1
785	-38.8	-14.1	783.7
786	-38.0	-14.2	783.3
787	-37.2	-14.3	782.8
788	-36.4	-14.3	782.3
789	-35.6	-14.4	781.8
790	-34.8	-14.5	781.2
791	-34.0	-14.6	780.6
792	-33.2	-14.6	780.0
793	-32.4	-14.7	779.3
794	-31.6	-14.8	778.6
795	-30.8	-14.9	777.9
796	-29.9	-14.9	777.2
797	-29.1	-15.0	776.4
798	-28.3	-15.1	775.6
799	-27.5	-15.2	774.8
800	-26.7	-15.2	773.9
801	-25.8	-15.3	773.1
802	-25.0	-15.4	772.2
803	-24.2	-15.5	771.3
804	-23.3	-15.6	770.4
805	-22.5	-15.7	769.5
806	-21.7	-15.8	768.6
807	-20.8	-15.9	767.6
808	-20.0	-15.9	766.7
809	-19.1	-16.0	765.7
810	-18.3	-16.1	764.8
811	-17.4	-16.2	763.8
812	-16.6	-16.3	762.8
813	-15.7	-16.4	761.9
814	-14.9	-16.5	760.9
815	-14.0	-16.6	760.0
816	-13.2	-16.6	759.0
817	-12.3	-16.7	758.1
818	-11.5	-16.8	757.2
819	-10.6	-16.9	756.3
820	-9.7	-16.9	755.4
821	-8.8	-17.0	754.5
822	-8.0	-17.1	753.6
823	-7.1	-17.1	752.7
824	-6.2	-17.2	751.9
825	-5.3	-17.2	751.1
826	-4.4	-17.2	750.3
827	-3.5	-17.3	749.5
828	-2.6	-17.3	748.7
829	-1.7	-17.3	748.0
830	-0.7	-17.4	747.3
831	0.2	-17.4	746.6
832	1.1	-17.4	746.0
833	2.1	-17.4	745.3
834	3.1	-17.4	744.7
835	4.0	-17.4	744.1
836	5.0	-17.4	743.6
837	6.0	-17.3	743.0
838	7.0	-17.3	742.5
839	8.0	-17.3	742.0
840	9.0	-17.2	741.6
841	10.0	-17.2	741.1
842	11.0	-17.2	740.7
843	12.1	-17.1	740.3
844	13.1	-17.1	739.9
845	14.2	-17.0	739.6
846	15.2	-16.9	739.2
847	16.3	-16.9	738.9
848	17.4	-16.8	738.6
849	18.5	-16.7	738.4
850	19.6	-16.6	738.1
851	20.7	-16.5	737.8
852	21.8	-16.4	737.6
853	22.9	-16.3	737.4
854	24.0	-16.2	737.1
855	25.2	-16.1	736.9
856	26.3	-16.0	736.7
857	27.5	-15.9	736.5
858	28.6	-15.8	736.3
859	29.8	-15.7	736.1
860	30.9	-15.6	735.9
861	32.1	-15.5	735.7
862	33.3	-15.4	735.5
863	34.5	-15.3	735.3
864	35.6	-15.2	735.1
865	36.8	-15.0	734.9
866	38.0	-14.9	734.7
867	39.1	-14.8	734.5
868	40.3	-14.7	734.2
869	41.5	-14.6	734.0
870	42.6	-14.5	733.7
871	43.8	-14.4	733.4
872	45.0	-14.2	733.1
873	46.1	-14.1	732.8
874	47.2	-14.0	732.4
875	48.4	-13.9	732.1
876	49.5	-13.8	731.7
877	50.6	-13.7	731.3
878	51.7	-13.6	730.9
879	52.7	-13.5	730.5
880	53.8	-13.4	730.0
881	54.8	-13.3	729.5
882	55.9	-13.2	729.0
883	56.9	-13.1	728.5
884	57.9	-13.1	728.0
885	58.8	-13.0	727.4
886	59.8	-12.9	726.8
887	60.7	-12.8	726.2
888	61.6	-12.8	725.5
889	62.4	-12.7	724.9
890	63.3	-12.6	724.2
891	64.1	-12.6	723.4
892	64.9	-12.5	722.7
893	65.6	-12.5	722.0
894	66.3	-12.4	721.2
895	67.0	-12.4	720.4
896	67.7	-12.3	719.6
897	68.3	-12.3	718.7
898	68.9	-12.3	717.9
899	69.5	-12.2	717.0
900	70.0	-12.2	716.1
901	70.5	-12.2	715.2
902	70.9	-12.2	714.3
903	71.3	-12.1	713.3
904	71.7	-12.1	712.4
905	72.0	-12.1	711.4
906	72.3	-12.1	710.5
907	72.6	-12.1	709.5
908	72.8	-12.1	708.5
909	73.0	-12.1	707.5
910	73.1	-12.1	706.6
