	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\PCTL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\PCTL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\PCTL 2.c3d
	FP3	FP3	FP3
	COFP	COFP	COFP
	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z
4541	0.4622	0.2621	0.0117
4542	0.4626	0.2619	0.0117
4543	0.4621	0.2626	0.0117
4544	0.4623	0.2626	0.0117
4545	0.4623	0.2627	0.0117
4546	0.4619	0.2629	0.0117
4547	0.4624	0.2628	0.0117
4548	0.4624	0.2625	0.0117
4549	0.4625	0.2633	0.0117
4550	0.4623	0.2636	0.0117
4551	0.4621	0.2637	0.0117
4552	0.4619	0.2638	0.0117
4553	0.4621	0.2644	0.0117
4554	0.4630	0.2645	0.0117
4555	0.4622	0.2642	0.0117
4556	0.4627	0.2647	0.0117
4557	0.4628	0.2647	0.0117
4558	0.4626	0.2651	0.0117
4559	0.4633	0.2655	0.0117
4560	0.4626	0.2655	0.0117
4561	0.4625	0.2656	0.0117
4562	0.4630	0.2660	0.0117
4563	0.4625	0.2660	0.0117
4564	0.4624	0.2659	0.0117
4565	0.4626	0.2665	0.0117
4566	0.4628	0.2664	0.0117
4567	0.4630	0.2665	0.0117
4568	0.4628	0.2670	0.0117
4569	0.4627	0.2669	0.0117
4570	0.4626	0.2671	0.0117
4571	0.4628	0.2672	0.0117
4572	0.4629	0.2673	0.0117
4573	0.4628	0.2675	0.0117
4574	0.4626	0.2677	0.0117
4575	0.4626	0.2683	0.0117
4576	0.4628	0.2678	0.0117
4577	0.4627	0.2676	0.0117
4578	0.4627	0.2680	0.0117
4579	0.4628	0.2681	0.0117
4580	0.4629	0.2682	0.0117
4581	0.4631	0.2682	0.0117
4582	0.4625	0.2682	0.0117
4583	0.4629	0.2689	0.0117
4584	0.4625	0.2683	0.0117
4585	0.4628	0.2683	0.0117
4586	0.4627	0.2689	0.0117
4587	0.4628	0.2686	0.0117
4588	0.4626	0.2687	0.0117
4589	0.4626	0.2690	0.0117
4590	0.4628	0.2692	0.0117
4591	0.4626	0.2691	0.0117
4592	0.4628	0.2686	0.0117
4593	0.4624	0.2690	0.0117
4594	0.4627	0.2688	0.0117
4595	0.4625	0.2690	0.0117
4596	0.4621	0.2691	0.0117
4597	0.4625	0.2692	0.0117
4598	0.4623	0.2690	0.0117
4599	0.4626	0.2689	0.0117
4600	0.4623	0.2688	0.0117
4601	0.4620	0.2687	0.0117
4602	0.4620	0.2693	0.0117
4603	0.4625	0.2689	0.0117
4604	0.4624	0.2688	0.0117
4605	0.4624	0.2689	0.0117
4606	0.4619	0.2688	0.0117
4607	0.4621	0.2689	0.0117
4608	0.4619	0.2688	0.0117
4609	0.4623	0.2688	0.0117
4610	0.4619	0.2690	0.0117
4611	0.4627	0.2691	0.0117
4612	0.4622	0.2690	0.0117
4613	0.4620	0.2688	0.0117
4614	0.4624	0.2688	0.0117
4615	0.4621	0.2692	0.0117
4616	0.4623	0.2691	0.0117
4617	0.4626	0.2693	0.0117
4618	0.4625	0.2692	0.0117
4619	0.4622	0.2699	0.0117
4620	0.4623	0.2700	0.0117
4621	0.4626	0.2700	0.0117
4622	0.4628	0.2699	0.0117
4623	0.4625	0.2699	0.0117
4624	0.4624	0.2700	0.0117
4625	0.4627	0.2699	0.0117
4626	0.4627	0.2702	0.0117
4627	0.4623	0.2706	0.0117
4628	0.4625	0.2709	0.0117
4629	0.4627	0.2710	0.0117
4630	0.4623	0.2711	0.0117
4631	0.4623	0.2714	0.0117
4632	0.4630	0.2717	0.0117
4633	0.4635	0.2712	0.0117
4634	0.4631	0.2718	0.0117
4635	0.4630	0.2722	0.0117
4636	0.4635	0.2721	0.0117
4637	0.4634	0.2723	0.0117
4638	0.4633	0.2724	0.0117
4639	0.4638	0.2724	0.0117
4640	0.4633	0.2730	0.0117
4641	0.4635	0.2734	0.0117
4642	0.4636	0.2732	0.0117
4643	0.4637	0.2735	0.0117
4644	0.4642	0.2734	0.0117
4645	0.4641	0.2740	0.0117
4646	0.4639	0.2736	0.0117
4647	0.4647	0.2736	0.0117
4648	0.4644	0.2740	0.0117
4649	0.4644	0.2747	0.0117
4650	0.4645	0.2741	0.0117
4651	0.4644	0.2746	0.0117
4652	0.4646	0.2751	0.0117
4653	0.4647	0.2753	0.0117
4654	0.4649	0.2751	0.0117
4655	0.4648	0.2757	0.0117
4656	0.4651	0.2758	0.0117
4657	0.4645	0.2760	0.0117
4658	0.4650	0.2759	0.0117
4659	0.4648	0.2764	0.0117
4660	0.4648	0.2766	0.0117
4661	0.4646	0.2767	0.0117
4662	0.4643	0.2771	0.0117
4663	0.4648	0.2773	0.0117
4664	0.4644	0.2770	0.0117
4665	0.4641	0.2777	0.0117
4666	0.4645	0.2777	0.0117
4667	0.4644	0.2781	0.0117
4668	0.4644	0.2784	0.0117
4669	0.4640	0.2787	0.0117
4670	0.4647	0.2782	0.0117
4671	0.4642	0.2786	0.0117
4672	0.4639	0.2789	0.0117
4673	0.4640	0.2793	0.0117
4674	0.4637	0.2790	0.0117
4675	0.4636	0.2790	0.0117
4676	0.4633	0.2793	0.0117
4677	0.4636	0.2796	0.0117
4678	0.4633	0.2794	0.0117
4679	0.4631	0.2798	0.0117
4680	0.4633	0.2800	0.0117
4681	0.4634	0.2798	0.0117
4682	0.4631	0.2796	0.0117
4683	0.4628	0.2797	0.0117
4684	0.4631	0.2802	0.0117
4685	0.4629	0.2798	0.0117
4686	0.4624	0.2801	0.0117
4687	0.4621	0.2801	0.0117
4688	0.4623	0.2802	0.0117
4689	0.4622	0.2804	0.0117
4690	0.4624	0.2805	0.0117
4691	0.4622	0.2808	0.0117
4692	0.4619	0.2809	0.0117
4693	0.4618	0.2806	0.0117
4694	0.4616	0.2803	0.0117
4695	0.4616	0.2806	0.0117
4696	0.4615	0.2810	0.0117
4697	0.4614	0.2812	0.0117
4698	0.4610	0.2808	0.0117
4699	0.4613	0.2811	0.0117
4700	0.4609	0.2814	0.0117
4701	0.4611	0.2815	0.0117
4702	0.4613	0.2810	0.0117
4703	0.4609	0.2816	0.0117
4704	0.4607	0.2813	0.0117
4705	0.4611	0.2819	0.0117
4706	0.4615	0.2823	0.0117
4707	0.4613	0.2821	0.0117
4708	0.4606	0.2820	0.0117
4709	0.4611	0.2826	0.0117
4710	0.4613	0.2821	0.0117
4711	0.4613	0.2824	0.0117
4712	0.4613	0.2826	0.0117
4713	0.4612	0.2830	0.0117
4714	0.4613	0.2830	0.0117
4715	0.4610	0.2829	0.0117
4716	0.4616	0.2828	0.0117
4717	0.4609	0.2832	0.0117
4718	0.4611	0.2834	0.0117
4719	0.4618	0.2833	0.0117
4720	0.4618	0.2832	0.0117
4721	0.4612	0.2835	0.0117
4722	0.4615	0.2832	0.0117
4723	0.4613	0.2834	0.0117
4724	0.4621	0.2832	0.0117
4725	0.4616	0.2833	0.0117
4726	0.4617	0.2839	0.0117
4727	0.4627	0.2836	0.0117
4728	0.4626	0.2834	0.0117
4729	0.4622	0.2835	0.0117
4730	0.4619	0.2836	0.0117
4731	0.4624	0.2837	0.0117
4732	0.4620	0.2837	0.0117
4733	0.4624	0.2836	0.0117
4734	0.4624	0.2833	0.0117
4735	0.4624	0.2838	0.0117
4736	0.4623	0.2837	0.0117
4737	0.4623	0.2829	0.0117
4738	0.4624	0.2830	0.0117
4739	0.4631	0.2832	0.0117
4740	0.4631	0.2827	0.0117
4741	0.4626	0.2833	0.0117
4742	0.4628	0.2829	0.0117
4743	0.4633	0.2834	0.0117
4744	0.4629	0.2833	0.0117
4745	0.4628	0.2833	0.0117
4746	0.4631	0.2830	0.0117
4747	0.4628	0.2833	0.0117
4748	0.4628	0.2827	0.0117
4749	0.4630	0.2830	0.0117
4750	0.4629	0.2831	0.0117
4751	0.4629	0.2827	0.0117
4752	0.4631	0.2831	0.0117
4753	0.4625	0.2829	0.0117
4754	0.4625	0.2829	0.0117
4755	0.4628	0.2826	0.0117
4756	0.4624	0.2829	0.0117
4757	0.4624	0.2826	0.0117
4758	0.4628	0.2827	0.0117
4759	0.4624	0.2829	0.0117
4760	0.4625	0.2828	0.0117
4761	0.4627	0.2830	0.0117
4762	0.4624	0.2825	0.0117
4763	0.4620	0.2829	0.0117
4764	0.4620	0.2828	0.0117
4765	0.4620	0.2826	0.0117
4766	0.4620	0.2826	0.0117
4767	0.4621	0.2827	0.0117
4768	0.4620	0.2824	0.0117
4769	0.4618	0.2825	0.0117
4770	0.4618	0.2829	0.0117
4771	0.4621	0.2825	0.0117
4772	0.4621	0.2825	0.0117
4773	0.4617	0.2823	0.0117
4774	0.4614	0.2822	0.0117
4775	0.4616	0.2822	0.0117
4776	0.4618	0.2824	0.0117
4777	0.4612	0.2823	0.0117
4778	0.4614	0.2822	0.0117
4779	0.4614	0.2826	0.0117
4780	0.4611	0.2825	0.0117
4781	0.4617	0.2828	0.0117
4782	0.4614	0.2829	0.0117
4783	0.4616	0.2826	0.0117
4784	0.4610	0.2830	0.0117
4785	0.4611	0.2833	0.0117
4786	0.4610	0.2830	0.0117
4787	0.4612	0.2833	0.0117
4788	0.4604	0.2833	0.0117
4789	0.4612	0.2832	0.0117
4790	0.4609	0.2834	0.0117
4791	0.4605	0.2835	0.0117
4792	0.4603	0.2834	0.0117
4793	0.4602	0.2835	0.0117
4794	0.4605	0.2835	0.0117
4795	0.4595	0.2843	0.0117
4796	0.4598	0.2843	0.0117
4797	0.4599	0.2844	0.0117
4798	0.4596	0.2845	0.0117
4799	0.4601	0.2850	0.0117
4800	0.4598	0.2853	0.0117
4801	0.4590	0.2854	0.0117
4802	0.4590	0.2859	0.0117
4803	0.4587	0.2866	0.0117
4804	0.4588	0.2868	0.0117
4805	0.4576	0.2867	0.0117
4806	0.4581	0.2871	0.0117
4807	0.4585	0.2874	0.0117
4808	0.4583	0.2878	0.0117
4809	0.4578	0.2882	0.0117
4810	0.4580	0.2883	0.0117
4811	0.4579	0.2892	0.0118
4812	0.4581	0.2893	0.0118
4813	0.4573	0.2896	0.0118
4814	0.4573	0.2904	0.0118
4815	0.4569	0.2901	0.0118
4816	0.4574	0.2908	0.0118
4817	0.4572	0.2920	0.0118
4818	0.4570	0.2917	0.0118
4819	0.4574	0.2922	0.0118
4820	0.4568	0.2928	0.0118
4821	0.4571	0.2935	0.0118
4822	0.4569	0.2940	0.0118
4823	0.4568	0.2944	0.0118
4824	0.4566	0.2947	0.0118
4825	0.4564	0.2958	0.0118
4826	0.4564	0.2963	0.0118
4827	0.4566	0.2963	0.0118
4828	0.4565	0.2972	0.0118
4829	0.4561	0.2977	0.0118
4830	0.4566	0.2979	0.0118
4831	0.4561	0.2986	0.0118
4832	0.4560	0.2995	0.0118
4833	0.4561	0.2995	0.0118
4834	0.4561	0.3006	0.0118
4835	0.4562	0.3011	0.0118
4836	0.4559	0.3017	0.0118
4837	0.4560	0.3026	0.0118
4838	0.4557	0.3024	0.0118
4839	0.4557	0.3029	0.0118
4840	0.4561	0.3039	0.0118
4841	0.4561	0.3040	0.0118
4842	0.4556	0.3051	0.0118
4843	0.4557	0.3056	0.0118
4844	0.4557	0.3060	0.0118
4845	0.4557	0.3069	0.0118
4846	0.4557	0.3069	0.0118
4847	0.4555	0.3078	0.0118
4848	0.4555	0.3082	0.0118
4849	0.4556	0.3086	0.0118
4850	0.4553	0.3092	0.0118
4851	0.4557	0.3093	0.0118
4852	0.4558	0.3095	0.0118
4853	0.4555	0.3105	0.0118
4854	0.4557	0.3105	0.0118
4855	0.4558	0.3113	0.0118
4856	0.4555	0.3114	0.0118
4857	0.4552	0.3124	0.0118
4858	0.4556	0.3136	0.0118
4859	0.4555	0.3130	0.0118
4860	0.4554	0.3137	0.0118
4861	0.4557	0.3143	0.0118
4862	0.4556	0.3146	0.0118
4863	0.4558	0.3152	0.0118
4864	0.4556	0.3160	0.0118
4865	0.4554	0.3162	0.0118
4866	0.4556	0.3163	0.0118
4867	0.4559	0.3171	0.0118
4868	0.4556	0.3172	0.0118
4869	0.4558	0.3175	0.0118
4870	0.4558	0.3178	0.0118
4871	0.4559	0.3185	0.0118
4872	0.4558	0.3194	0.0118
4873	0.4558	0.3194	0.0118
4874	0.4557	0.3195	0.0118
4875	0.4562	0.3204	0.0118
4876	0.4560	0.3210	0.0118
4877	0.4563	0.3218	0.0118
4878	0.4561	0.3223	0.0118
4879	0.4562	0.3221	0.0118
4880	0.4560	0.3223	0.0118
4881	0.4560	0.3233	0.0118
4882	0.4563	0.3236	0.0118
4883	0.4560	0.3241	0.0118
4884	0.4565	0.3244	0.0118
4885	0.4564	0.3246	0.0118
4886	0.4562	0.3254	0.0118
4887	0.4562	0.3257	0.0118
4888	0.4562	0.3259	0.0118
4889	0.4565	0.3264	0.0118
4890	0.4564	0.3264	0.0118
4891	0.4567	0.3268	0.0118
4892	0.4572	0.3273	0.0118
4893	0.4572	0.3275	0.0118
4894	0.4567	0.3278	0.0118
4895	0.4569	0.3284	0.0118
4896	0.4574	0.3287	0.0118
4897	0.4574	0.3292	0.0118
4898	0.4571	0.3299	0.0118
4899	0.4577	0.3299	0.0118
4900	0.4577	0.3306	0.0118
4901	0.4577	0.3314	0.0119
4902	0.4578	0.3315	0.0119
4903	0.4582	0.3319	0.0119
4904	0.4582	0.3322	0.0119
4905	0.4580	0.3325	0.0119
4906	0.4586	0.3328	0.0119
4907	0.4587	0.3334	0.0119
4908	0.4593	0.3336	0.0119
4909	0.4594	0.3335	0.0119
4910	0.4592	0.3342	0.0119
4911	0.4595	0.3344	0.0119
4912	0.4596	0.3345	0.0119
4913	0.4597	0.3351	0.0119
4914	0.4599	0.3349	0.0119
4915	0.4597	0.3354	0.0119
4916	0.4608	0.3355	0.0119
4917	0.4606	0.3362	0.0119
4918	0.4607	0.3364	0.0119
4919	0.4609	0.3364	0.0119
4920	0.4610	0.3365	0.0119
4921	0.4612	0.3369	0.0119
4922	0.4614	0.3376	0.0119
4923	0.4618	0.3373	0.0119
4924	0.4616	0.3380	0.0119
4925	0.4618	0.3379	0.0119
4926	0.4620	0.3384	0.0119
4927	0.4622	0.3384	0.0119
4928	0.4621	0.3388	0.0119
4929	0.4625	0.3388	0.0119
4930	0.4625	0.3387	0.0119
4931	0.4629	0.3390	0.0119
4932	0.4629	0.3391	0.0119
4933	0.4625	0.3399	0.0119
4934	0.4629	0.3397	0.0119
4935	0.4632	0.3399	0.0119
4936	0.4630	0.3398	0.0119
4937	0.4631	0.3401	0.0119
4938	0.4640	0.3400	0.0119
4939	0.4640	0.3403	0.0119
4940	0.4639	0.3402	0.0119
4941	0.4641	0.3399	0.0119
4942	0.4639	0.3406	0.0119
4943	0.4643	0.3406	0.0119
4944	0.4642	0.3408	0.0119
4945	0.4646	0.3409	0.0119
4946	0.4643	0.3410	0.0119
4947	0.4644	0.3411	0.0119
4948	0.4645	0.3410	0.0119
4949	0.4646	0.3411	0.0119
4950	0.4646	0.3412	0.0119
4951	0.4645	0.3413	0.0119
4952	0.4655	0.3411	0.0119
4953	0.4646	0.3413	0.0119
4954	0.4651	0.3415	0.0119
4955	0.4649	0.3415	0.0119
4956	0.4654	0.3417	0.0119
4957	0.4654	0.3410	0.0119
4958	0.4651	0.3413	0.0119
4959	0.4648	0.3415	0.0119
4960	0.4654	0.3416	0.0119
4961	0.4651	0.3412	0.0119
4962	0.4653	0.3412	0.0119
4963	0.4654	0.3413	0.0119
4964	0.4651	0.3410	0.0119
4965	0.4648	0.3412	0.0119
4966	0.4653	0.3413	0.0119
4967	0.4655	0.3410	0.0119
4968	0.4653	0.3412	0.0119
4969	0.4649	0.3413	0.0119
4970	0.4652	0.3416	0.0119
4971	0.4655	0.3413	0.0119
4972	0.4650	0.3415	0.0119
4973	0.4652	0.3412	0.0119
4974	0.4655	0.3416	0.0119
4975	0.4652	0.3417	0.0119
4976	0.4650	0.3414	0.0119
4977	0.4656	0.3416	0.0119
4978	0.4656	0.3416	0.0119
4979	0.4653	0.3419	0.0119
4980	0.4655	0.3416	0.0119
4981	0.4655	0.3416	0.0119
4982	0.4652	0.3412	0.0119
4983	0.4654	0.3417	0.0119
4984	0.4656	0.3419	0.0119
4985	0.4656	0.3416	0.0119
4986	0.4657	0.3422	0.0119
4987	0.4656	0.3417	0.0119
4988	0.4653	0.3419	0.0119
4989	0.4658	0.3419	0.0119
4990	0.4655	0.3421	0.0119
4991	0.4653	0.3423	0.0119
4992	0.4655	0.3420	0.0119
4993	0.4657	0.3423	0.0119
4994	0.4659	0.3421	0.0119
4995	0.4659	0.3423	0.0119
4996	0.4657	0.3422	0.0119
4997	0.4654	0.3425	0.0119
4998	0.4658	0.3424	0.0119
4999	0.4657	0.3421	0.0119
5000	0.4655	0.3424	0.0119
5001	0.4661	0.3422	0.0119
5002	0.4658	0.3425	0.0119
5003	0.4659	0.3427	0.0119
5004	0.4659	0.3424	0.0119
5005	0.4660	0.3425	0.0119
5006	0.4659	0.3430	0.0119
5007	0.4661	0.3423	0.0119
5008	0.4660	0.3421	0.0119
5009	0.4657	0.3423	0.0119
5010	0.4662	0.3422	0.0119
5011	0.4658	0.3424	0.0119
5012	0.4659	0.3419	0.0119
5013	0.4662	0.3423	0.0119
5014	0.4655	0.3420	0.0119
5015	0.4656	0.3422	0.0119
5016	0.4659	0.3411	0.0119
5017	0.4654	0.3413	0.0119
5018	0.4652	0.3414	0.0119
5019	0.4656	0.3415	0.0119
5020	0.4654	0.3416	0.0119
5021	0.4654	0.3407	0.0119
5022	0.4649	0.3408	0.0119
5023	0.4650	0.3410	0.0119
5024	0.4648	0.3408	0.0119
5025	0.4650	0.3404	0.0119
5026	0.4643	0.3405	0.0119
5027	0.4641	0.3400	0.0119
5028	0.4642	0.3400	0.0119
5029	0.4641	0.3399	0.0119
5030	0.4635	0.3393	0.0119
5031	0.4634	0.3393	0.0119
5032	0.4632	0.3390	0.0119
5033	0.4632	0.3384	0.0119
5034	0.4635	0.3388	0.0119
5035	0.4630	0.3383	0.0119
5036	0.4620	0.3381	0.0119
5037	0.4623	0.3377	0.0119
5038	0.4614	0.3371	0.0119
5039	0.4615	0.3371	0.0119
5040	0.4607	0.3368	0.0119
5041	0.4610	0.3362	0.0119
5042	0.4602	0.3358	0.0119
5043	0.4603	0.3356	0.0119
5044	0.4595	0.3356	0.0119
5045	0.4594	0.3352	0.0119
5046	0.4593	0.3350	0.0119
5047	0.4591	0.3343	0.0119
5048	0.4584	0.3348	0.0119
5049	0.4587	0.3339	0.0119
5050	0.4581	0.3339	0.0119
5051	0.4568	0.3333	0.0119
5052	0.4572	0.3331	0.0119
5053	0.4568	0.3324	0.0119
5054	0.4563	0.3322	0.0119
5055	0.4556	0.3322	0.0118
5056	0.4556	0.3315	0.0118
5057	0.4557	0.3318	0.0118
5058	0.4547	0.3313	0.0118
5059	0.4547	0.3310	0.0118
5060	0.4549	0.3310	0.0118
5061	0.4542	0.3303	0.0118
5062	0.4539	0.3304	0.0118
5063	0.4534	0.3299	0.0118
5064	0.4533	0.3294	0.0118
5065	0.4532	0.3294	0.0118
5066	0.4519	0.3288	0.0118
5067	0.4519	0.3289	0.0118
5068	0.4517	0.3281	0.0118
5069	0.4513	0.3281	0.0118
5070	0.4513	0.3278	0.0118
5071	0.4513	0.3279	0.0118
5072	0.4506	0.3269	0.0118
5073	0.4506	0.3269	0.0118
5074	0.4498	0.3267	0.0118
5075	0.4491	0.3264	0.0118
5076	0.4487	0.3260	0.0118
5077	0.4479	0.3254	0.0118
5078	0.4481	0.3253	0.0118
5079	0.4473	0.3250	0.0118
5080	0.4468	0.3246	0.0118
5081	0.4465	0.3240	0.0118
5082	0.4460	0.3236	0.0118
5083	0.4454	0.3235	0.0118
5084	0.4452	0.3234	0.0118
5085	0.4446	0.3228	0.0118
5086	0.4442	0.3229	0.0118
5087	0.4436	0.3223	0.0118
5088	0.4434	0.3218	0.0118
5089	0.4429	0.3216	0.0118
5090	0.4428	0.3214	0.0118
5091	0.4419	0.3209	0.0118
5092	0.4419	0.3213	0.0118
5093	0.4409	0.3208	0.0118
5094	0.4412	0.3208	0.0118
5095	0.4400	0.3207	0.0118
5096	0.4401	0.3205	0.0118
5097	0.4390	0.3201	0.0118
5098	0.4390	0.3205	0.0118
5099	0.4387	0.3203	0.0118
5100	0.4381	0.3201	0.0118
5101	0.4376	0.3198	0.0118
5102	0.4373	0.3196	0.0118
5103	0.4370	0.3198	0.0118
5104	0.4364	0.3201	0.0118
5105	0.4361	0.3196	0.0118
5106	0.4355	0.3196	0.0118
5107	0.4349	0.3199	0.0118
5108	0.4350	0.3194	0.0118
5109	0.4342	0.3196	0.0118
5110	0.4347	0.3201	0.0118
5111	0.4341	0.3198	0.0118
5112	0.4334	0.3200	0.0118
5113	0.4332	0.3199	0.0118
5114	0.4327	0.3199	0.0118
5115	0.4325	0.3203	0.0118
5116	0.4322	0.3205	0.0118
5117	0.4317	0.3203	0.0118
5118	0.4313	0.3204	0.0118
5119	0.4308	0.3206	0.0118
5120	0.4307	0.3208	0.0118
5121	0.4304	0.3211	0.0118
5122	0.4299	0.3214	0.0118
5123	0.4296	0.3213	0.0118
5124	0.4291	0.3215	0.0118
5125	0.4290	0.3220	0.0118
5126	0.4282	0.3223	0.0118
5127	0.4284	0.3223	0.0118
5128	0.4283	0.3225	0.0118
5129	0.4282	0.3227	0.0118
5130	0.4274	0.3228	0.0118
5131	0.4277	0.3234	0.0118
5132	0.4277	0.3235	0.0118
5133	0.4268	0.3235	0.0118
5134	0.4268	0.3241	0.0118
5135	0.4266	0.3241	0.0118
5136	0.4260	0.3244	0.0118
5137	0.4264	0.3249	0.0118
5138	0.4258	0.3251	0.0118
5139	0.4254	0.3255	0.0118
5140	0.4256	0.3254	0.0118
5141	0.4251	0.3256	0.0118
5142	0.4251	0.3257	0.0118
5143	0.4254	0.3262	0.0118
5144	0.4249	0.3264	0.0118
5145	0.4248	0.3266	0.0118
5146	0.4243	0.3267	0.0118
5147	0.4246	0.3271	0.0118
5148	0.4241	0.3274	0.0118
5149	0.4242	0.3282	0.0118
5150	0.4242	0.3281	0.0118
5151	0.4245	0.3280	0.0118
5152	0.4237	0.3288	0.0118
5153	0.4235	0.3281	0.0118
5154	0.4235	0.3290	0.0118
5155	0.4238	0.3290	0.0118
5156	0.4234	0.3295	0.0118
5157	0.4230	0.3296	0.0118
5158	0.4236	0.3302	0.0118
5159	0.4228	0.3301	0.0118
5160	0.4234	0.3303	0.0118
5161	0.4230	0.3305	0.0118
5162	0.4226	0.3303	0.0118
5163	0.4227	0.3309	0.0118
5164	0.4228	0.3312	0.0118
5165	0.4229	0.3313	0.0118
5166	0.4223	0.3317	0.0118
5167	0.4223	0.3319	0.0118
5168	0.4220	0.3318	0.0118
5169	0.4222	0.3322	0.0118
5170	0.4223	0.3324	0.0118
5171	0.4225	0.3324	0.0118
5172	0.4224	0.3324	0.0118
5173	0.4223	0.3324	0.0118
5174	0.4221	0.3331	0.0118
5175	0.4223	0.3334	0.0118
5176	0.4223	0.3334	0.0118
5177	0.4230	0.3331	0.0118
5178	0.4227	0.3332	0.0118
5179	0.4224	0.3336	0.0118
5180	0.4223	0.3338	0.0118
5181	0.4225	0.3339	0.0118
5182	0.4224	0.3340	0.0118
5183	0.4224	0.3341	0.0118
5184	0.4224	0.3344	0.0118
5185	0.4222	0.3347	0.0118
5186	0.4226	0.3345	0.0118
5187	0.4227	0.3345	0.0118
5188	0.4227	0.3348	0.0118
5189	0.4229	0.3350	0.0118
5190	0.4232	0.3350	0.0118
5191	0.4234	0.3352	0.0118
5192	0.4232	0.3354	0.0118
5193	0.4230	0.3356	0.0118
5194	0.4235	0.3354	0.0118
5195	0.4234	0.3357	0.0118
5196	0.4239	0.3358	0.0118
5197	0.4241	0.3357	0.0118
5198	0.4238	0.3357	0.0118
5199	0.4237	0.3362	0.0118
5200	0.4241	0.3355	0.0118
5201	0.4239	0.3357	0.0118
5202	0.4241	0.3359	0.0118
5203	0.4244	0.3359	0.0118
5204	0.4243	0.3359	0.0118
5205	0.4244	0.3362	0.0118
5206	0.4245	0.3361	0.0118
5207	0.4243	0.3359	0.0118
5208	0.4250	0.3363	0.0118
5209	0.4247	0.3360	0.0118
5210	0.4251	0.3360	0.0118
5211	0.4254	0.3354	0.0118
5212	0.4252	0.3354	0.0118
5213	0.4255	0.3357	0.0118
5214	0.4256	0.3355	0.0118
5215	0.4254	0.3353	0.0118
5216	0.4257	0.3351	0.0118
5217	0.4257	0.3348	0.0118
5218	0.4257	0.3349	0.0118
5219	0.4260	0.3346	0.0118
5220	0.4258	0.3346	0.0118
5221	0.4267	0.3347	0.0118
5222	0.4265	0.3343	0.0118
5223	0.4266	0.3343	0.0118
5224	0.4265	0.3337	0.0118
5225	0.4267	0.3341	0.0118
5226	0.4273	0.3331	0.0118
5227	0.4272	0.3337	0.0118
5228	0.4271	0.3326	0.0118
5229	0.4272	0.3330	0.0118
5230	0.4277	0.3326	0.0118
5231	0.4272	0.3322	0.0118
5232	0.4278	0.3326	0.0118
5233	0.4277	0.3319	0.0118
5234	0.4281	0.3320	0.0118
5235	0.4282	0.3314	0.0118
5236	0.4282	0.3307	0.0118
5237	0.4283	0.3308	0.0118
5238	0.4282	0.3299	0.0118
5239	0.4288	0.3296	0.0118
5240	0.4282	0.3293	0.0118
5241	0.4282	0.3287	0.0118
5242	0.4287	0.3287	0.0118
5243	0.4293	0.3280	0.0118
5244	0.4287	0.3274	0.0118
5245	0.4294	0.3273	0.0118
5246	0.4290	0.3265	0.0118
5247	0.4293	0.3267	0.0118
5248	0.4291	0.3260	0.0118
5249	0.4290	0.3252	0.0118
5250	0.4293	0.3250	0.0118
5251	0.4292	0.3246	0.0118
5252	0.4291	0.3239	0.0118
5253	0.4293	0.3237	0.0118
5254	0.4295	0.3234	0.0118
5255	0.4294	0.3222	0.0118
5256	0.4296	0.3224	0.0118
5257	0.4295	0.3218	0.0118
5258	0.4294	0.3215	0.0118
5259	0.4296	0.3209	0.0118
5260	0.4296	0.3203	0.0118
5261	0.4295	0.3197	0.0118
5262	0.4300	0.3195	0.0118
5263	0.4296	0.3191	0.0118
5264	0.4297	0.3184	0.0118
5265	0.4294	0.3183	0.0118
5266	0.4296	0.3178	0.0118
5267	0.4296	0.3172	0.0118
5268	0.4296	0.3173	0.0118
5269	0.4294	0.3171	0.0118
5270	0.4302	0.3165	0.0118
5271	0.4298	0.3165	0.0118
5272	0.4298	0.3161	0.0118
5273	0.4295	0.3155	0.0118
5274	0.4296	0.3153	0.0118
5275	0.4292	0.3149	0.0118
5276	0.4296	0.3147	0.0118
5277	0.4298	0.3144	0.0118
5278	0.4295	0.3142	0.0118
5279	0.4294	0.3139	0.0118
5280	0.4297	0.3139	0.0118
5281	0.4293	0.3135	0.0118
5282	0.4292	0.3134	0.0118
5283	0.4289	0.3130	0.0118
5284	0.4291	0.3131	0.0118
5285	0.4291	0.3129	0.0118
5286	0.4288	0.3128	0.0118
5287	0.4289	0.3127	0.0118
5288	0.4284	0.3126	0.0118
5289	0.4287	0.3126	0.0118
5290	0.4286	0.3126	0.0118
5291	0.4285	0.3124	0.0118
5292	0.4281	0.3126	0.0118
5293	0.4282	0.3124	0.0118
5294	0.4281	0.3122	0.0118
5295	0.4276	0.3122	0.0118
5296	0.4281	0.3122	0.0118
5297	0.4276	0.3122	0.0118
5298	0.4277	0.3123	0.0118
5299	0.4272	0.3120	0.0118
5300	0.4279	0.3125	0.0118
5301	0.4274	0.3123	0.0118
5302	0.4271	0.3125	0.0118
5303	0.4269	0.3127	0.0118
5304	0.4263	0.3124	0.0117
5305	0.4263	0.3123	0.0117
5306	0.4268	0.3123	0.0118
