	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d
	FP3	FP3	FP3	FP3	FP3	FP3	FP3	FP3	FP3
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	Y	Z	X	Y	Z	X	Y	Z
900	-0.1	-0.3	1.6	-0.0	-0.0	0.3	0.3	-0.3	0.2
901	-0.1	-0.2	1.6	-0.0	-0.0	0.3	0.3	-0.3	0.4
902	-0.1	-0.2	1.6	-0.0	-0.0	0.2	0.3	-0.3	0.6
903	-0.1	-0.2	1.6	-0.0	-0.0	0.2	0.2	-0.3	0.7
904	-0.1	-0.2	1.5	-0.0	-0.0	0.2	0.2	-0.3	0.9
905	-0.1	-0.2	1.5	-0.0	-0.0	0.2	0.2	-0.3	1.0
906	-0.1	-0.2	1.4	-0.0	-0.0	0.2	0.2	-0.4	1.1
907	-0.1	-0.2	1.4	-0.0	-0.0	0.1	0.1	-0.4	1.3
908	-0.1	-0.2	1.4	-0.0	-0.0	0.1	0.1	-0.4	1.3
909	-0.1	-0.2	1.3	-0.0	-0.0	0.1	0.1	-0.4	1.4
910	-0.1	-0.2	1.3	-0.0	-0.0	0.1	0.1	-0.4	1.5
911	-0.1	-0.2	1.2	-0.0	-0.0	0.1	0.1	-0.4	1.6
912	-0.1	-0.1	1.2	-0.0	-0.0	0.0	0.1	-0.4	1.6
913	-0.1	-0.1	1.2	-0.0	-0.0	0.0	0.1	-0.4	1.7
914	-0.1	-0.1	1.1	-0.0	0.0	0.0	0.0	-0.4	1.7
915	-0.1	-0.1	1.1	-0.0	0.0	-0.0	0.0	-0.4	1.8
916	-0.1	-0.1	1.0	-0.0	0.0	-0.0	0.0	-0.4	1.8
917	-0.1	-0.1	1.0	-0.0	0.0	-0.0	0.0	-0.4	1.8
918	-0.1	-0.1	0.9	-0.0	0.0	-0.0	-0.0	-0.4	1.8
919	-0.1	-0.1	0.9	-0.0	0.0	-0.1	-0.0	-0.4	1.8
920	-0.1	-0.1	0.9	-0.0	0.0	-0.1	-0.0	-0.4	1.8
921	-0.1	-0.1	0.8	-0.0	0.0	-0.1	-0.0	-0.4	1.8
922	-0.1	-0.1	0.8	-0.0	0.0	-0.1	-0.0	-0.3	1.8
923	-0.1	-0.1	0.7	-0.0	0.0	-0.1	-0.0	-0.3	1.8
924	-0.1	-0.1	0.7	-0.0	0.0	-0.1	-0.1	-0.3	1.8
925	-0.1	-0.1	0.7	-0.0	0.0	-0.1	-0.1	-0.3	1.8
926	-0.1	-0.0	0.6	-0.0	0.0	-0.1	-0.1	-0.3	1.8
927	-0.1	-0.0	0.6	-0.0	0.0	-0.1	-0.1	-0.3	1.7
928	-0.1	-0.0	0.5	-0.0	0.0	-0.1	-0.1	-0.3	1.7
929	-0.1	-0.0	0.5	-0.0	0.0	-0.1	-0.1	-0.3	1.7
930	-0.1	-0.0	0.5	-0.0	0.0	-0.1	-0.1	-0.3	1.6
931	-0.1	-0.0	0.4	-0.0	0.0	-0.2	-0.1	-0.3	1.6
932	-0.1	-0.0	0.4	-0.0	0.0	-0.2	-0.1	-0.3	1.6
933	-0.1	-0.0	0.4	-0.0	0.0	-0.2	-0.1	-0.3	1.5
934	-0.1	-0.0	0.3	-0.0	0.0	-0.2	-0.1	-0.2	1.5
935	-0.1	-0.0	0.3	-0.0	0.0	-0.2	-0.1	-0.2	1.5
936	-0.1	-0.0	0.3	-0.0	0.0	-0.2	-0.1	-0.2	1.4
937	-0.1	-0.0	0.3	-0.0	0.0	-0.2	-0.1	-0.2	1.4
938	-0.1	-0.0	0.2	-0.0	0.0	-0.2	-0.1	-0.2	1.3
939	-0.1	0.0	0.2	-0.0	0.0	-0.2	-0.1	-0.2	1.3
940	-0.0	0.0	0.2	-0.0	0.0	-0.2	-0.1	-0.2	1.2
941	-0.0	0.0	0.2	-0.0	0.0	-0.2	-0.1	-0.2	1.2
942	-0.0	0.0	0.1	-0.0	0.0	-0.2	-0.1	-0.2	1.2
943	-0.0	0.0	0.1	-0.0	0.0	-0.2	-0.1	-0.2	1.1
944	-0.0	0.0	0.1	-0.0	0.0	-0.2	-0.1	-0.2	1.1
945	-0.0	0.0	0.1	-0.0	0.0	-0.2	-0.1	-0.2	1.0
946	-0.0	0.0	0.1	-0.0	0.0	-0.2	-0.1	-0.1	1.0
947	-0.0	0.0	0.0	-0.0	0.0	-0.2	-0.1	-0.1	0.9
948	-0.0	0.0	0.0	-0.0	0.0	-0.2	-0.1	-0.1	0.9
949	-0.0	0.0	0.0	-0.0	0.0	-0.2	-0.1	-0.1	0.9
950	-0.0	0.0	-0.0	-0.0	0.0	-0.2	-0.1	-0.1	0.8
951	-0.0	0.0	-0.0	-0.0	0.0	-0.2	-0.1	-0.1	0.8
952	-0.0	0.0	-0.0	-0.0	0.0	-0.2	-0.1	-0.1	0.7
953	-0.0	0.0	-0.1	0.0	0.0	-0.2	-0.1	-0.1	0.7
954	-0.0	0.0	-0.1	0.0	-0.0	-0.2	-0.1	-0.1	0.7
955	-0.0	0.0	-0.1	0.0	-0.0	-0.2	-0.1	-0.1	0.6
956	-0.0	0.0	-0.1	0.0	-0.0	-0.2	-0.1	-0.1	0.6
957	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.1	-0.1	0.5
958	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.1	-0.1	0.5
959	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.1	-0.1	0.5
960	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.1	-0.1	0.4
961	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.1	-0.0	0.4
962	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.1	-0.0	0.4
963	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.1	-0.0	0.3
964	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.0	-0.0	0.3
965	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.0	-0.0	0.3
966	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.0	-0.0	0.3
967	-0.0	0.0	-0.1	0.0	-0.0	-0.1	-0.0	-0.0	0.2
968	-0.0	0.0	-0.1	0.0	-0.0	-0.0	-0.0	-0.0	0.2
969	-0.0	0.0	-0.1	0.0	-0.0	-0.0	-0.0	-0.0	0.2
970	-0.0	0.0	-0.1	0.0	-0.0	-0.0	-0.0	-0.0	0.2
971	-0.0	0.0	-0.1	0.0	-0.1	0.0	-0.0	-0.0	0.1
972	-0.0	0.0	-0.1	0.0	-0.1	0.0	-0.0	-0.0	0.1
973	-0.0	0.0	-0.1	0.0	-0.1	0.0	-0.0	-0.0	0.1
974	-0.0	-0.0	-0.1	0.0	-0.1	0.1	-0.0	-0.0	0.1
975	-0.0	-0.0	-0.1	0.0	-0.1	0.1	-0.0	0.0	0.1
976	-0.0	-0.0	-0.1	0.0	-0.1	0.1	-0.0	0.0	0.0
977	-0.0	-0.0	-0.1	0.0	-0.1	0.1	-0.0	0.0	0.0
978	-0.0	-0.0	-0.0	0.0	-0.1	0.2	-0.0	0.0	0.0
979	-0.0	-0.0	-0.0	0.0	-0.1	0.2	-0.0	0.0	-0.0
980	-0.0	-0.0	-0.0	0.0	-0.1	0.2	-0.0	0.0	-0.0
981	-0.0	-0.0	0.0	0.0	-0.1	0.2	-0.0	0.0	-0.0
982	-0.0	-0.0	0.0	0.0	-0.1	0.3	-0.0	0.0	-0.0
983	-0.0	-0.0	0.0	0.0	-0.1	0.3	-0.0	0.0	-0.1
984	-0.0	-0.0	0.1	0.0	-0.1	0.3	-0.0	0.0	-0.1
985	-0.0	-0.0	0.1	0.0	-0.1	0.4	-0.0	0.0	-0.1
986	-0.0	-0.0	0.1	0.0	-0.1	0.4	-0.0	0.0	-0.1
987	-0.0	-0.0	0.1	0.0	-0.1	0.4	-0.0	0.0	-0.1
988	-0.0	-0.0	0.1	0.0	-0.1	0.5	-0.0	0.0	-0.1
989	-0.0	-0.0	0.2	0.0	-0.1	0.5	-0.0	0.0	-0.1
990	-0.0	-0.1	0.2	0.1	-0.1	0.6	-0.0	0.0	-0.1
991	-0.0	-0.1	0.2	0.1	-0.1	0.6	-0.0	0.0	-0.1
992	-0.0	-0.1	0.2	0.1	-0.1	0.6	-0.0	0.0	-0.1
993	-0.0	-0.1	0.3	0.1	-0.2	0.7	-0.0	0.0	-0.1
994	-0.0	-0.1	0.3	0.1	-0.2	0.7	-0.0	0.0	-0.1
995	-0.0	-0.1	0.3	0.1	-0.2	0.8	-0.0	0.0	-0.2
996	-0.0	-0.1	0.4	0.1	-0.2	0.8	-0.0	0.0	-0.2
997	-0.0	-0.1	0.4	0.1	-0.2	0.9	-0.0	0.0	-0.2
998	-0.0	-0.1	0.4	0.1	-0.2	0.9	-0.0	0.0	-0.2
999	-0.0	-0.1	0.4	0.1	-0.2	1.0	-0.0	0.0	-0.2
1000	-0.0	-0.1	0.5	0.1	-0.2	1.0	-0.0	0.0	-0.2
1001	-0.0	-0.1	0.5	0.1	-0.2	1.1	-0.0	0.0	-0.2
1002	-0.0	-0.1	0.6	0.1	-0.2	1.1	-0.0	0.0	-0.2
1003	-0.0	-0.1	0.6	0.1	-0.2	1.2	0.0	0.0	-0.2
1004	-0.0	-0.1	0.6	0.1	-0.2	1.2	0.0	0.0	-0.2
1005	-0.0	-0.1	0.7	0.1	-0.2	1.3	0.0	0.0	-0.2
1006	-0.0	-0.1	0.7	0.1	-0.2	1.4	0.0	0.0	-0.2
1007	-0.0	-0.1	0.8	0.1	-0.2	1.4	0.0	0.0	-0.2
1008	-0.0	-0.1	0.8	0.1	-0.2	1.5	0.0	0.0	-0.2
1009	-0.0	-0.1	0.8	0.1	-0.2	1.5	0.0	0.0	-0.2
1010	-0.0	-0.1	0.9	0.1	-0.2	1.6	0.0	-0.0	-0.2
1011	-0.0	-0.1	0.9	0.1	-0.2	1.7	0.0	-0.0	-0.2
1012	-0.0	-0.1	1.0	0.1	-0.2	1.7	0.0	-0.0	-0.1
1013	-0.0	-0.2	1.0	0.1	-0.2	1.8	0.0	-0.0	-0.1
1014	-0.0	-0.2	1.1	0.1	-0.2	1.8	0.0	-0.0	-0.1
1015	-0.0	-0.2	1.1	0.1	-0.2	1.9	0.0	-0.0	-0.1
1016	-0.0	-0.2	1.1	0.1	-0.2	2.0	0.0	-0.0	-0.1
1017	-0.0	-0.2	1.2	0.1	-0.2	2.0	0.0	-0.0	-0.1
1018	-0.0	-0.2	1.2	0.1	-0.2	2.1	0.0	-0.0	-0.1
1019	-0.0	-0.2	1.3	0.1	-0.2	2.1	0.0	-0.0	-0.1
1020	-0.0	-0.2	1.3	0.1	-0.2	2.2	0.0	-0.0	-0.1
1021	-0.0	-0.2	1.4	0.1	-0.1	2.2	0.0	-0.0	-0.1
1022	-0.0	-0.2	1.4	0.1	-0.1	2.3	0.0	-0.0	-0.1
1023	-0.0	-0.2	1.5	0.1	-0.1	2.3	0.0	-0.0	-0.0
1024	-0.0	-0.2	1.5	0.1	-0.1	2.3	0.0	-0.0	-0.0
1025	-0.0	-0.2	1.5	0.2	-0.1	2.4	0.0	-0.0	-0.0
1026	-0.0	-0.2	1.6	0.1	-0.1	2.4	0.0	-0.0	0.0
1027	-0.0	-0.2	1.6	0.1	-0.1	2.4	0.0	-0.0	0.0
1028	-0.0	-0.2	1.6	0.1	-0.0	2.5	0.0	-0.0	0.0
1029	-0.0	-0.2	1.7	0.1	-0.0	2.5	0.0	-0.1	0.1
1030	-0.0	-0.2	1.7	0.1	-0.0	2.5	0.0	-0.1	0.1
1031	-0.0	-0.2	1.7	0.1	0.0	2.5	0.0	-0.1	0.1
1032	-0.0	-0.2	1.8	0.1	0.0	2.5	0.0	-0.1	0.1
1033	-0.0	-0.2	1.8	0.1	0.1	2.5	0.0	-0.1	0.1
1034	-0.0	-0.2	1.8	0.1	0.1	2.5	0.0	-0.1	0.2
1035	-0.0	-0.2	1.8	0.1	0.1	2.5	0.0	-0.1	0.2
1036	-0.0	-0.1	1.8	0.1	0.2	2.4	0.0	-0.1	0.2
1037	-0.0	-0.1	1.8	0.1	0.2	2.4	0.0	-0.1	0.2
1038	-0.0	-0.1	1.8	0.1	0.2	2.3	0.0	-0.1	0.3
1039	-0.0	-0.1	1.8	0.1	0.3	2.3	0.0	-0.1	0.3
1040	0.0	-0.1	1.8	0.1	0.3	2.2	0.0	-0.1	0.3
1041	0.0	-0.1	1.8	0.1	0.4	2.1	0.0	-0.1	0.4
1042	0.0	-0.1	1.8	0.1	0.4	2.0	0.0	-0.1	0.4
1043	0.0	-0.1	1.8	0.0	0.4	1.9	0.0	-0.1	0.4
1044	0.0	-0.0	1.7	0.0	0.5	1.8	0.0	-0.1	0.5
1045	0.0	-0.0	1.7	0.0	0.5	1.7	0.0	-0.1	0.5
1046	0.0	-0.0	1.6	0.0	0.6	1.5	0.0	-0.1	0.5
1047	0.1	0.0	1.6	-0.0	0.7	1.3	0.0	-0.1	0.6
1048	0.1	0.0	1.5	-0.0	0.7	1.2	0.0	-0.1	0.6
1049	0.1	0.1	1.4	-0.1	0.8	1.0	0.0	-0.1	0.7
1050	0.1	0.1	1.3	-0.1	0.8	0.7	0.0	-0.1	0.7
1051	0.1	0.1	1.2	-0.1	0.9	0.5	0.0	-0.1	0.7
1052	0.1	0.1	1.1	-0.1	1.0	0.2	0.0	-0.1	0.8
1053	0.1	0.2	1.0	-0.1	1.1	-0.0	0.0	-0.1	0.8
1054	0.1	0.2	0.8	-0.2	1.1	-0.3	0.0	-0.1	0.9
1055	0.1	0.2	0.7	-0.2	1.2	-0.7	0.0	-0.1	0.9
1056	0.2	0.3	0.5	-0.2	1.3	-1.0	0.0	-0.1	1.0
1057	0.2	0.3	0.4	-0.3	1.4	-1.4	0.0	-0.1	1.0
1058	0.2	0.4	0.2	-0.3	1.5	-1.8	0.0	-0.1	1.1
1059	0.2	0.4	-0.0	-0.3	1.5	-2.2	0.0	-0.1	1.1
1060	0.2	0.4	-0.3	-0.4	1.6	-2.6	0.0	-0.1	1.2
1061	0.2	0.5	-0.5	-0.4	1.7	-3.1	0.0	-0.1	1.2
1062	0.3	0.5	-0.8	-0.5	1.8	-3.6	0.0	-0.1	1.3
1063	0.3	0.6	-1.0	-0.5	1.9	-4.1	0.0	-0.1	1.3
1064	0.3	0.6	-1.3	-0.5	2.0	-4.7	0.0	-0.1	1.4
1065	0.3	0.7	-1.6	-0.6	2.1	-5.3	0.0	-0.1	1.4
1066	0.3	0.8	-2.0	-0.6	2.2	-5.9	0.0	-0.1	1.5
1067	0.4	0.8	-2.3	-0.7	2.3	-6.5	0.0	-0.1	1.5
1068	0.4	0.9	-2.7	-0.7	2.4	-7.2	0.0	-0.1	1.6
1069	0.4	1.0	-3.1	-0.8	2.5	-7.9	0.0	-0.1	1.6
1070	0.4	1.0	-3.5	-0.9	2.6	-8.6	0.0	-0.1	1.7
1071	0.4	1.1	-3.9	-0.9	2.7	-9.4	0.0	-0.1	1.7
1072	0.5	1.2	-4.4	-1.0	2.8	-10.2	0.0	-0.1	1.8
1073	0.5	1.2	-4.8	-1.0	3.0	-11.0	0.0	-0.1	1.8
1074	0.5	1.3	-5.3	-1.1	3.1	-11.9	0.0	-0.1	1.8
1075	0.5	1.4	-5.9	-1.2	3.2	-12.8	0.0	-0.1	1.9
1076	0.6	1.5	-6.4	-1.2	3.3	-13.7	0.0	-0.1	1.9
1077	0.6	1.6	-7.0	-1.3	3.4	-14.7	0.0	-0.1	2.0
1078	0.6	1.7	-7.6	-1.4	3.5	-15.7	0.0	-0.0	2.0
1079	0.7	1.7	-8.2	-1.5	3.6	-16.7	0.0	-0.0	2.0
1080	0.7	1.8	-8.8	-1.5	3.7	-17.8	0.0	-0.0	2.1
1081	0.7	1.9	-9.5	-1.6	3.8	-18.9	0.0	-0.0	2.1
1082	0.7	2.0	-10.2	-1.7	3.9	-20.0	0.0	0.0	2.1
1083	0.8	2.1	-10.9	-1.8	4.0	-21.2	0.0	0.0	2.1
1084	0.8	2.2	-11.6	-1.8	4.1	-22.3	0.0	0.0	2.1
1085	0.8	2.3	-12.4	-1.9	4.1	-23.5	0.0	0.1	2.1
1086	0.8	2.4	-13.2	-2.0	4.2	-24.8	0.0	0.1	2.1
1087	0.9	2.5	-14.0	-2.1	4.3	-26.0	-0.0	0.1	2.1
1088	0.9	2.6	-14.8	-2.2	4.3	-27.3	-0.0	0.1	2.1
1089	0.9	2.7	-15.7	-2.3	4.4	-28.6	-0.0	0.2	2.1
1090	0.9	2.8	-16.5	-2.3	4.4	-29.9	-0.0	0.2	2.0
1091	1.0	2.9	-17.4	-2.4	4.5	-31.3	-0.0	0.2	2.0
1092	1.0	3.0	-18.3	-2.5	4.5	-32.6	-0.0	0.2	2.0
1093	1.0	3.1	-19.3	-2.6	4.5	-34.0	-0.0	0.3	1.9
1094	1.0	3.2	-20.2	-2.7	4.5	-35.3	-0.0	0.3	1.8
1095	1.0	3.3	-21.2	-2.7	4.5	-36.7	-0.0	0.3	1.8
1096	1.1	3.4	-22.1	-2.8	4.5	-38.1	-0.0	0.4	1.7
1097	1.1	3.5	-23.1	-2.9	4.5	-39.5	-0.0	0.4	1.6
1098	1.1	3.6	-24.1	-3.0	4.4	-40.8	-0.1	0.5	1.5
1099	1.1	3.6	-25.1	-3.0	4.4	-42.2	-0.1	0.5	1.4
1100	1.1	3.7	-26.1	-3.1	4.3	-43.5	-0.1	0.5	1.2
1101	1.1	3.8	-27.1	-3.2	4.2	-44.8	-0.1	0.6	1.1
1102	1.1	3.9	-28.2	-3.2	4.1	-46.1	-0.1	0.6	0.9
1103	1.1	3.9	-29.2	-3.3	3.9	-47.4	-0.1	0.7	0.7
1104	1.1	4.0	-30.2	-3.3	3.7	-48.6	-0.1	0.7	0.6
1105	1.1	4.0	-31.2	-3.4	3.6	-49.8	-0.1	0.8	0.3
1106	1.1	4.1	-32.2	-3.4	3.3	-50.9	-0.1	0.8	0.1
1107	1.1	4.1	-33.1	-3.4	3.1	-52.0	-0.1	0.9	-0.1
1108	1.1	4.2	-34.1	-3.5	2.8	-53.0	-0.1	1.0	-0.4
1109	1.1	4.2	-35.0	-3.5	2.6	-53.9	-0.1	1.0	-0.7
1110	1.0	4.2	-35.9	-3.5	2.2	-54.7	-0.1	1.1	-1.0
1111	1.0	4.2	-36.8	-3.5	1.9	-55.5	-0.2	1.1	-1.3
1112	1.0	4.2	-37.6	-3.5	1.5	-56.2	-0.2	1.2	-1.6
1113	0.9	4.1	-38.4	-3.4	1.1	-56.7	-0.2	1.3	-2.0
1114	0.9	4.1	-39.1	-3.4	0.6	-57.1	-0.2	1.3	-2.4
1115	0.8	4.0	-39.8	-3.3	0.1	-57.4	-0.2	1.4	-2.8
1116	0.8	4.0	-40.4	-3.3	-0.4	-57.6	-0.2	1.5	-3.2
1117	0.7	3.9	-40.9	-3.2	-1.0	-57.6	-0.2	1.6	-3.7
1118	0.7	3.8	-41.4	-3.1	-1.6	-57.5	-0.2	1.6	-4.1
1119	0.6	3.6	-41.8	-3.0	-2.2	-57.2	-0.2	1.7	-4.6
1120	0.5	3.5	-42.1	-2.9	-2.9	-56.6	-0.3	1.8	-5.2
1121	0.4	3.3	-42.3	-2.7	-3.7	-55.9	-0.3	1.9	-5.7
1122	0.3	3.1	-42.4	-2.6	-4.5	-55.0	-0.3	1.9	-6.3
1123	0.2	2.9	-42.4	-2.4	-5.3	-53.9	-0.3	2.0	-6.9
1124	0.1	2.7	-42.3	-2.2	-6.2	-52.5	-0.3	2.1	-7.5
1125	-0.1	2.4	-42.1	-2.0	-7.1	-50.8	-0.3	2.2	-8.2
1126	-0.2	2.1	-41.7	-1.7	-8.1	-48.9	-0.3	2.2	-8.9
1127	-0.4	1.8	-41.1	-1.5	-9.1	-46.7	-0.3	2.3	-9.6
1128	-0.5	1.5	-40.4	-1.2	-10.2	-44.2	-0.4	2.4	-10.4
1129	-0.7	1.1	-39.6	-0.8	-11.4	-41.4	-0.4	2.5	-11.1
1130	-0.9	0.7	-38.5	-0.5	-12.6	-38.3	-0.4	2.5	-11.9
1131	-1.1	0.2	-37.3	-0.1	-13.8	-34.8	-0.4	2.6	-12.7
1132	-1.3	-0.3	-35.9	0.3	-15.1	-30.9	-0.4	2.7	-13.6
1133	-1.5	-0.8	-34.2	0.7	-16.5	-26.7	-0.4	2.7	-14.5
1134	-1.7	-1.3	-32.4	1.2	-17.9	-22.0	-0.4	2.8	-15.4
1135	-2.0	-1.9	-30.3	1.7	-19.4	-17.0	-0.4	2.9	-16.3
1136	-2.2	-2.5	-27.9	2.2	-21.0	-11.5	-0.5	2.9	-17.3
1137	-2.5	-3.2	-25.3	2.8	-22.6	-5.5	-0.5	3.0	-18.3
1138	-2.8	-3.9	-22.4	3.4	-24.3	0.9	-0.5	3.0	-19.3
1139	-3.1	-4.7	-19.3	4.0	-26.0	7.8	-0.5	3.1	-20.3
1140	-3.4	-5.5	-15.8	4.7	-27.8	15.2	-0.5	3.1	-21.3
1141	-3.7	-6.3	-12.0	5.4	-29.6	23.2	-0.5	3.1	-22.4
1142	-4.1	-7.2	-8.0	6.1	-31.5	31.7	-0.5	3.2	-23.5
1143	-4.4	-8.2	-3.5	6.9	-33.5	40.7	-0.5	3.2	-24.6
1144	-4.8	-9.2	1.3	7.8	-35.5	50.4	-0.5	3.2	-25.7
1145	-5.2	-10.2	6.4	8.6	-37.6	60.6	-0.5	3.2	-26.8
1146	-5.6	-11.3	11.9	9.5	-39.7	71.4	-0.6	3.2	-28.0
1147	-6.0	-12.5	17.8	10.5	-41.8	82.9	-0.6	3.2	-29.1
1148	-6.4	-13.7	24.1	11.5	-44.1	95.0	-0.6	3.2	-30.3
1149	-6.8	-14.9	30.8	12.6	-46.3	107.8	-0.6	3.1	-31.5
1150	-7.3	-16.2	38.0	13.7	-48.6	121.2	-0.6	3.1	-32.6
1151	-7.8	-17.6	45.6	14.8	-51.0	135.4	-0.6	3.0	-33.8
1152	-8.3	-19.0	53.6	16.0	-53.4	150.2	-0.6	3.0	-34.9
1153	-8.8	-20.5	62.1	17.2	-55.8	165.8	-0.6	2.9	-36.1
1154	-9.3	-22.0	71.1	18.5	-58.2	182.0	-0.5	2.8	-37.2
1155	-9.8	-23.6	80.6	19.8	-60.7	199.0	-0.5	2.7	-38.3
1156	-10.3	-25.2	90.6	21.2	-63.1	216.8	-0.5	2.5	-39.4
1157	-10.9	-26.9	101.0	22.6	-65.6	235.3	-0.5	2.4	-40.4
1158	-11.4	-28.7	112.0	24.0	-68.1	254.5	-0.5	2.2	-41.4
1159	-12.0	-30.5	123.5	25.5	-70.6	274.5	-0.5	2.0	-42.4
1160	-12.6	-32.3	135.6	27.1	-73.1	295.2	-0.5	1.8	-43.3
1161	-13.2	-34.2	148.2	28.6	-75.6	316.7	-0.4	1.6	-44.2
1162	-13.8	-36.1	161.3	30.3	-78.0	339.0	-0.4	1.4	-45.0
1163	-14.4	-38.1	175.0	31.9	-80.4	362.0	-0.4	1.1	-45.8
1164	-15.0	-40.2	189.3	33.6	-82.8	385.7	-0.3	0.8	-46.5
1165	-15.6	-42.2	204.1	35.4	-85.1	410.2	-0.3	0.5	-47.1
1166	-16.3	-44.4	219.4	37.1	-87.4	435.4	-0.3	0.1	-47.6
1167	-16.9	-46.5	235.3	38.9	-89.5	461.2	-0.2	-0.2	-48.1
1168	-17.5	-48.7	251.8	40.7	-91.6	487.8	-0.2	-0.6	-48.4
1169	-18.1	-50.9	268.8	42.6	-93.6	515.0	-0.1	-1.1	-48.6
1170	-18.7	-53.2	286.4	44.5	-95.5	542.8	-0.1	-1.5	-48.7
1171	-19.3	-55.4	304.5	46.3	-97.2	571.3	-0.0	-2.0	-48.6
1172	-20.0	-57.7	323.1	48.2	-98.8	600.3	0.1	-2.5	-48.5
1173	-20.5	-60.0	342.2	50.1	-100.3	629.8	0.1	-3.1	-48.1
1174	-21.1	-62.3	361.9	52.1	-101.6	659.8	0.2	-3.7	-47.6
1175	-21.7	-64.6	382.0	54.0	-102.7	690.3	0.3	-4.3	-47.0
1176	-22.2	-66.9	402.5	55.9	-103.6	721.2	0.4	-4.9	-46.1
1177	-22.8	-69.2	423.5	57.8	-104.4	752.5	0.5	-5.6	-45.1
1178	-23.3	-71.4	445.0	59.8	-104.9	784.0	0.6	-6.4	-43.8
1179	-23.7	-73.7	466.8	61.7	-105.2	815.9	0.7	-7.1	-42.3
1180	-24.2	-75.9	488.9	63.6	-105.3	848.0	0.8	-7.9	-40.6
1181	-24.6	-78.0	511.4	65.4	-105.1	880.3	0.9	-8.8	-38.7
1182	-25.0	-80.1	534.1	67.3	-104.8	912.7	1.0	-9.7	-36.5
1183	-25.3	-82.1	557.1	69.1	-104.2	945.2	1.2	-10.6	-34.0
1184	-25.6	-84.1	580.3	70.9	-103.4	977.9	1.3	-11.6	-31.2
1185	-25.8	-86.0	603.6	72.7	-102.3	1010.5	1.4	-12.6	-28.1
1186	-26.0	-87.7	627.1	74.4	-101.1	1043.2	1.6	-13.6	-24.8
1187	-26.2	-89.4	650.6	76.1	-99.7	1075.8	1.7	-14.7	-21.0
1188	-26.3	-91.0	674.1	77.7	-98.1	1108.4	1.9	-15.8	-17.0
1189	-26.3	-92.4	697.5	79.3	-96.3	1140.9	2.1	-17.0	-12.6
1190	-26.3	-93.7	720.9	80.8	-94.4	1173.3	2.3	-18.2	-7.8
1191	-26.3	-94.9	744.2	82.2	-92.4	1205.6	2.4	-19.5	-2.6
1192	-26.2	-95.9	767.2	83.6	-90.2	1237.7	2.6	-20.8	3.0
1193	-26.0	-96.8	790.0	84.8	-87.9	1269.7	2.8	-22.1	9.0
1194	-25.8	-97.6	812.6	86.0	-85.6	1301.4	3.1	-23.5	15.5
1195	-25.6	-98.2	834.9	87.2	-83.1	1333.0	3.3	-24.9	22.4
1196	-25.3	-98.7	856.8	88.2	-80.6	1364.2	3.5	-26.4	29.7
1197	-25.0	-99.1	878.4	89.1	-78.1	1395.2	3.7	-27.9	37.5
1198	-24.7	-99.3	899.6	90.0	-75.5	1425.8	4.0	-29.4	45.9
1199	-24.3	-99.5	920.4	90.8	-72.9	1456.1	4.2	-31.0	54.7
1200	-23.9	-99.5	940.8	91.5	-70.3	1486.1	4.5	-32.6	64.1
1201	-23.5	-99.5	960.7	92.0	-67.6	1515.6	4.7	-34.2	74.0
1202	-23.1	-99.3	980.3	92.5	-65.0	1544.6	5.0	-35.9	84.4
1203	-22.7	-99.2	999.4	92.9	-62.3	1573.2	5.2	-37.5	95.4
1204	-22.3	-98.9	1018.1	93.2	-59.7	1601.3	5.5	-39.3	107.0
1205	-21.9	-98.6	1036.3	93.4	-57.1	1628.8	5.8	-41.0	119.2
1206	-21.5	-98.3	1054.2	93.5	-54.5	1655.7	6.1	-42.7	132.0
1207	-21.1	-97.9	1071.5	93.5	-52.0	1681.9	6.4	-44.5	145.3
