	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d
	FP1	FP1	FP1	FP2	FP2	FP2	FP1	FP1	FP1	FP2	FP2	FP2	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
488	129.9	-23.8	776.5	-137.6	24.2	706.9	105.1	-6.6	670.1	-112.3	54.5	586.3	93.3	-59.8	858.7	-112.3	-24.9	817.9
489	130.2	-24.1	780.0	-137.9	23.2	710.7	105.4	-7.9	670.4	-112.9	53.1	587.5	93.0	-60.1	862.1	-112.3	-25.8	821.1
490	130.4	-24.5	783.5	-138.2	22.2	714.5	105.7	-9.2	670.7	-113.6	51.6	588.7	92.6	-60.5	865.5	-112.3	-26.7	824.3
491	130.7	-24.9	787.1	-138.5	21.2	718.4	106.0	-10.5	671.1	-114.2	50.2	590.0	92.2	-60.9	868.8	-112.2	-27.6	827.4
492	130.9	-25.3	790.7	-138.8	20.2	722.2	106.3	-11.8	671.6	-114.8	48.8	591.4	91.9	-61.4	872.0	-112.2	-28.5	830.3
493	131.1	-25.7	794.3	-139.1	19.2	726.1	106.6	-13.0	672.1	-115.3	47.5	592.8	91.5	-61.8	875.1	-112.1	-29.4	833.1
494	131.4	-26.1	798.0	-139.4	18.3	730.0	106.9	-14.2	672.8	-115.9	46.1	594.3	91.1	-62.3	878.2	-112.1	-30.3	835.8
495	131.6	-26.5	801.7	-139.6	17.3	733.9	107.2	-15.4	673.5	-116.5	44.7	595.8	90.7	-62.7	881.1	-112.0	-31.3	838.3
496	131.8	-26.9	805.4	-139.9	16.3	737.8	107.5	-16.6	674.3	-117.0	43.4	597.4	90.2	-63.2	883.9	-111.8	-32.2	840.7
497	131.9	-27.3	809.1	-140.1	15.3	741.6	107.7	-17.7	675.3	-117.5	42.1	599.0	89.8	-63.8	886.7	-111.7	-33.2	842.9
498	132.1	-27.7	812.9	-140.3	14.4	745.5	108.0	-18.8	676.3	-118.1	40.8	600.7	89.4	-64.3	889.3	-111.5	-34.1	844.9
499	132.3	-28.1	816.6	-140.6	13.4	749.4	108.3	-19.9	677.4	-118.6	39.5	602.5	88.9	-64.8	891.7	-111.3	-35.1	846.8
500	132.4	-28.5	820.4	-140.8	12.4	753.3	108.5	-21.0	678.5	-119.1	38.2	604.3	88.5	-65.4	894.1	-111.1	-36.1	848.5
501	132.6	-29.0	824.2	-141.0	11.5	757.2	108.8	-22.0	679.8	-119.6	37.0	606.2	88.0	-66.0	896.3	-110.9	-37.1	850.0
502	132.7	-29.4	828.0	-141.1	10.5	761.0	109.0	-23.1	681.1	-120.0	35.7	608.1	87.5	-66.6	898.4	-110.6	-38.1	851.3
503	132.8	-29.9	831.7	-141.3	9.5	764.9	109.2	-24.1	682.6	-120.5	34.5	610.2	87.0	-67.2	900.3	-110.4	-39.1	852.5
504	132.9	-30.3	835.5	-141.5	8.6	768.7	109.4	-25.0	684.1	-120.9	33.3	612.2	86.5	-67.8	902.0	-110.0	-40.1	853.4
505	133.0	-30.8	839.3	-141.6	7.6	772.5	109.7	-26.0	685.7	-121.4	32.1	614.4	85.9	-68.4	903.6	-109.7	-41.1	854.1
506	133.1	-31.3	843.1	-141.8	6.6	776.2	109.9	-26.9	687.3	-121.8	30.9	616.5	85.4	-69.1	905.0	-109.3	-42.2	854.7
507	133.2	-31.8	846.9	-141.9	5.7	780.0	110.1	-27.8	689.1	-122.2	29.8	618.8	84.9	-69.7	906.3	-108.9	-43.2	855.0
508	133.3	-32.3	850.6	-142.0	4.7	783.7	110.2	-28.7	690.9	-122.6	28.6	621.1	84.3	-70.4	907.3	-108.4	-44.2	855.0
509	133.3	-32.9	854.4	-142.1	3.8	787.4	110.4	-29.5	692.9	-123.0	27.5	623.5	83.7	-71.0	908.2	-108.0	-45.2	854.9
510	133.4	-33.4	858.1	-142.1	2.8	791.0	110.6	-30.3	694.9	-123.4	26.4	625.9	83.1	-71.7	908.9	-107.5	-46.2	854.5
511	133.4	-34.0	861.8	-142.2	1.8	794.6	110.8	-31.1	697.0	-123.7	25.3	628.4	82.5	-72.4	909.3	-106.9	-47.2	853.9
512	133.4	-34.5	865.5	-142.2	0.9	798.1	110.9	-31.9	699.1	-124.1	24.2	630.9	81.9	-73.1	909.5	-106.3	-48.2	853.0
513	133.4	-35.1	869.2	-142.2	-0.1	801.6	111.1	-32.7	701.4	-124.4	23.1	633.5	81.2	-73.7	909.5	-105.7	-49.2	851.8
514	133.4	-35.7	872.8	-142.2	-1.1	805.1	111.2	-33.4	703.7	-124.8	22.1	636.2	80.6	-74.4	909.3	-105.0	-50.2	850.4
515	133.4	-36.4	876.4	-142.2	-2.0	808.5	111.3	-34.1	706.1	-125.1	21.0	638.9	79.9	-75.1	908.9	-104.4	-51.1	848.8
516	133.4	-37.0	879.9	-142.2	-3.0	811.8	111.5	-34.8	708.5	-125.4	20.0	641.7	79.2	-75.8	908.2	-103.6	-52.1	846.8
517	133.3	-37.6	883.4	-142.1	-4.0	815.0	111.6	-35.5	711.1	-125.7	19.0	644.6	78.5	-76.4	907.2	-102.8	-53.0	844.6
518	133.3	-38.3	886.9	-142.0	-4.9	818.2	111.7	-36.2	713.7	-126.0	18.0	647.5	77.7	-77.1	906.0	-102.0	-53.9	842.1
519	133.2	-39.0	890.3	-141.9	-5.9	821.3	111.8	-36.8	716.4	-126.3	17.0	650.4	77.0	-77.7	904.5	-101.2	-54.8	839.3
520	133.1	-39.7	893.6	-141.7	-6.9	824.4	111.9	-37.5	719.1	-126.5	16.0	653.4	76.2	-78.4	902.8	-100.3	-55.7	836.2
521	133.0	-40.4	896.9	-141.6	-7.9	827.3	112.0	-38.1	722.0	-126.8	15.1	656.5	75.4	-79.0	900.8	-99.4	-56.6	832.9
522	132.9	-41.1	900.1	-141.4	-8.8	830.1	112.1	-38.7	724.8	-127.1	14.1	659.6	74.6	-79.6	898.4	-98.4	-57.4	829.2
523	132.7	-41.9	903.2	-141.2	-9.8	832.9	112.2	-39.2	727.8	-127.3	13.2	662.8	73.8	-80.2	895.8	-97.4	-58.2	825.2
524	132.6	-42.6	906.3	-140.9	-10.8	835.6	112.3	-39.8	730.8	-127.6	12.3	666.1	72.9	-80.8	892.9	-96.3	-59.0	820.9
525	132.4	-43.4	909.3	-140.6	-11.8	838.1	112.4	-40.3	733.9	-127.8	11.4	669.3	72.0	-81.3	889.7	-95.3	-59.7	816.4
526	132.2	-44.2	912.2	-140.3	-12.8	840.6	112.5	-40.9	737.0	-128.0	10.5	672.7	71.1	-81.8	886.2	-94.1	-60.4	811.5
527	132.0	-45.0	915.0	-140.0	-13.8	842.9	112.5	-41.4	740.3	-128.3	9.6	676.1	70.2	-82.3	882.4	-93.0	-61.1	806.2
528	131.8	-45.8	917.7	-139.6	-14.7	845.1	112.6	-41.9	743.5	-128.5	8.7	679.5	69.2	-82.8	878.2	-91.8	-61.7	800.7
529	131.5	-46.7	920.3	-139.2	-15.7	847.2	112.7	-42.4	746.8	-128.7	7.8	683.0	68.3	-83.3	873.7	-90.5	-62.3	794.8
530	131.2	-47.5	922.8	-138.8	-16.7	849.2	112.7	-42.9	750.2	-128.9	7.0	686.6	67.3	-83.7	868.9	-89.3	-62.9	788.7
531	130.9	-48.3	925.2	-138.3	-17.7	851.0	112.8	-43.4	753.6	-129.1	6.1	690.2	66.2	-84.1	863.7	-88.0	-63.4	782.2
532	130.6	-49.2	927.5	-137.8	-18.7	852.7	112.8	-43.9	757.1	-129.3	5.3	693.9	65.2	-84.4	858.2	-86.6	-63.9	775.4
533	130.3	-50.1	929.6	-137.3	-19.7	854.2	112.9	-44.4	760.6	-129.5	4.5	697.6	64.1	-84.7	852.4	-85.2	-64.4	768.2
534	129.9	-51.0	931.6	-136.7	-20.7	855.6	112.9	-44.9	764.2	-129.7	3.6	701.3	63.0	-85.0	846.2	-83.8	-64.7	760.8
535	129.5	-51.9	933.5	-136.1	-21.7	856.8	113.0	-45.4	767.8	-129.9	2.8	705.1	61.9	-85.2	839.7	-82.4	-65.1	753.0
536	129.1	-52.8	935.2	-135.5	-22.7	857.9	113.0	-45.8	771.5	-130.0	2.0	708.9	60.8	-85.4	832.8	-80.9	-65.4	744.9
537	128.6	-53.7	936.7	-134.8	-23.7	858.7	113.1	-46.3	775.2	-130.2	1.2	712.8	59.6	-85.5	825.6	-79.4	-65.6	736.6
538	128.1	-54.6	938.1	-134.1	-24.7	859.5	113.1	-46.8	778.9	-130.4	0.4	716.7	58.4	-85.6	818.0	-77.8	-65.8	727.8
539	127.6	-55.5	939.3	-133.4	-25.7	860.0	113.1	-47.2	782.7	-130.5	-0.3	720.6	57.2	-85.7	810.1	-76.3	-66.0	718.8
540	127.1	-56.4	940.4	-132.6	-26.7	860.3	113.1	-47.7	786.5	-130.7	-1.1	724.6	56.0	-85.6	801.8	-74.7	-66.1	709.5
541	126.5	-57.3	941.3	-131.8	-27.6	860.5	113.2	-48.2	790.3	-130.9	-1.9	728.6	54.7	-85.6	793.1	-73.0	-66.1	699.9
542	125.9	-58.2	941.9	-130.9	-28.6	860.4	113.2	-48.7	794.2	-131.0	-2.6	732.6	53.5	-85.5	784.2	-71.4	-66.1	690.0
543	125.3	-59.2	942.4	-130.0	-29.6	860.2	113.2	-49.1	798.1	-131.1	-3.4	736.6	52.2	-85.3	774.8	-69.7	-66.0	679.9
544	124.6	-60.1	942.7	-129.1	-30.6	859.7	113.2	-49.6	802.0	-131.3	-4.2	740.7	50.9	-85.1	765.2	-68.0	-65.8	669.4
545	123.9	-61.0	942.7	-128.1	-31.6	859.0	113.2	-50.1	805.9	-131.4	-4.9	744.8	49.5	-84.8	755.2	-66.3	-65.6	658.7
546	123.2	-61.9	942.6	-127.1	-32.5	858.1	113.2	-50.6	809.9	-131.5	-5.6	748.9	48.2	-84.4	744.8	-64.6	-65.4	647.7
547	122.4	-62.8	942.2	-126.0	-33.5	857.0	113.2	-51.1	813.9	-131.7	-6.4	753.0	46.8	-84.0	734.2	-62.8	-65.1	636.5
548	121.6	-63.7	941.6	-124.9	-34.4	855.6	113.2	-51.6	817.8	-131.8	-7.1	757.1	45.5	-83.5	723.2	-61.0	-64.7	625.0
549	120.8	-64.6	940.7	-123.8	-35.4	854.0	113.1	-52.1	821.8	-131.9	-7.8	761.2	44.1	-83.0	711.9	-59.3	-64.3	613.3
550	119.9	-65.4	939.6	-122.6	-36.3	852.1	113.1	-52.6	825.8	-132.0	-8.6	765.3	42.7	-82.4	700.3	-57.5	-63.8	601.3
551	119.0	-66.3	938.2	-121.4	-37.2	850.0	113.0	-53.1	829.8	-132.0	-9.3	769.5	41.3	-81.8	688.4	-55.7	-63.2	589.2
552	118.0	-67.1	936.6	-120.1	-38.1	847.6	113.0	-53.7	833.8	-132.1	-10.0	773.6	39.9	-81.1	676.2	-53.9	-62.6	576.9
553	117.0	-68.0	934.6	-118.8	-39.0	845.0	112.9	-54.2	837.8	-132.2	-10.7	777.6	38.4	-80.3	663.7	-52.0	-61.9	564.4
554	116.0	-68.8	932.5	-117.5	-39.9	842.1	112.9	-54.8	841.8	-132.3	-11.4	781.7	37.0	-79.4	651.0	-50.2	-61.2	551.7
555	114.9	-69.5	930.0	-116.1	-40.8	838.9	112.8	-55.3	845.8	-132.3	-12.1	785.7	35.6	-78.5	638.0	-48.4	-60.4	538.8
556	113.8	-70.3	927.2	-114.7	-41.6	835.5	112.7	-55.9	849.7	-132.3	-12.9	789.7	34.2	-77.6	624.8	-46.6	-59.6	525.9
557	112.6	-71.0	924.1	-113.3	-42.4	831.7	112.6	-56.5	853.7	-132.4	-13.6	793.7	32.8	-76.5	611.4	-44.8	-58.7	512.7
558	111.4	-71.8	920.7	-111.8	-43.2	827.7	112.5	-57.1	857.6	-132.4	-14.3	797.6	31.3	-75.5	597.7	-43.0	-57.7	499.5
559	110.2	-72.4	917.0	-110.2	-44.0	823.4	112.3	-57.7	861.5	-132.4	-15.0	801.5	29.9	-74.3	583.9	-41.2	-56.7	486.2
560	108.9	-73.1	913.0	-108.7	-44.8	818.8	112.2	-58.3	865.3	-132.4	-15.7	805.3	28.5	-73.1	569.9	-39.4	-55.7	472.8
561	107.6	-73.7	908.6	-107.1	-45.5	813.9	112.0	-58.9	869.2	-132.3	-16.4	809.1	27.2	-71.9	555.7	-37.6	-54.6	459.3
562	106.2	-74.3	904.0	-105.5	-46.2	808.8	111.9	-59.5	872.9	-132.3	-17.1	812.8	25.8	-70.6	541.3	-35.9	-53.5	445.8
563	104.8	-74.9	898.9	-103.8	-46.9	803.3	111.7	-60.2	876.7	-132.2	-17.9	816.4	24.4	-69.2	526.9	-34.2	-52.3	432.3
564	103.4	-75.4	893.6	-102.1	-47.6	797.5	111.5	-60.8	880.3	-132.2	-18.6	820.0	23.1	-67.8	512.3	-32.5	-51.1	418.7
565	101.9	-75.9	887.9	-100.4	-48.2	791.4	111.2	-61.5	883.9	-132.1	-19.3	823.5	21.8	-66.3	497.6	-30.8	-49.8	405.2
566	100.4	-76.3	881.8	-98.6	-48.8	785.0	111.0	-62.2	887.5	-131.9	-20.0	826.9	20.5	-64.8	482.9	-29.1	-48.6	391.7
567	98.8	-76.7	875.4	-96.8	-49.4	778.3	110.8	-62.9	891.0	-131.8	-20.8	830.1	19.2	-63.3	468.1	-27.5	-47.2	378.2
568	97.2	-77.1	868.6	-95.0	-49.9	771.3	110.5	-63.5	894.4	-131.7	-21.5	833.3	18.0	-61.7	453.3	-25.9	-45.9	364.7
569	95.6	-77.4	861.5	-93.1	-50.4	764.0	110.2	-64.2	897.7	-131.5	-22.2	836.4	16.8	-60.1	438.5	-24.4	-44.5	351.4
570	93.9	-77.7	854.0	-91.2	-50.9	756.5	109.9	-64.9	901.0	-131.3	-23.0	839.4	15.6	-58.5	423.6	-22.8	-43.2	338.1
571	92.2	-77.9	846.2	-89.3	-51.3	748.6	109.6	-65.7	904.1	-131.1	-23.7	842.2	14.4	-56.8	408.9	-21.4	-41.8	324.9
572	90.4	-78.0	838.0	-87.4	-51.7	740.4	109.2	-66.4	907.2	-130.8	-24.5	845.0	13.3	-55.1	394.1	-19.9	-40.4	311.9
573	88.6	-78.2	829.4	-85.4	-52.0	731.9	108.8	-67.1	910.1	-130.6	-25.2	847.6	12.2	-53.4	379.5	-18.5	-38.9	299.0
574	86.8	-78.2	820.5	-83.5	-52.3	723.1	108.4	-67.8	913.0	-130.3	-26.0	850.0	11.2	-51.7	364.9	-17.2	-37.5	286.3
575	85.0	-78.2	811.2	-81.5	-52.6	714.1	108.0	-68.6	915.7	-130.0	-26.7	852.3	10.2	-49.9	350.5	-15.9	-36.1	273.7
576	83.1	-78.2	801.6	-79.4	-52.8	704.7	107.6	-69.3	918.3	-129.6	-27.5	854.4	9.2	-48.2	336.2	-14.6	-34.7	261.3
577	81.2	-78.1	791.6	-77.4	-53.0	695.1	107.1	-70.0	920.7	-129.2	-28.3	856.4	8.3	-46.4	322.0	-13.4	-33.3	249.1
578	79.3	-77.9	781.2	-75.3	-53.1	685.2	106.7	-70.8	923.1	-128.8	-29.0	858.2	7.4	-44.7	308.1	-12.2	-31.9	237.2
579	77.3	-77.7	770.5	-73.3	-53.2	675.0	106.2	-71.5	925.2	-128.4	-29.8	859.9	6.5	-42.9	294.3	-11.1	-30.5	225.5
580	75.3	-77.4	759.5	-71.2	-53.2	664.6	105.6	-72.3	927.3	-127.9	-30.6	861.4	5.7	-41.2	280.8	-10.1	-29.2	214.0
581	73.3	-77.0	748.2	-69.1	-53.2	653.9	105.1	-73.0	929.1	-127.4	-31.3	862.6	5.0	-39.5	267.4	-9.1	-27.8	202.8
582	71.3	-76.6	736.5	-67.0	-53.1	643.0	104.5	-73.8	930.8	-126.9	-32.1	863.7	4.2	-37.8	254.4	-8.1	-26.5	191.8
583	69.3	-76.2	724.5	-64.9	-52.9	631.9	103.9	-74.5	932.3	-126.4	-32.9	864.6	3.5	-36.1	241.6	-7.2	-25.2	181.1
584	67.2	-75.6	712.2	-62.8	-52.8	620.5	103.3	-75.3	933.7	-125.8	-33.6	865.2	2.9	-34.5	229.0	-6.3	-23.9	170.7
585	65.2	-75.0	699.6	-60.7	-52.5	608.9	102.6	-76.0	934.8	-125.2	-34.4	865.7	2.3	-32.8	216.8	-5.5	-22.7	160.6
586	63.1	-74.4	686.7	-58.6	-52.3	597.1	102.0	-76.7	935.8	-124.5	-35.2	865.9	1.7	-31.2	204.9	-4.7	-21.5	150.8
587	61.0	-73.7	673.5	-56.4	-51.9	585.1	101.3	-77.4	936.5	-123.8	-35.9	865.9	1.2	-29.7	193.2	-3.9	-20.3	141.3
588	59.0	-72.9	660.1	-54.3	-51.5	572.9	100.5	-78.1	937.0	-123.1	-36.7	865.7	0.7	-28.1	181.9	-3.2	-19.1	132.1
589	56.9	-72.0	646.4	-52.2	-51.1	560.5	99.8	-78.8	937.3	-122.3	-37.4	865.2	0.2	-26.7	170.9	-2.6	-18.0	123.2
590	54.8	-71.1	632.5	-50.1	-50.6	548.0	99.0	-79.5	937.3	-121.5	-38.2	864.5	-0.2	-25.2	160.3	-2.0	-16.9	114.6
591	52.7	-70.2	618.4	-48.1	-50.1	535.3	98.2	-80.2	937.2	-120.7	-38.9	863.5	-0.6	-23.8	150.0	-1.4	-15.9	106.4
592	50.7	-69.2	604.1	-46.0	-49.5	522.5	97.4	-80.8	936.7	-119.8	-39.6	862.3	-1.0	-22.4	140.0	-0.9	-14.9	98.4
593	48.6	-68.1	589.6	-43.9	-48.8	509.6	96.5	-81.5	936.0	-118.9	-40.3	860.8	-1.4	-21.0	130.4	-0.4	-13.9	90.7
594	46.6	-67.0	574.9	-41.9	-48.2	496.6	95.6	-82.1	935.1	-117.9	-41.0	859.0	-1.7	-19.7	121.1	0.1	-12.9	83.4
595	44.6	-65.8	560.1	-39.9	-47.4	483.4	94.7	-82.7	933.9	-116.9	-41.7	856.9	-2.0	-18.5	112.2	0.6	-12.0	76.3
596	42.6	-64.6	545.1	-37.9	-46.6	470.2	93.7	-83.2	932.4	-115.9	-42.4	854.6	-2.2	-17.3	103.5	1.0	-11.1	69.6
597	40.6	-63.3	530.0	-36.0	-45.8	456.9	92.8	-83.8	930.6	-114.9	-43.1	851.9	-2.5	-16.1	95.3	1.3	-10.3	63.1
598	38.6	-62.0	514.9	-34.0	-45.0	443.6	91.8	-84.3	928.5	-113.7	-43.7	849.0	-2.7	-14.9	87.4	1.7	-9.4	57.0
599	36.7	-60.6	499.6	-32.1	-44.1	430.3	90.7	-84.8	926.1	-112.6	-44.3	845.8	-2.9	-13.8	79.8	2.0	-8.6	51.1
600	34.8	-59.2	484.4	-30.3	-43.1	416.9	89.7	-85.3	923.4	-111.4	-44.9	842.3	-3.0	-12.8	72.5	2.3	-7.9	45.5
601	33.0	-57.7	469.0	-28.4	-42.1	403.5	88.6	-85.7	920.4	-110.2	-45.5	838.5	-3.2	-11.8	65.6	2.5	-7.2	40.2
602	31.1	-56.2	453.7	-26.7	-41.1	390.2	87.5	-86.1	917.0	-108.9	-46.1	834.3	-3.3	-10.8	59.0	2.8	-6.5	35.2
603	29.4	-54.7	438.4	-24.9	-40.1	376.9	86.4	-86.5	913.4	-107.6	-46.6	829.9	-3.4	-9.9	52.7	3.0	-5.8	30.4
604	27.6	-53.2	423.1	-23.2	-39.0	363.6	85.2	-86.8	909.3	-106.3	-47.1	825.1	-3.5	-9.0	46.7	3.2	-5.2	25.9
605	25.9	-51.6	407.9	-21.6	-37.9	350.4	84.0	-87.1	905.0	-104.9	-47.6	820.0	-3.6	-8.1	41.0	3.3	-4.6	21.7
606	24.3	-50.0	392.8	-20.0	-36.8	337.3	82.8	-87.4	900.3	-103.5	-48.0	814.6	-3.7	-7.3	35.6	3.5	-4.1	17.7
607	22.6	-48.4	377.7	-18.4	-35.7	324.3	81.6	-87.6	895.2	-102.1	-48.5	808.9	-3.7	-6.5	30.5	3.6	-3.5	13.9
608	21.1	-46.8	362.8	-16.9	-34.6	311.4	80.3	-87.7	889.8	-100.6	-48.9	802.8	-3.8	-5.8	25.7	3.7	-3.0	10.3
609	19.6	-45.2	348.0	-15.5	-33.4	298.7	79.0	-87.9	884.0	-99.1	-49.2	796.4	-3.8	-5.1	21.2	3.8	-2.5	7.0
610	18.1	-43.6	333.4	-14.1	-32.3	286.1	77.7	-87.9	877.9	-97.5	-49.5	789.7	-3.8	-4.4	16.9	3.9	-2.1	3.9
611	16.7	-41.9	319.0	-12.7	-31.1	273.7	76.3	-88.0	871.4	-96.0	-49.8	782.7	-3.8	-3.8	12.9	3.9	-1.7	1.0
612	15.4	-40.3	304.7	-11.4	-30.0	261.4	75.0	-87.9	864.5	-94.3	-50.0	775.3	-3.8	-3.2	9.1	4.0	-1.3	-1.6
613	14.1	-38.7	290.7	-10.2	-28.8	249.4	73.6	-87.9	857.2	-92.7	-50.3	767.6	-3.8	-2.7	5.6	4.0	-0.9	-4.1
614	12.8	-37.1	277.0	-9.0	-27.7	237.5	72.2	-87.7	849.5	-91.0	-50.4	759.6	-3.8	-2.1	2.3	4.0	-0.5	-6.4
615	11.6	-35.5	263.4	-7.9	-26.5	225.9	70.8	-87.6	841.5	-89.3	-50.5	751.3	-3.7	-1.6	-0.7	4.0	-0.2	-8.5
616	10.5	-33.9	250.2	-6.9	-25.4	214.5	69.3	-87.3	833.1	-87.6	-50.6	742.6	-3.7	-1.2	-3.6	4.0	0.1	-10.5
617	9.4	-32.4	237.2	-5.9	-24.3	203.4	67.8	-87.0	824.3	-85.8	-50.6	733.6	-3.6	-0.8	-6.2	4.0	0.4	-12.3
618	8.4	-30.9	224.6	-4.9	-23.2	192.6	66.3	-86.7	815.2	-84.0	-50.6	724.3	-3.6	-0.3	-8.6	4.0	0.6	-13.9
619	7.4	-29.4	212.3	-4.0	-22.1	182.0	64.8	-86.3	805.7	-82.2	-50.6	714.8	-3.5	0.0	-10.8	3.9	0.9	-15.4
620	6.4	-27.9	200.2	-3.2	-21.1	171.6	63.3	-85.8	795.8	-80.4	-50.5	704.9	-3.5	0.4	-12.9	3.9	1.1	-16.7
621	5.6	-26.5	188.5	-2.4	-20.0	161.6	61.8	-85.3	785.5	-78.5	-50.3	694.7	-3.4	0.7	-14.7	3.9	1.3	-17.9
622	4.7	-25.1	177.2	-1.7	-19.0	151.8	60.2	-84.7	774.9	-76.6	-50.1	684.2	-3.3	1.0	-16.4	3.8	1.5	-18.9
623	3.9	-23.7	166.2	-1.0	-18.0	142.4	58.7	-84.1	763.9	-74.8	-49.9	673.4	-3.2	1.3	-17.9	3.7	1.6	-19.9
624	3.2	-22.4	155.5	-0.3	-17.0	133.2	57.1	-83.4	752.5	-72.8	-49.6	662.4	-3.2	1.5	-19.3	3.7	1.8	-20.7
625	2.5	-21.1	145.2	0.3	-16.1	124.4	55.5	-82.6	740.9	-70.9	-49.3	651.1	-3.1	1.8	-20.5	3.6	1.9	-21.4
626	1.8	-19.8	135.2	0.8	-15.1	115.8	53.9	-81.8	728.8	-69.0	-48.9	639.5	-3.0	2.0	-21.6	3.5	2.0	-22.0
627	1.2	-18.6	125.6	1.3	-14.3	107.6	52.3	-80.9	716.5	-67.0	-48.4	627.7	-2.9	2.2	-22.6	3.4	2.1	-22.5
628	0.7	-17.4	116.4	1.8	-13.4	99.6	50.7	-79.9	703.8	-65.1	-47.9	615.6	-2.8	2.3	-23.4	3.4	2.2	-22.9
629	0.1	-16.3	107.4	2.3	-12.5	92.0	49.1	-78.9	690.9	-63.1	-47.4	603.4	-2.7	2.5	-24.1	3.3	2.3	-23.2
630	-0.4	-15.2	98.9	2.7	-11.7	84.7	47.5	-77.9	677.6	-61.1	-46.8	590.9	-2.6	2.6	-24.7	3.2	2.4	-23.4
631	-0.8	-14.1	90.7	3.0	-10.9	77.6	45.8	-76.7	664.1	-59.2	-46.2	578.2	-2.6	2.7	-25.2	3.1	2.5	-23.5
632	-1.3	-13.1	82.8	3.3	-10.2	70.9	44.2	-75.6	650.3	-57.2	-45.5	565.3	-2.5	2.8	-25.5	3.0	2.5	-23.6
633	-1.6	-12.1	75.3	3.6	-9.4	64.4	42.6	-74.3	636.2	-55.2	-44.8	552.3	-2.4	2.9	-25.8	2.9	2.5	-23.6
634	-2.0	-11.1	68.1	3.9	-8.7	58.3	41.0	-73.0	621.9	-53.2	-44.1	539.1	-2.3	3.0	-26.0	2.8	2.6	-23.6
635	-2.3	-10.2	61.3	4.1	-8.0	52.4	39.4	-71.7	607.4	-51.3	-43.3	525.8	-2.2	3.1	-26.1	2.7	2.6	-23.5
636	-2.6	-9.3	54.8	4.4	-7.4	46.8	37.8	-70.3	592.7	-49.3	-42.4	512.3	-2.1	3.1	-26.2	2.6	2.6	-23.3
637	-2.9	-8.5	48.6	4.5	-6.8	41.5	36.3	-68.9	577.8	-47.4	-41.6	498.7	-2.0	3.1	-26.1	2.5	2.6	-23.1
638	-3.1	-7.7	42.7	4.7	-6.2	36.5	34.7	-67.4	562.7	-45.5	-40.7	485.1	-1.9	3.2	-26.0	2.4	2.6	-22.8
639	-3.4	-6.9	37.1	4.8	-5.6	31.7	33.1	-65.9	547.5	-43.5	-39.7	471.3	-1.8	3.2	-25.9	2.3	2.6	-22.5
640	-3.6	-6.2	31.8	4.9	-5.0	27.1	31.6	-64.3	532.1	-41.6	-38.7	457.5	-1.8	3.2	-25.7	2.2	2.6	-22.2
641	-3.7	-5.5	26.8	5.0	-4.5	22.9	30.1	-62.7	516.7	-39.8	-37.7	443.6	-1.7	3.2	-25.4	2.1	2.5	-21.8
642	-3.9	-4.9	22.1	5.1	-4.0	18.8	28.6	-61.1	501.2	-37.9	-36.7	429.8	-1.6	3.2	-25.1	2.1	2.5	-21.4
