	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\Vertical 3.c3d
	FP1	FP1	FP1	FP2	FP2	FP2	FP1	FP1	FP1	FP2	FP2	FP2	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	30.1	1.1	200.5	-39.6	2.7	190.6	12.3	8.4	113.7	-48.0	-10.0	122.5	32.4	4.2	190.9	-40.1	12.6	167.9
2	30.4	1.1	201.5	-39.6	2.7	191.8	12.5	8.5	114.4	-47.8	-9.8	123.0	32.8	4.3	192.5	-40.2	12.7	169.3
3	30.6	1.1	202.5	-39.7	2.7	193.0	12.7	8.5	115.0	-47.7	-9.6	123.6	33.2	4.4	194.1	-40.3	12.9	170.8
4	30.9	1.1	203.6	-39.7	2.7	194.2	12.8	8.6	115.6	-47.6	-9.4	124.2	33.6	4.4	195.7	-40.4	13.0	172.3
5	31.1	1.2	204.7	-39.8	2.7	195.4	13.0	8.6	116.3	-47.4	-9.2	124.8	34.0	4.5	197.4	-40.5	13.1	173.8
6	31.4	1.2	205.8	-39.8	2.7	196.7	13.2	8.7	116.9	-47.3	-9.0	125.5	34.4	4.5	199.0	-40.6	13.3	175.3
7	31.6	1.2	206.9	-39.9	2.7	197.9	13.4	8.7	117.6	-47.1	-8.7	126.2	34.8	4.5	200.7	-40.7	13.4	176.8
8	31.9	1.2	208.1	-39.9	2.7	199.2	13.6	8.7	118.2	-46.9	-8.4	126.9	35.3	4.6	202.4	-40.8	13.5	178.4
9	32.2	1.1	209.3	-40.0	2.8	200.6	13.8	8.8	118.9	-46.7	-8.2	127.7	35.8	4.6	204.2	-40.9	13.6	179.9
10	32.4	1.1	210.5	-40.0	2.8	202.0	14.0	8.8	119.6	-46.5	-7.9	128.5	36.2	4.6	205.9	-41.0	13.7	181.5
11	32.7	1.1	211.8	-40.1	2.8	203.3	14.2	8.8	120.3	-46.3	-7.6	129.3	36.7	4.6	207.8	-41.1	13.8	183.1
12	33.0	1.1	213.1	-40.2	2.8	204.8	14.4	8.8	121.0	-46.1	-7.3	130.2	37.2	4.6	209.6	-41.2	13.8	184.7
13	33.3	1.1	214.4	-40.3	2.8	206.2	14.6	8.8	121.7	-45.9	-7.0	131.1	37.7	4.6	211.5	-41.3	13.9	186.3
14	33.6	1.1	215.8	-40.3	2.9	207.7	14.8	8.7	122.4	-45.7	-6.6	132.1	38.2	4.6	213.4	-41.4	14.0	187.9
15	33.9	1.1	217.2	-40.4	2.9	209.2	15.0	8.7	123.1	-45.5	-6.3	133.1	38.7	4.6	215.3	-41.5	14.0	189.6
16	34.2	1.0	218.7	-40.5	2.9	210.7	15.3	8.7	123.9	-45.2	-5.9	134.1	39.3	4.6	217.3	-41.6	14.1	191.2
17	34.5	1.0	220.2	-40.6	2.9	212.2	15.5	8.7	124.6	-45.0	-5.5	135.2	39.8	4.6	219.3	-41.8	14.1	192.8
18	34.9	1.0	221.7	-40.7	2.9	213.8	15.7	8.6	125.4	-44.7	-5.1	136.3	40.4	4.5	221.4	-41.9	14.2	194.5
19	35.2	1.0	223.3	-40.8	3.0	215.4	15.9	8.6	126.1	-44.4	-4.7	137.4	40.9	4.5	223.5	-42.0	14.2	196.2
20	35.5	0.9	224.9	-40.9	3.0	217.0	16.2	8.5	126.9	-44.2	-4.3	138.6	41.5	4.4	225.6	-42.1	14.2	197.8
21	35.9	0.9	226.6	-41.0	3.0	218.6	16.4	8.4	127.7	-43.9	-3.9	139.9	42.1	4.4	227.8	-42.2	14.2	199.5
22	36.2	0.8	228.3	-41.1	3.0	220.2	16.7	8.4	128.5	-43.6	-3.4	141.2	42.7	4.3	230.0	-42.4	14.2	201.2
23	36.6	0.8	230.0	-41.2	3.1	221.9	16.9	8.3	129.4	-43.3	-3.0	142.5	43.3	4.3	232.3	-42.5	14.2	202.9
24	36.9	0.7	231.8	-41.3	3.1	223.5	17.1	8.2	130.2	-43.0	-2.5	143.8	43.9	4.2	234.6	-42.6	14.2	204.5
25	37.3	0.7	233.6	-41.4	3.1	225.2	17.4	8.1	131.0	-42.7	-2.0	145.2	44.5	4.1	236.9	-42.7	14.2	206.2
26	37.7	0.6	235.4	-41.5	3.1	226.9	17.6	8.0	131.9	-42.4	-1.5	146.7	45.1	4.0	239.3	-42.9	14.2	207.9
27	38.0	0.6	237.3	-41.7	3.1	228.6	17.9	7.9	132.8	-42.1	-1.0	148.2	45.7	3.9	241.7	-43.0	14.2	209.5
28	38.4	0.5	239.3	-41.8	3.2	230.3	18.1	7.8	133.7	-41.8	-0.5	149.7	46.3	3.8	244.2	-43.1	14.2	211.2
29	38.8	0.4	241.2	-41.9	3.2	232.0	18.4	7.7	134.6	-41.5	0.1	151.3	47.0	3.7	246.7	-43.3	14.1	212.8
30	39.2	0.3	243.2	-42.0	3.2	233.8	18.7	7.6	135.5	-41.2	0.6	152.9	47.6	3.6	249.2	-43.4	14.1	214.5
31	39.6	0.3	245.3	-42.1	3.2	235.5	18.9	7.5	136.4	-40.8	1.2	154.6	48.2	3.5	251.8	-43.6	14.0	216.1
32	40.0	0.2	247.3	-42.3	3.3	237.2	19.2	7.4	137.4	-40.5	1.7	156.2	48.9	3.4	254.4	-43.7	14.0	217.7
33	40.4	0.1	249.4	-42.4	3.3	238.9	19.4	7.2	138.4	-40.2	2.3	158.0	49.5	3.3	257.0	-43.9	13.9	219.3
34	40.8	-0.0	251.6	-42.5	3.3	240.7	19.7	7.1	139.4	-39.9	2.9	159.7	50.1	3.1	259.7	-44.0	13.9	220.9
35	41.2	-0.1	253.7	-42.6	3.3	242.4	20.0	7.0	140.4	-39.5	3.5	161.5	50.8	3.0	262.4	-44.2	13.8	222.5
36	41.6	-0.2	255.9	-42.8	3.3	244.1	20.2	6.8	141.4	-39.2	4.1	163.4	51.4	2.8	265.1	-44.3	13.8	224.0
37	42.0	-0.3	258.1	-42.9	3.4	245.8	20.5	6.7	142.5	-38.9	4.7	165.3	52.0	2.7	267.9	-44.5	13.7	225.5
38	42.4	-0.4	260.4	-43.0	3.4	247.5	20.8	6.5	143.5	-38.6	5.3	167.2	52.7	2.5	270.7	-44.7	13.6	227.1
39	42.8	-0.5	262.7	-43.2	3.4	249.2	21.0	6.4	144.6	-38.3	6.0	169.1	53.3	2.4	273.5	-44.9	13.6	228.5
40	43.3	-0.6	264.9	-43.3	3.4	250.8	21.3	6.2	145.7	-37.9	6.6	171.1	53.9	2.2	276.4	-45.1	13.5	230.0
41	43.7	-0.7	267.3	-43.4	3.4	252.5	21.6	6.1	146.9	-37.6	7.2	173.1	54.5	2.0	279.3	-45.2	13.4	231.5
42	44.1	-0.9	269.6	-43.6	3.5	254.1	21.8	5.9	148.0	-37.3	7.9	175.1	55.2	1.8	282.2	-45.4	13.4	232.9
43	44.5	-1.0	271.9	-43.7	3.5	255.8	22.1	5.8	149.2	-37.0	8.5	177.1	55.8	1.7	285.2	-45.6	13.3	234.3
44	45.0	-1.1	274.3	-43.8	3.5	257.4	22.4	5.6	150.4	-36.7	9.2	179.2	56.4	1.5	288.2	-45.9	13.2	235.7
45	45.4	-1.2	276.7	-44.0	3.5	258.9	22.6	5.5	151.7	-36.4	9.8	181.3	57.0	1.3	291.2	-46.1	13.1	237.0
46	45.8	-1.4	279.1	-44.1	3.5	260.5	22.9	5.3	153.0	-36.1	10.4	183.3	57.6	1.1	294.2	-46.3	13.0	238.3
47	46.2	-1.5	281.5	-44.2	3.5	262.1	23.2	5.2	154.3	-35.9	11.1	185.5	58.1	1.0	297.3	-46.5	13.0	239.6
48	46.7	-1.6	283.9	-44.4	3.5	263.6	23.5	5.0	155.6	-35.6	11.7	187.6	58.7	0.8	300.3	-46.8	12.9	240.9
49	47.1	-1.7	286.3	-44.5	3.5	265.1	23.7	4.8	157.0	-35.3	12.4	189.7	59.3	0.6	303.5	-47.0	12.8	242.2
50	47.5	-1.9	288.8	-44.7	3.5	266.6	24.0	4.7	158.4	-35.1	13.0	191.8	59.8	0.4	306.6	-47.3	12.8	243.4
51	47.9	-2.0	291.2	-44.8	3.5	268.0	24.3	4.5	159.8	-34.8	13.7	193.9	60.4	0.3	309.7	-47.5	12.7	244.6
52	48.3	-2.1	293.6	-44.9	3.5	269.4	24.6	4.4	161.3	-34.6	14.3	196.1	60.9	0.1	312.9	-47.8	12.6	245.8
53	48.8	-2.3	296.0	-45.1	3.5	270.8	24.9	4.2	162.8	-34.4	14.9	198.2	61.5	-0.1	316.1	-48.1	12.5	246.9
54	49.2	-2.4	298.5	-45.2	3.5	272.2	25.2	4.0	164.3	-34.2	15.5	200.3	62.0	-0.2	319.4	-48.3	12.5	248.0
55	49.6	-2.5	300.9	-45.4	3.5	273.5	25.5	3.9	165.9	-34.0	16.1	202.4	62.5	-0.4	322.6	-48.6	12.4	249.1
56	50.0	-2.7	303.3	-45.5	3.4	274.9	25.7	3.7	167.5	-33.8	16.7	204.5	63.0	-0.5	325.9	-48.9	12.4	250.2
57	50.4	-2.8	305.7	-45.7	3.4	276.2	26.0	3.6	169.1	-33.6	17.3	206.5	63.5	-0.6	329.1	-49.2	12.3	251.3
58	50.8	-2.9	308.1	-45.8	3.3	277.4	26.3	3.4	170.8	-33.5	17.9	208.6	64.0	-0.8	332.5	-49.5	12.2	252.3
59	51.1	-3.1	310.5	-45.9	3.3	278.7	26.6	3.3	172.6	-33.3	18.5	210.6	64.5	-0.9	335.8	-49.8	12.2	253.3
60	51.5	-3.2	312.9	-46.1	3.2	279.9	26.9	3.1	174.4	-33.2	19.0	212.6	65.0	-1.0	339.1	-50.1	12.2	254.3
61	51.9	-3.3	315.2	-46.2	3.2	281.1	27.2	3.0	176.2	-33.1	19.6	214.5	65.5	-1.1	342.5	-50.4	12.1	255.2
62	52.2	-3.5	317.6	-46.4	3.1	282.2	27.5	2.9	178.0	-33.0	20.1	216.5	65.9	-1.2	345.9	-50.7	12.1	256.1
63	52.6	-3.6	319.9	-46.5	3.0	283.4	27.8	2.7	180.0	-32.9	20.6	218.3	66.4	-1.3	349.2	-51.0	12.1	257.0
64	52.9	-3.7	322.2	-46.7	3.0	284.5	28.1	2.6	181.9	-32.8	21.1	220.2	66.8	-1.4	352.7	-51.3	12.0	257.9
65	53.3	-3.9	324.5	-46.8	2.9	285.6	28.4	2.5	183.9	-32.8	21.6	222.0	67.2	-1.4	356.1	-51.6	12.0	258.8
66	53.6	-4.0	326.7	-46.9	2.8	286.6	28.8	2.3	186.0	-32.7	22.0	223.8	67.7	-1.5	359.5	-51.9	12.0	259.6
67	53.9	-4.1	329.0	-47.1	2.7	287.7	29.1	2.2	188.1	-32.7	22.5	225.5	68.1	-1.5	363.0	-52.2	12.0	260.5
68	54.3	-4.2	331.2	-47.2	2.6	288.7	29.4	2.1	190.3	-32.7	22.9	227.2	68.5	-1.6	366.5	-52.5	12.0	261.3
69	54.6	-4.4	333.3	-47.4	2.5	289.7	29.7	2.0	192.5	-32.7	23.3	228.8	68.9	-1.6	369.9	-52.8	12.0	262.0
70	54.8	-4.5	335.5	-47.5	2.3	290.7	30.0	1.9	194.7	-32.8	23.7	230.4	69.3	-1.6	373.4	-53.1	12.0	262.8
71	55.1	-4.6	337.6	-47.7	2.2	291.6	30.3	1.8	197.1	-32.8	24.1	231.9	69.7	-1.6	376.9	-53.4	12.1	263.6
72	55.4	-4.7	339.7	-47.8	2.1	292.6	30.7	1.7	199.4	-32.9	24.4	233.4	70.1	-1.6	380.4	-53.7	12.1	264.3
73	55.7	-4.9	341.8	-47.9	2.0	293.5	31.0	1.6	201.8	-33.0	24.8	234.9	70.5	-1.5	384.0	-54.0	12.1	265.0
74	55.9	-5.0	343.8	-48.1	1.8	294.4	31.3	1.5	204.3	-33.0	25.1	236.3	70.8	-1.5	387.5	-54.3	12.2	265.7
75	56.2	-5.1	345.9	-48.2	1.7	295.3	31.7	1.4	206.8	-33.1	25.4	237.7	71.2	-1.4	391.0	-54.5	12.2	266.4
76	56.4	-5.2	347.8	-48.4	1.6	296.2	32.0	1.3	209.4	-33.3	25.7	239.0	71.6	-1.4	394.6	-54.8	12.3	267.0
77	56.6	-5.3	349.8	-48.5	1.4	297.1	32.3	1.2	212.1	-33.4	25.9	240.3	71.9	-1.3	398.1	-55.1	12.4	267.7
78	56.8	-5.4	351.7	-48.7	1.3	297.9	32.7	1.1	214.8	-33.5	26.2	241.6	72.3	-1.2	401.7	-55.3	12.5	268.3
79	57.0	-5.5	353.6	-48.8	1.2	298.7	33.0	1.1	217.5	-33.7	26.4	242.8	72.6	-1.1	405.2	-55.6	12.5	269.0
80	57.2	-5.7	355.5	-49.0	1.0	299.6	33.3	1.0	220.3	-33.9	26.7	244.0	73.0	-1.0	408.8	-55.8	12.6	269.6
81	57.4	-5.8	357.3	-49.1	0.9	300.4	33.7	0.9	223.2	-34.0	26.9	245.2	73.3	-0.8	412.3	-56.1	12.7	270.2
82	57.5	-5.9	359.1	-49.2	0.7	301.2	34.0	0.9	226.1	-34.2	27.1	246.3	73.7	-0.7	415.8	-56.3	12.9	270.8
83	57.7	-6.0	360.9	-49.4	0.6	302.0	34.4	0.8	229.1	-34.4	27.3	247.4	74.0	-0.6	419.4	-56.5	13.0	271.4
84	57.8	-6.1	362.6	-49.5	0.5	302.8	34.7	0.8	232.1	-34.7	27.5	248.5	74.3	-0.4	422.9	-56.7	13.1	271.9
85	58.0	-6.2	364.3	-49.7	0.3	303.6	35.1	0.7	235.2	-34.9	27.7	249.6	74.6	-0.2	426.4	-56.9	13.2	272.5
86	58.1	-6.3	366.0	-49.8	0.2	304.4	35.4	0.7	238.3	-35.1	27.9	250.6	75.0	-0.0	429.9	-57.1	13.4	273.1
87	58.2	-6.4	367.7	-50.0	0.1	305.1	35.8	0.7	241.5	-35.4	28.0	251.7	75.3	0.2	433.4	-57.3	13.5	273.6
88	58.3	-6.5	369.3	-50.2	-0.0	305.9	36.1	0.6	244.7	-35.6	28.2	252.7	75.6	0.4	436.8	-57.5	13.7	274.2
89	58.4	-6.6	371.0	-50.3	-0.2	306.7	36.5	0.6	248.0	-35.9	28.4	253.7	75.9	0.6	440.3	-57.6	13.8	274.7
90	58.5	-6.7	372.6	-50.5	-0.3	307.5	36.8	0.6	251.4	-36.1	28.6	254.7	76.2	0.8	443.7	-57.8	14.0	275.3
91	58.6	-6.8	374.2	-50.6	-0.4	308.2	37.2	0.6	254.8	-36.4	28.7	255.8	76.5	1.1	447.0	-57.9	14.1	275.8
92	58.6	-6.9	375.7	-50.8	-0.5	309.0	37.5	0.6	258.2	-36.7	28.9	256.8	76.8	1.4	450.4	-58.0	14.3	276.3
93	58.7	-7.0	377.3	-51.0	-0.6	309.8	37.9	0.6	261.7	-37.0	29.1	257.8	77.1	1.6	453.7	-58.1	14.5	276.9
94	58.8	-7.1	378.8	-51.1	-0.7	310.5	38.3	0.6	265.2	-37.3	29.3	258.8	77.4	1.9	457.0	-58.2	14.7	277.4
95	58.8	-7.2	380.3	-51.3	-0.7	311.3	38.6	0.6	268.8	-37.6	29.4	259.8	77.7	2.2	460.3	-58.3	14.9	277.9
96	58.9	-7.3	381.9	-51.5	-0.8	312.1	39.0	0.6	272.4	-37.9	29.6	260.9	78.0	2.5	463.5	-58.4	15.1	278.5
97	58.9	-7.4	383.4	-51.7	-0.9	312.8	39.4	0.7	276.1	-38.2	29.8	261.9	78.3	2.8	466.6	-58.5	15.2	279.0
98	59.0	-7.5	384.9	-51.8	-0.9	313.6	39.7	0.7	279.8	-38.5	30.0	263.0	78.6	3.1	469.8	-58.5	15.4	279.6
99	59.0	-7.6	386.3	-52.0	-1.0	314.4	40.1	0.7	283.5	-38.8	30.2	264.0	78.8	3.4	472.8	-58.5	15.6	280.1
100	59.1	-7.7	387.8	-52.2	-1.0	315.2	40.5	0.8	287.3	-39.2	30.4	265.1	79.1	3.8	475.9	-58.6	15.8	280.7
101	59.1	-7.7	389.3	-52.4	-1.1	315.9	40.8	0.8	291.1	-39.5	30.6	266.2	79.4	4.1	478.9	-58.6	16.0	281.2
102	59.1	-7.8	390.8	-52.6	-1.1	316.7	41.2	0.9	294.9	-39.8	30.8	267.4	79.7	4.5	481.8	-58.6	16.3	281.8
103	59.1	-7.9	392.2	-52.8	-1.1	317.5	41.6	0.9	298.8	-40.2	31.0	268.5	79.9	4.8	484.7	-58.6	16.5	282.4
104	59.2	-7.9	393.7	-53.0	-1.1	318.3	42.0	1.0	302.7	-40.5	31.2	269.7	80.2	5.2	487.5	-58.6	16.7	282.9
105	59.2	-8.0	395.1	-53.2	-1.2	319.1	42.3	1.1	306.6	-40.9	31.4	270.9	80.5	5.6	490.3	-58.5	16.9	283.5
106	59.2	-8.0	396.6	-53.5	-1.2	319.9	42.7	1.1	310.6	-41.2	31.7	272.1	80.7	5.9	493.0	-58.5	17.1	284.1
107	59.3	-8.1	398.1	-53.7	-1.1	320.7	43.1	1.2	314.6	-41.6	31.9	273.3	81.0	6.3	495.6	-58.5	17.3	284.7
108	59.3	-8.1	399.5	-53.9	-1.1	321.5	43.5	1.3	318.6	-42.0	32.2	274.6	81.3	6.7	498.2	-58.4	17.5	285.3
109	59.3	-8.2	401.0	-54.1	-1.1	322.3	43.9	1.4	322.6	-42.3	32.4	275.8	81.5	7.1	500.8	-58.3	17.8	286.0
110	59.3	-8.2	402.5	-54.4	-1.1	323.1	44.3	1.5	326.6	-42.7	32.6	277.2	81.8	7.5	503.2	-58.2	18.0	286.6
111	59.4	-8.2	404.0	-54.6	-1.1	323.9	44.6	1.6	330.7	-43.0	32.9	278.5	82.0	7.8	505.6	-58.2	18.2	287.3
112	59.4	-8.2	405.4	-54.8	-1.0	324.7	45.0	1.6	334.7	-43.4	33.2	279.8	82.3	8.2	508.0	-58.1	18.5	287.9
113	59.5	-8.2	406.9	-55.1	-1.0	325.5	45.4	1.7	338.8	-43.8	33.4	281.2	82.6	8.6	510.3	-58.0	18.7	288.6
114	59.5	-8.2	408.4	-55.3	-0.9	326.3	45.8	1.8	342.8	-44.1	33.7	282.6	82.8	9.0	512.5	-57.9	18.9	289.3
115	59.5	-8.2	409.9	-55.6	-0.8	327.1	46.2	1.9	346.9	-44.5	34.0	284.1	83.1	9.4	514.7	-57.7	19.2	290.0
116	59.6	-8.1	411.4	-55.8	-0.8	327.9	46.6	2.1	351.0	-44.8	34.2	285.5	83.3	9.8	516.8	-57.6	19.4	290.7
117	59.7	-8.1	412.9	-56.1	-0.7	328.7	47.0	2.2	355.1	-45.2	34.5	287.0	83.6	10.1	518.8	-57.5	19.7	291.4
118	59.7	-8.1	414.4	-56.3	-0.6	329.5	47.4	2.3	359.1	-45.6	34.8	288.5	83.8	10.5	520.8	-57.4	20.0	292.1
119	59.8	-8.0	415.9	-56.6	-0.5	330.3	47.8	2.4	363.2	-45.9	35.1	290.0	84.0	10.9	522.7	-57.2	20.2	292.9
120	59.9	-7.9	417.5	-56.9	-0.4	331.1	48.2	2.5	367.3	-46.3	35.4	291.5	84.3	11.3	524.6	-57.1	20.5	293.7
121	59.9	-7.9	419.0	-57.1	-0.3	331.9	48.6	2.6	371.3	-46.6	35.7	293.0	84.5	11.6	526.4	-56.9	20.8	294.4
122	60.0	-7.8	420.5	-57.4	-0.2	332.7	49.0	2.7	375.4	-46.9	35.9	294.6	84.8	12.0	528.2	-56.8	21.1	295.2
123	60.1	-7.7	422.1	-57.7	-0.1	333.4	49.4	2.9	379.4	-47.3	36.2	296.2	85.0	12.4	529.9	-56.6	21.3	296.0
124	60.2	-7.6	423.6	-57.9	0.0	334.2	49.8	3.0	383.4	-47.6	36.5	297.8	85.2	12.7	531.5	-56.5	21.6	296.9
125	60.3	-7.5	425.1	-58.2	0.1	335.0	50.2	3.1	387.4	-47.9	36.8	299.4	85.5	13.1	533.1	-56.3	21.9	297.7
126	60.5	-7.3	426.7	-58.5	0.3	335.7	50.6	3.2	391.4	-48.3	37.1	301.0	85.7	13.4	534.6	-56.1	22.3	298.6
127	60.6	-7.2	428.2	-58.8	0.4	336.4	51.1	3.4	395.3	-48.6	37.4	302.7	85.9	13.7	536.1	-56.0	22.6	299.4
128	60.7	-7.1	429.8	-59.0	0.5	337.2	51.5	3.5	399.3	-48.9	37.7	304.3	86.1	14.1	537.6	-55.8	22.9	300.3
129	60.9	-6.9	431.3	-59.3	0.7	337.9	51.9	3.6	403.2	-49.2	38.0	306.0	86.3	14.4	539.0	-55.6	23.2	301.2
130	61.0	-6.7	432.8	-59.6	0.8	338.6	52.3	3.8	407.0	-49.5	38.3	307.7	86.5	14.7	540.3	-55.5	23.6	302.1
131	61.2	-6.6	434.4	-59.9	1.0	339.3	52.7	3.9	410.9	-49.8	38.6	309.3	86.7	15.0	541.6	-55.3	23.9	303.1
132	61.4	-6.4	435.9	-60.1	1.1	340.0	53.2	4.1	414.7	-50.1	38.9	311.0	86.9	15.4	542.9	-55.1	24.3	304.0
133	61.5	-6.2	437.4	-60.4	1.3	340.7	53.6	4.2	418.5	-50.4	39.2	312.7	87.1	15.7	544.1	-55.0	24.7	305.0
134	61.7	-6.0	439.0	-60.7	1.5	341.4	54.0	4.4	422.3	-50.7	39.5	314.4	87.3	16.0	545.3	-54.8	25.0	306.0
135	61.9	-5.8	440.5	-61.0	1.6	342.0	54.4	4.5	426.0	-50.9	39.8	316.1	87.5	16.3	546.5	-54.6	25.4	307.0
136	62.2	-5.5	442.0	-61.2	1.8	342.7	54.9	4.7	429.7	-51.2	40.1	317.9	87.6	16.6	547.6	-54.5	25.8	308.0
137	62.4	-5.3	443.5	-61.5	2.0	343.3	55.3	4.8	433.3	-51.5	40.4	319.6	87.8	16.9	548.7	-54.3	26.2	309.1
138	62.6	-5.1	445.0	-61.8	2.2	344.0	55.7	5.0	436.9	-51.7	40.7	321.3	88.0	17.2	549.8	-54.1	26.6	310.1
139	62.8	-4.8	446.5	-62.0	2.4	344.6	56.1	5.1	440.5	-52.0	41.0	323.0	88.1	17.4	550.8	-54.0	27.0	311.2
140	63.1	-4.5	447.9	-62.3	2.6	345.2	56.6	5.3	444.0	-52.2	41.3	324.8	88.2	17.7	551.9	-53.8	27.4	312.3
141	63.4	-4.3	449.4	-62.5	2.8	345.8	57.0	5.5	447.5	-52.5	41.6	326.5	88.3	18.0	552.9	-53.7	27.8	313.5
142	63.6	-4.0	450.8	-62.8	3.0	346.4	57.4	5.6	451.0	-52.7	41.9	328.2	88.4	18.3	553.9	-53.5	28.3	314.6
143	63.9	-3.7	452.3	-63.0	3.2	347.0	57.8	5.8	454.4	-52.9	42.2	329.9	88.5	18.6	554.9	-53.3	28.7	315.8
144	64.2	-3.4	453.7	-63.3	3.4	347.5	58.3	6.0	457.8	-53.2	42.5	331.7	88.6	18.9	555.8	-53.2	29.2	317.0
145	64.5	-3.1	455.1	-63.5	3.6	348.1	58.7	6.1	461.1	-53.4	42.7	333.4	88.7	19.1	556.8	-53.0	29.6	318.2
146	64.8	-2.8	456.5	-63.8	3.9	348.6	59.1	6.3	464.4	-53.6	43.0	335.1	88.8	19.4	557.8	-52.8	30.1	319.4
147	65.1	-2.5	457.8	-64.0	4.1	349.2	59.6	6.5	467.6	-53.9	43.3	336.9	88.8	19.7	558.7	-52.7	30.5	320.7
148	65.4	-2.2	459.2	-64.2	4.3	349.7	60.0	6.6	470.8	-54.1	43.6	338.6	88.8	20.0	559.7	-52.5	31.0	322.0
149	65.7	-1.9	460.5	-64.4	4.6	350.2	60.4	6.8	474.0	-54.3	43.8	340.3	88.9	20.3	560.6	-52.3	31.5	323.3
150	66.0	-1.5	461.9	-64.7	4.8	350.8	60.8	7.0	477.1	-54.5	44.1	342.0	88.9	20.6	561.6	-52.2	31.9	324.6
151	66.4	-1.2	463.2	-64.9	5.1	351.3	61.2	7.2	480.1	-54.8	44.4	343.7	88.9	20.9	562.5	-52.0	32.4	325.9
152	66.7	-0.9	464.5	-65.1	5.3	351.8	61.7	7.3	483.1	-55.0	44.6	345.5	88.8	21.1	563.5	-51.8	32.9	327.3
153	67.0	-0.5	465.7	-65.3	5.6	352.3	62.1	7.5	486.1	-55.2	44.9	347.2	88.8	21.4	564.5	-51.7	33.4	328.7
154	67.4	-0.2	467.0	-65.5	5.9	352.8	62.5	7.7	489.0	-55.4	45.1	348.8	88.7	21.7	565.5	-51.5	33.9	330.2
155	67.7	0.2	468.2	-65.7	6.2	353.4	62.9	7.8	491.9	-55.7	45.3	350.5	88.7	22.0	566.5	-51.3	34.4	331.6
156	68.1	0.6	469.5	-65.9	6.4	353.9	63.3	8.0	494.7	-55.9	45.6	352.2	88.6	22.3	567.5	-51.1	34.9	333.1
157	68.4	0.9	470.7	-66.0	6.7	354.4	63.7	8.2	497.5	-56.1	45.8	353.9	88.5	22.6	568.6	-51.0	35.4	334.6
158	68.8	1.3	471.9	-66.2	7.0	354.9	64.1	8.3	500.2	-56.4	46.0	355.5	88.4	23.0	569.7	-50.8	35.9	336.2
159	69.1	1.7	473.0	-66.4	7.3	355.4	64.5	8.5	502.9	-56.6	46.2	357.2	88.3	23.3	570.8	-50.6	36.5	337.7
160	69.5	2.1	474.2	-66.5	7.7	356.0	64.9	8.6	505.6	-56.9	46.4	358.8	88.1	23.6	571.9	-50.4	37.0	339.3
161	69.8	2.5	475.3	-66.7	8.0	356.5	65.3	8.8	508.1	-57.1	46.6	360.4	88.0	23.9	573.1	-50.2	37.5	341.0
162	70.2	2.9	476.5	-66.8	8.3	357.1	65.7	8.9	510.7	-57.3	46.8	362.0	87.8	24.3	574.3	-50.0	38.1	342.6
163	70.5	3.3	477.6	-67.0	8.7	357.6	66.0	9.1	513.2	-57.6	46.9	363.6	87.6	24.6	575.6	-49.8	38.6	344.3
164	70.9	3.7	478.7	-67.1	9.0	358.2	66.4	9.2	515.6	-57.8	47.1	365.2	87.4	25.0	576.8	-49.6	39.2	346.0
