	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d
	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z
271	16.94	-6.85	-0.59	14.04	-14.70	-0.76	-14.70	-4.42	-0.55
272	19.26	-7.67	-0.56	13.54	-14.24	-0.63	-13.22	-5.20	-0.74
273	21.38	-8.42	-0.51	12.85	-13.66	-0.51	-11.33	-6.08	-0.93
274	23.27	-9.11	-0.45	11.98	-12.98	-0.40	-9.08	-7.05	-1.09
275	24.89	-9.71	-0.38	10.91	-12.22	-0.28	-6.53	-8.09	-1.24
276	26.22	-10.22	-0.29	9.68	-11.40	-0.17	-3.74	-9.16	-1.35
277	27.22	-10.60	-0.20	8.30	-10.52	-0.07	-0.76	-10.24	-1.44
278	27.89	-10.87	-0.10	6.78	-9.64	0.04	2.31	-11.29	-1.49
279	28.19	-11.00	0.00	5.16	-8.74	0.14	5.41	-12.26	-1.50
280	28.14	-10.99	0.10	3.45	-7.87	0.25	8.46	-13.13	-1.48
281	27.72	-10.83	0.20	1.69	-7.04	0.34	11.44	-13.86	-1.42
282	26.97	-10.52	0.28	-0.10	-6.26	0.43	14.28	-14.45	-1.34
283	25.87	-10.06	0.36	-1.89	-5.55	0.51	16.95	-14.85	-1.23
284	24.47	-9.47	0.42	-3.66	-4.93	0.58	19.42	-15.06	-1.11
285	22.80	-8.72	0.47	-5.38	-4.38	0.64	21.68	-15.07	-0.97
286	20.88	-7.86	0.51	-7.01	-3.94	0.68	23.67	-14.90	-0.84
287	18.75	-6.87	0.53	-8.53	-3.58	0.71	25.38	-14.53	-0.71
288	16.45	-5.79	0.55	-9.93	-3.30	0.72	26.77	-13.98	-0.58
289	14.02	-4.65	0.57	-11.19	-3.09	0.72	27.84	-13.28	-0.47
290	11.52	-3.44	0.57	-12.29	-2.93	0.71	28.56	-12.42	-0.38
291	8.94	-2.23	0.59	-13.23	-2.83	0.69	28.91	-11.43	-0.30
292	6.35	-1.01	0.60	-14.01	-2.76	0.66	28.89	-10.34	-0.24
293	3.79	0.17	0.61	-14.60	-2.70	0.63	28.49	-9.16	-0.19
294	1.28	1.30	0.63	-15.05	-2.67	0.59	27.75	-7.93	-0.15
295	-1.14	2.36	0.64	-15.33	-2.64	0.56	26.65	-6.67	-0.11
296	-3.44	3.32	0.66	-15.46	-2.60	0.53	25.26	-5.40	-0.08
297	-5.59	4.18	0.68	-15.46	-2.55	0.50	23.57	-4.14	-0.05
298	-7.59	4.93	0.70	-15.35	-2.46	0.48	21.65	-2.94	-0.01
299	-9.41	5.54	0.71	-15.12	-2.34	0.46	19.53	-1.78	0.03
300	-11.04	6.06	0.72	-14.81	-2.17	0.44	17.25	-0.71	0.08
301	-12.49	6.48	0.72	-14.43	-1.96	0.43	14.84	0.28	0.14
302	-13.76	6.79	0.72	-13.97	-1.70	0.41	12.36	1.16	0.20
303	-14.85	7.04	0.71	-13.46	-1.40	0.40	9.84	1.91	0.27
304	-15.76	7.23	0.71	-12.91	-1.07	0.38	7.29	2.56	0.33
305	-16.51	7.36	0.70	-12.32	-0.70	0.35	4.77	3.07	0.40
306	-17.10	7.45	0.69	-11.69	-0.32	0.32	2.30	3.46	0.45
307	-17.56	7.51	0.69	-11.05	0.07	0.27	-0.08	3.72	0.50
308	-17.86	7.54	0.69	-10.36	0.47	0.22	-2.37	3.88	0.54
309	-18.05	7.54	0.69	-9.68	0.85	0.15	-4.52	3.93	0.57
310	-18.09	7.54	0.69	-8.96	1.21	0.08	-6.51	3.89	0.59
311	-18.04	7.51	0.70	-8.26	1.55	-0.00	-8.35	3.78	0.59
312	-17.87	7.45	0.70	-7.53	1.86	-0.09	-10.01	3.61	0.58
313	-17.61	7.39	0.71	-6.83	2.15	-0.17	-11.48	3.41	0.57
314	-17.24	7.30	0.70	-6.11	2.40	-0.26	-12.74	3.20	0.55
315	-16.79	7.19	0.70	-5.41	2.64	-0.35	-13.81	2.98	0.53
316	-16.26	7.05	0.68	-4.73	2.86	-0.43	-14.67	2.77	0.51
317	-15.65	6.89	0.66	-4.06	3.05	-0.50	-15.32	2.59	0.49
318	-14.97	6.71	0.62	-3.42	3.24	-0.57	-15.78	2.45	0.48
319	-14.24	6.52	0.57	-2.80	3.39	-0.63	-16.06	2.34	0.47
320	-13.46	6.31	0.52	-2.21	3.53	-0.68	-16.15	2.28	0.47
321	-12.64	6.08	0.45	-1.66	3.65	-0.71	-16.08	2.25	0.47
322	-11.80	5.84	0.37	-1.14	3.73	-0.74	-15.88	2.26	0.48
323	-10.93	5.60	0.29	-0.67	3.81	-0.76	-15.53	2.31	0.48
324	-10.06	5.33	0.19	-0.24	3.86	-0.76	-15.10	2.40	0.49
325	-9.16	5.06	0.09	0.14	3.90	-0.75	-14.57	2.49	0.49
326	-8.28	4.77	-0.01	0.46	3.93	-0.73	-13.97	2.63	0.48
327	-7.38	4.48	-0.12	0.73	3.95	-0.70	-13.34	2.77	0.47
328	-6.49	4.19	-0.22	0.96	3.97	-0.65	-12.68	2.94	0.46
329	-5.59	3.90	-0.33	1.12	3.99	-0.59	-12.02	3.12	0.43
330	-4.69	3.62	-0.42	1.22	4.01	-0.53	-11.36	3.29	0.40
331	-3.78	3.34	-0.51	1.28	4.03	-0.45	-10.71	3.46	0.36
332	-2.87	3.10	-0.59	1.27	4.06	-0.37	-10.09	3.63	0.31
333	-1.95	2.86	-0.66	1.22	4.10	-0.28	-9.49	3.77	0.26
334	-1.02	2.65	-0.71	1.13	4.13	-0.19	-8.90	3.91	0.21
335	-0.10	2.48	-0.76	1.02	4.18	-0.10	-8.32	4.01	0.14
336	0.82	2.32	-0.79	0.88	4.23	-0.02	-7.76	4.10	0.08
337	1.72	2.20	-0.80	0.74	4.30	0.07	-7.19	4.15	0.02
338	2.61	2.10	-0.81	0.57	4.37	0.15	-6.62	4.17	-0.04
339	3.47	2.03	-0.80	0.39	4.44	0.22	-6.04	4.15	-0.10
340	4.29	1.98	-0.79	0.20	4.53	0.29	-5.44	4.10	-0.15
341	5.08	1.92	-0.76	0.02	4.61	0.35	-4.83	4.02	-0.20
342	5.81	1.87	-0.72	-0.17	4.70	0.41	-4.20	3.92	-0.24
343	6.48	1.81	-0.67	-0.35	4.78	0.45	-3.55	3.80	-0.27
344	7.09	1.73	-0.61	-0.53	4.86	0.48	-2.89	3.65	-0.29
345	7.63	1.64	-0.55	-0.69	4.94	0.50	-2.23	3.49	-0.30
346	8.10	1.51	-0.47	-0.86	5.00	0.52	-1.56	3.32	-0.30
347	8.50	1.35	-0.39	-0.99	5.05	0.52	-0.92	3.15	-0.30
348	8.83	1.14	-0.29	-1.12	5.09	0.52	-0.29	2.97	-0.28
349	9.09	0.89	-0.20	-1.23	5.11	0.51	0.30	2.78	-0.26
350	9.28	0.59	-0.10	-1.32	5.11	0.49	0.86	2.61	-0.23
351	9.40	0.24	0.01	-1.38	5.09	0.46	1.36	2.43	-0.19
352	9.48	-0.16	0.11	-1.41	5.05	0.44	1.81	2.27	-0.14
353	9.49	-0.61	0.21	-1.41	5.00	0.40	2.20	2.11	-0.09
354	9.45	-1.10	0.31	-1.37	4.94	0.37	2.54	1.98	-0.03
355	9.36	-1.63	0.41	-1.31	4.86	0.33	2.80	1.85	0.03
356	9.21	-2.21	0.49	-1.20	4.78	0.29	3.02	1.73	0.10
357	9.02	-2.82	0.57	-1.07	4.70	0.24	3.17	1.64	0.17
358	8.77	-3.47	0.64	-0.90	4.62	0.19	3.26	1.56	0.24
359	8.47	-4.15	0.69	-0.70	4.55	0.14	3.30	1.48	0.32
360	8.10	-4.85	0.74	-0.48	4.48	0.08	3.29	1.44	0.39
361	7.68	-5.57	0.77	-0.24	4.43	0.03	3.25	1.41	0.45
362	7.18	-6.32	0.78	0.02	4.39	-0.04	3.17	1.40	0.51
363	6.62	-7.07	0.78	0.30	4.36	-0.10	3.07	1.42	0.57
364	5.99	-7.84	0.77	0.58	4.34	-0.16	2.95	1.45	0.62
365	5.28	-8.60	0.75	0.85	4.35	-0.23	2.81	1.51	0.66
366	4.49	-9.36	0.71	1.11	4.36	-0.30	2.66	1.57	0.70
367	3.63	-10.11	0.66	1.35	4.40	-0.37	2.50	1.67	0.72
368	2.67	-10.82	0.60	1.56	4.43	-0.43	2.34	1.76	0.74
369	1.64	-11.49	0.53	1.73	4.50	-0.49	2.18	1.88	0.75
370	0.52	-12.11	0.44	1.84	4.56	-0.55	2.01	1.98	0.75
371	-0.66	-12.66	0.35	1.89	4.65	-0.61	1.86	2.10	0.75
372	-1.92	-13.12	0.26	1.85	4.73	-0.66	1.69	2.21	0.73
373	-3.22	-13.48	0.16	1.74	4.82	-0.70	1.54	2.30	0.71
374	-4.57	-13.74	0.06	1.52	4.90	-0.74	1.39	2.37	0.68
375	-5.95	-13.86	-0.05	1.17	4.97	-0.76	1.24	2.41	0.65
376	-7.34	-13.87	-0.15	0.73	4.99	-0.78	1.11	2.42	0.60
377	-8.73	-13.73	-0.24	0.13	4.97	-0.79	0.97	2.39	0.55
378	-10.09	-13.46	-0.32	-0.60	4.86	-0.78	0.84	2.32	0.49
379	-11.41	-13.04	-0.39	-1.46	4.66	-0.76	0.72	2.21	0.42
380	-12.68	-12.49	-0.45	-2.47	4.35	-0.73	0.62	2.07	0.34
381	-13.89	-11.80	-0.49	-3.60	3.91	-0.68	0.53	1.90	0.26
382	-15.02	-10.99	-0.52	-4.85	3.34	-0.62	0.46	1.69	0.16
383	-16.05	-10.08	-0.53	-6.20	2.60	-0.55	0.39	1.48	0.07
384	-16.99	-9.04	-0.52	-7.63	1.70	-0.45	0.34	1.24	-0.03
385	-17.80	-7.94	-0.49	-9.09	0.63	-0.34	0.29	0.98	-0.13
386	-18.46	-6.76	-0.46	-10.54	-0.62	-0.21	0.22	0.71	-0.23
387	-18.98	-5.53	-0.41	-11.93	-2.01	-0.06	0.14	0.42	-0.34
388	-19.30	-4.27	-0.35	-13.19	-3.56	0.13	0.00	0.12	-0.44
389	-19.41	-3.02	-0.29	-14.24	-5.23	0.34	-0.18	-0.20	-0.54
390	-19.27	-1.77	-0.22	-26.43	6.44	0.93	-0.44	-0.52	-0.64
391	-18.88	-0.57	-0.15	-28.22	10.23	1.55	-0.78	-0.86	-0.73
392	-18.19	0.56	-0.08	-29.04	14.80	2.03	-1.22	-1.17	-0.82
393	-17.20	1.61	-0.03	-28.78	20.12	2.32	-1.75	-1.48	-0.89
394	-23.20	32.05	0.66	-27.40	26.10	2.39	-2.41	-1.79	-0.95
395	-22.88	38.07	0.68	-24.90	32.58	2.21	-3.18	-2.07	-1.00
396	-22.08	43.77	0.58	-21.31	39.38	1.74	-4.07	-2.35	-1.04
397	-20.78	49.07	0.35	-16.68	46.33	0.97	-5.08	-2.62	-1.06
398	-18.93	53.90	-0.01	-11.13	53.20	-0.09	-6.21	-2.89	-1.06
399	-16.58	58.26	-0.49	-4.73	59.84	-1.45	-7.43	-3.15	-1.04
400	-13.73	62.16	-1.06	2.50	66.10	-3.05	-8.75	-3.44	-1.01
401	-10.48	65.64	-1.71	10.50	71.81	-4.88	-10.13	-3.74	-0.95
402	-6.90	68.75	-2.41	19.24	76.84	-6.86	-11.55	-4.08	-0.87
403	-3.13	71.57	-3.14	28.66	81.07	-8.96	-12.95	-4.47	-0.76
404	0.77	74.11	-3.89	38.67	84.45	-11.14	-14.33	-4.93	-0.64
405	4.66	76.39	-4.64	49.12	86.94	-13.37	-15.60	-5.44	-0.48
406	8.46	78.38	-5.38	59.85	88.53	-15.61	-16.73	-6.05	-0.31
407	12.08	80.08	-6.08	70.69	89.22	-17.84	-17.64	-6.73	-0.10
408	15.43	81.42	-6.72	81.45	89.05	-20.03	-5.29	23.71	2.24
409	18.43	82.38	-7.29	91.96	88.07	-22.16	-6.22	28.60	2.64
410	21.01	82.88	-7.78	102.05	86.37	-24.21	-6.76	33.46	2.90
411	23.14	82.87	-8.16	111.57	84.06	-26.16	-6.80	38.15	3.03
412				120.43	81.27	-28.01	-6.25	42.61	2.99
413				128.54	78.14	-29.75	-4.98	46.75	2.82
414				135.89	74.81	-31.40	-2.98	50.53	2.49
415				142.51	71.40	-32.96	-0.21	53.91	2.04
416				148.45	68.01	-34.42	3.32	56.88	1.46
417				153.79	64.77	-35.81	7.62	59.44	0.77
418				158.61	61.70	-37.11	12.71	61.61	-0.04
419				162.98	58.90	-38.34	18.62	63.39	-0.95
420				166.98	56.37	-39.49	25.36	64.77	-1.97
421				170.70	54.16	-40.59	32.91	65.72	-3.07
422				174.18	52.27	-41.62	41.22	66.25	-4.27
423				177.50	50.72	-42.60	50.23	66.37	-5.55
424				180.76	49.47	-43.53	59.84	66.10	-6.93
425				183.97	48.55	-44.42	69.91	65.47	-8.39
426				187.19	47.91	-45.26	80.27	64.50	-9.95
427				190.44	47.55	-46.07	90.78	63.21	-11.60
428				193.72	47.41	-46.83	101.25	61.65	-13.32
429				197.01	47.46	-47.54	111.50	59.85	-15.11
430				200.20	47.64	-48.16	121.37	57.85	-16.94
431				203.21	47.88	-48.65	130.73	55.70	-18.80
432				205.86	48.10	-48.97	139.45	53.46	-20.67
433				207.96	48.21	-49.05	147.44	51.14	-22.51
434							154.66	48.83	-24.33
435							161.08	46.52	-26.10
436							166.71	44.26	-27.81
437							171.56	42.06	-29.43
438							175.69	39.94	-30.97
439							179.16	37.90	-32.42
440							182.03	35.94	-33.76
441							184.39	34.10	-35.01
442							186.32	32.34	-36.18
443							187.90	30.69	-37.27
444							189.23	29.14	-38.27
445							190.37	27.72	-39.25
446							191.41	26.39	-40.16
447							192.43	25.20	-41.08
448							193.48	24.11	-41.97
449							194.63	23.15	-42.88
450							195.91	22.30	-43.81
451							197.33	21.55	-44.76
452							198.87	20.89	-45.74
453							200.51	20.29	-46.73
454							202.17	19.72	-47.74
455							203.75	19.15	-48.74
456							205.12	18.50	-49.69
457									
458									
